time,event,detail,basket,legs,first_entry,quote,trigger,lots,fill,bid,ask,balance,equity,margin,free_margin,margin_level,day,day_start_balance,daily_cash_pnl,total_lots,positions
2026.03.05 00:00:00,day_start,net cash target resets at broker midnight,0,0,0.0,0.0,0.0,0.0,0.0,5165.027,5165.142,3000.0,3000.0,0.0,3000.0,0.0,20260305,3000.0,0.0,0.0,0
2026.03.05 00:00:00,buy_request,first leg,1,0,0.0,5165.142,5165.142,0.02,0.0,5165.027,5165.142,3000.0,3000.0,0.0,3000.0,0.0,20260305,3000.0,0.0,0.0,0
2026.03.05 00:00:00,buy_filled,filled,1,1,5165.142,5165.142,5165.142,0.02,5165.142,5165.027,5165.142,2999.89,2999.66,5.17,2994.49,58020.50290135396,20260305,3000.0,-0.11000000000012733,0.02,1
2026.03.05 00:18:20,exit_trigger,single leg plus price step,1,1,5165.142,5175.166,5175.142,0.0,0.0,5175.166,5175.281,2999.89,3019.94,5.17,3014.77,58412.76595744681,20260305,3000.0,-0.11000000000012733,0.02,1
2026.03.05 00:18:20,basket_closed,net basket cash=19.94,1,1,5165.142,0.0,0.0,0.0,0.0,5175.166,5175.281,3019.94,3019.94,0.0,3019.94,0.0,20260305,3000.0,19.940000000000055,0.0,0
2026.03.05 00:18:21,buy_request,first leg,2,0,0.0,5175.35,5175.35,0.02,0.0,5175.253,5175.35,3019.94,3019.94,0.0,3019.94,0.0,20260305,3000.0,19.940000000000055,0.0,0
2026.03.05 00:18:21,buy_filled,filled,2,1,5175.35,5175.35,5175.35,0.02,5175.35,5175.253,5175.35,3019.83,3019.64,5.18,3014.46,58294.2084942085,20260305,3000.0,19.829999999999927,0.02,1
2026.03.05 01:10:36,exit_trigger,single leg plus price step,2,1,5175.35,5185.528,5185.35,0.0,0.0,5185.528,5185.625,3019.83,3040.19,5.18,3035.01,58690.92664092665,20260305,3000.0,19.829999999999927,0.02,1
2026.03.05 01:10:36,basket_closed,net basket cash=20.25,2,1,5175.35,0.0,0.0,0.0,0.0,5185.528,5185.625,3040.19,3040.19,0.0,3040.19,0.0,20260305,3000.0,40.190000000000055,0.0,0
2026.03.05 01:10:36,buy_request,first leg,3,0,0.0,5185.518,5185.518,0.02,0.0,5185.421,5185.518,3040.19,3040.19,0.0,3040.19,0.0,20260305,3000.0,40.190000000000055,0.0,0
2026.03.05 01:10:36,buy_filled,filled,3,1,5185.518,5185.518,5185.518,0.02,5185.518,5185.421,5185.518,3040.08,3039.88,5.19,3034.69,58571.86897880539,20260305,3000.0,40.07999999999993,0.02,1
2026.03.05 01:20:11,buy_request,doubling rung,3,1,5185.518,5175.507,5175.518,0.04,0.0,5175.392,5175.507,3040.08,3019.82,5.19,3014.63,58185.35645472061,20260305,3000.0,40.07999999999993,0.02,1
2026.03.05 01:20:11,buy_filled,filled,3,2,5185.518,5175.507,5175.518,0.04,5175.507,5175.392,5175.507,3039.86,3019.14,15.54,3003.6,19428.185328185325,20260305,3000.0,39.86000000000013,0.06,2
2026.03.05 02:22:21,exit_trigger,all legs at original entry,3,2,5185.518,5185.593,5185.518,0.0,0.0,5185.593,5185.785,3039.86,3080.35,15.54,3064.81,19822.07207207207,20260305,3000.0,39.86000000000013,0.06,2
2026.03.05 02:22:21,basket_closed,net basket cash=40.16,3,2,5185.518,0.0,0.0,0.0,0.0,5185.593,5185.785,3080.35,3080.35,0.0,3080.35,0.0,20260305,3000.0,80.34999999999991,0.0,0
2026.03.05 02:22:21,buy_request,first leg,4,0,0.0,5185.927,5185.927,0.02,0.0,5185.76,5185.927,3080.35,3080.35,0.0,3080.35,0.0,20260305,3000.0,80.34999999999991,0.0,0
2026.03.05 02:22:21,buy_filled,filled,4,1,5185.927,5185.927,5185.927,0.02,5185.927,5185.76,5185.927,3080.24,3079.91,5.19,3074.72,59343.1599229287,20260305,3000.0,80.23999999999978,0.02,1
2026.03.05 02:44:48,buy_request,doubling rung,4,1,5185.927,5175.87,5175.927,0.04,0.0,5175.755,5175.87,3080.24,3059.9,5.19,3054.71,58957.61078998073,20260305,3000.0,80.23999999999978,0.02,1
2026.03.05 02:44:48,buy_filled,filled,4,2,5185.927,5175.87,5175.927,0.04,5175.87,5175.755,5175.87,3080.02,3059.22,15.54,3043.68,19686.10038610039,20260305,3000.0,80.01999999999998,0.06,2
2026.03.05 02:52:15,exit_trigger,all legs at original entry,4,2,5185.927,5185.928,5185.927,0.0,0.0,5185.928,5186.043,3080.02,3120.26,15.54,3104.72,20078.89317889318,20260305,3000.0,80.01999999999998,0.06,2
2026.03.05 02:52:15,basket_closed,net basket cash=39.91,4,2,5185.927,0.0,0.0,0.0,0.0,5185.928,5186.043,3120.26,3120.26,0.0,3120.26,0.0,20260305,3000.0,120.26000000000022,0.0,0
