phase,config,return_pct,profit_factor,win_rate,max_dd_pct,trades,sharpe,recovery,expectancy_r,final_balance,profitable_assets,max_standalone_mtm_dd_pct,score
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 1, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",5.034383553886035,1.3039401295461683,28.57142857142857,7.203684797326815,35,0.21055377531620903,0.6988622761165539,0.16654276440563007,10503.438355388604,2,9.949688564930492,-9965.0
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-short"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 1, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",5.034383553886035,1.3039401295461683,28.57142857142857,7.203684797326815,35,0.21055377531620903,0.6988622761165539,0.16654276440563007,10503.438355388604,2,9.949688564930492,-9965.0
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""risk-adjusted"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 1, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",5.32089741550219,1.3252356196145418,37.2093023255814,5.4381934904544345,43,0.2899331450824215,0.9784310589245985,0.1317091193402246,10532.089741550219,4,4.796643403424438,-9957.0
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-short"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""risk-adjusted"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 1, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",5.32089741550219,1.3252356196145418,37.2093023255814,5.4381934904544345,43,0.2899331450824215,0.9784310589245985,0.1317091193402246,10532.089741550219,4,4.796643403424438,-9957.0
ranking-design,"{""absolute_gate"": true, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 1, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",5.1221499543504745,1.310545969631646,29.411764705882355,7.203684797326804,34,0.21717827333070547,0.7110458186970146,0.173894015937784,10512.214995435048,2,9.949688564930492,-9966.0
ranking-design,"{""absolute_gate"": true, ""direction"": ""long-short"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 1, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",5.1221499543504745,1.310545969631646,29.411764705882355,7.203684797326804,34,0.21717827333070547,0.7110458186970146,0.173894015937784,10512.214995435048,2,9.949688564930492,-9966.0
ranking-design,"{""absolute_gate"": true, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""risk-adjusted"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 1, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",5.444049654378613,1.3338916946121981,38.095238095238095,5.438193490454413,42,0.29806328377640556,1.0010768583233531,0.1376279726884557,10544.404965437861,4,4.796643403424438,-9958.0
ranking-design,"{""absolute_gate"": true, ""direction"": ""long-short"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""risk-adjusted"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 1, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",5.444049654378613,1.3338916946121981,38.095238095238095,5.438193490454413,42,0.29806328377640556,1.0010768583233531,0.1376279726884557,10544.404965437861,4,4.796643403424438,-9958.0
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 2, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",15.248332472740644,1.5210342742920535,35.59322033898305,9.821378824525395,59,0.35178694386766507,1.5525653520932687,0.2759827763226157,11524.833247274064,2,11.505736811837064,-498.0
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-short"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 2, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",-10.870739205894953,0.667087469806583,20.588235294117645,18.699436874124785,68,-0.37157057288937334,-0.5813404584892747,-0.15430336490271326,8912.926079410505,2,9.949688564930504,-1018.6994368741248
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""risk-adjusted"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 2, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",7.658611180792585,1.2681485701428832,44.11764705882353,7.2196265769073005,68,0.3365018704127831,1.0608043365136668,0.11941075511377341,10765.861118079258,4,6.73450062162032,12.632997504019308
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-short"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""risk-adjusted"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 2, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",-14.519078967812726,0.5937697449740079,25.301204819277107,21.55194580911838,83,-0.6967838721878096,-0.6736783349589656,-0.1818913147082092,8548.092103218727,2,7.485024741996805,-1021.5519458091184
ranking-design,"{""absolute_gate"": true, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 2, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",15.600073890555866,1.5508458240898324,35.08771929824561,9.546150928482843,57,0.3624655456716016,1.634174234979874,0.2908715309893082,11560.007389055587,2,11.505736811837064,-498.0
ranking-design,"{""absolute_gate"": true, ""direction"": ""long-short"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 2, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",-7.188419576422545,0.746497843882521,21.052631578947366,16.78721353760626,57,-0.22657500366423217,-0.42820802632427607,-0.11353783306096518,9281.158042357745,3,9.949688564930504,-1016.7872135376062
ranking-design,"{""absolute_gate"": true, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""risk-adjusted"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 2, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",7.985865307328854,1.2889769335951107,43.28358208955223,7.062752482855428,67,0.3530052711267781,1.1307015680804684,0.12560181017162603,10798.586530732886,4,6.73450062162032,13.106559145554623
ranking-design,"{""absolute_gate"": true, ""direction"": ""long-short"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""risk-adjusted"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 2, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",-10.624555684472604,0.6647265696012316,26.76056338028169,18.324329972268494,71,-0.5040744719009544,-0.5798059574648293,-0.15022155115955044,8937.54443155274,2,7.485024741996805,-1018.3243299722685
ranking-design,"{""absolute_gate"": false, ""direction"": ""long-only"", ""exit_mode"": 0, ""horizon"": ""12m"", ""indicator_tf"": ""D1"", ""manage"": 0, ""max_hold_days"": 0, ""rank_method"": ""raw"", ""rebalance"": ""weekly"", ""rr"": 2.0, ""session"": ""all-day"", ""slots"": 3, ""stop_atr"": 2.5, ""stop_mode"": 0, ""trend"": ""ema200""}",33.81675988038886,1.9884659354966514,41.77215189873418,11.748285371776934,79,0.6150694934091406,2.878442156472239,0.4020505929953981,13381.675988038885,4,11.174298209282096,22.640283122762696
