instrument,symbol,session_date,direction,entry_mode,stop_mode,exit_mode,rr_target,entry_time,exit_time,entry,stop,target,exit_price,pnl_r,outcome,portfolio_risk_cash,portfolio_pnl_cash,portfolio_balance_after_exit,asian_high,asian_low,asian_range,adr,range_adr_fraction,mae_r,ambiguous_bar
BTCUSD,#BTCUSDr,2025-07-29,buy,confirmed_close,midpoint,trailing,1.0,2025-07-29 09:30:00+00:00,2025-07-29 17:00:00+00:00,118897.65,118085.3075,119709.9925,118531.292,-0.45098957644096355,loss,20.0,-9.01979152881927,970.9802084711807,118773.165,117397.45,1375.7149999999965,2878.702857142857,0.4778940614125795,-0.9706496951716809,False
BTCUSD,#BTCUSDr,2025-07-30,buy,confirmed_close,midpoint,trailing,1.0,2025-07-30 10:30:00+00:00,2025-07-30 14:49:00+00:00,118319.35,117675.312,118963.388,117675.312,-1.0,loss,19.419604169423614,-19.419604169423614,951.5606043017572,118221.65,117128.974,1092.6759999999922,2715.98857142857,0.4023124439825093,-1.0,False
BTCUSD,#BTCUSDr,2025-07-31,buy,confirmed_close,midpoint,trailing,1.0,2025-07-31 10:15:00+00:00,2025-07-31 17:00:00+00:00,118704.25,117730.8,119677.7,118579.15,-0.12851199342545194,loss,19.031212086035143,-2.44573900247893,949.1148652992782,118572.05,116889.55,1682.5,2678.1284285714273,0.6282372353955716,-0.9552622117211946,False
BTCUSD,#BTCUSDr,2025-08-05,sell,confirmed_close,midpoint,trailing,1.0,2025-08-05 10:45:00+00:00,2025-08-05 12:43:00+00:00,114005.95,114697.5,113314.4,114697.5,-1.0,loss,18.602651359865852,-18.602651359865852,911.5299166334269,115289.95,114105.05,1184.8999999999942,2684.7865714285695,0.441338619840277,-1.0,False
BTCUSD,#BTCUSDr,2025-08-08,sell,confirmed_close,midpoint,trailing,1.0,2025-08-08 08:45:00+00:00,2025-08-08 17:00:00+00:00,116519.088,117094.264,115943.91200000001,116881.58600000001,-0.6302383965951497,loss,19.384123718470917,-12.216619051731122,956.9895668718148,117581.616,116606.912,974.7039999999979,2594.088499999997,0.375740457582692,-0.7092037915351246,False
BTCUSD,#BTCUSDr,2025-08-09,buy,confirmed_close,midpoint,trailing,1.0,2025-08-09 11:45:00+00:00,2025-08-09 13:14:00+00:00,117138.68000000001,116613.343,117664.01700000002,117664.01700000002,1.0,win,19.906404988785212,19.906404988785212,1015.2266544280458,116932.94,116293.746,639.1940000000031,2427.251357142854,0.2633406705568417,-0.7791931655299289,False
BTCUSD,#BTCUSDr,2025-08-17,buy,confirmed_close,midpoint,trailing,1.0,2025-08-17 12:00:00+00:00,2025-08-17 17:00:00+00:00,118324.601,117624.3835,119024.8185,118345.95,0.03048909803025776,win,20.774378480112464,0.6333920619978262,1039.3523160676211,118137.451,117111.316,1026.1349999999948,2888.2602857142815,0.35527788304793534,-0.46363308543416976,False
BTCUSD,#BTCUSDr,2025-08-20,buy,confirmed_close,midpoint,trailing,1.0,2025-08-20 11:30:00+00:00,2025-08-20 14:43:00+00:00,113804.57400000001,113061.0655,114548.08250000002,113061.0655,-1.0,loss,20.371305394925372,-20.371305394925372,998.1939643513433,113630.519,112491.612,1138.9070000000065,3011.158428571426,0.3782288534517044,-1.0,False
BTCUSD,#BTCUSDr,2025-08-21,sell,confirmed_close,midpoint,trailing,1.0,2025-08-21 08:15:00+00:00,2025-08-21 12:44:00+00:00,113630.904,114251.99900000001,113009.80899999998,113576.93050000002,0.08690055466551311,win,20.95584285213368,1.821074367333745,1049.6132169740179,114768.418,113735.58,1032.8380000000034,2988.1290714285706,0.34564705048240174,-0.5663545834372936,False
BTCUSD,#BTCUSDr,2025-08-24,sell,confirmed_close,midpoint,trailing,1.0,2025-08-24 10:00:00+00:00,2025-08-24 13:43:00+00:00,114820.727,115261.28450000001,114380.16949999999,114801.47975,0.04368839481792937,win,20.161684532788932,0.8808316340630227,1008.9650582735096,115630.848,114891.721,739.1269999999931,3317.275071428573,0.2228114895765007,-0.6535696248503117,False
BTCUSD,#BTCUSDr,2025-08-25,sell,confirmed_close,midpoint,trailing,1.0,2025-08-25 09:45:00+00:00,2025-08-25 10:40:00+00:00,112004.022,112864.862,111143.182,111831.60599999999,0.20028809070211967,win,20.179301165470193,4.041673702135083,1013.0067319756447,113638.012,112091.712,1546.300000000003,3486.206357142859,0.4435480409333205,-0.14739789043259968,False
BTCUSD,#BTCUSDr,2025-08-27,sell,confirmed_close,midpoint,trailing,1.0,2025-08-27 10:45:00+00:00,2025-08-27 16:42:00+00:00,110670.431,111587.52,109753.34199999999,111587.52,-1.0,loss,20.260134639512895,-20.260134639512895,992.7465973361318,112318.392,110856.648,1461.744000000006,3523.2890000000034,0.4148805278249967,-1.0,False
BTCUSD,#BTCUSDr,2025-08-28,buy,confirmed_close,midpoint,trailing,1.0,2025-08-28 10:15:00+00:00,2025-08-28 17:00:00+00:00,113289.20599999999,111921.562,114656.84999999998,112684.897,-0.44186133233502295,loss,19.854931946722637,-8.773126683400076,983.9734706527317,113040.412,110802.712,2237.699999999997,3390.1014285714314,0.660068746362834,-0.5653444902328354,False
BTCUSD,#BTCUSDr,2025-08-29,sell,confirmed_close,midpoint,trailing,1.0,2025-08-29 08:45:00+00:00,2025-08-29 10:18:00+00:00,111133.45,111904.83350000001,110362.06649999999,110362.06649999999,1.0,win,19.968675411647226,19.968675411647226,1018.4024459940086,112577.117,111232.55,1344.5669999999955,3046.0478571428603,0.4414136162854565,-0.30694719293321876,False
BTCUSD,#BTCUSDr,2025-09-01,buy,confirmed_close,midpoint,trailing,1.0,2025-09-01 11:00:00+00:00,2025-09-01 13:39:00+00:00,109386.14700000001,108203.3175,110568.97650000002,108203.3175,-1.0,loss,20.368048919880174,-20.368048919880174,998.0343970741285,109183.366,107223.269,1960.0969999999943,3276.1532142857154,0.5982922262160884,-1.0,False
BTCUSD,#BTCUSDr,2025-09-03,sell,confirmed_close,midpoint,trailing,1.0,2025-09-03 08:30:00+00:00,2025-09-03 12:56:00+00:00,110720.714,111248.20449999999,110193.22350000002,111248.20449999999,-1.0,loss,19.96068794148257,-19.96068794148257,978.073709132646,111722.897,110773.512,949.3849999999948,3235.295785714287,0.293446121431024,-1.0,False
BTCUSD,#BTCUSDr,2025-09-04,sell,confirmed_close,midpoint,trailing,1.0,2025-09-04 08:15:00+00:00,2025-09-04 11:08:00+00:00,110723.809,111521.2135,109926.40449999999,110642.99025,0.10135226224581231,win,19.56147418265292,1.9825996612749257,980.0563087939208,112196.655,110845.772,1350.8830000000016,3231.456071428572,0.4180415794427925,-0.15397329711584135,False
BTCUSD,#BTCUSDr,2025-09-05,buy,confirmed_close,midpoint,trailing,1.0,2025-09-05 10:00:00+00:00,2025-09-05 10:21:00+00:00,111865.242,110992.549,112737.935,112737.935,1.0,win,19.601126175878417,19.601126175878417,999.6574349697993,111731.716,110253.382,1478.3340000000026,3238.1605000000004,0.45653512233257193,-0.05044500185059475,False
BTCUSD,#BTCUSDr,2025-09-07,buy,confirmed_close,midpoint,trailing,1.0,2025-09-07 10:45:00+00:00,2025-09-07 11:24:00+00:00,110757.249,110352.531,111161.96699999999,111161.96699999999,1.0,win,19.993148699395984,19.993148699395984,1019.6505836691953,110691.512,110013.55,677.9619999999995,2989.2779999999993,0.2267979090603148,-0.3437010461605394,False
BTCUSD,#BTCUSDr,2025-09-08,buy,confirmed_close,midpoint,trailing,1.0,2025-09-08 11:45:00+00:00,2025-09-08 14:27:00+00:00,111774.111,111053.024,112495.198,111774.9685,0.0011891768954346068,win,20.393011673383906,0.02425089831031637,1056.8227135862426,111549.43,110556.618,992.8119999999908,2720.577999999999,0.36492686480593134,-0.342276313399079,False
BTCUSD,#BTCUSDr,2025-09-09,buy,confirmed_close,midpoint,trailing,1.0,2025-09-09 09:15:00+00:00,2025-09-09 10:45:00+00:00,112656.926,111745.8555,113567.99650000001,112772.90975,0.12730491218846315,win,21.13645427172485,2.690774455037399,1059.51348804128,112450.361,111041.35,1409.0109999999986,2577.564142857142,0.5466443983187002,-0.2331290498375388,False
BTCUSD,#BTCUSDr,2025-09-10,buy,confirmed_close,midpoint,trailing,1.0,2025-09-10 09:45:00+00:00,2025-09-10 10:50:00+00:00,111832.718,111263.97099999999,112401.465,112401.465,1.0,win,21.1902697608256,21.1902697608256,1080.7037578021057,111682.254,110845.688,836.5660000000062,2565.698642857142,0.32605777858167034,-0.2601297237611603,False
BTCUSD,#BTCUSDr,2025-09-15,buy,confirmed_close,midpoint,trailing,1.0,2025-09-15 08:30:00+00:00,2025-09-15 09:31:00+00:00,116274.36,115454.381,117094.339,116308.42249999999,0.041540697993467116,win,21.181793652921268,0.879906493095941,1059.9695891391593,116140.05,114768.712,1371.3380000000034,2308.57342857143,0.5940196586463363,-0.10025866516094405,False
BTCUSD,#BTCUSDr,2025-09-16,buy,confirmed_close,midpoint,trailing,1.0,2025-09-16 08:15:00+00:00,2025-09-16 14:04:00+00:00,115783.954,115197.73199999999,116370.176,115197.73199999999,-1.0,loss,21.199391782783188,-21.199391782783188,1038.7701973563762,115538.734,114856.73,682.0040000000008,2289.4113571428584,0.2978949142853597,-1.0,False
BTCUSD,#BTCUSDr,2025-09-17,buy,confirmed_close,midpoint,trailing,1.0,2025-09-17 10:00:00+00:00,2025-09-17 12:21:00+00:00,117186.876,116573.7595,117799.99250000001,116573.7595,-1.0,loss,20.485317751273183,-20.485317751273183,1003.7805698123859,117050.316,116097.203,953.1130000000121,2136.979857142858,0.4460093513816851,-1.0,False
BTCUSD,#BTCUSDr,2025-09-20,buy,confirmed_close,midpoint,trailing,1.0,2025-09-20 10:45:00+00:00,2025-09-20 17:00:00+00:00,115877.937,115452.2675,116303.60650000001,115838.019,-0.09377697955809562,loss,19.435832569688674,-1.822633673582264,969.9689948108514,115661.512,115243.023,418.4890000000014,2097.9564999999993,0.19947458395824771,-0.6638225195838573,False
BTCUSD,#BTCUSDr,2025-09-27,sell,confirmed_close,midpoint,trailing,1.0,2025-09-27 12:30:00+00:00,2025-09-27 13:36:00+00:00,109028.396,109400.1295,108656.66249999999,109400.1295,-1.0,loss,19.283164836906202,-19.283164836906202,944.875077008404,109685.112,109115.147,569.9649999999965,2240.0144999999998,0.25444701362424066,-1.0,False
BTCUSD,#BTCUSDr,2025-09-30,sell,confirmed_close,midpoint,trailing,1.0,2025-09-30 08:30:00+00:00,2025-09-30 11:33:00+00:00,113886.138,114343.9925,113428.28350000002,113428.28350000002,1.0,win,18.89750154016808,18.89750154016808,963.772578548572,114737.612,113950.373,787.2389999999868,2353.7240714285717,0.3344652882451847,-0.35677273020139805,False
