starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,325.8,25.8,8.6,10,6,4,60.0,1.87,0.1873,0.0211,8.89,M15
300.0,303.36,3.36,1.12,8,4,4,50.0,0.4,0.0506,0.0094,6.31,M30
