symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
AUDUSD,45,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67107,0.66753,0.66846,timeout,0.6364,0.0584,9.0,107.0,0.66992,0.66953,1.8571,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,1.34606,1.3476,1.34406,1.34524,timeout,0.4675,0.0649,10.0,82.0,1.34671,1.34606,1.7843,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,BUY,1.36975,1.36821,1.37175,1.37071,timeout,0.526,0.0974,15.0,96.0,1.36975,1.36928,1.8177,108.51,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,0.6682,0.66666,0.6702,0.66918,timeout,0.5779,0.0584,9.0,98.0,0.6682,0.66763,1.6871,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.1753,1.17376,1.1773,1.17448,timeout,-0.5844,0.0519,8.0,-82.0,1.1753,1.17495,1.0,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.3477,1.34616,1.3497,1.34675,timeout,-0.6818,0.0649,10.0,-95.0,1.3477,1.34711,0.8507,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,SELL,1.37131,1.37285,1.36931,1.37091,timeout,0.1623,0.0974,15.0,40.0,1.37184,1.37131,1.2264,108.51,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:45:00,2026-01-07 03:45:00,BUY,0.67371,0.67217,0.67571,0.67571,win,1.2403,0.0584,9.0,200.0,0.67371,0.67168,7.25,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:45:00,2026-01-07 07:00:00,BUY,1.35046,1.34892,1.35246,1.35112,timeout,0.3636,0.0649,10.0,66.0,1.35046,1.3497,1.9275,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-06,2026-01-07 01:00:00,2026-01-07 07:00:00,BUY,1.16937,1.16783,1.17137,1.16942,timeout,-0.0195,0.0519,8.0,5.0,1.16937,1.16848,3.0614,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-06,2026-01-07 01:15:00,2026-01-07 07:00:00,BUY,1.38242,1.38088,1.38442,1.38157,timeout,-0.6494,0.0974,15.0,-85.0,1.38242,1.38144,2.9761,108.51,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-07,2026-01-08 00:45:00,2026-01-08 07:00:00,SELL,1.16755,1.16909,1.16555,1.1678,timeout,-0.2143,0.0519,8.0,-25.0,1.16777,1.16755,0.9904,154.0,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 04:30:00,BUY,0.67232,0.67078,0.67432,0.67078,loss,-1.0584,0.0584,9.0,-154.0,0.67232,0.67166,4.0526,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 07:00:00,BUY,1.34602,1.34448,1.34802,1.34521,timeout,-0.5909,0.0649,10.0,-81.0,1.34602,1.34556,1.5407,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-07,2026-01-08 01:15:00,2026-01-08 07:00:00,BUY,1.38614,1.3846,1.38814,1.38734,timeout,0.6818,0.0974,15.0,120.0,1.38614,1.3857,1.2623,108.51,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,SELL,1.16536,1.1669,1.16336,1.16448,timeout,0.5195,0.0519,8.0,88.0,1.16577,1.16536,1.3256,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,SELL,1.34313,1.34467,1.34113,1.34196,timeout,0.6948,0.0649,10.0,117.0,1.34366,1.34313,1.0785,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,BUY,1.38686,1.38532,1.38886,1.38723,timeout,0.1429,0.0974,15.0,37.0,1.38686,1.38641,1.2257,108.51,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-08,2026-01-09 01:00:00,2026-01-09 07:00:00,SELL,0.66945,0.67099,0.66745,0.66863,timeout,0.474,0.0584,9.0,82.0,0.66993,0.66945,2.1889,154.0,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-13,2026-01-14 00:45:00,2026-01-14 03:00:00,SELL,0.66812,0.66966,0.66612,0.66966,loss,-1.0584,0.0584,9.0,-154.0,0.66844,0.66812,1.5342,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-13,2026-01-14 00:45:00,2026-01-14 03:45:00,BUY,1.34267,1.34113,1.34467,1.34467,win,1.2338,0.0649,10.0,200.0,1.34267,1.34201,1.8896,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-13,2026-01-14 00:45:00,2026-01-14 07:00:00,BUY,1.38924,1.3877,1.39124,1.38814,timeout,-0.8117,0.0974,15.0,-110.0,1.38924,1.38864,1.8962,108.51,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-13,2026-01-14 01:00:00,2026-01-14 07:00:00,SELL,1.16376,1.1653,1.16176,1.16484,timeout,-0.7532,0.0519,8.0,-108.0,1.16434,1.16376,2.1946,154.0,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-14,2026-01-15 00:45:00,2026-01-15 03:15:00,BUY,0.66854,0.667,0.67054,0.667,loss,-1.0584,0.0584,9.0,-154.0,0.66854,0.66801,2.12,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-14,2026-01-15 00:45:00,2026-01-15 07:00:00,SELL,1.1637,1.16524,1.1617,1.16311,timeout,0.3312,0.0519,8.0,59.0,1.16453,1.1637,3.0499,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-14,2026-01-15 00:45:00,2026-01-15 07:00:00,BUY,1.38915,1.38761,1.39115,1.38997,timeout,0.4351,0.0974,15.0,82.0,1.38915,1.38844,1.9115,108.51,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-14,2026-01-15 01:30:00,2026-01-15 07:00:00,SELL,1.34302,1.34456,1.34102,1.34347,timeout,-0.3571,0.0649,10.0,-45.0,1.34396,1.34302,1.8406,154.0,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,SELL,0.66987,0.67141,0.66787,0.6701,timeout,-0.2078,0.0584,9.0,-23.0,0.67021,0.66987,1.7,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,SELL,1.16051,1.16205,1.15851,1.16132,timeout,-0.5779,0.0519,8.0,-81.0,1.16094,1.16051,1.6139,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,SELL,1.33782,1.33936,1.33582,1.33845,timeout,-0.474,0.0649,10.0,-63.0,1.33822,1.33782,1.2148,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,BUY,1.38937,1.38783,1.39137,1.38934,timeout,-0.1169,0.0974,15.0,-3.0,1.38937,1.38893,1.2941,108.51,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-20,2026-01-21 00:45:00,2026-01-21 01:30:00,SELL,1.17178,1.17332,1.16978,1.17332,loss,-1.0519,0.0519,8.0,-154.0,1.17267,1.17178,2.5377,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-20,2026-01-21 00:45:00,2026-01-21 01:30:00,BUY,1.38392,1.38238,1.38592,1.38238,loss,-1.0974,0.0974,15.0,-154.0,1.38392,1.38332,1.8792,108.51,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-20,2026-01-21 01:00:00,2026-01-21 07:00:00,BUY,0.67331,0.67177,0.67531,0.67496,timeout,1.013,0.0584,9.0,165.0,0.67331,0.67294,1.5463,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-21,2026-01-22 00:45:00,2026-01-22 07:00:00,BUY,1.16871,1.16717,1.17071,1.16848,timeout,-0.2013,0.0519,8.0,-23.0,1.16871,1.16724,3.6169,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-21,2026-01-22 00:45:00,2026-01-22 07:00:00,BUY,1.3426,1.34106,1.3446,1.34239,timeout,-0.2013,0.0649,10.0,-21.0,1.3426,1.34164,1.8903,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-21,2026-01-22 00:45:00,2026-01-22 07:00:00,SELL,1.38284,1.38438,1.38084,1.38225,timeout,0.2857,0.0974,15.0,59.0,1.38441,1.38284,3.8226,108.51,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-21,2026-01-22 01:00:00,2026-01-22 07:00:00,BUY,0.67905,0.67751,0.68105,0.6809,timeout,1.1429,0.0584,9.0,185.0,0.67905,0.67535,15.7447,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-22,2026-01-23 00:45:00,2026-01-23 07:00:00,SELL,1.17483,1.17637,1.17283,1.17419,timeout,0.3636,0.0519,8.0,64.0,1.17535,1.17483,1.5724,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-22,2026-01-23 00:45:00,2026-01-23 07:00:00,SELL,1.34952,1.35106,1.34752,1.34893,timeout,0.3182,0.0649,10.0,59.0,1.35006,1.34952,0.9818,154.0,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-22,2026-01-23 01:00:00,2026-01-23 07:00:00,BUY,0.68446,0.68292,0.68646,0.685,timeout,0.2922,0.0584,9.0,54.0,0.68446,0.68386,3.4008,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-22,2026-01-23 01:15:00,2026-01-23 07:00:00,SELL,1.3784,1.37994,1.3764,1.37854,timeout,-0.1883,0.0974,15.0,-14.0,1.3792,1.3784,3.2277,108.51,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-27,2026-01-28 00:45:00,2026-01-28 02:00:00,SELL,1.38136,1.3829,1.37936,1.37936,win,1.2338,0.0649,10.0,200.0,1.38308,1.38136,0.9781,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-27,2026-01-28 00:45:00,2026-01-28 05:15:00,BUY,1.36037,1.35883,1.36237,1.35883,loss,-1.0974,0.0974,15.0,-154.0,1.36037,1.35917,1.0402,108.51,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-27,2026-01-28 01:00:00,2026-01-28 02:00:00,SELL,1.20076,1.2023,1.19876,1.19876,win,1.2468,0.0519,8.0,200.0,1.20234,1.20076,0.8544,154.0,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-27,2026-01-28 01:15:00,2026-01-28 06:00:00,SELL,0.69896,0.7005,0.69696,0.7005,loss,-1.0584,0.0584,9.0,-154.0,0.7022,0.69896,4.0248,154.0,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-28,2026-01-29 01:00:00,2026-01-29 02:45:00,SELL,0.70309,0.70463,0.70109,0.70463,loss,-1.0584,0.0584,9.0,-154.0,0.70482,0.70309,2.5522,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-28,2026-01-29 01:00:00,2026-01-29 03:45:00,SELL,1.19685,1.19839,1.19485,1.19839,loss,-1.0519,0.0519,8.0,-154.0,1.19848,1.19685,2.3051,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-28,2026-01-29 01:00:00,2026-01-29 02:00:00,SELL,1.38135,1.38289,1.37935,1.37935,win,1.2338,0.0649,10.0,200.0,1.38346,1.38135,2.5313,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-28,2026-01-29 01:00:00,2026-01-29 03:00:00,BUY,1.35461,1.35307,1.35661,1.35307,loss,-1.0974,0.0974,15.0,-154.0,1.35461,1.35305,2.4294,108.51,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-01,2026-01-29,2026-01-30 00:45:00,2026-01-30 01:45:00,SELL,0.70278,0.70432,0.70078,0.70078,win,1.2403,0.0584,9.0,200.0,0.70525,0.70278,5.0778,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-01,2026-01-29,2026-01-30 00:45:00,2026-01-30 01:15:00,SELL,1.19341,1.19495,1.19141,1.19141,win,1.2468,0.0519,8.0,200.0,1.19729,1.19341,8.6222,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-01,2026-01-29,2026-01-30 00:45:00,2026-01-30 01:45:00,SELL,1.37793,1.37947,1.37593,1.37593,win,1.2338,0.0649,10.0,200.0,1.38138,1.37793,5.3311,154.0,0.01,200.0,0.01
USDCAD,45,1.2987012987012987,2026-01,2026-01-29,2026-01-30 00:45:00,2026-01-30 02:00:00,BUY,1.35098,1.34944,1.35298,1.35298,win,1.2013,0.0974,15.0,200.0,1.35098,1.34837,3.3928,108.51,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-02,2026-02-03,2026-02-04 00:45:00,2026-02-04 07:00:00,BUY,0.70243,0.70089,0.70443,0.70319,timeout,0.4351,0.0584,9.0,76.0,0.70243,0.70156,1.8511,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-02,2026-02-03,2026-02-04 00:45:00,2026-02-04 05:45:00,BUY,1.18159,1.18005,1.18359,1.18359,win,1.2468,0.0519,8.0,200.0,1.18159,1.18084,1.7617,154.0,0.01,200.0,0.01
GBPUSD,45,1.2987012987012987,2026-02,2026-02-03,2026-02-04 01:00:00,2026-02-04 05:30:00,BUY,1.36976,1.36822,1.37176,1.37176,win,1.2338,0.0649,10.0,200.0,1.36976,1.36906,1.3706,154.0,0.01,200.0,0.01
AUDUSD,45,1.2987012987012987,2026-02,2026-02-04,2026-02-05 00:45:00,2026-02-05 02:00:00,BUY,0.7006,0.69906,0.7026,0.69906,loss,-1.0584,0.0584,9.0,-154.0,0.7006,0.69929,3.7737,154.0,0.01,200.0,0.01
EURUSD,45,1.2987012987012987,2026-02,2026-02-04,2026-02-05 00:45:00,2026-02-05 02:45:00,BUY,1.18026,1.17872,1.18226,1.17872,loss,-1.0519,0.0519,8.0,-154.0,1.18026,1.17992,1.0439,154.0,0.01,200.0,0.01
