date,opened_at,closed_at,symbol,direction,result,r_multiple,requested_risk,actual_risk,actual_risk_percent,raw_lot,lot,minimum_lot_override,pnl,balance_before,balance_after,level_after
2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,GBPUSD,SELL,timeout,0.4675,4.6,3.08,15.4,0.0299,0.02,False,1.44,20.0,21.44,1
2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,GBPUSD,BUY,timeout,-0.6818,4.93,4.62,21.55,0.032,0.03,False,-3.15,21.44,18.29,1
2026-01-06,2026-01-07 00:45:00,2026-01-07 07:00:00,GBPUSD,BUY,timeout,0.3636,4.21,3.08,16.84,0.0273,0.02,False,1.12,18.29,19.41,1
2026-01-07,2026-01-08 01:00:00,2026-01-08 07:00:00,GBPUSD,BUY,timeout,-0.5909,4.46,3.08,15.87,0.029,0.02,False,-1.82,19.41,17.59,1
2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,GBPUSD,SELL,timeout,0.6948,4.05,3.08,17.51,0.0263,0.02,False,2.14,17.59,19.73,1
2026-01-13,2026-01-14 00:45:00,2026-01-14 03:45:00,GBPUSD,BUY,win,1.2338,4.54,3.08,15.61,0.0295,0.02,False,3.8,19.73,23.53,1
2026-01-14,2026-01-15 01:30:00,2026-01-15 07:00:00,GBPUSD,SELL,timeout,-0.3571,5.41,4.62,19.63,0.0351,0.03,False,-1.65,23.53,21.88,1
2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,GBPUSD,SELL,timeout,-0.474,5.03,4.62,21.11,0.0327,0.03,False,-2.19,21.88,19.69,1
2026-01-21,2026-01-22 00:45:00,2026-01-22 07:00:00,GBPUSD,BUY,timeout,-0.2013,4.53,3.08,15.64,0.0294,0.02,False,-0.62,19.69,19.07,1
2026-01-22,2026-01-23 00:45:00,2026-01-23 07:00:00,GBPUSD,SELL,timeout,0.3182,4.39,3.08,16.15,0.0285,0.02,False,0.98,19.07,20.05,1
2026-01-27,2026-01-28 00:45:00,2026-01-28 02:00:00,GBPUSD,SELL,win,1.2338,4.61,3.08,15.36,0.0299,0.02,False,3.8,20.05,23.85,1
2026-01-28,2026-01-29 01:00:00,2026-01-29 02:00:00,GBPUSD,SELL,win,1.2338,5.49,4.62,19.37,0.0356,0.03,False,5.7,23.85,29.55,2
2026-01-29,2026-01-30 00:45:00,2026-01-30 01:45:00,GBPUSD,SELL,win,1.2338,6.8,6.16,20.85,0.0441,0.04,False,7.6,29.55,37.15,3
2026-02-03,2026-02-04 01:00:00,2026-02-04 05:30:00,GBPUSD,BUY,win,1.2338,8.54,7.7,20.73,0.0555,0.05,False,9.5,37.15,46.65,4
2026-02-04,2026-02-05 00:45:00,2026-02-05 02:00:00,GBPUSD,BUY,loss,-1.0649,10.73,9.24,19.81,0.0697,0.06,False,-9.84,46.65,36.81,3
2026-02-05,2026-02-06 00:45:00,2026-02-06 02:00:00,GBPUSD,BUY,win,1.2338,8.47,7.7,20.92,0.055,0.05,False,9.5,36.81,46.31,4
