starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,560.78,260.78,86.93,109,29,71,26.61,16.81,37.62,11,18,dynamic_conservative
300.0,481.31,181.31,60.44,111,34,70,30.63,13.72,38.34,8,15,fixed_current
300.0,358.49,58.49,19.5,109,29,71,26.61,7.73,32.08,11,17,dynamic_capped
300.0,322.48,22.48,7.49,113,42,67,37.17,4.11,42.75,13,15,production_current
300.0,256.28,-43.72,-14.57,111,29,73,26.13,0.64,53.14,10,17,dynamic_aggressive
300.0,233.61,-66.39,-22.13,108,25,75,23.15,-1.34,50.87,12,19,dynamic_score
300.0,231.59,-68.41,-22.8,109,25,76,22.94,-1.34,48.63,12,18,dynamic_balanced
