trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
16,6,3,7,37.5,5.02,20.0,44.47,4,52399.91,False,,42.82,15.26,AUDUSD
15,1,3,11,6.67,1.0,20.0,20.12,1,52399.91,False,,39.95,16.85,USDCHF
17,2,3,12,11.76,0.49,20.0,18.13,1,52399.91,False,,60.32,9.91,USDCAD
17,0,0,17,0.0,-0.69,20.0,16.09,1,52399.91,False,,32.41,13.75,EURGBP
16,4,4,8,25.0,-1.0,20.0,11.31,1,52399.91,False,,52.22,11.31,USDJPY
15,3,7,5,20.0,-2.81,20.0,6.99,1,52399.91,False,,68.5,6.3,GBPUSD
15,1,6,8,6.67,-3.42,20.0,6.9,1,52399.91,False,,67.3,6.54,EURUSD
17,2,7,8,11.76,-3.71,20.0,5.89,1,52399.91,False,,85.63,3.51,NZDUSD
