utc_day;balance_at_observation;min_equity;max_equity
2025.09.19;10000.00;10000.00;10000.00
2025.09.21;10000.00;10000.00;10000.00
2025.09.22;10000.00;10000.00;10000.00
2025.09.23;10000.00;10000.00;10000.00
2025.09.24;10000.00;10000.00;10000.00
2025.09.25;10000.00;10000.00;10000.00
2025.09.26;10000.00;10000.00;10000.00
2025.09.28;10000.00;10000.00;10000.00
2025.09.29;10000.00;10000.00;10000.00
2025.09.30;10000.00;10000.00;10000.00
2025.10.01;10248.67;9975.58;10248.67
2025.10.02;10143.14;10143.14;10274.59
2025.10.03;10038.78;10038.78;10279.83
2025.10.05;10038.78;10038.78;10038.78
2025.10.06;10038.78;10038.78;10038.78
2025.10.07;10038.78;10038.78;10038.78
2025.10.08;10038.78;10038.78;10038.78
2025.10.09;10038.78;10038.78;10038.78
2025.10.10;10038.78;10038.78;10038.78
2025.10.12;10038.78;10038.78;10038.78
2025.10.13;10038.78;10038.78;10038.78
2025.10.14;10038.78;10038.78;10038.78
2025.10.15;10038.78;10038.78;10038.78
2025.10.16;10038.78;10038.78;10038.78
2025.10.17;10038.78;10038.78;10038.78
2025.10.19;10038.78;10038.78;10038.78
2025.10.20;10038.78;10038.78;10038.78
2025.10.21;10038.78;10038.78;10038.78
2025.10.22;10038.78;10038.78;10038.78
2025.10.23;10038.78;10038.78;10038.78
2025.10.24;10038.78;10038.78;10038.78
2025.10.26;10038.78;10038.78;10038.78
2025.10.27;10038.78;10038.78;10038.78
2025.10.28;10038.78;10038.78;10038.78
2025.10.29;10038.78;10038.78;10038.78
2025.10.30;10038.78;10038.78;10038.78
2025.10.31;10038.78;10038.78;10038.78
2025.11.02;10038.78;10038.78;10038.78
2025.11.03;10213.11;10002.96;10266.28
2025.11.04;10109.62;10109.62;10242.04
2025.11.05;10134.86;10071.50;10289.88
2025.11.06;10134.86;10134.86;10134.86
2025.11.07;10134.86;10134.86;10134.86
2025.11.09;10134.86;10134.86;10134.86
2025.11.10;10134.86;10134.86;10134.86
2025.11.11;10134.86;10134.86;10134.86
2025.11.12;10134.86;10134.86;10134.86
2025.11.13;10134.86;10134.86;10134.86
2025.11.14;10134.86;10134.86;10134.86
2025.11.16;10134.86;10134.86;10134.86
2025.11.17;10134.86;10134.86;10134.86
2025.11.18;10134.86;10134.86;10134.86
2025.11.19;10134.86;10134.86;10134.86
2025.11.20;10134.86;10134.86;10134.86
2025.11.21;10134.86;10134.86;10134.86
2025.11.23;10134.86;10134.86;10134.86
2025.11.24;10134.86;10134.86;10134.86
2025.11.25;10134.86;10134.86;10134.86
2025.11.26;10134.86;10134.86;10134.86
2025.11.27;10134.86;10134.86;10134.86
2025.11.28;10134.86;10134.86;10134.86
2025.11.30;10134.86;10134.86;10134.86
2025.12.01;10150.12;10067.11;10335.34
2025.12.02;10046.77;10046.77;10331.82
2025.12.03;10197.88;10019.13;10251.19
2025.12.04;10197.88;10197.88;10197.88
2025.12.05;10197.88;10197.88;10197.88
2025.12.07;10197.88;10197.88;10197.88
2025.12.08;10197.88;10197.88;10197.88
2025.12.09;10197.88;10197.88;10197.88
2025.12.10;10197.88;10197.88;10197.88
2025.12.11;10197.88;10197.88;10197.88
2025.12.12;10197.88;10197.88;10197.88
2025.12.14;10197.88;10197.88;10197.88
2025.12.15;10197.88;10197.88;10197.88
2025.12.16;10197.88;10197.88;10197.88
2025.12.17;10197.88;10197.88;10197.88
2025.12.18;10197.88;10197.88;10197.88
2025.12.19;10197.88;10197.88;10197.88
2025.12.21;10197.88;10197.88;10197.88
2025.12.22;10197.88;10197.88;10197.88
2025.12.23;10197.88;10197.88;10197.88
2025.12.24;10197.88;10197.88;10197.88
2025.12.25;10197.88;10197.88;10197.88
2025.12.26;10197.88;10197.88;10197.88
2025.12.28;10197.88;10197.88;10197.88
2025.12.29;10197.88;10197.88;10197.88
2025.12.30;10197.88;10197.88;10197.88
2025.12.31;10197.88;10197.88;10197.88
2026.01.01;10197.88;10197.88;10197.88
2026.01.02;10095.07;10095.07;10346.78
2026.01.04;10095.07;10095.07;10095.07
2026.01.05;9988.17;9988.17;10161.30
2026.01.06;9988.17;9988.17;9988.17
2026.01.07;9988.17;9988.17;9988.17
2026.01.08;9988.17;9988.17;9988.17
2026.01.09;9988.17;9988.17;9988.17
2026.01.11;9988.17;9988.17;9988.17
2026.01.12;9988.17;9988.17;9988.17
2026.01.13;9988.17;9988.17;9988.17
2026.01.14;9988.17;9988.17;9988.17
2026.01.15;9988.17;9988.17;9988.17
2026.01.16;9988.17;9988.17;9988.17
2026.01.18;9988.17;9988.17;9988.17
2026.01.19;9988.17;9988.17;9988.17
2026.01.20;9988.17;9988.17;9988.17
2026.01.21;9988.17;9988.17;9988.17
2026.01.22;9988.17;9988.17;9988.17
2026.01.23;9988.17;9988.17;9988.17
2026.01.25;9988.17;9988.17;9988.17
2026.01.26;9988.17;9988.17;9988.17
2026.01.27;9988.17;9988.17;9988.17
2026.01.28;9988.17;9988.17;9988.17
2026.01.29;9988.17;9988.17;9988.17
2026.01.30;9988.17;9988.17;9988.17
2026.02.01;9988.17;9988.17;9988.17
2026.02.02;10022.00;9951.50;10084.05
2026.02.03;9921.15;9921.15;10105.90
