kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,target,lots,planned_cash_risk,cutoff_epoch
profile,1758288600,20250919,0,6660.28,6627.37,6644.08,6653.08,6636.11,0.0,0.0,0.0,0.0,0.0,1758312000
entry,1758288900,20250919,1,6660.28,6627.37,6644.08,6653.08,6636.11,6647.01,6636.1,6660.28,9.17,100.0447,1758312000
profile,1758547800,20250922,0,6670.37,6645.17,6652.06,6662.1,6647.53,0.0,0.0,0.0,0.0,0.0,1758571200
entry,1758548100,20250922,1,6670.37,6645.17,6652.06,6662.1,6647.53,6660.32,6647.52,6670.37,7.74,99.072,1758571200
profile,1758634200,20250923,0,6704.91,6694.45,6700.74,6702.79,6699.35,0.0,0.0,0.0,0.0,0.0,1758657600
entry,1758634500,20250923,1,6704.91,6694.45,6700.74,6702.79,6699.35,6704.37,6699.34,6704.91,19.83,99.7449,1758657600
profile,1758720600,20250924,0,6679.67,6663.67,6677.05,6679.42,6669.67,0.0,0.0,0.0,0.0,0.0,1758744000
entry,1758720900,20250924,-1,6679.67,6663.67,6677.05,6679.42,6669.67,6674.28,6679.43,6663.67,19.38,99.807,1758744000
profile,1758807000,20250925,0,6657.83,6605.2,6620.41,6641.38,6606.02,0.0,0.0,0.0,0.0,0.0,1758830400
invalid_geometry,1758807300,20250925,-1,6657.83,6605.2,6620.41,6641.38,6606.02,6604.01,6641.39,6605.2,0.0,0.0,1758830400
profile,1758893400,20250926,0,6643.44,6606.36,6611.86,6624.9,6609.84,0.0,0.0,0.0,0.0,0.0,1758916800
entry,1758893700,20250926,1,6643.44,6606.36,6611.86,6624.9,6609.84,6640.06,6609.83,6643.44,3.37,101.8751,1758916800
profile,1759152600,20250929,0,6691.35,6652.65,6681.98,6691.35,6673.21,0.0,0.0,0.0,0.0,0.0,1759176000
entry,1759152900,20250929,-1,6691.35,6652.65,6681.98,6691.35,6673.21,6676.94,6691.36,6652.65,7.07,101.9494,1759176000
profile,1759239000,20250930,0,6672.34,6650.62,6656.9,6664.2,6651.98,0.0,0.0,0.0,0.0,0.0,1759262400
entry,1759239300,20250930,1,6672.34,6650.62,6656.9,6664.2,6651.98,6657.81,6651.97,6672.34,17.75,103.66,1759262400
profile,1759325400,20251001,0,6689.1,6636.05,6641.44,6666.72,6638.54,0.0,0.0,0.0,0.0,0.0,1759348800
entry,1759325700,20251001,1,6689.1,6636.05,6641.44,6666.72,6638.54,6676.67,6638.53,6689.1,2.69,102.5966,1759348800
profile,1759411800,20251002,0,6739.18,6713.35,6724.85,6731.51,6721.42,0.0,0.0,0.0,0.0,0.0,1759435200
entry,1759412100,20251002,1,6739.18,6713.35,6724.85,6731.51,6721.42,6734.25,6721.41,6739.18,8.02,102.9768,1759435200
profile,1759498200,20251003,0,6744.34,6715.81,6740.55,6743.89,6730.08,0.0,0.0,0.0,0.0,0.0,1759521600
entry,1759498500,20251003,-1,6744.34,6715.81,6740.55,6743.89,6730.08,6736.05,6743.9,6715.81,12.97,101.8145,1759521600
profile,1759757400,20251006,0,6753.02,6725.66,6741.69,6750.46,6738.91,0.0,0.0,0.0,0.0,0.0,1759780800
entry,1759757700,20251006,-1,6753.02,6725.66,6741.69,6750.46,6738.91,6741.47,6750.47,6725.66,11.2,100.8,1759780800
profile,1759843800,20251007,0,6762.18,6733.65,6738.33,6745.69,6735.88,0.0,0.0,0.0,0.0,0.0,1759867200
entry,1759844100,20251007,1,6762.18,6733.65,6738.33,6745.69,6735.88,6761.43,6735.87,6762.18,3.91,99.9396,1759867200
profile,1759930200,20251008,0,6736.51,6718.0,6731.16,6732.46,6723.5,0.0,0.0,0.0,0.0,0.0,1759953600
entry,1759930500,20251008,-1,6736.51,6718.0,6731.16,6732.46,6723.5,6729.94,6732.47,6718.0,39.02,98.72060000000002,1759953600
profile,1760016600,20251009,0,6772.3,6754.81,6762.33,6765.47,6758.64,0.0,0.0,0.0,0.0,0.0,1760040000
entry,1760016900,20251009,1,6772.3,6754.81,6762.33,6765.47,6758.64,6763.98,6758.63,6772.3,18.25,97.63749999999999,1760040000
profile,1760103000,20251010,0,6752.95,6732.86,6745.26,6749.18,6742.28,0.0,0.0,0.0,0.0,0.0,1760126400
entry,1760103300,20251010,1,6752.95,6732.86,6745.26,6749.18,6742.28,6752.25,6742.27,6752.95,9.68,96.60640000000001,1760126400
profile,1760362200,20251013,0,6669.58,6606.72,6641.59,6648.95,6625.38,0.0,0.0,0.0,0.0,0.0,1760385600
entry,1760362500,20251013,-1,6669.58,6606.72,6641.59,6648.95,6625.38,6634.3,6648.96,6606.72,6.6,96.756,1760385600
profile,1760448600,20251014,0,6682.19,6569.92,6600.62,6627.81,6580.45,0.0,0.0,0.0,0.0,0.0,1760472000
entry,1760448900,20251014,-1,6682.19,6569.92,6600.62,6627.81,6580.45,6586.14,6627.82,6569.92,2.3,95.86399999999999,1760472000
profile,1760535000,20251015,0,6705.34,6648.3,6676.37,6705.34,6664.34,0.0,0.0,0.0,0.0,0.0,1760558400
entry,1760535300,20251015,1,6705.34,6648.3,6676.37,6705.34,6664.34,6694.17,6664.33,6705.34,3.22,96.0848,1760558400
profile,1760621400,20251016,0,6710.94,6667.96,6697.17,6702.21,6676.02,0.0,0.0,0.0,0.0,0.0,1760644800
entry,1760621700,20251016,1,6710.94,6667.96,6697.17,6702.21,6676.02,6698.12,6676.01,6710.94,4.36,96.3996,1760644800
profile,1760707800,20251017,0,6637.91,6537.32,6613.55,6636.34,6562.47,0.0,0.0,0.0,0.0,0.0,1760731200
entry,1760708100,20251017,1,6637.91,6537.32,6613.55,6636.34,6562.47,6630.61,6562.46,6637.91,1.43,97.45450000000001,1760731200
profile,1760967000,20251020,0,6706.0,6662.17,6687.85,6698.47,6679.98,0.0,0.0,0.0,0.0,0.0,1760990400
invalid_geometry,1760967300,20251020,1,6706.0,6662.17,6687.85,6698.47,6679.98,6713.9,6679.97,6706.0,0.0,0.0,1760990400
profile,1761053400,20251021,0,6753.85,6731.93,6735.87,6743.92,6732.62,0.0,0.0,0.0,0.0,0.0,1761076800
entry,1761053700,20251021,1,6753.85,6731.93,6735.87,6743.92,6732.62,6743.92,6732.61,6753.85,8.58,97.0398,1761076800
profile,1761139800,20251022,0,6758.34,6733.9,6742.87,6749.94,6737.72,0.0,0.0,0.0,0.0,0.0,1761163200
entry,1761140100,20251022,-1,6758.34,6733.9,6742.87,6749.94,6737.72,6735.79,6749.95,6733.9,6.79,96.1464,1761163200
profile,1761226200,20251023,0,6721.69,6687.63,6716.1,6720.09,6702.53,0.0,0.0,0.0,0.0,0.0,1761249600
entry,1761226500,20251023,-1,6721.69,6687.63,6716.1,6720.09,6702.53,6712.43,6720.1,6687.63,12.54,96.1818,1761249600
profile,1761312600,20251024,0,6807.97,6748.07,6789.72,6807.97,6759.3,0.0,0.0,0.0,0.0,0.0,1761336000
entry,1761312900,20251024,1,6807.97,6748.07,6789.72,6807.97,6759.3,6795.92,6759.29,6807.97,2.6,95.23800000000001,1761336000
profile,1761571800,20251027,0,6862.63,6839.04,6848.81,6855.63,6841.99,0.0,0.0,0.0,0.0,0.0,1761595200
entry,1761572100,20251027,1,6862.63,6839.04,6848.81,6855.63,6841.99,6856.29,6841.98,6862.63,6.67,95.4477,1761595200
profile,1761658200,20251028,0,6901.36,6875.47,6881.74,6885.58,6875.87,0.0,0.0,0.0,0.0,0.0,1761681600
entry,1761658500,20251028,1,6901.36,6875.47,6881.74,6885.58,6875.87,6897.59,6875.86,6901.36,4.42,96.0466,1761681600
profile,1761744600,20251029,0,6923.28,6898.7,6917.71,6920.21,6907.53,0.0,0.0,0.0,0.0,0.0,1761768000
entry,1761744900,20251029,-1,6923.28,6898.7,6917.71,6920.21,6907.53,6917.82,6920.22,6898.7,40.01,96.02399999999999,1761768000
profile,1761831000,20251030,0,6929.06,6861.69,6893.8,6908.01,6881.69,0.0,0.0,0.0,0.0,0.0,1761854400
invalid_geometry,1761831300,20251030,-1,6929.06,6861.69,6893.8,6908.01,6881.69,6859.73,6908.02,6861.69,0.0,0.0,1761854400
profile,1761917400,20251031,0,6894.63,6864.87,6876.73,6880.68,6869.99,0.0,0.0,0.0,0.0,0.0,1761940800
entry,1761917700,20251031,-1,6894.63,6864.87,6876.73,6880.68,6869.99,6869.81,6880.69,6864.87,8.73,94.98240000000001,1761940800
profile,1762180200,20251103,0,6888.93,6853.52,6882.01,6882.29,6865.69,0.0,0.0,0.0,0.0,0.0,1762203600
entry,1762180500,20251103,-1,6888.93,6853.52,6882.01,6882.29,6865.69,6878.43,6882.3,6853.52,24.64,95.3568,1762203600
profile,1762266600,20251104,0,6864.81,6767.32,6793.98,6811.5,6771.89,0.0,0.0,0.0,0.0,0.0,1762290000
entry,1762266900,20251104,-1,6864.81,6767.32,6793.98,6811.5,6771.89,6779.4,6811.51,6767.32,3.16,101.4676,1762290000
profile,1762353000,20251105,0,6790.38,6730.97,6769.49,6782.95,6756.03,0.0,0.0,0.0,0.0,0.0,1762376400
entry,1762353300,20251105,1,6790.38,6730.97,6769.49,6782.95,6756.03,6776.19,6756.02,6790.38,4.98,100.44660000000002,1762376400
profile,1762439400,20251106,0,6827.01,6787.32,6808.72,6813.99,6795.38,0.0,0.0,0.0,0.0,0.0,1762462800
entry,1762439700,20251106,-1,6827.01,6787.32,6808.72,6813.99,6795.38,6800.5,6814.0,6787.32,7.49,101.11500000000001,1762462800
profile,1762525800,20251107,0,6753.7,6694.31,6733.75,6752.77,6718.44,0.0,0.0,0.0,0.0,0.0,1762548840
invalid_geometry,1762526100,20251107,-1,6753.7,6694.31,6733.75,6752.77,6718.44,6688.69,6752.78,6694.31,0.0,0.0,1762548840
profile,1762785000,20251110,0,6808.84,6758.25,6787.89,6799.35,6763.78,0.0,0.0,0.0,0.0,0.0,1762808400
