date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-29 00:00:00,2026-05-29 06:00:00,AUDUSD,BUY,timeout,0.0111,20.0,20.05,1
2026-06-01,2026-06-02 00:00:00,2026-06-02 06:00:00,AUDUSD,SELL,timeout,-0.4944,20.05,17.77,1
2026-06-02,2026-06-03 00:15:00,2026-06-03 06:00:00,AUDUSD,BUY,loss,-1.05,17.77,13.48,1
2026-06-03,2026-06-04 01:00:00,2026-06-04 06:00:00,AUDUSD,SELL,timeout,-0.2278,13.48,12.77,1
2026-06-04,2026-06-05 00:00:00,2026-06-05 01:15:00,AUDUSD,SELL,win,1.0611,12.77,15.89,1
2026-06-08,2026-06-09 00:00:00,2026-06-09 01:30:00,AUDUSD,SELL,loss,-1.05,15.89,12.05,1
2026-06-09,2026-06-10 00:00:00,2026-06-10 06:00:00,AUDUSD,BUY,timeout,-0.2278,12.05,11.42,1
2026-06-10,2026-06-11 00:15:00,2026-06-11 06:00:00,AUDUSD,BUY,timeout,0.2722,11.42,12.14,1
2026-06-11,2026-06-12 00:00:00,2026-06-12 06:00:00,AUDUSD,SELL,timeout,0.3056,12.14,12.99,1
2026-06-15,2026-06-16 00:00:00,2026-06-16 04:45:00,AUDUSD,SELL,win,1.0611,12.99,16.16,1
2026-06-16,2026-06-17 00:00:00,2026-06-17 06:00:00,AUDUSD,SELL,timeout,0.3444,16.16,17.44,1
2026-06-17,2026-06-18 00:00:00,2026-06-18 02:45:00,AUDUSD,BUY,win,1.0611,17.44,21.7,1
2026-06-18,2026-06-19 00:00:00,2026-06-19 04:45:00,AUDUSD,SELL,win,1.0611,21.7,26.99,2
2026-06-22,2026-06-23 00:00:00,2026-06-23 03:00:00,AUDUSD,SELL,win,1.0611,26.99,33.58,2
2026-06-23,2026-06-24 00:00:00,2026-06-24 06:00:00,AUDUSD,BUY,timeout,-0.0722,33.58,33.02,2
2026-06-24,2026-06-25 00:00:00,2026-06-25 06:00:00,AUDUSD,SELL,timeout,-0.05,33.02,32.64,2
2026-06-25,2026-06-26 00:00:00,2026-06-26 02:15:00,AUDUSD,SELL,win,1.0611,32.64,40.61,3
