logical_symbol,broker_symbol,side,signal_time,entry_time,exit_time,entry,sl,tp1,tp2,final_tp,target_multiple,exit_price,result,r_multiple,risk_per_lot,bull_pct,bear_pct,bias,atr,spread,entry_time_iso,exit_time_iso,lot,risk_budget,actual_risk,pnl,balance_before,balance_after
BTCUSD,BTCUSDm,SELL,1779825600,1779825600,1780314900,75921.84,77162.16,74681.52,73441.19,72200.87,3,72200.87,win,2.0,1240.32,14.29,71.43,STRONG BEAR,826.88,14.0,2026-05-26T20:00:00Z,2026-06-01T11:55:00Z,0.01,15.0,12.4,24.81,300.0,324.81
BTCUSD,BTCUSDm,BUY,1781193600,1781193600,1781724900,62692.33,61112.61,64272.05,65851.76,67431.48,3,64272.05,trail_stop,1.0,1579.72,57.14,28.57,MILD BULL,1053.14,10.0,2026-06-11T16:00:00Z,2026-06-17T19:35:00Z,0.01,16.24,15.8,15.8,324.81,340.6
