model,timeframe_minutes,lookback_days,regime_mode,shift_lag_days,shift_threshold_atr,entry_tolerance_atr,retest_expiry_bars,stop_buffer_atr,reward_risk,minimum_reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
breakout_retest,240,20,balanced_value,5,0.25,0.1,3,0.0,3.0,0.0,336,0,13,7,6,53.84615384615385,3.4258859282275043,14.81691465461865,1.139762665739896,15.579621071440952,2.913071634792293,11557.962107144096,2,1,1,50.0,2.920987654321055,1.9323544451750154,0.9661772225875077,1.9027978669004852,1.9561879534453055,10190.27978669005,102.39477449817215
breakout_retest,240,20,balanced_value,5,0.25,0.1,3,0.0,3.0,0.0,72,0,13,7,6,53.84615384615385,3.4258859282275043,14.81691465461865,1.139762665739896,15.579621071440952,2.913071634792293,11557.962107144096,2,1,1,50.0,2.920987654321055,1.9323544451750154,0.9661772225875077,1.9027978669004852,1.9561879534453055,10190.27978669005,102.39477449817215
breakout_retest,240,20,balanced_value,5,0.25,0.1,3,0.0,3.0,0.0,168,0,13,7,6,53.84615384615385,3.4258859282275043,14.81691465461865,1.139762665739896,15.579621071440952,2.913071634792293,11557.962107144096,2,1,1,50.0,2.920987654321055,1.9323544451750154,0.9661772225875077,1.9027978669004852,1.9561879534453055,10190.27978669005,102.39477449817215
breakout_retest,240,20,balanced_value,5,0.25,0.1,3,0.0,3.0,0.0,168,1,14,5,9,35.714285714285715,2.9128341253780308,9.807807186494799,0.7005576561781999,10.03559960015079,3.5884038999156367,11003.559960015078,2,1,1,50.0,2.920987654321055,1.9323544451750154,0.9661772225875077,1.9027978669004852,1.9561879534453055,10190.27978669005,75.77599086344792
breakout_retest,240,20,balanced_value,5,0.25,0.1,3,0.0,3.0,0.0,336,1,14,5,9,35.714285714285715,2.9128341253780308,9.807807186494799,0.7005576561781999,10.03559960015079,3.5884038999156367,11003.559960015078,2,1,1,50.0,2.920987654321055,1.9323544451750154,0.9661772225875077,1.9027978669004852,1.9561879534453055,10190.27978669005,75.77599086344792
breakout_retest,240,20,balanced_value,5,0.25,0.1,3,0.0,3.0,0.0,72,1,14,5,9,35.714285714285715,2.9128341253780308,9.807807186494799,0.7005576561781999,10.03559960015079,3.5884038999156367,11003.559960015078,2,1,1,50.0,2.920987654321055,1.9323544451750154,0.9661772225875077,1.9027978669004852,1.9561879534453055,10190.27978669005,75.77599086344792
failed_auction,240,10,balanced_value,5,0.25,0.0,0,0.0,0.0,1.0,336,1,16,4,12,25.0,2.263143895362321,10.241800916280265,0.6401125572675166,9.926199880317622,6.2168402014877975,10992.619988031762,3,2,1,66.66666666666667,2630.2950648836854,5.350620807654231,1.7835402692180768,5.399216249220884,1.0040815997614896,10539.921624922088,68.303162541499
failed_auction,240,10,balanced_value,5,0.25,0.0,0,0.1,0.0,1.0,336,1,16,5,11,31.25,2.261036649632797,10.185959323794906,0.6366224577371816,10.111403141309584,4.6524107958303045,11011.140314130958,2,2,0,100.0,999.0,3.6074794587069925,1.8037397293534962,3.6347439260335346,1.9773874597771468,10363.474392603353,68.01503565410074
failed_auction,240,10,balanced_value,5,0.25,0.0,0,0.0,0.0,1.5,336,1,15,3,12,20.0,2.176940715181636,9.542849820524406,0.6361899880349604,9.161487206543818,6.86925219210113,10916.14872065438,2,1,1,50.0,2059.126989081415,4.188292611069473,2.0941463055347365,4.188207337817262,1.004081599761481,10418.820733781726,67.67058633120006
failed_auction,1440,10,balanced_value,5,0.25,0.0,0,0.1,0.0,1.0,336,1,12,3,9,25.0,2.0640920866396515,7.538189084049643,0.6281824236708036,7.338843845517151,5.561226006306325,10733.884384551715,4,3,1,75.0,6433.1247539774595,9.11331372917267,2.2783284322931676,9.372536145757525,1.3275914616488056,10937.253614575753,66.77369677122469
failed_auction,1440,10,balanced_value,5,0.25,0.1,0,0.1,0.0,1.0,336,1,12,3,9,25.0,2.0640920866396515,7.538189084049643,0.6281824236708036,7.338843845517151,5.561226006306325,10733.884384551715,4,3,1,75.0,6433.1247539774595,9.11331372917267,2.2783284322931676,9.372536145757525,1.3275914616488056,10937.253614575753,66.77369677122469
failed_auction,240,10,balanced_value,5,0.25,0.1,0,0.0,0.0,1.0,336,1,16,4,12,25.0,2.1697885576914224,9.484858824086398,0.5928036765053999,9.140860691362773,5.916456405943378,10914.086069136278,3,2,1,66.66666666666667,2630.2950648836854,5.350620807654231,1.7835402692180768,5.399216249220884,1.0040815997614896,10539.921624922088,63.40358681767822
failed_auction,1440,10,balanced_value,5,0.25,0.1,0,0.1,0.0,1.0,168,1,12,3,9,25.0,1.9926559464621283,7.032124675852232,0.5860103896543527,6.82162546310654,5.561226006306325,10682.162546310654,4,3,1,75.0,6433.1247539774595,9.11331372917267,2.2783284322931676,9.372536145757525,1.3275914616488056,10937.253614575753,62.41362108922456
failed_auction,1440,10,balanced_value,5,0.25,0.0,0,0.1,0.0,1.0,168,1,12,3,9,25.0,1.9926559464621283,7.032124675852232,0.5860103896543527,6.82162546310654,5.561226006306325,10682.162546310654,4,3,1,75.0,6433.1247539774595,9.11331372917267,2.2783284322931676,9.372536145757525,1.3275914616488056,10937.253614575753,62.41362108922456
failed_auction,240,10,balanced_value,5,0.25,0.1,0,0.1,0.0,1.0,336,1,16,5,11,31.25,2.1504601002782278,9.292782877084003,0.5807989298177502,9.163159998256386,4.652410795830305,10916.315999825638,2,2,0,100.0,999.0,3.6074794587069925,1.8037397293534962,3.6347439260335346,1.9773874597771468,10363.474392603353,62.21152976344847
failed_auction,240,10,balanced_value,5,0.25,0.0,0,0.1,0.0,1.0,168,1,16,5,11,31.25,2.149171240622126,9.282372178842241,0.5801482611776401,9.19835583452453,4.6524107958303045,10919.835583452454,2,2,0,100.0,999.0,3.6074794587069925,1.8037397293534962,3.6347439260335346,1.9773874597771468,10363.474392603353,62.14388518012526
failed_auction,240,10,balanced_value,5,0.25,0.0,0,0.0,0.0,1.0,168,1,16,4,12,25.0,2.1191323453862085,9.074129022432242,0.5671330639020151,8.775961403567534,6.2168402014877975,10877.596140356754,3,2,1,66.66666666666667,2630.2950648836854,5.350620807654231,1.7835402692180768,5.399216249220884,1.0040815997614896,10539.921624922088,60.717190104996654
failed_auction,240,10,balanced_value,5,0.25,0.0,0,0.0,0.0,1.5,168,1,15,3,12,20.0,2.0329291652055232,8.375177926676383,0.5583451951117588,8.019250479531204,6.86925219210113,10801.92504795312,2,1,1,50.0,2059.126989081415,4.188292611069473,2.0941463055347365,4.188207337817262,1.004081599761481,10418.820733781726,59.59808393892767
failed_auction,240,10,balanced_value,5,0.25,0.1,0,0.0,0.0,1.5,336,1,15,3,12,20.0,2.0293751950319203,8.346361688784505,0.5564241125856336,7.912282447064101,6.627727703467122,10791.22824470641,2,1,1,50.0,2059.126989081415,4.188292611069473,2.0941463055347365,4.188207337817262,1.004081599761481,10418.820733781726,59.41335921528599
failed_auction,240,10,balanced_value,5,0.5,0.0,0,0.0,0.0,1.0,336,1,17,4,13,23.529411764705884,2.0082975262617935,9.212899182176212,0.5419352460103655,8.79516730351433,7.181776758952302,10879.516730351432,6,4,2,66.66666666666667,772.3102921655618,13.291658928532804,2.2152764880888007,13.901790517890667,4.449403009052721,11390.179051789066,57.97380406292852
