status,research_status,instrument,symbol,timeframe,model,timeframe_minutes,lookback_days,regime_mode,shift_lag_days,shift_threshold_atr,entry_tolerance_atr,retest_expiry_bars,stop_buffer_atr,reward_risk,minimum_reward_risk,maximum_hold_hours,management,full_trades,full_win_rate_pct,full_pf,full_return_pct,full_cagr_pct,full_max_dd_pct,confirm_trades,confirm_win_rate_pct,confirm_pf,confirm_return_pct,confirm_max_dd_pct
REJECT,FAILED_CONFIRMATION,SP500,US500,D1,breakout_retest,1440,20,migrating_value,10,0.0,0.0,6,0.25,3.0,0.0,168,1,32,53.125,4.0363025610846295,32.75997404190167,6.336737861760788,4.50201845955094,6,16.666666666666668,0.9924675136803628,-0.081883589982501,4.351840654428777
REJECT,FAILED_CONFIRMATION,NVDA,NVDA.OQ,D1,breakout_retest,1440,10,migrating_value,5,0.25,0.1,3,0.0,2.0,0.0,336,0,22,63.63636363636363,3.3500323677628083,21.10943180946645,4.243430253573011,5.150273807743585,2,50.0,1.9921903695408805,0.9747811149160679,1.4611000709101993
REJECT,FAILED_CONFIRMATION,AAPL,AAPL.OQ,H4,failed_auction,240,40,migrating_value,10,0.0,0.0,0,0.0,0.0,1.0,72,0,24,37.5,2.1249215705041977,17.384344265995576,3.5391593821739065,7.768619436521234,1,100.0,999.0,0.14777562862668958,2.26690792393569
REJECT,FAILED_CONFIRMATION,MSFT,MSFT.OQ,D1,failed_auction,1440,80,balanced_value,5,0.25,0.0,0,0.25,0.0,1.5,336,1,24,25.0,2.885283757447889,13.727600348700753,2.8305772690472297,5.7427926006940275,3,0.0,0.0,-1.9955034490700352,3.0417668249793297
REJECT,FAILED_CONFIRMATION,AMZN,AMZN.OQ,H4,failed_auction,240,10,balanced_value,5,0.25,0.0,0,0.0,0.0,1.0,336,1,23,30.434782608695652,2.2172807406437696,13.519175493121228,2.789655422557602,6.2168402014877975,4,25.0,0.334605867246819,-2.021534851858864,3.786396262564249
REJECT,FAILED_CONFIRMATION,GOOGL,GOOGL.OQ,H4,breakout_retest,240,80,balanced_value,5,0.25,0.1,6,0.0,3.0,0.0,336,0,16,50.0,2.81167710298027,15.340616595727319,3.145304701250229,6.7051677262606635,1,0.0,0.0,-1.0051387461459282,2.1227301826015155
REJECT,FAILED_CONFIRMATION,META,META.OQ,D1,breakout_retest,1440,10,migrating_value,5,0.0,0.0,6,0.1,3.0,0.0,168,0,21,57.142857142857146,3.9583063926033533,30.06706243316963,6.50693146604111,5.005410587963093,1,0.0,0.0,-1.00029123515325,1.2853106817278077
REJECT,FAILED_CONFIRMATION,AVGO,AVGO.OQ,D1,breakout_retest,1440,40,migrating_value,5,0.0,0.0,6,0.1,2.0,0.0,168,0,21,61.904761904761905,2.880196067963642,16.569249123988115,3.3827278963143526,6.223406541614894,0,0.0,0.0,0.0,0.0
REJECT,POSITIVE_CONFIRMATION,AMD,AMD.OQ,D1,breakout_retest,1440,10,migrating_value,5,0.0,0.1,6,0.25,3.0,0.0,72,0,22,54.54545454545455,3.472634653491936,23.531764470866467,4.692349284518538,5.097927760766032,3,66.66666666666667,8.62280944244254,4.7183438477439665,1.4394323836869185
REJECT,FAILED_CONFIRMATION,INTC,INTC.OQ,H4,failed_auction,240,20,migrating_value,5,0.0,0.1,0,0.0,0.0,1.5,168,0,33,36.36363636363637,2.380410249287905,32.86212770561394,6.359598442954262,12.01937702996833,6,0.0,0.0,-5.902529442479388,12.01937702996832
REJECT,FAILED_CONFIRMATION,TSLA,TSLA.OQ,H4,failed_auction,240,40,balanced_value,5,0.25,0.0,0,0.1,0.0,1.5,168,1,40,17.5,3.106127747201963,46.99418294042728,8.718204680833242,22.142751151546936,8,12.5,0.9387007350593294,-0.2402995142708142,4.343501974255414
REJECT,FAILED_CONFIRMATION,JPM,JPM.N,H4,breakout_retest,240,40,balanced_value,5,0.25,0.0,6,0.1,1.5,0.0,168,1,19,57.89473684210526,3.2207059777586378,11.777603617398036,2.445397707658814,1.9984666913543854,1,100.0,999.0,1.49918971728078,1.0109081961520665
