date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2025-12-18,2025-12-18 14:45:00,2025-12-18 21:00:00,EURJPY,BUY,timeout,-0.375,20.0,18.27,1
2025-12-19,2025-12-19 15:00:00,2025-12-19 15:45:00,EURJPY,BUY,loss,-1.0,18.27,14.07,1
2025-12-22,2025-12-22 14:45:00,2025-12-22 16:15:00,EURJPY,BUY,loss,-1.0,14.07,10.84,1
2025-12-23,2025-12-23 14:45:00,2025-12-23 15:00:00,EURJPY,SELL,win,1.3043,10.84,14.09,1
2025-12-24,2025-12-24 14:45:00,2025-12-24 21:00:00,EURJPY,SELL,timeout,0.0205,14.09,14.15,1
2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,EURJPY,BUY,loss,-1.0,14.15,10.9,1
2025-12-29,2025-12-29 14:45:00,2025-12-29 15:00:00,EURJPY,BUY,win,1.3043,10.9,14.17,1
2025-12-30,2025-12-30 14:45:00,2025-12-30 21:00:00,EURJPY,BUY,loss,-1.0,14.17,10.91,1
2025-12-31,2025-12-31 14:45:00,2025-12-31 21:00:00,EURJPY,SELL,timeout,0.2764,10.91,11.6,1
2026-01-02,2026-01-02 14:45:00,2026-01-02 15:00:00,EURJPY,BUY,loss,-1.0,11.6,8.93,1
2026-01-05,2026-01-05 14:45:00,2026-01-05 15:45:00,EURJPY,BUY,win,1.3043,8.93,11.61,1
2026-01-06,2026-01-06 15:00:00,2026-01-06 15:30:00,EURJPY,BUY,loss,-1.0,11.61,8.94,1
2026-01-07,2026-01-07 14:45:00,2026-01-07 15:00:00,EURJPY,BUY,loss,-1.0,8.94,6.89,1
2026-01-08,2026-01-08 15:00:00,2026-01-08 15:45:00,EURJPY,BUY,loss,-1.0,6.89,5.3,1
2026-01-09,2026-01-09 14:45:00,2026-01-09 15:30:00,EURJPY,SELL,loss,-1.0,5.3,4.08,1
2026-01-12,2026-01-12 14:45:00,2026-01-12 16:00:00,EURJPY,SELL,loss,-1.0,4.08,3.14,1
2026-01-13,2026-01-13 14:45:00,2026-01-13 15:30:00,EURJPY,SELL,win,1.3043,3.14,4.09,1
2026-01-14,2026-01-14 14:45:00,2026-01-14 15:00:00,EURJPY,SELL,loss,-1.0,4.09,3.15,1
2026-01-15,2026-01-15 14:45:00,2026-01-15 15:15:00,EURJPY,SELL,win,1.3043,3.15,4.09,1
2026-01-16,2026-01-16 14:45:00,2026-01-16 15:00:00,EURJPY,SELL,win,1.3043,4.09,5.32,1
2026-01-19,2026-01-19 14:45:00,2026-01-19 14:45:00,EURJPY,BUY,win,1.3043,5.32,6.91,1
2026-01-20,2026-01-20 15:00:00,2026-01-20 21:00:00,EURJPY,BUY,timeout,1.0375,6.91,8.56,1
2026-01-21,2026-01-21 15:15:00,2026-01-21 16:15:00,EURJPY,SELL,win,1.3043,8.56,11.13,1
2026-01-22,2026-01-22 14:45:00,2026-01-22 15:00:00,EURJPY,BUY,loss,-1.0,11.13,8.57,1
2026-01-27,2026-01-27 14:45:00,2026-01-27 16:45:00,EURJPY,BUY,win,1.3043,8.57,11.14,1
2026-01-28,2026-01-28 14:45:00,2026-01-28 15:00:00,EURJPY,SELL,loss,-1.0,11.14,8.58,1
2026-01-29,2026-01-29 14:45:00,2026-01-29 15:15:00,EURJPY,SELL,win,1.3043,8.58,11.15,1
2026-01-30,2026-01-30 14:45:00,2026-01-30 15:00:00,EURJPY,BUY,loss,-1.0,11.15,8.59,1
2026-02-02,2026-02-02 14:45:00,2026-02-02 17:30:00,EURJPY,BUY,loss,-1.0,8.59,6.61,1
2026-02-03,2026-02-03 14:45:00,2026-02-03 15:15:00,EURJPY,SELL,loss,-1.0,6.61,5.09,1
2026-02-04,2026-02-04 14:45:00,2026-02-04 15:45:00,EURJPY,BUY,loss,-1.0,5.09,3.92,1
2026-02-05,2026-02-05 14:45:00,2026-02-05 15:00:00,EURJPY,SELL,win,1.3043,3.92,5.1,1
2026-02-06,2026-02-06 14:45:00,2026-02-06 16:30:00,EURJPY,BUY,win,1.3043,5.1,6.63,1
2026-02-09,2026-02-09 14:45:00,2026-02-09 15:45:00,EURJPY,BUY,win,1.3043,6.63,8.61,1
2026-02-10,2026-02-10 14:45:00,2026-02-10 15:30:00,EURJPY,SELL,win,1.3043,8.61,11.2,1
2026-02-11,2026-02-11 14:45:00,2026-02-11 14:45:00,EURJPY,SELL,win,1.3043,11.2,14.56,1
2026-02-12,2026-02-12 14:45:00,2026-02-12 15:00:00,EURJPY,BUY,loss,-1.0,14.56,11.21,1
2026-02-13,2026-02-13 14:45:00,2026-02-13 20:15:00,EURJPY,BUY,loss,-1.0,11.21,8.63,1
2026-02-17,2026-02-17 14:45:00,2026-02-17 16:30:00,EURJPY,BUY,win,1.3043,8.63,11.22,1
2026-02-18,2026-02-18 15:30:00,2026-02-18 19:00:00,EURJPY,BUY,loss,-1.0,11.22,8.64,1
2026-02-19,2026-02-19 14:45:00,2026-02-19 15:00:00,EURJPY,SELL,loss,-1.0,8.64,6.65,1
2026-02-20,2026-02-20 14:45:00,2026-02-20 15:00:00,EURJPY,BUY,loss,-1.0,6.65,5.12,1
2026-02-23,2026-02-23 15:00:00,2026-02-23 15:45:00,EURJPY,SELL,win,1.3043,5.12,6.66,1
2026-02-24,2026-02-24 14:45:00,2026-02-24 16:45:00,EURJPY,SELL,win,1.3043,6.66,8.66,1
2026-02-26,2026-02-26 14:45:00,2026-02-26 15:15:00,EURJPY,SELL,win,1.3043,8.66,11.25,1
2026-02-27,2026-02-27 14:45:00,2026-02-27 16:15:00,EURJPY,BUY,win,1.3043,11.25,14.63,1
2026-03-02,2026-03-02 14:45:00,2026-03-02 15:45:00,EURJPY,BUY,loss,-1.0,14.63,11.26,1
2026-03-03,2026-03-03 14:45:00,2026-03-03 14:45:00,EURJPY,SELL,win,1.3043,11.26,14.64,1
2026-03-04,2026-03-04 14:45:00,2026-03-04 16:15:00,EURJPY,SELL,win,1.3043,14.64,19.04,1
2026-03-05,2026-03-05 14:45:00,2026-03-05 15:30:00,EURJPY,SELL,win,1.3043,19.04,24.75,1
2026-03-06,2026-03-06 14:45:00,2026-03-06 15:00:00,EURJPY,SELL,loss,-1.0,24.75,19.05,1
2026-03-09,2026-03-09 13:45:00,2026-03-09 14:00:00,EURJPY,BUY,loss,-1.0,19.05,14.67,1
2026-03-10,2026-03-10 13:45:00,2026-03-10 14:00:00,EURJPY,SELL,loss,-1.0,14.67,11.3,1
2026-03-11,2026-03-11 13:45:00,2026-03-11 14:00:00,EURJPY,BUY,win,1.3043,11.3,14.69,1
2026-03-12,2026-03-12 13:45:00,2026-03-12 14:15:00,EURJPY,SELL,loss,-1.0,14.69,11.31,1
2026-03-13,2026-03-13 13:45:00,2026-03-13 13:45:00,EURJPY,SELL,win,1.3043,11.31,14.7,1
2026-03-16,2026-03-16 13:45:00,2026-03-16 14:45:00,EURJPY,SELL,loss,-1.0,14.7,11.32,1
2026-03-17,2026-03-17 13:45:00,2026-03-17 17:45:00,EURJPY,BUY,win,1.3043,11.32,14.72,1
2026-03-18,2026-03-18 13:45:00,2026-03-18 18:15:00,EURJPY,BUY,loss,-1.0,14.72,11.33,1
2026-03-19,2026-03-19 13:45:00,2026-03-19 14:30:00,EURJPY,SELL,loss,-1.0,11.33,8.72,1
2026-03-23,2026-03-23 13:45:00,2026-03-23 14:15:00,EURJPY,SELL,loss,-1.0,8.72,6.72,1
2026-03-24,2026-03-24 13:45:00,2026-03-24 14:00:00,EURJPY,SELL,loss,-1.0,6.72,5.17,1
2026-03-25,2026-03-25 13:45:00,2026-03-25 14:15:00,EURJPY,SELL,loss,-1.0,5.17,3.98,1
2026-03-27,2026-03-27 14:45:00,2026-03-27 16:00:00,EURJPY,BUY,win,1.3043,3.98,5.18,1
2026-03-30,2026-03-30 13:45:00,2026-03-30 15:00:00,EURJPY,SELL,win,1.3043,5.18,6.73,1
2026-04-01,2026-04-01 13:45:00,2026-04-01 17:15:00,EURJPY,BUY,loss,-1.0,6.73,5.18,1
2026-04-06,2026-04-06 13:45:00,2026-04-06 13:45:00,EURJPY,BUY,win,1.3043,5.18,6.74,1
2026-04-07,2026-04-07 13:45:00,2026-04-07 14:30:00,EURJPY,BUY,win,1.3043,6.74,8.76,1
2026-04-08,2026-04-08 13:45:00,2026-04-08 15:15:00,EURJPY,BUY,win,1.3043,8.76,11.39,1
2026-04-09,2026-04-09 13:45:00,2026-04-09 14:15:00,EURJPY,SELL,loss,-1.0,11.39,8.77,1
2026-04-10,2026-04-10 13:45:00,2026-04-10 15:00:00,EURJPY,BUY,loss,-1.0,8.77,6.75,1
2026-04-13,2026-04-13 13:45:00,2026-04-13 13:45:00,EURJPY,SELL,win,1.3043,6.75,8.78,1
2026-04-14,2026-04-14 13:45:00,2026-04-14 14:00:00,EURJPY,BUY,loss,-1.0,8.78,6.76,1
2026-04-15,2026-04-15 13:45:00,2026-04-15 14:45:00,EURJPY,SELL,loss,-1.0,6.76,5.2,1
2026-04-16,2026-04-16 13:45:00,2026-04-16 13:45:00,EURJPY,BUY,win,1.3043,5.2,6.76,1
2026-04-17,2026-04-17 13:45:00,2026-04-17 14:15:00,EURJPY,SELL,win,1.3043,6.76,8.79,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 14:00:00,EURJPY,SELL,loss,-1.0,8.79,6.77,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 17:45:00,EURJPY,BUY,loss,-1.0,6.77,5.21,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:15:00,EURJPY,BUY,win,1.3043,5.21,6.78,1
2026-04-24,2026-04-24 13:45:00,2026-04-24 14:15:00,EURJPY,BUY,loss,-1.0,6.78,5.22,1
2026-04-27,2026-04-27 13:45:00,2026-04-27 14:30:00,EURJPY,SELL,win,1.3043,5.22,6.79,1
2026-04-28,2026-04-28 14:15:00,2026-04-28 18:45:00,EURJPY,BUY,win,1.3043,6.79,8.82,1
2026-04-29,2026-04-29 13:45:00,2026-04-29 14:45:00,EURJPY,BUY,win,1.3043,8.82,11.47,1
2026-04-30,2026-04-30 13:45:00,2026-04-30 14:45:00,EURJPY,BUY,win,1.3043,11.47,14.91,1
2026-05-01,2026-05-01 13:45:00,2026-05-01 13:45:00,EURJPY,SELL,win,1.3043,14.91,19.38,1
2026-05-04,2026-05-04 14:00:00,2026-05-04 14:30:00,EURJPY,BUY,loss,-1.0,19.38,14.92,1
2026-05-05,2026-05-05 13:45:00,2026-05-05 17:15:00,EURJPY,BUY,win,1.3043,14.92,19.4,1
2026-05-06,2026-05-06 13:45:00,2026-05-06 14:30:00,EURJPY,SELL,loss,-1.0,19.4,14.94,1
2026-05-07,2026-05-07 13:45:00,2026-05-07 14:45:00,EURJPY,SELL,loss,-1.0,14.94,11.5,1
2026-05-08,2026-05-08 14:45:00,2026-05-08 15:15:00,EURJPY,BUY,loss,-1.0,11.5,8.86,1
2026-05-11,2026-05-11 13:45:00,2026-05-11 14:00:00,EURJPY,BUY,loss,-1.0,8.86,6.82,1
2026-05-12,2026-05-12 13:45:00,2026-05-12 13:45:00,EURJPY,SELL,win,1.3043,6.82,8.86,1
2026-05-13,2026-05-13 13:45:00,2026-05-13 14:45:00,EURJPY,BUY,win,1.3043,8.86,11.52,1
2026-05-14,2026-05-14 13:45:00,2026-05-14 20:00:00,EURJPY,SELL,timeout,-0.8944,11.52,9.15,1
2026-05-15,2026-05-15 14:00:00,2026-05-15 20:00:00,EURJPY,BUY,timeout,-0.0252,9.15,9.1,1
2026-05-18,2026-05-18 13:45:00,2026-05-18 14:30:00,EURJPY,BUY,win,1.3043,9.1,11.83,1
2026-05-19,2026-05-19 13:45:00,2026-05-19 14:00:00,EURJPY,SELL,loss,-1.0,11.83,9.11,1
2026-05-20,2026-05-20 13:45:00,2026-05-20 14:15:00,EURJPY,BUY,win,1.3043,9.11,11.84,1
2026-05-21,2026-05-21 13:45:00,2026-05-21 15:30:00,EURJPY,BUY,loss,-1.0,11.84,9.12,1
2026-05-22,2026-05-22 13:45:00,2026-05-22 14:00:00,EURJPY,SELL,win,1.3043,9.12,11.85,1
2026-05-25,2026-05-25 13:45:00,2026-05-25 14:45:00,EURJPY,SELL,loss,-1.0,11.85,9.13,1
2026-05-27,2026-05-27 13:45:00,2026-05-27 14:00:00,EURJPY,SELL,loss,-1.0,9.13,7.03,1
2026-05-28,2026-05-28 14:00:00,2026-05-28 20:00:00,EURJPY,BUY,timeout,-0.479,7.03,6.25,1
2026-05-29,2026-05-29 13:45:00,2026-05-29 14:45:00,EURJPY,SELL,loss,-1.0,6.25,4.82,1
2026-06-01,2026-06-01 13:45:00,2026-06-01 13:45:00,EURJPY,SELL,win,1.3043,4.82,6.26,1
2026-06-02,2026-06-02 13:45:00,2026-06-02 14:30:00,EURJPY,SELL,loss,-1.0,6.26,4.82,1
2026-06-03,2026-06-03 13:45:00,2026-06-03 14:00:00,EURJPY,SELL,loss,-1.0,4.82,3.71,1
2026-06-04,2026-06-04 13:45:00,2026-06-04 15:00:00,EURJPY,BUY,loss,-1.0,3.71,2.86,1
2026-06-05,2026-06-05 13:45:00,2026-06-05 14:00:00,EURJPY,SELL,win,1.3043,2.86,3.72,1
2026-06-08,2026-06-08 13:45:00,2026-06-08 14:15:00,EURJPY,SELL,loss,-1.0,3.72,2.86,1
2026-06-09,2026-06-09 13:45:00,2026-06-09 14:00:00,EURJPY,BUY,loss,-1.0,2.86,2.2,1
2026-06-10,2026-06-10 13:45:00,2026-06-10 14:15:00,EURJPY,BUY,loss,-1.0,2.2,1.7,1
2026-06-12,2026-06-12 13:45:00,2026-06-12 14:15:00,EURJPY,BUY,loss,-1.0,1.7,1.31,1
2026-06-15,2026-06-15 13:45:00,2026-06-15 14:15:00,EURJPY,SELL,win,1.3043,1.31,1.7,1
2026-06-16,2026-06-16 13:45:00,2026-06-16 14:45:00,EURJPY,SELL,loss,-1.0,1.7,1.31,1
2026-06-17,2026-06-17 13:45:00,2026-06-17 13:45:00,EURJPY,SELL,win,1.3043,1.31,1.7,1
2026-06-18,2026-06-18 14:45:00,2026-06-18 15:45:00,EURJPY,BUY,win,1.3043,1.7,2.21,1
