symbol,broker_symbol,candles,days,status
XAUUSD,XAUUSDm,12267,157,ok
XAGUSD,XAGUSDm,12264,157,ok
BTCUSD,BTCUSDm,18326,184,ok
US30,US30m,12310,158,ok
EURUSD,EURUSDm,12930,158,ok
GBPUSD,GBPUSDm,12929,158,ok
USDJPY,USDJPYm,12930,158,ok
USDCHF,USDCHFm,12929,158,ok
USDCAD,USDCADm,12930,158,ok
AUDUSD,AUDUSDm,12930,158,ok
NZDUSD,NZDUSDm,12930,158,ok
EURGBP,EURGBPm,12872,157,ok
EURJPY,EURJPYm,12872,157,ok
GBPJPY,GBPJPYm,12871,157,ok
