date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2025-12-18,2025-12-18 14:45:00,2025-12-18 15:15:00,GBPUSD,SELL,win,1.3043,20.0,26.0,1
2025-12-19,2025-12-19 14:45:00,2025-12-19 15:15:00,GBPUSD,SELL,win,1.3043,26.0,33.8,2
2025-12-22,2025-12-22 15:00:00,2025-12-22 15:30:00,GBPUSD,SELL,loss,-1.0,33.8,26.03,2
2025-12-23,2025-12-23 14:45:00,2025-12-23 21:00:00,GBPUSD,SELL,loss,-1.0,26.03,20.04,1
2025-12-24,2025-12-24 14:45:00,2025-12-24 15:00:00,GBPUSD,SELL,win,1.3043,20.04,26.05,2
2025-12-29,2025-12-29 14:45:00,2025-12-29 15:00:00,GBPUSD,BUY,loss,-1.0,26.05,20.06,1
2025-12-30,2025-12-30 14:45:00,2025-12-30 15:15:00,GBPUSD,SELL,win,1.3043,20.06,26.08,2
2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,GBPUSD,SELL,win,1.3043,26.08,33.9,3
2026-01-02,2026-01-02 14:45:00,2026-01-02 15:30:00,GBPUSD,BUY,win,1.3043,33.9,44.07,4
2026-01-05,2026-01-05 14:45:00,2026-01-05 15:00:00,GBPUSD,BUY,win,1.3043,44.07,57.29,5
2026-01-06,2026-01-06 14:45:00,2026-01-06 15:00:00,GBPUSD,BUY,loss,-1.0,57.29,44.11,4
2026-01-07,2026-01-07 14:45:00,2026-01-07 15:00:00,GBPUSD,BUY,loss,-1.0,44.11,33.97,3
2026-01-08,2026-01-08 14:45:00,2026-01-08 19:00:00,GBPUSD,BUY,loss,-1.0,33.97,26.15,2
2026-01-09,2026-01-09 14:45:00,2026-01-09 21:00:00,GBPUSD,SELL,timeout,0.2177,26.15,27.46,2
2026-01-12,2026-01-12 14:45:00,2026-01-12 17:00:00,GBPUSD,BUY,loss,-1.0,27.46,21.15,1
2026-01-13,2026-01-13 14:45:00,2026-01-13 18:00:00,GBPUSD,SELL,win,1.3043,21.15,27.49,2
2026-01-14,2026-01-14 15:15:00,2026-01-14 17:30:00,GBPUSD,SELL,win,1.3043,27.49,35.74,3
2026-01-15,2026-01-15 15:45:00,2026-01-15 21:00:00,GBPUSD,BUY,timeout,-0.3033,35.74,33.25,2
2026-01-16,2026-01-16 14:45:00,2026-01-16 15:15:00,GBPUSD,BUY,loss,-1.0,33.25,25.6,1
2026-01-19,2026-01-19 14:45:00,2026-01-19 15:45:00,GBPUSD,BUY,win,1.3043,25.6,33.28,2
2026-01-20,2026-01-20 14:45:00,2026-01-20 18:45:00,GBPUSD,BUY,loss,-1.0,33.28,25.62,1
2026-01-21,2026-01-21 14:45:00,2026-01-21 15:15:00,GBPUSD,BUY,loss,-1.0,25.62,19.73,1
2026-01-22,2026-01-22 14:45:00,2026-01-22 15:00:00,GBPUSD,BUY,win,1.3043,19.73,25.65,1
2026-01-23,2026-01-23 14:45:00,2026-01-23 14:45:00,GBPUSD,BUY,win,1.3043,25.65,33.34,2
2026-01-26,2026-01-26 14:45:00,2026-01-26 15:45:00,GBPUSD,BUY,win,1.3043,33.34,43.35,3
2026-01-27,2026-01-27 14:45:00,2026-01-27 20:45:00,GBPUSD,BUY,win,1.3043,43.35,56.35,4
2026-01-29,2026-01-29 15:00:00,2026-01-29 15:00:00,GBPUSD,SELL,win,1.3043,56.35,73.26,5
2026-02-02,2026-02-02 14:45:00,2026-02-02 15:30:00,GBPUSD,BUY,loss,-1.0,73.26,56.41,4
2026-02-03,2026-02-03 14:45:00,2026-02-03 15:00:00,GBPUSD,BUY,loss,-1.0,56.41,43.43,3
2026-02-05,2026-02-05 14:45:00,2026-02-05 14:45:00,GBPUSD,SELL,win,1.3043,43.43,56.46,4
2026-02-06,2026-02-06 14:45:00,2026-02-06 21:00:00,GBPUSD,BUY,timeout,0.7546,56.46,66.26,5
2026-02-09,2026-02-09 15:00:00,2026-02-09 15:30:00,GBPUSD,BUY,win,1.3043,66.26,86.14,6
2026-02-10,2026-02-10 14:45:00,2026-02-10 17:45:00,GBPUSD,SELL,win,1.3043,86.14,111.98,7
2026-02-11,2026-02-11 14:45:00,2026-02-11 15:30:00,GBPUSD,BUY,loss,-1.0,111.98,86.23,6
2026-02-12,2026-02-12 15:00:00,2026-02-12 15:30:00,GBPUSD,BUY,loss,-1.0,86.23,66.39,5
2026-02-13,2026-02-13 15:00:00,2026-02-13 15:45:00,GBPUSD,BUY,loss,-1.0,66.39,51.12,4
2026-02-16,2026-02-16 15:45:00,2026-02-16 21:00:00,GBPUSD,SELL,timeout,0.0686,51.12,51.93,4
2026-02-17,2026-02-17 14:45:00,2026-02-17 15:30:00,GBPUSD,SELL,win,1.3043,51.93,67.51,5
2026-02-18,2026-02-18 14:45:00,2026-02-18 16:00:00,GBPUSD,BUY,win,1.3043,67.51,87.76,6
2026-02-19,2026-02-19 14:45:00,2026-02-19 15:00:00,GBPUSD,BUY,win,1.3043,87.76,114.09,7
2026-02-20,2026-02-20 14:45:00,2026-02-20 15:00:00,GBPUSD,BUY,loss,-1.0,114.09,87.85,6
2026-02-23,2026-02-23 14:45:00,2026-02-23 15:45:00,GBPUSD,BUY,loss,-1.0,87.85,67.64,5
2026-02-25,2026-02-25 14:45:00,2026-02-25 15:00:00,GBPUSD,BUY,win,1.3043,67.64,87.94,6
2026-02-26,2026-02-26 14:45:00,2026-02-26 15:00:00,GBPUSD,BUY,loss,-1.0,87.94,67.71,5
2026-02-27,2026-02-27 14:45:00,2026-02-27 19:15:00,GBPUSD,SELL,loss,-1.0,67.71,52.14,4
2026-03-02,2026-03-02 14:45:00,2026-03-02 15:30:00,GBPUSD,BUY,loss,-1.0,52.14,40.15,3
2026-03-03,2026-03-03 14:45:00,2026-03-03 16:00:00,GBPUSD,SELL,loss,-1.0,40.15,30.91,2
