date,side,entry,initial_stop,target,exit,exit_reason,exit_time_utc,result_r,asia_open,asia_close,london_open,london_close,ny_open,or_high,or_low,or_range,total_move,asia_move,london_move
2019-08-06,LONG,7519.97,7479.97,7639.97,7479.97,stop,2019-08-06T14:14:00+00:00,-1.0,7345.45,7423.64,7423.03,7483.66,7482.76,7519.97,7482.76,37.210000000000036,137.3100000000004,78.19000000000051,60.63000000000011
2019-08-08,LONG,7609.01,7569.01,7729.01,7724.89,time,2019-08-08T19:59:00+00:00,2.897000000000003,7542.36,7596.61,7596.47,7595.04,7593.92,7609.01,7576.52,32.48999999999978,51.5600000000004,54.25,-1.430000000000291
2019-08-21,LONG,7755.6,7715.6,7875.6,7715.6,stop,2019-08-21T18:00:00+00:00,-1.0,7644.31,7689.17,7689.02,7731.93,7732.84,7755.6,7721.4,34.20000000000073,88.52999999999975,44.85999999999967,42.909999999999854
2019-08-26,LONG,7557.88,7517.88,7677.88,7576.6,time,2019-08-26T19:59:00+00:00,0.46800000000000636,7406.29,7508.45,7506.42,7549.04,7548.32,7557.88,7527.63,30.25,142.02999999999975,102.15999999999985,42.61999999999989
2019-08-29,LONG,7708.62,7668.62,7828.62,7668.62,stop,2019-08-29T14:37:00+00:00,-1.0,7575.6,7568.7,7568.82,7678.18,7678.7,7708.62,7676.15,32.470000000000255,103.09999999999945,-6.900000000000546,109.36000000000058
2019-09-04,LONG,7692.01,7652.01,7812.01,7719.09,time,2019-09-04T19:59:00+00:00,0.6769999999999982,7606.57,7704.17,7703.34,7680.08,7680.94,7692.01,7675.19,16.82000000000062,74.36999999999989,97.60000000000036,-23.26000000000022
2019-09-05,LONG,7826.18,7786.18,7946.18,7860.77,time,2019-09-05T19:59:00+00:00,0.8647500000000037,7717.66,7789.89,7789.86,7800.64,7798.73,7824.72,7798.73,25.99000000000069,81.06999999999971,72.23000000000047,10.780000000000655
2019-10-09,LONG,7682.33,7642.33,7802.33,7686.18,time,2019-10-09T19:59:00+00:00,0.09625000000000909,7609.8,7606.35,7605.98,7668.5,7669.17,7682.33,7656.11,26.220000000000255,59.36999999999989,-3.449999999999818,62.52000000000044
2019-10-11,LONG,7855.07,7815.07,7975.07,7855.07,stop,2019-10-11T16:32:00+00:00,0.0,7774.91,7789.12,7789.72,7829.77,7830.14,7853.14,7829.0,24.140000000000327,55.23000000000047,14.210000000000036,40.05000000000018
2019-12-06,LONG,8382.78,8342.78,8502.78,8396.02,time,2019-12-06T20:59:00+00:00,0.3309999999999945,8308.02,8332.12,8332.14,8367.4,8368.44,8381.38,8365.12,16.2599999999984,60.42000000000007,24.100000000000364,35.26000000000022
2020-01-28,LONG,9030.66,8990.66,9150.66,9090.16,time,2020-01-28T20:59:00+00:00,1.4875,8947.28,9024.6,9024.67,9016.12,9016.05,9030.66,8993.52,37.13999999999942,68.76999999999862,77.31999999999971,-8.549999999999272
2020-02-04,LONG,9262.88,9221.74,9386.299999999997,9334.36,time,2020-02-04T20:59:00+00:00,1.7374817695673892,9092.98,9180.69,9180.39,9251.75,9253.47,9262.88,9221.74,41.13999999999942,160.48999999999978,87.71000000000095,71.36000000000058
2020-02-11,LONG,9572.01,9530.02,9697.98,9530.02,stop,2020-02-11T19:03:00+00:00,-1.0,9514.0,9551.82,9551.2,9567.93,9568.5,9572.01,9530.02,41.98999999999978,54.5,37.81999999999971,16.729999999999563
2020-03-02,LONG,8588.39,8479.75,8914.309999999998,8588.39,stop,2020-03-02T19:40:00+00:00,0.0,8297.57,8615.41,8614.41,8559.85,8554.84,8588.39,8479.75,108.63999999999942,257.27000000000044,317.84000000000015,-54.55999999999949
2020-03-03,LONG,8896.12,8797.74,9191.260000000004,8774.19,stop,2020-03-03T15:00:00+00:00,-1.2393779223419294,8831.48,8818.84,8818.13,8897.41,8895.47,8896.12,8797.74,98.38000000000102,63.98999999999978,-12.639999999999418,79.28000000000065
2020-03-04,LONG,8777.38,8683.51,9058.989999999996,8939.49,time,2020-03-04T20:59:00+00:00,1.7269628209225774,8565.86,8714.1,8714.89,8739.08,8739.84,8777.38,8683.51,93.86999999999898,173.97999999999956,148.23999999999978,24.19000000000051
2020-03-10,LONG,8239.5,8136.62,8548.14,8136.62,stop,2020-03-10T14:46:00+00:00,-1.0,7891.52,8258.57,8257.99,8234.54,8234.07,8239.5,8136.62,102.88000000000011,342.5499999999993,367.0499999999993,-23.44999999999891
2020-03-20,LONG,7474.68,7316.45,7949.370000000002,7316.45,stop,2020-03-20T15:24:00+00:00,-1.0,7185.26,7475.69,7476.04,7437.11,7434.92,7474.68,7316.45,158.23000000000047,249.65999999999985,290.4299999999994,-38.93000000000029
2020-03-24,LONG,7440.2300000000005,7335.430000000001,7754.629999999998,7335.430000000001,stop,2020-03-24T18:04:00+00:00,-1.0,7037.05,7294.93,7293.07,7365.37,7360.41,7440.15,7335.35,104.79999999999927,323.3599999999997,257.8800000000001,72.30000000000018
2020-03-30,LONG,7715.42,7634.81,7957.249999999999,7871.31,time,2020-03-30T19:59:00+00:00,1.933879171318707,7418.34,7602.16,7602.76,7666.37,7665.54,7715.42,7634.81,80.60999999999967,247.19999999999982,183.8199999999997,63.60999999999967
2020-04-06,LONG,7812.59,7753.08,7991.120000000001,7991.120000000001,target,2020-04-06T19:37:00+00:00,3.0,7615.74,7825.64,7826.47,7799.51,7802.05,7812.59,7753.08,59.51000000000022,186.3100000000004,209.90000000000055,-26.960000000000036
2020-04-08,LONG,8156.12,8104.66,8310.5,8216.2,time,2020-04-08T19:59:00+00:00,1.167508744656059,8008.27,8040.75,8040.36,8119.21,8120.53,8156.12,8104.66,51.460000000000036,112.25999999999931,32.47999999999956,78.85000000000036
2020-04-14,LONG,8542.76,8462.39,8783.870000000003,8685.02,time,2020-04-14T19:59:00+00:00,1.7700634565136095,8343.91,8472.33,8472.98,8490.51,8491.98,8541.84,8461.47,80.3700000000008,148.0699999999997,128.42000000000007,17.530000000000655
2020-04-16,LONG,8701.38,8651.19,8851.949999999995,8701.38,stop,2020-04-16T16:17:00+00:00,0.0,8586.27,8681.31,8681.97,8683.15,8684.51,8701.38,8651.19,50.18999999999869,98.23999999999978,95.03999999999905,1.180000000000291
2020-04-22,LONG,8603.21,8548.36,8767.759999999995,8656.07,time,2020-04-22T19:59:00+00:00,0.9637192342753325,8454.54,8515.5,8513.03,8574.3,8573.1,8603.21,8548.36,54.849999999998545,118.55999999999949,60.95999999999913,61.26999999999862
2020-04-24,LONG,8675.06,8625.08,8824.999999999998,8625.08,stop,2020-04-24T15:11:00+00:00,-1.0,8580.63,8573.85,8574.41,8652.39,8653.13,8675.06,8625.08,49.97999999999956,72.5,-6.779999999998836,77.97999999999956
2020-04-27,LONG,8866.95,8826.95,8986.95,8826.95,stop,2020-04-27T14:59:00+00:00,-1.0,8811.9,8864.38,8865.04,8865.98,8866.92,8866.95,8828.35,38.600000000000364,55.02000000000044,52.47999999999956,0.9399999999986903
2020-04-29,LONG,8878.08,8825.89,9034.650000000001,8971.74,time,2020-04-29T19:59:00+00:00,1.7945966660279544,8769.46,8823.7,8822.47,8870.57,8869.61,8878.08,8825.89,52.19000000000051,100.15000000000146,54.2400000000016,48.100000000000364
