bot,symbol,timeframe,status,candles,broker_symbol
LTA,US30,M15,ok,14536,US30m
LTA,US30,M30,ok,7270,US30m
ORB,XAGUSD,M15,ok,12264,XAGUSDm
ORB,XAUUSD,M15,ok,12267,XAUUSDm
ORB,EURUSD,M15,ok,12955,EURUSDm
