starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,329.16,29.16,9.72,15,8,7,53.33,2.26,0.1505,0.019,12.8,US30
300.0,300.26,0.26,0.09,3,2,1,66.67,0.02,0.007,0.0001,1.36,XAUUSD
