starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,548.57,248.57,82.86,17,8,9,47.06,12.98,9.77,17,0,dynamic_conservative
300.0,520.44,220.44,73.48,17,8,9,47.06,11.98,9.77,17,0,dynamic_capped
300.0,494.58,194.58,64.86,17,9,8,52.94,10.98,9.78,17,0,dynamic_aggressive
300.0,488.96,188.96,62.99,17,11,6,64.71,10.32,9.77,17,0,challenge20_current
300.0,478.99,178.99,59.66,17,8,9,47.06,10.19,9.78,17,0,fixed_current
300.0,417.61,117.61,39.2,17,9,8,52.94,7.24,14.27,17,0,production_current
300.0,388.94,88.94,29.65,17,6,11,35.29,5.98,9.78,18,0,dynamic_score
300.0,372.73,72.73,24.24,17,6,11,35.29,4.98,9.78,18,0,dynamic_balanced
