bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
ORB,XAGUSD,M15,ORB:XAGUSD:M15,819,2026-05-28 23:15:00,BUY,75.727,75.565,4.0,100,0.16200000000000614,0.5,1.302699597932262,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1003,2026-06-01 23:15:00,BUY,74.995,74.867,4.0,100,0.1280000000000001,0.03125,1.00900900900902,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1095,2026-06-02 23:15:00,SELL,74.601,75.001,4.0,95,0.4000000000000057,0.10416666666666667,2.210817212791187,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1188,2026-06-03 23:30:00,BUY,73.199,73.006,4.0,100,0.2265714285714304,0.21875,0.8518284993694666,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1280,2026-06-04 23:30:00,SELL,73.792,74.124,4.0,95,0.33199999999999363,0.020833333333333332,2.5894150417827184,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1463,2026-06-08 23:15:00,SELL,68.063,68.147,4.0,100,0.1557142857142852,0.010416666666666666,0.5394495412844259,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1555,2026-06-09 23:15:00,SELL,64.862,65.139,4.0,100,0.277000000000001,0.19791666666666666,1.1790817877774489,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1651,2026-06-11 00:15:00,BUY,62.833,61.49,4.0,95,1.3429999999999964,0.9479166666666666,3.126371799135345,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1739,2026-06-11 23:15:00,SELL,67.492,67.899,4.0,100,0.4069999999999965,0.2604166666666667,1.1888170248278622,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,1923,2026-06-15 23:15:00,SELL,69.909,69.987,4.0,100,0.14442857142857082,0.010416666666666666,0.5400593471809333,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,2015,2026-06-16 23:15:00,SELL,70.099,70.183,4.0,100,0.14978571428571286,0.5,0.5608011444921582,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,2109,2026-06-17 23:45:00,BUY,68.388,67.933,4.0,100,0.6303571428571421,0.7708333333333334,0.7218130311614713,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,2201,2026-06-18 23:45:00,SELL,65.267,65.686,4.0,100,0.41900000000001114,0.5,1.680320824978561,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,2367,2026-06-22 23:15:00,SELL,65.003,65.121,4.0,100,0.14764285714285869,0.5,0.7992259313013608,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,2460,2026-06-23 23:30:00,SELL,61.105,61.495,4.0,95,0.39000000000000057,0.21875,2.1462264150943513,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,2551,2026-06-24 23:15:00,BUY,57.514,57.309,4.0,100,0.32099999999999895,0.2916666666666667,0.6386292834891155,ORB 15m breakout
ORB,XAGUSD,M15,ORB:XAGUSD:M15,2643,2026-06-25 23:15:00,BUY,57.82,57.71,4.0,100,0.20807142857142935,0.010416666666666666,0.5286646069344272,ORB 15m breakout
ORB,XAUUSD,M15,ORB:XAUUSD:M15,819,2026-05-28 23:15:00,BUY,4495.513,4491.018,1.304,100,4.494999999999891,0.5,1.0315717002163711,ORB 15m breakout
ORB,XAUUSD,M15,ORB:XAUUSD:M15,1003,2026-06-01 23:15:00,BUY,4487.733,4481.712,1.304,100,6.020999999999731,0.052083333333333336,1.6343648208468031,ORB 15m breakout
ORB,XAUUSD,M15,ORB:XAUUSD:M15,1095,2026-06-02 23:15:00,SELL,4474.231,4488.57,1.304,95,14.338999999999942,0.1875,2.8879745651767057,ORB 15m breakout
ORB,XAUUSD,M15,ORB:XAUUSD:M15,1187,2026-06-03 23:15:00,BUY,4450.354,4445.389,1.304,100,7.07378571428574,0.3020833333333333,0.701887249704662,ORB 15m breakout
