timestamp,open,high,low,close,volume
1312153140000,1615.08,1615.093,1614.942,1614.956,0.00642
1312153200000,1614.936,1615.12,1614.846,1615.111,0.00423
1312153260000,1615.072,1615.242,1615.021,1615.045,0.00653
1312153320000,1615.09,1615.357,1615.07,1615.357,0.0036
1312153380000,1615.284,1615.284,1615.065,1615.081,0.00382
1312153440000,1615.066,1615.103,1614.947,1615.008,0.00994
1312153500000,1614.972,1615.002,1614.829,1614.831,0.006647
1312153560000,1614.834,1614.834,1614.703,1614.703,0.00224
1312153620000,1614.65,1614.758,1614.644,1614.715,0.00364
1312153680000,1614.639,1614.639,1614.422,1614.422,0.00314
1312153740000,1614.557,1614.615,1614.275,1614.361,0.00488
1312153800000,1614.439,1614.56,1614.276,1614.56,0.00731
1312153860000,1614.562,1614.789,1614.562,1614.746,0.00819
1312153920000,1614.802,1614.845,1614.567,1614.595,0.00387
1312153980000,1614.647,1614.647,1614.38,1614.38,0.00444
1312154040000,1614.38,1614.389,1614.338,1614.389,0.00115
1312154100000,1614.33,1614.33,1614.23,1614.23,0.00162
1312154160000,1614.289,1614.289,1613.47,1613.693,0.0137
1312154220000,1613.737,1613.752,1613.708,1613.708,0.00242
1312154280000,1613.699,1613.699,1613.349,1613.349,0.00438
1312154340000,1613.383,1613.768,1613.31,1613.734,0.005952
1312154400000,1613.827,1613.993,1613.79,1613.958,0.00425
1312154460000,1614.049,1614.153,1613.921,1613.921,0.00525
1312154520000,1613.884,1613.884,1613.808,1613.808,0.00166
1312154580000,1613.802,1613.802,1613.259,1613.531,0.00736
1312154640000,1613.576,1613.755,1613.55,1613.755,0.00852
1312154700000,1613.739,1614.247,1613.739,1613.84,0.00972
1312154760000,1613.797,1613.797,1613.678,1613.752,0.00283
1312154820000,1613.764,1614.069,1613.703,1613.925,0.00722
1312154880000,1613.954,1614.079,1613.921,1614.079,0.00528
1312154940000,1614.103,1614.126,1614.088,1614.088,0.00137
1312155000000,1614.075,1614.574,1614.046,1614.486,0.01222
1312155060000,1614.486,1614.562,1614.465,1614.487,0.003548
1312155120000,1614.494,1614.82,1614.481,1614.73,0.00643
1312155180000,1614.758,1614.836,1614.688,1614.781,0.00774
1312155240000,1614.858,1615.065,1614.698,1614.698,0.00748
1312155300000,1614.705,1615.04,1614.705,1614.983,0.01178
1312155360000,1614.982,1615.165,1614.846,1614.846,0.00904
1312155420000,1614.879,1615.135,1614.838,1615.135,0.00776
1312155480000,1615.148,1615.148,1614.129,1614.129,0.00903
1312155540000,1614.078,1614.468,1614.066,1614.458,0.005993
1312155600000,1614.383,1614.869,1614.383,1614.809,0.01302
1312155660000,1614.998,1615.074,1614.97,1615.074,0.00325
1312155720000,1615.114,1615.202,1614.801,1614.811,0.00716
1312155780000,1614.883,1615.294,1614.883,1615.232,0.00917
1312155840000,1615.247,1615.367,1614.982,1615.257,0.012529
1312155900000,1615.234,1615.234,1615.169,1615.199,0.00602
1312155960000,1615.251,1615.256,1614.925,1614.925,0.01046
1312156020000,1614.881,1614.881,1614.383,1614.406,0.007095
1312156080000,1614.474,1614.474,1614.376,1614.376,0.00157
1312156140000,1614.281,1614.374,1614.212,1614.355,0.00716
1312156200000,1614.36,1614.36,1614.103,1614.287,0.0062
1312156260000,1614.299,1614.369,1614.172,1614.258,0.00706
1312156320000,1614.283,1614.362,1614.283,1614.353,0.00166
1312156380000,1614.367,1614.368,1614.245,1614.245,0.003843
1312156440000,1614.266,1614.266,1614.101,1614.152,0.00298
1312156500000,1614.084,1614.46,1614.084,1614.372,0.00379
1312156560000,1614.366,1614.366,1614.21,1614.21,0.00342
1312156620000,1614.31,1614.93,1614.31,1614.764,0.00493
1312156680000,1614.791,1615.063,1614.696,1614.854,0.00921
1312156740000,1614.879,1615.164,1614.532,1615.156,0.018178
1312156800000,1615.182,1616.798,1615.182,1616.472,0.0509
1312156860000,1616.417,1616.538,1616.166,1616.302,0.02601
1312156920000,1616.39,1616.874,1616.39,1616.874,0.03604
1312156980000,1616.856,1617.286,1616.856,1617.092,0.036129
1312157040000,1617.116,1617.277,1617.082,1617.257,0.01386
1312157100000,1617.2,1617.258,1616.524,1616.563,0.0428
1312157160000,1616.527,1616.758,1616.483,1616.543,0.03279
1312157220000,1616.537,1616.765,1616.414,1616.762,0.02425
1312157280000,1616.697,1616.771,1616.666,1616.696,0.0098
1312157340000,1616.765,1616.768,1616.35,1616.494,0.01652
1312157400000,1616.458,1616.458,1616.27,1616.289,0.00781
1312157460000,1616.278,1616.29,1616.193,1616.193,0.01006
1312157520000,1616.181,1616.181,1615.89,1616.073,0.02553
1312157580000,1616.075,1616.381,1616.07,1616.071,0.01863
1312157640000,1616.067,1616.067,1615.785,1615.786,0.017487
1312157700000,1615.792,1615.807,1615.361,1615.483,0.0352
1312157760000,1615.465,1615.77,1615.462,1615.678,0.03669
1312157820000,1615.674,1615.878,1615.591,1615.666,0.01681
1312157880000,1615.677,1615.677,1615.364,1615.456,0.03179
1312157940000,1615.38,1615.518,1615.092,1615.261,0.03291
1312158000000,1615.281,1615.861,1615.255,1615.861,0.04723
1312158060000,1615.875,1615.92,1615.401,1615.401,0.04831
1312158120000,1615.481,1615.481,1614.866,1614.875,0.01874
1312158180000,1614.886,1615.068,1614.83,1614.954,0.02921
1312158240000,1614.954,1614.981,1614.373,1614.379,0.03011
1312158300000,1614.371,1614.674,1614.175,1614.567,0.02569
1312158360000,1614.554,1614.576,1614.073,1614.073,0.01516
1312158420000,1614.072,1614.077,1613.899,1613.899,0.00875
1312158480000,1613.889,1614.134,1613.889,1613.959,0.02493
1312158540000,1613.969,1613.969,1613.396,1613.585,0.01299
1312158600000,1613.563,1613.811,1613.437,1613.811,0.01892
1312158660000,1613.83,1614.25,1613.688,1613.778,0.0331
1312158720000,1613.822,1614.371,1613.166,1613.277,0.04025
1312158780000,1613.282,1613.332,1611.543,1611.842,0.05713
1312158840000,1611.783,1612.578,1611.783,1612.426,0.07835
1312158900000,1612.385,1612.853,1612.163,1612.223,0.03427
1312158960000,1612.196,1612.353,1612.048,1612.169,0.01773
1312159020000,1612.175,1612.367,1612.159,1612.217,0.02622
1312159080000,1612.216,1612.329,1610.92,1611.574,0.06838
1312159140000,1611.572,1611.572,1610.915,1611.009,0.05137
1312159200000,1611.035,1611.268,1610.109,1610.293,0.09443
1312159260000,1610.289,1610.314,1608.869,1609.249,0.09204
1312159320000,1609.284,1610.672,1608.924,1610.671,0.09974
1312159380000,1610.686,1611.381,1610.426,1611.381,0.063483
1312159440000,1611.432,1611.739,1611.265,1611.588,0.05767
1312159500000,1611.578,1612.726,1611.229,1611.229,0.07338
1312159560000,1611.208,1611.698,1610.577,1611.078,0.0625
1312159620000,1611.073,1611.373,1610.709,1611.337,0.04394
1312159680000,1611.173,1611.173,1610.463,1610.518,0.052907
1312159740000,1610.516,1610.6,1609.878,1609.982,0.04675
1312159800000,1610.056,1610.121,1609.822,1609.869,0.02073
1312159860000,1609.867,1610.535,1609.259,1610.184,0.04789
1312159920000,1610.204,1610.411,1609.868,1610.111,0.05218
1312159980000,1610.078,1610.604,1609.826,1610.604,0.0566
1312160040000,1610.58,1610.779,1610.443,1610.616,0.04226
1312160100000,1610.612,1610.612,1609.584,1609.841,0.05405
1312160160000,1609.83,1610.045,1609.699,1610.045,0.03052
1312160220000,1610.046,1610.643,1610.016,1610.6,0.03123
1312160280000,1610.627,1610.77,1610.483,1610.77,0.03676
1312160340000,1610.783,1610.798,1610.423,1610.559,0.02108
1312160400000,1610.546,1610.746,1610.422,1610.704,0.04111
1312160460000,1610.709,1611.633,1610.709,1611.631,0.05232
1312160520000,1611.655,1611.867,1611.267,1611.508,0.04283
1312160580000,1611.574,1611.834,1611.574,1611.674,0.02647
1312160640000,1611.66,1612.081,1611.66,1612.08,0.02756
1312160700000,1612.101,1612.321,1612.065,1612.234,0.03489
1312160760000,1612.242,1612.242,1612.021,1612.062,0.02175
1312160820000,1612.031,1612.054,1611.872,1611.942,0.02365
1312160880000,1611.985,1612.238,1611.985,1612.184,0.04514
1312160940000,1612.152,1612.237,1611.935,1612.187,0.03359
1312161000000,1612.171,1612.431,1611.894,1612.212,0.04613
1312161060000,1612.178,1612.4,1612.074,1612.287,0.04179
1312161120000,1612.213,1612.213,1611.897,1611.933,0.0202
1312161180000,1611.918,1611.947,1611.358,1611.358,0.02021
1312161240000,1611.327,1611.469,1611.296,1611.343,0.01287
1312161300000,1611.274,1611.287,1611.273,1611.287,0.0039
1312161360000,1611.279,1611.279,1611.054,1611.054,0.01127
1312161420000,1610.993,1611.116,1610.968,1610.985,0.01262
1312161480000,1610.993,1611.972,1610.991,1611.96,0.05081
1312161540000,1611.951,1611.951,1611.608,1611.731,0.02544
1312161600000,1611.726,1611.777,1611.137,1611.137,0.02469
1312161660000,1611.123,1611.123,1610.564,1610.965,0.02928
1312161720000,1610.983,1611.491,1610.983,1611.268,0.04892
1312161780000,1611.224,1611.614,1611.197,1611.394,0.03897
1312161840000,1611.42,1611.637,1611.402,1611.455,0.02761
1312161900000,1611.422,1611.447,1611.223,1611.232,0.01151
1312161960000,1611.243,1611.472,1611.228,1611.429,0.02011
1312162020000,1611.468,1611.604,1611.305,1611.565,0.02788
1312162080000,1611.615,1611.655,1611.542,1611.548,0.00842
1312162140000,1611.545,1611.839,1611.509,1611.799,0.0197
1312162200000,1611.808,1611.808,1611.527,1611.527,0.01162
1312162260000,1611.552,1612.234,1611.552,1611.867,0.0177
1312162320000,1611.877,1611.877,1611.785,1611.785,0.00367
1312162380000,1611.738,1612.184,1611.738,1612.161,0.01404
1312162440000,1612.2,1612.242,1612.092,1612.176,0.00484
1312162500000,1612.199,1612.47,1612.199,1612.294,0.01643
1312162560000,1612.266,1612.422,1612.239,1612.402,0.01127
1312162620000,1612.396,1612.507,1612.358,1612.507,0.01703
1312162680000,1612.514,1612.621,1612.417,1612.593,0.03412
1312162740000,1612.558,1612.687,1612.505,1612.687,0.00863
1312162800000,1612.651,1612.651,1612.525,1612.633,0.00803
1312162860000,1612.665,1612.665,1612.504,1612.644,0.00698
1312162920000,1612.688,1612.862,1612.688,1612.786,0.01047
1312162980000,1612.803,1612.824,1612.745,1612.77,0.01234
1312163040000,1612.786,1612.786,1612.758,1612.761,0.00201
1312163100000,1612.815,1613.226,1612.744,1612.749,0.02199
1312163160000,1612.752,1612.755,1612.303,1612.303,0.02846
1312163220000,1612.328,1612.36,1611.853,1611.915,0.01356
1312163280000,1611.988,1612.107,1611.697,1611.699,0.02791
1312163340000,1611.737,1612.081,1611.737,1611.776,0.01877
1312163400000,1611.778,1611.869,1611.651,1611.76,0.03218
1312163460000,1611.764,1611.831,1611.558,1611.594,0.0223
1312163520000,1611.636,1611.772,1611.529,1611.772,0.0196
1312163580000,1611.804,1611.816,1611.559,1611.647,0.01697
1312163640000,1611.704,1611.871,1611.32,1611.347,0.03456
1312163700000,1611.439,1611.579,1611.439,1611.574,0.01779
1312163760000,1611.573,1612.074,1611.522,1612.056,0.0452
1312163820000,1612.075,1612.768,1612.075,1612.768,0.02075
1312163880000,1612.78,1613.075,1612.77,1612.852,0.02644
1312163940000,1612.842,1612.913,1612.759,1612.762,0.01693
1312164000000,1612.715,1612.84,1612.618,1612.701,0.01245
1312164060000,1612.711,1612.714,1612.488,1612.65,0.01363
1312164120000,1612.69,1612.756,1612.082,1612.27,0.02521
1312164180000,1612.338,1612.346,1611.994,1612.195,0.01394
1312164240000,1612.213,1612.22,1612.168,1612.218,0.00497
1312164300000,1612.153,1612.438,1612.153,1612.438,0.00958
1312164360000,1612.505,1612.505,1612.351,1612.391,0.00471
1312164420000,1612.428,1612.428,1612.389,1612.389,0.00138
1312164480000,1612.415,1612.415,1612.264,1612.271,0.00407
1312164540000,1612.283,1612.283,1612.169,1612.215,0.00598
1312164600000,1612.188,1612.209,1611.607,1611.705,0.020637
1312164660000,1611.742,1611.923,1611.681,1611.923,0.01604
1312164720000,1611.931,1612.186,1611.89,1612.161,0.02442
1312164780000,1612.113,1612.113,1611.843,1611.843,0.01353
1312164840000,1611.853,1612.044,1611.81,1611.96,0.02917
1312164900000,1611.943,1611.943,1611.453,1611.567,0.01993
1312164960000,1611.581,1611.623,1611.37,1611.384,0.01786
1312165020000,1611.393,1611.735,1611.34,1611.501,0.02085
1312165080000,1611.409,1611.577,1611.406,1611.559,0.00621
1312165140000,1611.565,1611.67,1611.565,1611.612,0.00913
1312165200000,1611.642,1611.685,1611.541,1611.541,0.00576
1312165260000,1611.404,1611.733,1611.391,1611.59,0.01732
1312165320000,1611.566,1611.861,1611.566,1611.609,0.03237
1312165380000,1611.59,1611.59,1611.435,1611.435,0.00543
1312165440000,1611.411,1611.411,1611.324,1611.365,0.01541
1312165500000,1611.367,1611.52,1611.367,1611.52,0.00385
1312165560000,1611.54,1611.607,1611.535,1611.593,0.00572
1312165620000,1611.621,1611.642,1611.566,1611.631,0.00822
1312165680000,1611.646,1611.901,1611.56,1611.764,0.01994
1312165740000,1611.762,1611.8,1611.694,1611.781,0.00618
1312165800000,1611.879,1612.098,1611.65,1611.651,0.02264
1312165860000,1611.654,1611.905,1611.57,1611.598,0.01434
1312165920000,1611.602,1611.602,1611.581,1611.581,0.00053
1312165980000,1611.558,1611.878,1611.558,1611.878,0.01244
1312166040000,1611.743,1611.875,1611.71,1611.875,0.01167
1312166100000,1611.858,1611.887,1611.855,1611.882,0.00592
1312166160000,1611.88,1611.967,1611.863,1611.947,0.00408
1312166220000,1611.972,1612.026,1611.958,1612.026,0.00273
1312166280000,1611.989,1612.112,1611.971,1612.09,0.00573
1312166340000,1612.105,1612.111,1611.967,1611.995,0.00661
1312166400000,1612.097,1612.608,1612.097,1612.608,0.02545
1312166460000,1612.723,1612.959,1612.646,1612.675,0.03178
1312166520000,1612.675,1612.675,1612.365,1612.561,0.01077
1312166580000,1612.567,1612.567,1612.494,1612.542,0.00427
1312166640000,1612.468,1612.468,1612.147,1612.17,0.02863
1312166700000,1612.169,1612.169,1612.075,1612.127,0.00479
1312166760000,1612.072,1612.458,1612.013,1612.458,0.00777
1312166820000,1612.466,1612.466,1612.166,1612.168,0.03024
1312166880000,1612.158,1612.283,1612.117,1612.246,0.01298
1312166940000,1612.19,1612.242,1612.143,1612.173,0.00505
1312167000000,1612.221,1612.221,1612.073,1612.221,0.00341
1312167060000,1612.214,1612.321,1612.214,1612.216,0.00402
1312167120000,1612.254,1612.254,1612.195,1612.195,0.0011
1312167180000,1612.24,1612.314,1612.24,1612.269,0.00191
1312167240000,1612.276,1612.331,1612.274,1612.29,0.00423
1312167300000,1612.395,1612.973,1612.395,1612.683,0.02603
1312167360000,1612.661,1612.69,1612.655,1612.666,0.00564
1312167420000,1612.608,1612.763,1612.608,1612.707,0.00414
1312167480000,1612.751,1612.91,1612.751,1612.91,0.00238
1312167540000,1612.853,1612.941,1612.623,1612.703,0.00606
1312167600000,1612.685,1612.701,1612.465,1612.478,0.00688
1312167660000,1612.486,1612.758,1612.46,1612.758,0.00579
1312167720000,1612.771,1612.771,1612.649,1612.657,0.00403
1312167780000,1612.602,1612.667,1612.6,1612.66,0.00297
1312167840000,1612.686,1612.77,1612.635,1612.7,0.00518
1312167900000,1612.76,1612.879,1612.76,1612.879,0.0015
1312167960000,1612.901,1612.917,1612.819,1612.834,0.0075
1312168020000,1612.903,1613.162,1612.872,1613.072,0.00705
1312168080000,1613.096,1613.333,1613.096,1613.179,0.00948
1312168140000,1613.174,1613.174,1613.002,1613.064,0.00346
1312168200000,1613.126,1613.34,1613.085,1613.309,0.00965
1312168260000,1613.317,1613.51,1613.184,1613.51,0.01564
1312168320000,1613.548,1613.85,1613.548,1613.744,0.0136
1312168380000,1613.782,1613.819,1613.51,1613.558,0.01202
1312168440000,1613.653,1613.862,1613.653,1613.787,0.01158
1312168500000,1613.766,1613.917,1613.715,1613.862,0.01538
1312168560000,1613.812,1613.85,1613.634,1613.772,0.01342
1312168620000,1613.737,1613.737,1613.678,1613.697,0.00755
1312168680000,1613.67,1613.858,1613.67,1613.775,0.00971
1312168740000,1613.781,1613.781,1613.664,1613.698,0.00734
1312168800000,1613.675,1614.412,1613.672,1614.412,0.02742
1312168860000,1614.371,1614.48,1614.133,1614.162,0.02008
1312168920000,1614.164,1614.18,1613.981,1613.981,0.01147
1312168980000,1613.98,1614.163,1613.918,1614.085,0.01421
1312169040000,1614.072,1614.107,1614.022,1614.022,0.00964
1312169100000,1613.99,1614.141,1613.99,1614.094,0.00634
1312169160000,1614.152,1614.152,1614.052,1614.089,0.00743
1312169220000,1614.091,1614.149,1614.064,1614.093,0.00684
1312169280000,1614.071,1614.071,1613.594,1613.594,0.01796
1312169340000,1613.547,1613.569,1613.33,1613.33,0.0102
1312169400000,1613.325,1613.37,1613.271,1613.271,0.00502
1312169460000,1613.258,1613.401,1613.237,1613.27,0.00721
1312169520000,1613.276,1613.361,1613.201,1613.201,0.00934
1312169580000,1613.22,1613.37,1613.156,1613.243,0.00718
1312169640000,1613.261,1613.265,1613.162,1613.175,0.01009
1312169700000,1613.168,1613.181,1612.787,1613.046,0.02257
1312169760000,1613.075,1613.286,1613.043,1613.183,0.01165
1312169820000,1613.18,1613.738,1613.18,1613.581,0.013109
1312169880000,1613.572,1613.572,1613.374,1613.487,0.01633
1312169940000,1613.517,1613.669,1613.502,1613.657,0.00779
1312170000000,1613.631,1613.631,1613.491,1613.596,0.00742
1312170060000,1613.555,1613.623,1613.475,1613.478,0.00616
1312170120000,1613.519,1613.613,1613.43,1613.564,0.00695
1312170180000,1613.53,1613.638,1613.53,1613.587,0.00481
1312170240000,1613.604,1613.669,1613.487,1613.669,0.00767
1312170300000,1613.665,1613.678,1613.665,1613.678,0.00061
1312170360000,1613.676,1613.807,1613.67,1613.721,0.00406
1312170420000,1613.754,1613.754,1613.575,1613.594,0.00345
1312170480000,1613.652,1613.78,1613.652,1613.768,0.00548
1312170540000,1613.78,1613.92,1613.775,1613.877,0.00662
1312170600000,1613.854,1614.124,1613.825,1614.068,0.01345
1312170660000,1614.162,1614.274,1614.162,1614.216,0.00374
1312170720000,1614.263,1614.567,1614.263,1614.567,0.00709
1312170780000,1614.557,1614.62,1614.466,1614.526,0.00593
1312170840000,1614.509,1614.519,1614.464,1614.465,0.00591
1312170900000,1614.472,1614.472,1614.27,1614.381,0.00915
1312170960000,1614.417,1614.618,1614.324,1614.535,0.02224
1312171020000,1614.489,1614.763,1614.488,1614.667,0.01716
1312171080000,1614.713,1614.791,1614.572,1614.789,0.01557
1312171140000,1614.831,1614.911,1614.355,1614.465,0.02175
1312171200000,1614.435,1614.435,1614.171,1614.354,0.02125
1312171260000,1614.284,1614.383,1614.274,1614.383,0.00439
1312171320000,1614.388,1614.893,1614.388,1614.688,0.02373
1312171380000,1614.763,1615.07,1614.632,1614.734,0.0277
1312171440000,1614.695,1615.429,1614.681,1615.368,0.01593
1312171500000,1615.356,1615.754,1615.295,1615.732,0.02798
1312171560000,1615.708,1615.708,1615.235,1615.474,0.02618
1312171620000,1615.465,1615.511,1615.173,1615.362,0.01826
1312171680000,1615.368,1615.745,1615.364,1615.548,0.02334
1312171740000,1615.559,1615.567,1615.033,1615.082,0.03848
1312171800000,1615.096,1615.372,1615.096,1615.344,0.01437
1312171860000,1615.288,1615.316,1615.022,1615.099,0.00917
1312171920000,1615.068,1615.173,1615,1615.168,0.01159
1312171980000,1615.127,1615.151,1614.978,1615.138,0.01105
1312172040000,1615.249,1615.603,1615.249,1615.275,0.02669
1312172100000,1615.289,1615.306,1614.967,1615.15,0.0129
1312172160000,1615.162,1615.165,1614.863,1614.964,0.01534
1312172220000,1614.969,1615.185,1614.969,1615.185,0.00528
1312172280000,1615.221,1615.274,1615.166,1615.175,0.01121
1312172340000,1615.184,1615.238,1615.095,1615.095,0.00676
1312172400000,1615.139,1615.44,1615.139,1615.331,0.01239
1312172460000,1615.324,1615.335,1615.15,1615.268,0.00788
1312172520000,1615.268,1615.661,1615.268,1615.661,0.01112
1312172580000,1615.674,1615.674,1615.41,1615.496,0.02077
1312172640000,1615.539,1615.632,1615.493,1615.555,0.00974
1312172700000,1615.485,1615.625,1615.428,1615.541,0.01447
1312172760000,1615.582,1615.745,1615.581,1615.667,0.00613
1312172820000,1615.657,1615.813,1615.574,1615.804,0.0114
1312172880000,1615.732,1615.733,1615.732,1615.733,0.00108
1312172940000,1615.755,1615.757,1615.699,1615.757,0.00384
1312173000000,1615.738,1615.738,1615.475,1615.485,0.02355
1312173060000,1615.483,1615.483,1615.205,1615.246,0.02773
1312173120000,1615.195,1615.342,1615.128,1615.128,0.02747
1312173180000,1615.126,1615.2,1614.564,1614.772,0.01705
1312173240000,1614.762,1614.949,1614.686,1614.949,0.02138
1312173300000,1614.961,1615.042,1614.774,1614.774,0.02205
1312173360000,1614.77,1614.85,1614.729,1614.764,0.01149
1312173420000,1614.775,1614.966,1614.758,1614.815,0.01315
1312173480000,1614.797,1614.863,1614.78,1614.821,0.00948
1312173540000,1614.803,1614.803,1614.679,1614.803,0.01103
1312173600000,1614.763,1614.763,1614.504,1614.52,0.01242
1312173660000,1614.566,1614.676,1614.396,1614.46,0.01066
1312173720000,1614.453,1614.496,1614.383,1614.396,0.00477
1312173780000,1614.467,1614.72,1614.467,1614.72,0.02017
1312173840000,1614.693,1614.918,1614.6,1614.89,0.02016
1312173900000,1614.859,1615.14,1614.798,1615.098,0.01121
1312173960000,1615.046,1615.262,1615.038,1615.262,0.01143
1312174020000,1615.221,1615.45,1615.179,1615.236,0.02366
1312174080000,1615.227,1615.245,1615.083,1615.122,0.01961
1312174140000,1615.09,1615.245,1615.025,1615.245,0.019
1312174200000,1615.2,1615.335,1615.2,1615.335,0.01078
1312174260000,1615.31,1615.332,1615.254,1615.268,0.00579
1312174320000,1615.268,1615.268,1615.147,1615.15,0.00508
1312174380000,1615.083,1615.152,1615.053,1615.084,0.00351
1312174440000,1615.095,1615.137,1614.86,1615.009,0.0168
1312174500000,1614.969,1615.014,1614.771,1614.773,0.00589
1312174560000,1614.765,1614.808,1614.651,1614.683,0.00905
1312174620000,1614.659,1614.659,1614.572,1614.582,0.00681
1312174680000,1614.572,1614.572,1614.381,1614.381,0.00641
1312174740000,1614.377,1614.377,1614.263,1614.295,0.00812
1312174800000,1614.319,1614.379,1614.319,1614.362,0.01203
1312174860000,1614.339,1614.394,1614.301,1614.394,0.00522
1312174920000,1614.287,1614.337,1614.038,1614.038,0.01755
1312174980000,1614.037,1614.084,1613.871,1613.96,0.01508
1312175040000,1613.996,1614.096,1613.864,1613.908,0.00824
1312175100000,1613.958,1614.071,1613.849,1613.913,0.00763
1312175160000,1613.896,1613.896,1613.896,1613.896,0.00028
1312175220000,1613.872,1613.876,1613.755,1613.876,0.00214
1312175280000,1613.921,1613.921,1613.862,1613.897,0.00316
1312175340000,1613.881,1613.881,1613.763,1613.763,0.01142
1312175400000,1613.738,1613.809,1613.67,1613.753,0.0085
1312175460000,1613.82,1613.82,1613.538,1613.561,0.01352
1312175520000,1613.546,1613.885,1613.543,1613.71,0.01579
1312175580000,1613.703,1614.067,1613.703,1614.064,0.01745
1312175640000,1614.06,1614.532,1614.02,1614.532,0.01958
1312175700000,1614.472,1614.488,1614.424,1614.424,0.00317
1312175760000,1614.418,1614.488,1614.3,1614.302,0.00992
1312175820000,1614.292,1614.294,1614.17,1614.181,0.0127
1312175880000,1614.184,1614.184,1613.97,1614.065,0.01339
1312175940000,1614.026,1614.082,1613.548,1613.618,0.02799
1312176000000,1613.536,1613.673,1613.464,1613.581,0.02834
1312176060000,1613.558,1613.558,1613.355,1613.412,0.00808
1312176120000,1613.396,1613.7,1613.396,1613.678,0.02296
1312176180000,1613.668,1613.672,1613.433,1613.464,0.00954
1312176240000,1613.483,1613.573,1613.117,1613.152,0.02015
1312176300000,1613.169,1613.364,1613.169,1613.335,0.00819
1312176360000,1613.328,1613.356,1613.24,1613.24,0.01238
1312176420000,1613.207,1613.295,1613.151,1613.273,0.02475
1312176480000,1613.266,1613.386,1613.225,1613.386,0.01633
1312176540000,1613.42,1613.431,1613.294,1613.294,0.00852
