event_group,skip_fomc_minutes,buffer_points,sl_extra_points,max_setup_range_points,max_risk_usd,trail_start_r,trail_distance_r,max_hold_minutes,trades,wins,losses,win_rate,total_r,final_balance,net_usd,return_pct,max_drawdown_usd,min_balance,below_zero,filtered_risk,no_trigger,robust_score,combo_id
cpi_nfp_fomc_pce,True,7.0,20.0,10.0,9999.0,10.0,1.0,240,17,10,7,0.5882352941176471,18.11996456639543,6193.930000000009,5693.930000000009,1138.7860000000019,340.84999999999127,500.0,False,0,20,6033.080000000018,24617
cpi_nfp_fomc_pce,True,7.0,20.0,10.0,9999.0,10.0,1.5,240,17,10,7,0.5882352941176471,18.11996456639543,6193.930000000009,5693.930000000009,1138.7860000000019,340.84999999999127,500.0,False,0,20,6033.080000000018,24620
cpi_nfp_fomc_pce,True,7.0,20.0,10.0,9999.0,10.0,2.0,240,17,10,7,0.5882352941176471,18.11996456639543,6193.930000000009,5693.930000000009,1138.7860000000019,340.84999999999127,500.0,False,0,20,6033.080000000018,24623
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,5.0,1.5,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23629
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,5.0,2.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23632
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,7.0,1.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23635
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,7.0,1.5,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23638
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,7.0,2.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23641
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,10.0,1.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23644
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,10.0,1.5,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23647
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,10.0,2.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23650
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,5.0,1.5,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23791
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,5.0,2.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23794
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,7.0,1.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23797
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,7.0,1.5,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23800
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,7.0,2.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23803
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,10.0,1.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23806
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,10.0,1.5,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23809
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,10.0,2.0,120,17,13,4,0.7647058823529411,21.166788077783664,6101.060000000025,5601.060000000025,1120.212000000005,286.83999999999287,500.0,False,0,20,5994.220000000032,23812
cpi_nfp_fomc_pce,True,7.0,15.0,8.0,9999.0,5.0,1.0,120,17,13,4,0.7647058823529411,21.164226501428963,6100.41000000002,5600.41000000002,1120.082000000004,286.83999999999287,500.0,False,0,20,5993.570000000027,23626
cpi_nfp_fomc_pce,True,7.0,15.0,10.0,9999.0,5.0,1.0,120,17,13,4,0.7647058823529411,21.164226501428963,6100.41000000002,5600.41000000002,1120.082000000004,286.83999999999287,500.0,False,0,20,5993.570000000027,23788
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,5.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10666
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,5.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10669
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,5.0,2.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10672
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,7.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10675
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,7.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10678
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,7.0,2.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10681
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,10.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10684
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,10.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10687
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,10.0,2.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10690
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,5.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10828
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,5.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10831
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,5.0,2.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10834
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,7.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10837
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,7.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10840
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,7.0,2.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10843
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,10.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10846
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,10.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10849
cpi_nfp_fomc_pce,False,12.0,15.0,10.0,9999.0,10.0,2.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,10852
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,5.0,1.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11476
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,5.0,1.5,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11479
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,5.0,2.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11482
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,7.0,1.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11485
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,7.0,1.5,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11488
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,7.0,2.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11491
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,10.0,1.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11494
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,10.0,1.5,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11497
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,10.0,2.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11500
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,5.0,1.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11638
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,5.0,1.5,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11641
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,5.0,2.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11644
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,7.0,1.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11647
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,7.0,1.5,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11650
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,7.0,2.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11653
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,10.0,1.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11656
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,10.0,1.5,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11659
cpi_nfp_fomc_pce,False,12.0,20.0,10.0,9999.0,10.0,2.0,120,13,13,0,1.0,14.988958121429567,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,11662
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,5.0,1.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12286
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,5.0,1.5,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12289
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,5.0,2.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12292
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,7.0,1.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12295
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,7.0,1.5,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12298
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,7.0,2.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12301
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,10.0,1.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12304
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,10.0,1.5,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12307
cpi_nfp_fomc_pce,False,12.0,25.0,8.0,9999.0,10.0,2.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12310
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,5.0,1.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12448
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,5.0,1.5,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12451
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,5.0,2.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12454
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,7.0,1.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12457
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,7.0,1.5,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12460
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,7.0,2.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12463
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,10.0,1.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12466
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,10.0,1.5,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12469
cpi_nfp_fomc_pce,False,12.0,25.0,10.0,9999.0,10.0,2.0,120,13,13,0,1.0,13.18226924618573,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,33,5993.430000000021,12472
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,5.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,26,5993.430000000021,30106
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,5.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,26,5993.430000000021,30109
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,5.0,2.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,26,5993.430000000021,30112
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,7.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,26,5993.430000000021,30115
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,7.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,26,5993.430000000021,30118
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,7.0,2.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,26,5993.430000000021,30121
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,10.0,1.0,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,26,5993.430000000021,30124
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,10.0,1.5,120,13,13,0,1.0,17.3703355400458,5973.430000000021,5473.430000000021,1094.6860000000042,0.0,500.0,False,0,26,5993.430000000021,30127
