status,r,side,setup_range,best_r,event,event_type,trail_start_r,trail_distance_r,max_hold_minutes,usd,risk_usd
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,1.5,120,0.0,
timeout,4.842346518335364,sell,2.4160000000001673,5.3016069221260205,Jun 05 NFP / Jobs,NFP,1.5,1.5,120,1880.38,388.32
timeout,0.7518592417921354,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,1.5,120,331.6,441.04
trail_exit,0.3807074829931969,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,1.5,120,139.91,367.5
trail_exit,0.4274832962137923,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,1.5,120,191.94,449.0
trail_exit,1.0695069558100965,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,1.5,120,418.22,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,1.5,120,0.0,
trail_exit,1.2039171682137657,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,1.5,120,472.08,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,1.5,180,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,1.5,180,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,1.5,180,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,1.5,180,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,1.5,180,0.0,
timeout,5.511639884631191,sell,2.4160000000001673,5.6781520395549725,Jun 05 NFP / Jobs,NFP,1.5,1.5,180,2140.28,388.32
trail_exit,0.37529475784513283,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,1.5,180,165.52,441.04
trail_exit,0.3807074829931969,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,1.5,180,139.91,367.5
trail_exit,0.4274832962137923,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,1.5,180,191.94,449.0
trail_exit,1.0695069558100965,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,1.5,180,418.22,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,1.5,180,0.0,
trail_exit,1.2039171682137657,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,1.5,180,472.08,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,1.5,240,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,1.5,240,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,1.5,240,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,1.5,240,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,1.5,240,0.0,
timeout,5.511639884631191,sell,2.4160000000001673,5.6781520395549725,Jun 05 NFP / Jobs,NFP,1.5,1.5,240,2140.28,388.32
trail_exit,0.37529475784513283,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,1.5,240,165.52,441.04
trail_exit,0.3807074829931969,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,1.5,240,139.91,367.5
trail_exit,0.4274832962137923,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,1.5,240,191.94,449.0
trail_exit,1.0695069558100965,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,1.5,240,418.22,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,1.5,240,0.0,
trail_exit,1.2039171682137657,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,1.5,240,472.08,392.12
timeout,-0.23471370143151682,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,2.0,60,-91.82,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,2.0,60,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,2.0,60,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,2.0,60,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,2.0,60,0.0,
timeout,2.911928306551297,sell,2.4160000000001673,2.934332509270677,Jun 05 NFP / Jobs,NFP,1.5,2.0,60,1130.76,388.32
timeout,0.18719390531469987,buy,5.05199999999968,1.2992925811717966,Jun 10 CPI,CPI,1.5,2.0,60,82.56,441.04
trail_exit,0.0,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,2.0,60,0.0,367.5
timeout,1.4903786191536492,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,2.0,60,669.18,449.0
trail_exit,0.569506955810108,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,2.0,60,222.7,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,2.0,60,0.0,
trail_exit,0.7039171682137774,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,2.0,60,276.02,392.12
timeout,-0.3864519427403064,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,2.0,120,-151.18,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,2.0,120,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,2.0,120,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,2.0,120,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,2.0,120,0.0,
timeout,4.842346518335364,sell,2.4160000000001673,5.3016069221260205,Jun 05 NFP / Jobs,NFP,1.5,2.0,120,1880.38,388.32
timeout,0.7518592417921354,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,2.0,120,331.6,441.04
trail_exit,0.0,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,2.0,120,0.0,367.5
timeout,1.4891759465478567,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,2.0,120,668.64,449.0
trail_exit,0.569506955810108,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,2.0,120,222.7,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,2.0,120,0.0,
trail_exit,0.7039171682137774,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,2.0,120,276.02,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,2.0,180,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,2.0,180,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,2.0,180,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,2.0,180,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,2.0,180,0.0,
timeout,5.511639884631191,sell,2.4160000000001673,5.6781520395549725,Jun 05 NFP / Jobs,NFP,1.5,2.0,180,2140.28,388.32
timeout,0.6324142934881242,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,2.0,180,278.92,441.04
trail_exit,0.0,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,2.0,180,0.0,367.5
timeout,1.222628062360781,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,2.0,180,548.96,449.0
trail_exit,0.569506955810108,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,2.0,180,222.7,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,2.0,180,0.0,
trail_exit,0.7039171682137774,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,2.0,180,276.02,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,2.0,240,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,2.0,240,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,2.0,240,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,2.0,240,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,2.0,240,0.0,
timeout,5.511639884631191,sell,2.4160000000001673,5.6781520395549725,Jun 05 NFP / Jobs,NFP,1.5,2.0,240,2140.28,388.32
timeout,0.6324142934881242,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,2.0,240,278.92,441.04
trail_exit,0.0,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,2.0,240,0.0,367.5
timeout,1.222628062360781,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,2.0,240,548.96,449.0
trail_exit,0.569506955810108,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,2.0,240,222.7,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,2.0,240,0.0,
trail_exit,0.7039171682137774,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,2.0,240,276.02,392.12
timeout,-0.23471370143151682,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,3.0,60,-91.82,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,3.0,60,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,3.0,60,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,3.0,60,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,3.0,60,0.0,
timeout,2.911928306551297,sell,2.4160000000001673,2.934332509270677,Jun 05 NFP / Jobs,NFP,1.5,3.0,60,1130.76,388.32
timeout,0.18719390531469987,buy,5.05199999999968,1.2992925811717966,Jun 10 CPI,CPI,1.5,3.0,60,82.56,441.04
trail_exit,0.0,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,3.0,60,0.0,367.5
timeout,1.4903786191536492,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,3.0,60,669.18,449.0
trail_exit,0.0,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,3.0,60,0.0,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,3.0,60,0.0,
trail_exit,0.0,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,3.0,60,0.0,392.12
timeout,-0.3864519427403064,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,3.0,120,-151.18,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,3.0,120,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,3.0,120,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,3.0,120,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,3.0,120,0.0,
timeout,4.842346518335364,sell,2.4160000000001673,5.3016069221260205,Jun 05 NFP / Jobs,NFP,1.5,3.0,120,1880.38,388.32
timeout,0.7518592417921354,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,3.0,120,331.6,441.04
trail_exit,0.0,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,3.0,120,0.0,367.5
timeout,1.4891759465478567,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,3.0,120,668.64,449.0
trail_exit,0.0,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,3.0,120,0.0,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,3.0,120,0.0,
trail_exit,0.0,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,3.0,120,0.0,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,3.0,180,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,3.0,180,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,3.0,180,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,3.0,180,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,3.0,180,0.0,
timeout,5.511639884631191,sell,2.4160000000001673,5.6781520395549725,Jun 05 NFP / Jobs,NFP,1.5,3.0,180,2140.28,388.32
timeout,0.6324142934881242,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,3.0,180,278.92,441.04
trail_exit,0.0,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,3.0,180,0.0,367.5
timeout,1.222628062360781,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,3.0,180,548.96,449.0
trail_exit,0.0,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,3.0,180,0.0,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,3.0,180,0.0,
trail_exit,0.0,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,3.0,180,0.0,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,1.5,3.0,240,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,1.5,3.0,240,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,1.5,3.0,240,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,1.5,3.0,240,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,1.5,3.0,240,0.0,
timeout,5.511639884631191,sell,2.4160000000001673,5.6781520395549725,Jun 05 NFP / Jobs,NFP,1.5,3.0,240,2140.28,388.32
timeout,0.6324142934881242,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,1.5,3.0,240,278.92,441.04
trail_exit,0.0,sell,1.375,1.880707482993197,Jun 17 FOMC Statement,FOMC,1.5,3.0,240,0.0,367.5
timeout,1.222628062360781,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,1.5,3.0,240,548.96,449.0
trail_exit,0.0,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,1.5,3.0,240,0.0,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,1.5,3.0,240,0.0,
trail_exit,0.0,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,1.5,3.0,240,0.0,392.12
timeout,-0.23471370143151682,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,2.0,0.5,60,-91.82,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,2.0,0.5,60,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,2.0,0.5,60,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,2.0,0.5,60,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,2.0,0.5,60,0.0,
trail_exit,2.3830346106303524,sell,2.4160000000001673,2.883034610630376,Jun 05 NFP / Jobs,NFP,2.0,0.5,60,925.38,388.32
timeout,0.18719390531469987,buy,5.05199999999968,1.2992925811717966,Jun 10 CPI,CPI,2.0,0.5,60,82.56,441.04
trail_exit,1.6465578231292632,sell,1.375,2.146557823129263,Jun 17 FOMC Statement,FOMC,2.0,0.5,60,605.11,367.5
timeout,1.4903786191536492,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,2.0,0.5,60,669.18,449.0
trail_exit,2.0695069558101196,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,2.0,0.5,60,809.26,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,2.0,0.5,60,0.0,
trail_exit,2.203917168213789,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,2.0,0.5,60,864.2,392.12
timeout,-0.3864519427403064,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,2.0,0.5,120,-151.18,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,2.0,0.5,120,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,2.0,0.5,120,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,2.0,0.5,120,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,2.0,0.5,120,0.0,
trail_exit,2.3830346106303524,sell,2.4160000000001673,2.883034610630376,Jun 05 NFP / Jobs,NFP,2.0,0.5,120,925.38,388.32
timeout,0.7518592417921354,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,2.0,0.5,120,331.6,441.04
trail_exit,1.6465578231292632,sell,1.375,2.146557823129263,Jun 17 FOMC Statement,FOMC,2.0,0.5,120,605.11,367.5
timeout,1.4891759465478567,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,2.0,0.5,120,668.64,449.0
trail_exit,2.0695069558101196,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,2.0,0.5,120,809.26,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,2.0,0.5,120,0.0,
trail_exit,2.203917168213789,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,2.0,0.5,120,864.2,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,2.0,0.5,180,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,2.0,0.5,180,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,2.0,0.5,180,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,2.0,0.5,180,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,2.0,0.5,180,0.0,
trail_exit,2.3830346106303524,sell,2.4160000000001673,2.883034610630376,Jun 05 NFP / Jobs,NFP,2.0,0.5,180,925.38,388.32
timeout,0.6324142934881242,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,2.0,0.5,180,278.92,441.04
trail_exit,1.6465578231292632,sell,1.375,2.146557823129263,Jun 17 FOMC Statement,FOMC,2.0,0.5,180,605.11,367.5
timeout,1.222628062360781,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,2.0,0.5,180,548.96,449.0
trail_exit,2.0695069558101196,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,2.0,0.5,180,809.26,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,2.0,0.5,180,0.0,
trail_exit,2.203917168213789,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,2.0,0.5,180,864.2,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,2.0,0.5,240,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,2.0,0.5,240,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,2.0,0.5,240,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,2.0,0.5,240,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,2.0,0.5,240,0.0,
trail_exit,2.3830346106303524,sell,2.4160000000001673,2.883034610630376,Jun 05 NFP / Jobs,NFP,2.0,0.5,240,925.38,388.32
timeout,0.6324142934881242,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,2.0,0.5,240,278.92,441.04
trail_exit,1.6465578231292632,sell,1.375,2.146557823129263,Jun 17 FOMC Statement,FOMC,2.0,0.5,240,605.11,367.5
timeout,1.222628062360781,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,2.0,0.5,240,548.96,449.0
trail_exit,2.0695069558101196,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,2.0,0.5,240,809.26,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,2.0,0.5,240,0.0,
trail_exit,2.203917168213789,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,2.0,0.5,240,864.2,392.12
timeout,-0.23471370143151682,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,2.0,0.75,60,-91.82,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,2.0,0.75,60,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,2.0,0.75,60,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,2.0,0.75,60,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,2.0,0.75,60,0.0,
trail_exit,2.1330346106303875,sell,2.4160000000001673,2.883034610630376,Jun 05 NFP / Jobs,NFP,2.0,0.75,60,828.3,388.32
timeout,0.18719390531469987,buy,5.05199999999968,1.2992925811717966,Jun 10 CPI,CPI,2.0,0.75,60,82.56,441.04
trail_exit,1.3965578231292632,sell,1.375,2.146557823129263,Jun 17 FOMC Statement,FOMC,2.0,0.75,60,513.23,367.5
timeout,1.4903786191536492,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,2.0,0.75,60,669.18,449.0
trail_exit,1.8195069558101256,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,2.0,0.75,60,711.5,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,2.0,0.75,60,0.0,
trail_exit,1.9539171682137717,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,2.0,0.75,60,766.17,392.12
timeout,-0.3864519427403064,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,2.0,0.75,120,-151.18,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,2.0,0.75,120,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,2.0,0.75,120,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,2.0,0.75,120,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,2.0,0.75,120,0.0,
trail_exit,2.1330346106303875,sell,2.4160000000001673,2.883034610630376,Jun 05 NFP / Jobs,NFP,2.0,0.75,120,828.3,388.32
timeout,0.7518592417921354,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,2.0,0.75,120,331.6,441.04
trail_exit,1.3965578231292632,sell,1.375,2.146557823129263,Jun 17 FOMC Statement,FOMC,2.0,0.75,120,513.23,367.5
timeout,1.4891759465478567,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,2.0,0.75,120,668.64,449.0
trail_exit,1.8195069558101256,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,2.0,0.75,120,711.5,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,2.0,0.75,120,0.0,
trail_exit,1.9539171682137717,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,2.0,0.75,120,766.17,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,2.0,0.75,180,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,2.0,0.75,180,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,2.0,0.75,180,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,2.0,0.75,180,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,2.0,0.75,180,0.0,
trail_exit,2.1330346106303875,sell,2.4160000000001673,2.883034610630376,Jun 05 NFP / Jobs,NFP,2.0,0.75,180,828.3,388.32
timeout,0.6324142934881242,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,2.0,0.75,180,278.92,441.04
trail_exit,1.3965578231292632,sell,1.375,2.146557823129263,Jun 17 FOMC Statement,FOMC,2.0,0.75,180,513.23,367.5
timeout,1.222628062360781,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,2.0,0.75,180,548.96,449.0
trail_exit,1.8195069558101256,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,2.0,0.75,180,711.5,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,2.0,0.75,180,0.0,
trail_exit,1.9539171682137717,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,2.0,0.75,180,766.17,392.12
timeout,-0.6382413087934455,sell,2.5599999999994907,1.033077709611496,Apr 29 FOMC Statement,FOMC,2.0,0.75,240,-249.68,391.2
loss,-1.0,sell,1.988999999999578,0.014166096160947855,May 08 NFP / Jobs,NFP,2.0,0.75,240,-379.78,379.78
no_trigger,0.0,,1.6419999999998254,,May 12 CPI,CPI,2.0,0.75,240,0.0,
no_trigger,0.0,,1.694999999999709,,May 20 FOMC Minutes,FOMC,2.0,0.75,240,0.0,
no_trigger,0.0,,2.6489999999994325,,May 29 PCE,PCE,2.0,0.75,240,0.0,
trail_exit,2.1330346106303875,sell,2.4160000000001673,2.883034610630376,Jun 05 NFP / Jobs,NFP,2.0,0.75,240,828.3,388.32
timeout,0.6324142934881242,buy,5.05199999999968,1.8752947578451329,Jun 10 CPI,CPI,2.0,0.75,240,278.92,441.04
trail_exit,1.3965578231292632,sell,1.375,2.146557823129263,Jun 17 FOMC Statement,FOMC,2.0,0.75,240,513.23,367.5
timeout,1.222628062360781,buy,5.450000000000273,1.9274832962137822,Jun 25 PCE,PCE,2.0,0.75,240,548.96,449.0
trail_exit,1.8195069558101256,buy,2.5520000000001346,2.569506955810108,Jul 02 NFP / Jobs,NFP,2.0,0.75,240,711.5,391.04
no_trigger,0.0,,2.1029999999996107,,Jul 08 FOMC Minutes,FOMC,2.0,0.75,240,0.0,
trail_exit,1.9539171682137717,buy,2.606000000000222,2.7039171682137773,Jul 14 CPI,CPI,2.0,0.75,240,766.17,392.12
