event_group,skip_fomc_minutes,buffer_points,sl_extra_points,max_setup_range_points,max_risk_usd,trail_start_r,trail_distance_r,max_hold_minutes,trades,wins,losses,loss_stops,win_rate,total_r,final_balance,net_usd,return_pct,max_drawdown_usd,min_balance,below_zero,filtered_risk,skipped_no_trigger,robust_score,combo_id
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,7.0,1.0,120,13,13,0,0,1.0,17.3703355400458,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,33,5928.43,312
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,7.0,1.0,120,13,13,0,0,1.0,17.3703355400458,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,26,5928.43,313
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,7.0,1.5,120,13,13,0,0,1.0,17.3703355400458,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,33,5928.43,314
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,7.0,1.5,120,13,13,0,0,1.0,17.3703355400458,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,26,5928.43,315
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,10.0,1.0,120,13,13,0,0,1.0,17.3703355400458,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,33,5928.43,316
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,10.0,1.0,120,13,13,0,0,1.0,17.3703355400458,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,26,5928.43,317
cpi_nfp_fomc_pce,False,12.0,15.0,8.0,9999.0,10.0,1.5,120,13,13,0,0,1.0,17.3703355400458,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,33,5928.43,318
cpi_nfp_fomc_pce,True,12.0,15.0,8.0,9999.0,10.0,1.5,120,13,13,0,0,1.0,17.3703355400458,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,26,5928.43,319
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,7.0,1.0,120,13,13,0,0,1.0,14.988958121429567,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,33,5928.43,336
cpi_nfp_fomc_pce,True,12.0,20.0,8.0,9999.0,7.0,1.0,120,13,13,0,0,1.0,14.988958121429567,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,26,5928.43,337
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,7.0,1.5,120,13,13,0,0,1.0,14.988958121429567,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,33,5928.43,338
cpi_nfp_fomc_pce,True,12.0,20.0,8.0,9999.0,7.0,1.5,120,13,13,0,0,1.0,14.988958121429567,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,26,5928.43,339
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,10.0,1.0,120,13,13,0,0,1.0,14.988958121429567,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,33,5928.43,340
cpi_nfp_fomc_pce,True,12.0,20.0,8.0,9999.0,10.0,1.0,120,13,13,0,0,1.0,14.988958121429567,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,26,5928.43,341
cpi_nfp_fomc_pce,False,12.0,20.0,8.0,9999.0,10.0,1.5,120,13,13,0,0,1.0,14.988958121429567,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,33,5928.43,342
cpi_nfp_fomc_pce,True,12.0,20.0,8.0,9999.0,10.0,1.5,120,13,13,0,0,1.0,14.988958121429567,5973.43,5473.43,1094.6860000000001,0.0,500.0,False,0,26,5928.43,343
cpi_nfp_fomc_pce,True,5.0,15.0,8.0,9999.0,7.0,1.0,120,23,15,8,4,0.6521739130434783,22.627596271462355,6037.490000000001,5537.490000000001,1107.4980000000003,600.8499999999999,500.0,False,0,14,5686.81,73
