trail_start_r,trail_distance_r,max_hold_minutes,trades,wins,losses,breakevens,win_rate,total_r,final_balance,net_usd,return_pct,max_drawdown_usd,min_balance,below_zero
4.0,2.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
4.0,3.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
4.0,4.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
5.0,1.5,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
5.0,2.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
5.0,3.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
5.0,4.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
7.0,0.75,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
7.0,1.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
7.0,1.5,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
7.0,2.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
7.0,3.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
7.0,4.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
10.0,0.75,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
10.0,1.0,120,26,7,9,10,0.2692307692307692,8.229577684076638,2128.9800000000005,1628.9800000000005,325.79600000000005,891.56,500.0,False
