prague_day;start_balance;min_equity;daily_loss_usd;end_balance;max_margin_usd
2026.07.19;10000.00;10000.00;0.00;10000.00;0.00
2026.07.20;10000.00;10000.00;0.00;10000.00;0.00
2026.07.21;10000.00;10000.00;0.00;10000.00;0.00
2026.07.22;10000.00;10000.00;0.00;10000.00;0.00
2026.07.23;10000.00;10000.00;0.00;10000.00;0.00
2026.07.24;10000.00;10000.00;0.00;10000.00;0.00
2026.07.27;10000.00;10000.00;0.00;10000.00;0.00
2026.07.28;10000.00;10000.00;0.00;10000.00;0.00
2026.07.29;10000.00;9998.07;1.93;10080.91;1470.02
2026.07.30;10080.91;10080.91;0.00;10080.91;0.00
2026.07.31;10080.91;10080.91;0.00;10080.91;0.00
2026.08.03;10080.91;10080.91;0.00;10080.91;0.00
2026.08.04;10080.91;10080.91;0.00;10080.91;0.00
2026.08.05;10080.91;10079.15;1.76;10167.81;842.13
2026.08.06;10167.81;10167.81;0.00;10167.81;0.00
2026.08.07;10167.81;10167.81;0.00;10167.81;0.00
2026.08.10;10167.81;10145.70;22.11;10255.99;1014.01
2026.08.11;10255.99;10255.99;0.00;10255.99;0.00
2026.08.12;10255.99;10255.99;0.00;10255.99;0.00
2026.08.13;10255.99;10255.99;0.00;10255.99;0.00
2026.08.14;10255.99;10255.99;0.00;10255.99;0.00
2026.08.17;10255.99;10255.99;0.00;10255.99;0.00
2026.08.18;10255.99;10255.99;0.00;10255.99;0.00
2026.08.19;10255.99;10255.99;0.00;10255.99;0.00
2026.08.20;10255.99;10255.99;0.00;10255.99;0.00
2026.08.21;10255.99;10255.99;0.00;10255.99;0.00
2026.08.24;10255.99;10255.99;0.00;10255.99;0.00
2026.08.25;10255.99;10255.99;0.00;10255.99;0.00
2026.08.26;10255.99;10255.99;0.00;10255.99;0.00
2026.08.27;10255.99;10255.99;0.00;10255.99;0.00
2026.08.28;10255.99;10255.99;0.00;10255.99;0.00
2026.08.31;10255.99;10255.99;0.00;10255.99;0.00
2026.09.01;10255.99;10255.99;0.00;10255.99;0.00
2026.09.02;10255.99;10255.99;0.00;10255.99;0.00
2026.09.03;10255.99;10255.99;0.00;10255.99;0.00
2026.09.04;10255.99;10255.99;0.00;10255.99;0.00
2026.09.07;10255.99;10255.99;0.00;10255.99;0.00
2026.09.08;10255.99;10255.99;0.00;10255.99;0.00
2026.09.09;10255.99;10255.99;0.00;10255.99;0.00
2026.09.10;10255.99;10255.99;0.00;10255.99;0.00
2026.09.11;10255.99;10255.99;0.00;10255.99;0.00
2026.09.14;10255.99;10255.99;0.00;10255.99;0.00
2026.09.15;10255.99;10255.99;0.00;10255.99;0.00
2026.09.16;10255.99;10255.99;0.00;10255.99;0.00
2026.09.17;10255.99;10142.11;113.88;10142.11;729.56
2026.09.18;10142.11;10142.11;0.00;10142.11;0.00
