bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,setup_score,spread_r,spread_points,atr,reason,balance_before,risk_amount,pnl,balance_after
Trend,US30,H1,2025-06,2025-06-27 15:00:00,2025-06-27 15:00:00,BUY,43911.5,43817.010714,44194.967857,43817.010714,loss,-1.0265,88,0.0265,25.0,62.992857,EMA trend aligned with ADX breakout.,251.48,12.57,-12.91,238.57
Grid,AUDUSD,M15,2025-06,2025-06-30 04:45:00,2025-06-30 05:00:00,SELL,0.6543,0.654993,0.653329,0.654993,loss,-1.1298,75,0.1298,9.0,0.000514,Range grid sell at upper Bollinger band.,238.57,11.93,-13.48,225.1
Grid,GBPUSD,M15,2025-06,2025-06-30 04:45:00,2025-06-30 05:30:00,SELL,1.37289,1.373841,1.371559,1.373841,loss,-1.1052,77,0.1052,10.0,0.000704,Range grid sell at upper Bollinger band.,225.1,11.25,-12.44,212.66
Grid,AUDUSD,M15,2025-06,2025-06-30 05:00:00,2025-06-30 07:00:00,SELL,0.65478,0.655494,0.653781,0.653781,win,1.2739,75,0.1261,9.0,0.000529,Range grid sell at upper Bollinger band.,212.66,10.63,13.55,226.2
MeanReversion,AUDUSD,M15,2025-06,2025-06-30 05:15:00,2025-06-30 07:15:00,SELL,0.65495,0.655553,0.653745,0.653745,win,1.3507,75,0.1493,9.0,0.000482,Overbought RSI plus upper Bollinger extension.,226.2,11.31,15.28,241.48
MeanReversion,GBPUSD,M15,2025-07,2025-07-01 00:45:00,2025-07-01 01:15:00,SELL,1.37404,1.374767,1.372586,1.374767,loss,-1.1376,76,0.1376,10.0,0.000581,Overbought RSI plus upper Bollinger extension.,241.48,12.07,-13.74,227.74
MeanReversion,AUDUSD,M15,2025-07,2025-07-01 01:30:00,2025-07-01 01:30:00,BUY,0.65586,0.655331,0.656917,0.656917,win,1.8297,73,0.1703,9.0,0.000423,Oversold RSI plus lower Bollinger extension.,227.74,11.39,20.84,248.58
Trend,US30,H1,2025-07,2025-07-01 15:00:00,2025-07-01 15:00:00,BUY,44566.9,44439.239286,44949.882143,44439.239286,loss,-1.0196,89,0.0196,25.0,85.107143,EMA trend aligned with ADX breakout.,248.58,12.43,-12.67,235.91
Trend,BTCUSD,H1,2025-07,2025-07-02 14:00:00,2025-07-02 17:00:00,BUY,108234.51,107558.643214,110262.110357,108910.376786,trail_stop,0.968,88,0.032,2160.0,450.577857,EMA trend aligned with ADX breakout.,235.91,11.8,11.42,247.32
Trend,US30,H1,2025-07,2025-07-03 13:00:00,2025-07-03 13:00:00,BUY,44733.8,44648.867857,44988.596429,44648.867857,loss,-1.0306,88,0.0306,26.0,56.621429,EMA trend aligned with ADX breakout.,247.32,12.37,-12.74,234.58
Trend,US30,H1,2025-07,2025-07-03 14:00:00,2025-07-03 14:00:00,BUY,44857.9,44758.664286,45155.607143,44758.664286,loss,-1.0262,88,0.0262,26.0,66.157143,EMA trend aligned with ADX breakout.,234.58,11.73,-12.04,222.54
MeanReversion,GBPUSD,M15,2025-07,2025-07-03 23:30:00,2025-07-03 23:45:00,SELL,1.36644,1.367019,1.365283,1.36644,trail_stop,0.3272,73,0.1728,10.0,0.000463,Overbought RSI plus upper Bollinger extension.,222.54,11.13,3.64,226.18
MeanReversion,GBPUSD,M15,2025-07,2025-07-03 23:45:00,2025-07-04 01:00:00,SELL,1.36651,1.367095,1.36534,1.36651,trail_stop,0.329,73,0.171,10.0,0.000468,Overbought RSI plus upper Bollinger extension.,226.18,11.31,3.72,229.91
Grid,GBPUSD,M15,2025-07,2025-07-04 04:45:00,2025-07-04 05:00:00,SELL,1.3673,1.368067,1.366227,1.368067,loss,-1.1304,75,0.1304,10.0,0.000568,Range grid sell at upper Bollinger band.,229.91,11.5,-12.99,216.91
MeanReversion,GBPUSD,M15,2025-07,2025-07-04 05:00:00,2025-07-04 06:15:00,SELL,1.36799,1.368704,1.366561,1.36799,trail_stop,0.36,76,0.14,10.0,0.000571,Overbought RSI plus upper Bollinger extension.,216.91,10.85,3.9,220.82
Trend,BTCUSD,H1,2025-07,2025-07-06 21:00:00,2025-07-07 11:00:00,BUY,109225.55,108605.81,111084.77,108605.81,loss,-1.0349,88,0.0349,2160.0,413.16,EMA trend aligned with ADX breakout.,220.82,11.04,-11.43,209.39
Grid,GBPUSD,M15,2025-07,2025-07-07 01:00:00,2025-07-07 02:30:00,BUY,1.36388,1.363023,1.36508,1.363023,loss,-1.1167,76,0.1167,10.0,0.000635,Range grid buy at lower Bollinger band.,209.39,10.47,-11.69,197.7
Trend,GBPJPY,H1,2025-07,2025-07-07 14:00:00,2025-07-08 09:00:00,BUY,198.799,198.325321,200.220036,198.799,trail_stop,0.4536,86,0.0464,22.0,0.315786,EMA trend aligned with ADX breakout.,197.7,9.88,4.48,202.18
MeanReversion,GBPUSD,M15,2025-07,2025-07-08 00:00:00,2025-07-08 00:15:00,SELL,1.36357,1.364391,1.361929,1.36357,trail_stop,0.3781,78,0.1219,10.0,0.000656,Overbought RSI plus upper Bollinger extension.,202.18,10.11,3.82,206.0
Trend,BTCUSD,H1,2025-07,2025-07-08 13:00:00,2025-07-08 14:00:00,BUY,109064.48,108507.370357,110735.808929,108507.370357,loss,-1.0388,87,0.0388,2160.0,371.406429,EMA trend aligned with ADX breakout.,206.0,10.3,-10.7,195.3
Trend,XAUUSD,H1,2025-07,2025-07-08 13:00:00,2025-07-08 13:00:00,SELL,3315.27,3326.08875,3282.81375,3326.08875,loss,-1.1479,76,0.1479,160.0,7.2125,EMA trend aligned with ADX breakdown.,195.3,9.77,-11.21,184.09
Trend,XAUUSD,H1,2025-07,2025-07-08 14:00:00,2025-07-08 14:00:00,SELL,3296.625,3309.086679,3259.239964,3309.086679,loss,-1.1284,78,0.1284,160.0,8.307786,EMA trend aligned with ADX breakdown.,184.09,9.2,-10.39,173.71
Grid,AUDUSD,M15,2025-07,2025-07-09 02:00:00,2025-07-09 02:30:00,SELL,0.65357,0.654266,0.652595,0.652595,win,1.0707,75,0.1293,9.0,0.000516,Range grid sell at upper Bollinger band.,173.71,8.69,9.3,183.01
Grid,AUDUSD,M15,2025-07,2025-07-09 02:30:00,2025-07-09 02:45:00,BUY,0.65206,0.651197,0.653268,0.65206,trail_stop,0.3957,78,0.1043,9.0,0.000639,Range grid buy at lower Bollinger band.,183.01,9.15,3.62,186.63
Grid,AUDUSD,M15,2025-07,2025-07-09 02:45:00,2025-07-09 03:15:00,BUY,0.65188,0.650972,0.653152,0.650972,loss,-1.0991,78,0.0991,9.0,0.000673,Range grid buy at lower Bollinger band.,186.63,9.33,-10.26,176.37
Trend,US30,H1,2025-07,2025-07-09 12:00:00,2025-07-09 14:00:00,BUY,44427.2,44347.732143,44665.603571,44506.667857,trail_stop,0.9685,88,0.0315,25.0,52.978571,EMA trend aligned with ADX breakout.,176.37,8.82,8.54,184.91
Trend,BTCUSD,H1,2025-07,2025-07-09 19:00:00,2025-07-09 19:00:00,BUY,111729.44,110888.414643,114252.516071,110888.414643,loss,-1.0257,88,0.0257,2160.0,560.683571,EMA trend aligned with ADX breakout.,184.91,9.25,-9.48,175.43
Trend,BTCUSD,H1,2025-07,2025-07-10 16:00:00,2025-07-10 16:00:00,BUY,112617.07,112000.167143,114467.778571,112000.167143,loss,-1.035,87,0.035,2160.0,411.268571,EMA trend aligned with ADX breakout.,175.43,8.77,-9.08,166.35
Trend,BTCUSD,H1,2025-07,2025-07-10 17:00:00,2025-07-10 17:00:00,BUY,113651.76,112935.506786,115800.519643,112935.506786,loss,-1.0302,88,0.0302,2160.0,477.502143,EMA trend aligned with ADX breakout.,166.35,8.32,-8.57,157.78
Trend,US30,H1,2025-07,2025-07-10 17:00:00,2025-07-10 19:00:00,BUY,44776.5,44670.192857,45095.421429,44670.192857,loss,-1.0245,89,0.0245,26.0,70.871429,EMA trend aligned with ADX breakout.,157.78,7.89,-8.08,149.7
Trend,BTCUSD,H1,2025-07,2025-07-10 21:00:00,2025-07-10 21:00:00,BUY,116408.87,115177.991429,120101.505714,115177.991429,loss,-1.0175,89,0.0175,2160.0,820.585714,EMA trend aligned with ADX breakout.,149.7,7.49,-7.62,142.08
Grid,GBPUSD,M15,2025-07,2025-07-11 00:00:00,2025-07-11 00:00:00,BUY,1.35697,1.356266,1.357955,1.357955,win,1.2579,74,0.1421,10.0,0.000521,Range grid buy at lower Bollinger band.,142.08,7.1,8.94,151.02
Grid,AUDUSD,M15,2025-07,2025-07-11 00:15:00,2025-07-11 00:15:00,BUY,0.65646,0.655727,0.657486,0.657486,win,1.2772,76,0.1228,9.0,0.000543,Range grid buy at lower Bollinger band.,151.02,7.55,9.64,160.66
Grid,GBPUSD,M15,2025-07,2025-07-11 00:15:00,2025-07-11 00:15:00,BUY,1.35527,1.354387,1.356507,1.356507,win,1.2868,77,0.1132,10.0,0.000654,Range grid buy at lower Bollinger band.,160.66,8.03,10.34,171.0
MeanReversion,AUDUSD,M15,2025-07,2025-07-11 00:15:00,2025-07-11 00:15:00,BUY,0.65646,0.655781,0.657817,0.657817,win,1.8674,77,0.1326,9.0,0.000543,Oversold RSI plus lower Bollinger extension.,171.0,8.55,15.97,186.97
MeanReversion,GBPUSD,M15,2025-07,2025-07-11 00:15:00,2025-07-11 00:15:00,BUY,1.35527,1.354452,1.356906,1.356906,win,1.8777,78,0.1223,10.0,0.000654,Oversold RSI plus lower Bollinger extension.,186.97,9.35,17.55,204.52
Grid,AUDUSD,M15,2025-07,2025-07-11 00:30:00,2025-07-11 00:45:00,BUY,0.65651,0.655754,0.657568,0.655754,loss,-1.119,76,0.119,9.0,0.00056,Range grid buy at lower Bollinger band.,204.52,10.23,-11.44,193.08
Trend,XAUUSD,H1,2025-07,2025-07-11 12:00:00,2025-07-11 16:00:00,BUY,3355.081,3342.153357,3393.863929,3355.081,trail_stop,0.3762,79,0.1238,160.0,8.618429,EMA trend aligned with ADX breakout.,193.08,9.65,3.63,196.71
Trend,BTCUSD,H1,2025-07,2025-07-13 12:00:00,2025-07-13 15:00:00,BUY,118372.76,117912.105714,119754.722857,118833.414286,trail_stop,0.9531,86,0.0469,2160.0,307.102857,EMA trend aligned with ADX breakout.,196.71,9.84,9.37,206.08
Grid,GBPUSD,M15,2025-07,2025-07-15 00:00:00,2025-07-15 00:00:00,SELL,1.34352,1.344135,1.342659,1.342659,win,1.2375,72,0.1625,10.0,0.000456,Range grid sell at upper Bollinger band.,206.08,10.3,12.75,218.84
Grid,GBPUSD,M15,2025-07,2025-07-15 00:15:00,2025-07-15 01:00:00,SELL,1.34398,1.344608,1.343101,1.343101,win,1.0407,72,0.1593,10.0,0.000465,Range grid sell at upper Bollinger band.,218.84,10.94,11.39,230.22
MeanReversion,GBPUSD,M15,2025-07,2025-07-15 00:15:00,2025-07-15 01:00:00,SELL,1.34398,1.344561,1.342817,1.342817,win,1.328,73,0.172,10.0,0.000465,Overbought RSI plus upper Bollinger extension.,230.22,11.51,15.29,245.51
Trend,GBPJPY,H1,2025-07,2025-07-15 13:00:00,2025-07-16 09:00:00,BUY,199.153,198.778643,200.276071,199.153,trail_stop,0.4412,85,0.0588,22.0,0.249571,EMA trend aligned with ADX breakout.,245.51,12.28,5.42,250.93
Grid,GBPUSD,M15,2025-07,2025-07-16 06:00:00,2025-07-16 06:00:00,SELL,1.3404,1.341224,1.339246,1.341224,loss,-1.1213,76,0.1213,10.0,0.000611,Range grid sell at upper Bollinger band.,250.93,12.55,-14.07,236.86
MeanReversion,GBPUSD,M15,2025-07,2025-07-16 06:00:00,2025-07-16 06:00:00,SELL,1.3404,1.341163,1.338873,1.341163,loss,-1.131,77,0.131,10.0,0.000611,Overbought RSI plus upper Bollinger extension.,236.86,11.84,-13.39,223.46
Trend,XAUUSD,H1,2025-07,2025-07-16 15:00:00,2025-07-16 16:00:00,BUY,3343.499,3327.615821,3391.148536,3359.382179,trail_stop,0.8993,81,0.1007,160.0,10.588786,EMA trend aligned with ADX breakout.,223.46,11.17,10.05,233.51
Trend,BTCUSD,H1,2025-07,2025-07-17 21:00:00,2025-07-18 08:00:00,BUY,120264.44,119021.492857,123993.281429,119021.492857,loss,-1.0174,89,0.0174,2160.0,828.631429,EMA trend aligned with ADX breakout.,233.51,11.68,-11.88,221.63
MeanReversion,GBPUSD,M15,2025-07,2025-07-18 05:15:00,2025-07-18 06:00:00,BUY,1.34175,1.341184,1.342882,1.341184,loss,-1.1767,72,0.1767,10.0,0.000453,Oversold RSI plus lower Bollinger extension.,221.63,11.08,-13.04,208.59
Trend,XAUUSD,H1,2025-07,2025-07-18 12:00:00,2025-07-18 18:00:00,BUY,3359.916,3350.481857,3388.218429,3350.481857,loss,-1.1696,74,0.1696,160.0,6.289429,EMA trend aligned with ADX breakout.,208.59,10.43,-12.2,196.39
Trend,BTCUSD,H1,2025-07,2025-07-20 13:00:00,2025-07-20 17:00:00,BUY,118396.72,117924.120357,119814.518929,118396.72,trail_stop,0.4543,86,0.0457,2160.0,315.066429,EMA trend aligned with ADX breakout.,196.39,9.82,4.46,200.86
Grid,AUDUSD,M15,2025-07,2025-07-21 00:00:00,2025-07-21 00:30:00,SELL,0.65139,0.651905,0.650669,0.650669,win,1.2252,71,0.1748,9.0,0.000381,Range grid sell at upper Bollinger band.,200.86,10.04,12.3,213.16
Grid,AUDUSD,M15,2025-07,2025-07-21 00:30:00,2025-07-21 00:45:00,BUY,0.65032,0.64977,0.651089,0.65032,trail_stop,0.3363,72,0.1637,9.0,0.000407,Range grid buy at lower Bollinger band.,213.16,10.66,3.58,216.74
Grid,GBPUSD,M15,2025-07,2025-07-21 05:45:00,2025-07-21 06:15:00,SELL,1.3423,1.342891,1.341472,1.342891,loss,-1.1692,71,0.1692,10.0,0.000438,Range grid sell at upper Bollinger band.,216.74,10.84,-12.67,204.07
MeanReversion,GBPUSD,M15,2025-07,2025-07-21 06:00:00,2025-07-21 06:15:00,SELL,1.34264,1.343226,1.341469,1.34264,trail_stop,0.3293,73,0.1707,10.0,0.000469,Overbought RSI plus upper Bollinger extension.,204.07,10.2,3.36,207.43
Trend,XAUUSD,H1,2025-07,2025-07-21 12:00:00,2025-07-21 12:00:00,BUY,3387.23,3376.720786,3418.757643,3376.720786,loss,-1.1522,76,0.1522,160.0,7.006143,EMA trend aligned with ADX breakout.,207.43,10.37,-11.95,195.48
Trend,US30,H1,2025-07,2025-07-21 13:00:00,2025-07-21 13:00:00,BUY,44506.4,44441.235714,44701.892857,44441.235714,loss,-1.0399,87,0.0399,26.0,43.442857,EMA trend aligned with ADX breakout.,195.48,9.77,-10.16,185.32
Trend,US30,H1,2025-07,2025-07-21 14:00:00,2025-07-21 14:00:00,BUY,44529.4,44454.603571,44753.789286,44454.603571,loss,-1.0348,88,0.0348,26.0,49.864286,EMA trend aligned with ADX breakout.,185.32,9.27,-9.59,175.73
Trend,XAUUSD,H1,2025-07,2025-07-21 14:00:00,2025-07-21 14:00:00,BUY,3400.316,3388.082643,3437.016071,3388.082643,loss,-1.1308,78,0.1308,160.0,8.155571,EMA trend aligned with ADX breakout.,175.73,8.79,-9.94,165.8
Trend,US30,H1,2025-07,2025-07-21 15:00:00,2025-07-21 15:00:00,BUY,44614.5,44531.946429,44862.160714,44531.946429,loss,-1.0315,88,0.0315,26.0,55.035714,EMA trend aligned with ADX breakout.,165.8,8.29,-8.55,157.24
Grid,AUDUSD,M15,2025-07,2025-07-22 05:15:00,2025-07-22 07:45:00,BUY,0.65134,0.65084,0.652041,0.65084,loss,-1.1798,70,0.1798,9.0,0.000371,Range grid buy at lower Bollinger band.,157.24,7.86,-9.28,147.97
MeanReversion,GBPUSD,M15,2025-07,2025-07-22 05:30:00,2025-07-22 06:00:00,BUY,1.34714,1.346568,1.348285,1.346568,loss,-1.1747,73,0.1747,10.0,0.000458,Oversold RSI plus lower Bollinger extension.,147.97,7.4,-8.69,139.28
Trend,BTCUSD,H1,2025-07,2025-07-22 12:00:00,2025-07-22 13:00:00,BUY,119356.18,118208.748571,122798.474286,118208.748571,loss,-1.0188,89,0.0188,2160.0,764.954286,EMA trend aligned with ADX breakout.,139.28,6.96,-7.09,132.18
Trend,XAUUSD,H1,2025-07,2025-07-22 12:00:00,2025-07-22 12:00:00,BUY,3407.55,3397.476214,3437.771357,3397.476214,loss,-1.1588,75,0.1588,160.0,6.715857,EMA trend aligned with ADX breakout.,132.18,6.61,-7.66,124.52
Trend,XAUUSD,H1,2025-07,2025-07-22 13:00:00,2025-07-23 01:00:00,BUY,3412.339,3401.811357,3443.921929,3422.866643,trail_stop,0.848,76,0.152,160.0,7.018429,EMA trend aligned with ADX breakout.,124.52,6.23,5.28,129.8
Trend,US30,H1,2025-07,2025-07-22 18:00:00,2025-07-23 15:00:00,BUY,44503.1,44384.889286,44857.732143,44857.732143,win,1.9789,89,0.0211,25.0,78.807143,EMA trend aligned with ADX breakout.,129.8,6.49,12.84,142.65
Grid,AUDUSD,M15,2025-07,2025-07-23 00:15:00,2025-07-23 00:30:00,SELL,0.65562,0.656129,0.654907,0.65562,trail_stop,0.3232,70,0.1768,9.0,0.000377,Range grid sell at upper Bollinger band.,142.65,7.13,2.31,144.95
Grid,AUDUSD,M15,2025-07,2025-07-23 01:00:00,2025-07-23 01:45:00,SELL,0.65581,0.656335,0.655076,0.656335,loss,-1.1716,71,0.1716,9.0,0.000389,Range grid sell at upper Bollinger band.,144.95,7.25,-8.49,136.46
Trend,US30,H1,2025-07,2025-07-23 15:00:00,2025-07-23 15:00:00,BUY,44887.4,44783.825,45198.125,44783.825,loss,-1.0251,88,0.0251,26.0,69.05,EMA trend aligned with ADX breakout.,136.46,6.82,-6.99,129.47
Trend,US30,H1,2025-07,2025-07-23 17:00:00,2025-07-24 11:00:00,BUY,44963.5,44841.85,45328.45,44841.85,loss,-1.0206,89,0.0206,25.0,81.1,EMA trend aligned with ADX breakout.,129.47,6.47,-6.61,122.86
MeanReversion,GBPUSD,M15,2025-07,2025-07-25 02:30:00,2025-07-25 02:45:00,BUY,1.34911,1.3484,1.35053,1.34911,trail_stop,0.3591,76,0.1409,10.0,0.000568,Oversold RSI plus lower Bollinger extension.,122.86,6.14,2.21,125.07
Trend,XAUUSD,H1,2025-07,2025-07-25 15:00:00,2025-07-25 19:00:00,SELL,3327.896,3339.970143,3291.673571,3339.970143,loss,-1.1325,78,0.1325,160.0,8.049429,EMA trend aligned with ADX breakdown.,125.07,6.25,-7.08,117.98
Trend,US30,H1,2025-07,2025-07-25 17:00:00,2025-07-28 09:00:00,BUY,44902.5,44800.682143,45207.953571,45004.317857,trail_stop,0.9754,89,0.0246,25.0,67.878571,EMA trend aligned with ADX breakout.,117.98,5.9,5.75,123.74
Trend,BTCUSD,H1,2025-07,2025-07-27 15:00:00,2025-07-27 17:00:00,BUY,118643.42,118259.236786,119795.969643,119027.603214,trail_stop,0.9438,85,0.0562,2160.0,256.122143,EMA trend aligned with ADX breakout.,123.74,6.19,5.84,129.58
DCA,XAUUSD,H4,2025-07,2025-07-28 04:00:00,2025-07-30 12:00:00,BUY,3334.882,3301.309086,3395.313246,3301.309086,loss,-1.0477,81,0.0477,160.0,13.988714,Trend-up dip accumulation entry.,129.58,6.48,-6.79,122.79
Grid,GBPUSD,M15,2025-07,2025-07-29 00:45:00,2025-07-29 01:00:00,BUY,1.3345,1.333846,1.335415,1.3345,trail_stop,0.347,73,0.153,10.0,0.000484,Range grid buy at lower Bollinger band.,122.79,6.14,2.13,124.92
Trend,XAUUSD,H1,2025-07,2025-07-30 12:00:00,2025-07-30 12:00:00,SELL,3313.421,3324.137321,3281.272036,3324.137321,loss,-1.1493,76,0.1493,160.0,7.144214,EMA trend aligned with ADX breakdown.,124.92,6.25,-7.18,117.74
Trend,XAUUSD,H1,2025-07,2025-07-30 13:00:00,2025-07-30 13:00:00,SELL,3303.078,3315.447429,3265.969714,3315.447429,loss,-1.1294,78,0.1294,160.0,8.246286,EMA trend aligned with ADX breakdown.,117.74,5.89,-6.65,111.09
Trend,XAUUSD,H1,2025-07,2025-07-30 15:00:00,2025-07-30 15:00:00,SELL,3290.465,3303.274679,3252.035964,3303.274679,loss,-1.1249,79,0.1249,160.0,8.539786,EMA trend aligned with ADX breakdown.,111.09,5.55,-6.25,104.84
Grid,GBPUSD,M15,2025-07,2025-07-31 04:45:00,2025-07-31 06:15:00,SELL,1.32682,1.327789,1.325463,1.327789,loss,-1.1032,78,0.1032,10.0,0.000718,Range grid sell at upper Bollinger band.,104.84,5.24,-5.78,99.06
MeanReversion,AUDUSD,M15,2025-07,2025-07-31 04:45:00,2025-07-31 05:00:00,SELL,0.64675,0.647398,0.645454,0.64675,trail_stop,0.3612,76,0.1388,9.0,0.000519,Overbought RSI plus upper Bollinger extension.,99.06,4.95,1.79,100.85
MeanReversion,AUDUSD,M15,2025-07,2025-07-31 05:00:00,2025-07-31 06:15:00,SELL,0.64675,0.647411,0.645429,0.647411,loss,-1.1362,76,0.1362,9.0,0.000529,Overbought RSI plus upper Bollinger extension.,100.85,5.04,-5.73,95.12
Trend,US30,H1,2025-07,2025-07-31 17:00:00,2025-07-31 17:00:00,SELL,44307.9,44462.967857,43842.696429,44462.967857,loss,-1.0161,89,0.0161,25.0,103.378571,EMA trend aligned with ADX breakdown.,95.12,4.76,-4.83,90.29
Trend,US30,H1,2025-07,2025-07-31 19:00:00,2025-07-31 19:00:00,SELL,44151.3,44359.2,43527.6,44359.2,loss,-1.012,90,0.012,25.0,138.6,EMA trend aligned with ADX breakdown.,90.29,4.51,-4.57,85.72
DCA,BTCUSD,H4,2025-07,2025-07-31 20:00:00,2025-08-01 20:00:00,BUY,115853.95,113070.464286,120864.224286,113070.464286,loss,-1.0078,85,0.0078,2160.0,1159.785714,Trend-up dip accumulation entry.,85.72,4.29,-4.32,81.4
Trend,BTCUSD,H1,2025-07,2025-07-31 20:00:00,2025-08-01 02:00:00,SELL,116588.85,117408.534643,114129.796071,115769.165357,trail_stop,0.9736,88,0.0264,2160.0,546.456429,EMA trend aligned with ADX breakdown.,81.4,4.07,3.96,85.36
Trend,GBPJPY,H1,2025-08,2025-08-01 12:00:00,2025-08-01 12:00:00,SELL,197.449,197.918286,196.041143,197.918286,loss,-1.0469,86,0.0469,22.0,0.312857,EMA trend aligned with ADX breakdown.,85.36,4.27,-4.47,80.89
Trend,GBPJPY,H1,2025-08,2025-08-01 13:00:00,2025-08-01 13:00:00,SELL,196.589,197.144429,194.922714,197.144429,loss,-1.0396,87,0.0396,22.0,0.370286,EMA trend aligned with ADX breakdown.,80.89,4.04,-4.2,76.69
Trend,US30,H1,2025-08,2025-08-01 13:00:00,2025-08-01 13:00:00,SELL,43471.9,43662.667857,42899.596429,43662.667857,loss,-1.0136,90,0.0136,26.0,127.178571,EMA trend aligned with ADX breakdown.,76.69,3.83,-3.89,72.8
Trend,GBPJPY,H1,2025-08,2025-08-01 14:00:00,2025-08-04 07:00:00,SELL,196.414,197.015607,194.609179,196.414,trail_stop,0.4634,87,0.0366,22.0,0.401071,EMA trend aligned with ADX breakdown.,72.8,3.64,1.69,74.49
Trend,BTCUSD,H1,2025-08,2025-08-01 18:00:00,2025-08-03 08:00:00,SELL,113811.11,115229.309643,109556.511071,113811.11,trail_stop,0.4848,89,0.0152,2160.0,945.466429,EMA trend aligned with ADX breakdown.,74.49,3.72,1.81,76.3
DCA,BTCUSD,H4,2025-08,2025-08-01 20:00:00,2025-08-11 00:00:00,BUY,113264.38,109747.853714,119594.127314,119594.127314,win,1.3939,85,0.0061,2160.0,1465.219286,Trend-up dip accumulation entry.,76.3,3.81,5.32,81.61
Trend,XAUUSD,H1,2025-08,2025-08-04 13:00:00,2025-08-04 13:00:00,BUY,3383.241,3370.362,3421.878,3370.362,loss,-1.1242,79,0.1242,160.0,8.586,EMA trend aligned with ADX breakout.,81.61,4.08,-4.59,77.03
Trend,GBPJPY,H1,2025-08,2025-08-04 17:00:00,2025-08-05 07:00:00,SELL,195.192,195.654536,193.804393,195.654536,loss,-1.0476,86,0.0476,22.0,0.308357,EMA trend aligned with ADX breakdown.,77.03,3.85,-4.03,72.99
Grid,GBPUSD,M15,2025-08,2025-08-04 23:00:00,2025-08-05 01:45:00,SELL,1.32977,1.330697,1.328473,1.32977,trail_stop,0.3921,77,0.1079,10.0,0.000686,Range grid sell at upper Bollinger band.,72.99,3.65,1.43,74.42
Trend,BTCUSD,H1,2025-08,2025-08-05 14:00:00,2025-08-05 14:00:00,SELL,112993.0,113935.986786,110164.039643,113935.986786,loss,-1.0229,89,0.0229,2160.0,628.657857,EMA trend aligned with ADX breakdown.,74.42,3.72,-3.81,70.62
