date,close
2024-05-01,58306.83
2024-05-02,59065.51
2024-05-03,62904.25
2024-05-04,63911.53
2024-05-05,64033.22
2024-05-06,63170.33
2024-05-07,62346.1
2024-05-08,61186.56
2024-05-09,63098.48
2024-05-10,60780.1
2024-05-11,60827.5
2024-05-12,61470.46
2024-05-13,62921.42
2024-05-14,61540.07
2024-05-15,66209.04
2024-05-16,65236.82
2024-05-17,67038.27
2024-05-18,66902.76
2024-05-19,66233.48
2024-05-20,71445.37
2024-05-21,70139.63
2024-05-22,69127.85
2024-05-23,67963.88
2024-05-24,68515.56
2024-05-25,69320.98
2024-05-26,68452.71
2024-05-27,69391.75
2024-05-28,68304.48
2024-05-29,67575.81
2024-05-30,68302.58
2024-05-31,67489.31
2024-06-01,67703.24
2024-06-02,67737.18
2024-06-03,68797.29
2024-06-04,70530.31
2024-06-05,71080.66
2024-06-06,70764.46
2024-06-07,69315.66
2024-06-08,69316.9
2024-06-09,69605.27
2024-06-10,69498.15
2024-06-11,67259.31
2024-06-12,68251.68
2024-06-13,66748.58
2024-06-14,65971.57
2024-06-15,66182.48
2024-06-16,66625.08
2024-06-17,66483.52
2024-06-18,65163.72
2024-06-19,64950.53
2024-06-20,64849.53
2024-06-21,64125.92
2024-06-22,64222.05
2024-06-23,63200.11
2024-06-24,60234.53
2024-06-25,61808.74
2024-06-26,60839.77
2024-06-27,61660.4
2024-06-28,60376.46
2024-06-29,60934.19
2024-06-30,62726.17
2024-07-01,62863.45
2024-07-02,62081.77
2024-07-03,60168.79
2024-07-04,57002.76
2024-07-05,56646.0
2024-07-06,58276.67
2024-07-07,55897.2
2024-07-08,56740.59
2024-07-09,58079.95
2024-07-10,57756.61
2024-07-11,57386.94
2024-07-12,57928.41
2024-07-13,59248.24
2024-07-14,60844.13
2024-07-15,64772.15
2024-07-16,65081.1
2024-07-17,64134.71
2024-07-18,64029.14
2024-07-19,66667.23
2024-07-20,67112.61
2024-07-21,68198.79
2024-07-22,67554.4
2024-07-23,65950.91
2024-07-24,65372.04
2024-07-25,65793.71
2024-07-26,67932.23
2024-07-27,67891.87
2024-07-28,68223.18
2024-07-29,66761.64
2024-07-30,66195.97
2024-07-31,64622.5
2024-08-01,65307.19
2024-08-02,61449.62
2024-08-03,60678.75
2024-08-04,58097.01
2024-08-05,54053.48
2024-08-06,56097.48
2024-08-07,55138.13
2024-08-08,61711.38
2024-08-09,60855.45
2024-08-10,60933.37
2024-08-11,58752.75
2024-08-12,59375.23
2024-08-13,60606.58
2024-08-14,58719.14
2024-08-15,57548.25
2024-08-16,58915.26
2024-08-17,59534.09
2024-08-18,58465.78
2024-08-19,59476.85
2024-08-20,59052.25
2024-08-21,61143.63
2024-08-22,60378.34
2024-08-23,64096.44
2024-08-24,64200.98
2024-08-25,64262.68
2024-08-26,62832.03
2024-08-27,59444.94
2024-08-28,59081.12
2024-08-29,59405.2
2024-08-30,59190.59
2024-08-31,59024.1
2024-09-01,57339.89
2024-09-02,59189.13
2024-09-03,57507.34
2024-09-04,58010.63
2024-09-05,56205.4
2024-09-06,53998.2
2024-09-07,54188.59
2024-09-08,54914.9
2024-09-09,57070.23
2024-09-10,57678.33
2024-09-11,57379.81
2024-09-12,58174.99
2024-09-13,60534.46
2024-09-14,60027.06
2024-09-15,59170.02
2024-09-16,58242.46
2024-09-17,60339.14
2024-09-18,61768.62
2024-09-19,62966.7
2024-09-20,63180.04
2024-09-21,63345.82
2024-09-22,63584.16
2024-09-23,63338.27
2024-09-24,64264.2
2024-09-25,63119.94
2024-09-26,65189.64
2024-09-27,65792.22
2024-09-28,65874.95
2024-09-29,65611.72
2024-09-30,63318.88
2024-10-01,60787.92
2024-10-02,60615.26
2024-10-03,60723.82
2024-10-04,62098.83
2024-10-05,62030.56
2024-10-06,62828.09
2024-10-07,62204.0
2024-10-08,62132.85
2024-10-09,60589.51
2024-10-10,60300.71
2024-10-11,62546.47
2024-10-12,63228.39
2024-10-13,62899.32
2024-10-14,66060.18
2024-10-15,67064.43
2024-10-16,67611.08
2024-10-17,67401.47
2024-10-18,68406.57
2024-10-19,68352.2
2024-10-20,68970.21
2024-10-21,67344.51
2024-10-22,67361.0
2024-10-23,66590.82
2024-10-24,68134.92
2024-10-25,66583.46
2024-10-26,67006.52
2024-10-27,67970.47
2024-10-28,69913.64
2024-10-29,72678.17
2024-10-30,72308.81
2024-10-31,70204.1
2024-11-01,69464.29
2024-11-02,69301.12
2024-11-03,68708.36
2024-11-04,67804.48
2024-11-05,69393.07
2024-11-06,75593.2
2024-11-07,75896.09
2024-11-08,76486.16
2024-11-09,76668.21
2024-11-10,80363.66
2024-11-11,88703.05
2024-11-12,87991.84
2024-11-13,90460.83
2024-11-14,87318.44
2024-11-15,91018.34
2024-11-16,90549.89
2024-11-17,89838.69
2024-11-18,90470.03
2024-11-19,92353.67
2024-11-20,94345.76
2024-11-21,98406.6
2024-11-22,98929.74
2024-11-23,97718.95
2024-11-24,97983.91
2024-11-25,93014.67
2024-11-26,91917.69
2024-11-27,96013.17
2024-11-28,95728.73
2024-11-29,97553.78
2024-11-30,96494.8
2024-12-01,97321.36
2024-12-02,95901.31
2024-12-03,96001.72
2024-12-04,98692.51
2024-12-05,96990.93
2024-12-06,99832.11
2024-12-07,99904.15
2024-12-08,100109.09
2024-12-09,97359.22
2024-12-10,96653.87
2024-12-11,101166.33
2024-12-12,99991.77
2024-12-13,101390.21
2024-12-14,101400.29
2024-12-15,104401.96
2024-12-16,106009.19
2024-12-17,106055.73
2024-12-18,100080.36
2024-12-19,97287.79
2024-12-20,97742.39
2024-12-21,97242.73
2024-12-22,95101.44
2024-12-23,94802.8
2024-12-24,98628.83
2024-12-25,99371.05
2024-12-26,95677.28
2024-12-27,94176.54
2024-12-28,95190.92
2024-12-29,93631.98
2024-12-30,92674.61
2024-12-31,93444.8
2025-01-01,94453.82
2025-01-02,96890.08
2025-01-03,98109.47
2025-01-04,98195.05
2025-01-05,98358.94
2025-01-06,102251.64
2025-01-07,96961.69
2025-01-08,95041.11
2025-01-09,92521.17
2025-01-10,94692.79
2025-01-11,94569.7
2025-01-12,94494.6
2025-01-13,94521.51
2025-01-14,96578.68
2025-01-15,100511.23
2025-01-16,99982.27
2025-01-17,104099.28
2025-01-18,104470.65
2025-01-19,101192.9
2025-01-20,102134.17
2025-01-21,106174.13
2025-01-22,103655.58
2025-01-23,103925.73
2025-01-24,104786.25
2025-01-25,104703.29
2025-01-26,102552.96
2025-01-27,102132.77
2025-01-28,101306.47
2025-01-29,103748.3
2025-01-30,104725.62
2025-01-31,102420.62
2025-02-01,100596.1
2025-02-02,97595.75
2025-02-03,101387.95
2025-02-04,97750.31
2025-02-05,96620.99
2025-02-06,96617.55
2025-02-07,96563.77
2025-02-08,96533.14
2025-02-09,96512.07
2025-02-10,97417.78
2025-02-11,95831.23
2025-02-12,97828.06
2025-02-13,96651.32
2025-02-14,97463.27
2025-02-15,97531.27
2025-02-16,96119.06
2025-02-17,95833.37
2025-02-18,95687.83
2025-02-19,96660.11
2025-02-20,98299.52
2025-02-21,96200.31
2025-02-22,96622.62
2025-02-23,96335.55
2025-02-24,91581.1
2025-02-25,88650.24
2025-02-26,84205.17
2025-02-27,84694.76
2025-02-28,84351.63
2025-03-01,86086.62
2025-03-02,94273.99
2025-03-03,86203.51
2025-03-04,87227.32
2025-03-05,90649.62
2025-03-06,89969.79
2025-03-07,86807.14
2025-03-08,86240.77
2025-03-09,80737.82
2025-03-10,78634.33
2025-03-11,82935.22
2025-03-12,83705.09
2025-03-13,81184.13
2025-03-14,83994.88
2025-03-15,84347.94
2025-03-16,82595.51
2025-03-17,84017.76
2025-03-18,82737.01
2025-03-19,86925.53
2025-03-20,84218.2
2025-03-21,84093.13
2025-03-22,83851.87
2025-03-23,86127.36
2025-03-24,87502.89
2025-03-25,87439.61
2025-03-26,86973.87
2025-03-27,87205.52
2025-03-28,84422.12
2025-03-29,82665.04
2025-03-30,82431.14
2025-03-31,82543.45
2025-04-01,85187.8
2025-04-02,82421.32
2025-04-03,83153.36
2025-04-04,83855.68
2025-04-05,83530.98
2025-04-06,78305.98
2025-04-07,79174.41
2025-04-08,76195.21
2025-04-09,82682.1
2025-04-10,79534.49
2025-04-11,83434.44
2025-04-12,85265.26
2025-04-13,83709.67
2025-04-14,84576.76
2025-04-15,83650.8
2025-04-16,84023.85
2025-04-17,84929.21
2025-04-18,84439.12
2025-04-19,85053.41
2025-04-20,85138.46
2025-04-21,87530.11
2025-04-22,93426.5
2025-04-23,93682.99
2025-04-24,93976.97
2025-04-25,94652.72
2025-04-26,94630.24
2025-04-27,93705.89
2025-04-28,94997.9
2025-04-29,94263.48
2025-04-30,94146.66
2025-05-01,96412.76
2025-05-02,96841.25
2025-05-03,95875.05
2025-05-04,94313.0
2025-05-05,94756.61
2025-05-06,96826.09
2025-05-07,97019.11
2025-05-08,103238.29
2025-05-09,102928.62
2025-05-10,104762.44
2025-05-11,104071.13
2025-05-12,102835.91
2025-05-13,104125.96
2025-05-14,103494.28
2025-05-15,103775.28
2025-05-16,103462.24
2025-05-17,103153.65
2025-05-18,106449.17
2025-05-19,105553.9
2025-05-20,106824.66
2025-05-21,109613.98
2025-05-22,111604.93
2025-05-23,107247.54
2025-05-24,107668.94
2025-05-25,108924.11
2025-05-26,109394.92
2025-05-27,108913.81
2025-05-28,107790.3
2025-05-29,105558.02
2025-05-30,103995.27
2025-05-31,104618.09
2025-06-01,105702.01
2025-06-02,105943.57
2025-06-03,105386.97
2025-06-04,104680.99
2025-06-05,101547.9
2025-06-06,104377.28
2025-06-07,105662.22
2025-06-08,105781.06
2025-06-09,110248.64
2025-06-10,110201.34
2025-06-11,108646.89
2025-06-12,105686.13
2025-06-13,106139.09
2025-06-14,105484.99
2025-06-15,105654.96
2025-06-16,106879.74
2025-06-17,104563.16
2025-06-18,104925.98
2025-06-19,104607.0
2025-06-20,104792.5
2025-06-21,102081.15
2025-06-22,100962.45
2025-06-23,105506.23
2025-06-24,106153.65
2025-06-25,107382.61
2025-06-26,107028.08
2025-06-27,107123.4
2025-06-28,107372.42
2025-06-29,108347.22
2025-06-30,107205.53
2025-07-01,105800.07
2025-07-02,108896.87
2025-07-03,109626.44
2025-07-04,108058.24
2025-07-05,108277.25
2025-07-06,109242.99
2025-07-07,108295.56
2025-07-08,108964.68
2025-07-09,111246.2
2025-07-10,115935.5
2025-07-11,117495.21
2025-07-12,117392.6
2025-07-13,119035.4
2025-07-14,119840.52
2025-07-15,117725.04
2025-07-16,118612.74
2025-07-17,119236.91
2025-07-18,117986.94
2025-07-19,117867.07
2025-07-20,117282.78
2025-07-21,117404.92
2025-07-22,119995.41
2025-07-23,118830.01
2025-07-24,118366.55
2025-07-25,117656.38
2025-07-26,117956.8
2025-07-27,119478.81
2025-07-28,118127.15
2025-07-29,117993.19
2025-07-30,117882.13
2025-07-31,115864.75
2025-08-01,113275.18
2025-08-02,112578.29
2025-08-03,114302.21
2025-08-04,115137.21
2025-08-05,114152.17
2025-08-06,115123.42
2025-08-07,117542.12
2025-08-08,116683.2
2025-08-09,116442.19
2025-08-10,119305.7
2025-08-11,118731.45
2025-08-12,120129.19
2025-08-13,123364.59
2025-08-14,118381.82
2025-08-15,117415.57
2025-08-16,117458.78
2025-08-17,117485.63
2025-08-18,116297.29
2025-08-19,112866.84
2025-08-20,114282.46
2025-08-21,112481.65
2025-08-22,116905.0
2025-08-23,115386.04
2025-08-24,113487.57
2025-08-25,110138.62
2025-08-26,111796.27
2025-08-27,111255.47
2025-08-28,112579.51
2025-08-29,108390.94
2025-08-30,108823.56
2025-08-31,108265.87
2025-09-01,109237.25
2025-09-02,111246.55
2025-09-03,111763.42
2025-09-04,110731.61
2025-09-05,110684.15
2025-09-06,110227.81
2025-09-07,111132.75
2025-09-08,112085.7
2025-09-09,111548.41
2025-09-10,113981.14
2025-09-11,115532.25
2025-09-12,116121.95
2025-09-13,115976.47
2025-09-14,115324.7
2025-09-15,115394.6
2025-09-16,116833.78
2025-09-17,116490.96
2025-09-18,117123.21
2025-09-19,115693.96
2025-09-20,115749.39
2025-09-21,115295.65
2025-09-22,112744.06
2025-09-23,112035.48
2025-09-24,113359.61
2025-09-25,109038.48
2025-09-26,109700.32
2025-09-27,109682.87
2025-09-28,112217.52
2025-09-29,114371.54
2025-09-30,114075.61
2025-10-01,118663.06
2025-10-02,120631.83
2025-10-03,122333.58
2025-10-04,122461.56
2025-10-05,123531.02
2025-10-06,124722.99
2025-10-07,121401.99
2025-10-08,123333.34
2025-10-09,121696.67
2025-10-10,112966.02
2025-10-11,110775.41
2025-10-12,115070.46
2025-10-13,115273.92
2025-10-14,113089.82
2025-10-15,110804.6
2025-10-16,108206.28
2025-10-17,106479.03
2025-10-18,107214.49
2025-10-19,108690.86
2025-10-20,110576.14
2025-10-21,108368.2
2025-10-22,107587.18
2025-10-23,110108.58
2025-10-24,111040.02
2025-10-25,111663.22
2025-10-26,114562.11
2025-10-27,114110.78
2025-10-28,112906.58
2025-10-29,110043.13
2025-10-30,108303.84
2025-10-31,109559.34
2025-11-01,110051.56
2025-11-02,110532.17
2025-11-03,106568.86
2025-11-04,101468.69
2025-11-05,103886.77
2025-11-06,101302.68
2025-11-07,103294.06
2025-11-08,102291.33
2025-11-09,104698.19
2025-11-10,105985.37
2025-11-11,103018.98
2025-11-12,101644.58
2025-11-13,99627.4
2025-11-14,94511.13
2025-11-15,95543.45
2025-11-16,94184.56
2025-11-17,92108.83
2025-11-18,92919.4
2025-11-19,91469.45
2025-11-20,86532.05
2025-11-21,85069.75
2025-11-22,84689.35
2025-11-23,86814.15
2025-11-24,88273.91
2025-11-25,87335.03
2025-11-26,90484.2
2025-11-27,91331.61
2025-11-28,90920.65
2025-11-29,90836.79
2025-11-30,90380.36
2025-12-01,86288.95
2025-12-02,91316.28
2025-12-03,93462.41
2025-12-04,92101.6
2025-12-05,89344.05
2025-12-06,89243.67
2025-12-07,90404.69
2025-12-08,90672.31
2025-12-09,92697.76
2025-12-10,92040.03
2025-12-11,92553.78
2025-12-12,90289.71
2025-12-13,90265.44
2025-12-14,88182.27
2025-12-15,86415.54
2025-12-16,87851.14
2025-12-17,86209.46
2025-12-18,85451.62
2025-12-19,88100.5
2025-12-20,88325.14
2025-12-21,88639.96
2025-12-22,88568.82
2025-12-23,87446.03
2025-12-24,87619.26
2025-12-25,87175.93
2025-12-26,87295.67
2025-12-27,87807.76
2025-12-28,87882.51
2025-12-29,87116.53
2025-12-30,88417.99
2025-12-31,87516.73
2026-01-01,88742.79
2026-01-02,89964.22
2026-01-03,90591.21
2026-01-04,91496.54
2026-01-05,93879.84
2026-01-06,93722.17
2026-01-07,91288.56
2026-01-08,91034.25
2026-01-09,90522.17
2026-01-10,90397.59
2026-01-11,90874.01
2026-01-12,91202.84
2026-01-13,95385.12
2026-01-14,96964.27
2026-01-15,95596.59
2026-01-16,95513.72
2026-01-17,95127.69
2026-01-18,93648.75
2026-01-19,92579.84
2026-01-20,88331.47
2026-01-21,89367.62
2026-01-22,89478.88
2026-01-23,89493.27
2026-01-24,89101.8
2026-01-25,86578.07
2026-01-26,88250.01
2026-01-27,89135.74
2026-01-28,89169.4
2026-01-29,84517.22
2026-01-30,84115.71
2026-01-31,78641.1
2026-02-01,76908.28
2026-02-02,78673.72
2026-02-03,75667.95
2026-02-04,73007.15
2026-02-05,62801.22
2026-02-06,70530.16
2026-02-07,69249.51
2026-02-08,70282.7
2026-02-09,70111.59
2026-02-10,68806.23
2026-02-11,67028.76
2026-02-12,66219.65
2026-02-13,68813.62
2026-02-14,69798.48
2026-02-15,68798.12
2026-02-16,68857.54
2026-02-17,67476.99
2026-02-18,66420.35
2026-02-19,66982.61
2026-02-20,67982.89
2026-02-21,67960.79
2026-02-22,67617.81
2026-02-23,64632.04
2026-02-24,64069.17
2026-02-25,67998.96
2026-02-26,67494.47
2026-02-27,65864.11
2026-02-28,66978.42
2026-03-01,65778.38
2026-03-02,68833.25
2026-03-03,68339.5
2026-03-04,72692.91
2026-03-05,70878.07
2026-03-06,68114.85
2026-03-07,67271.53
2026-03-08,65977.73
2026-03-09,68436.35
2026-03-10,69956.15
2026-03-11,70208.8
2026-03-12,70529.72
2026-03-13,70942.97
2026-03-14,71225.47
2026-03-15,72821.67
2026-03-16,74885.65
2026-03-17,73942.79
2026-03-18,71240.81
2026-03-19,69920.33
2026-03-20,70496.33
2026-03-21,68912.28
2026-03-22,67850.28
2026-03-23,70875.29
2026-03-24,70527.4
2026-03-25,71313.52
2026-03-26,68776.17
2026-03-27,66359.3
2026-03-28,66325.23
2026-03-29,65965.47
2026-03-30,66748.98
2026-03-31,68224.7
2026-04-01,68117.81
2026-04-02,66894.86
2026-04-03,66953.87
2026-04-04,67295.25
2026-04-05,69007.91
2026-04-06,68844.0
2026-04-07,71904.19
2026-04-08,71079.59
2026-04-09,71787.84
2026-04-10,72991.6
2026-04-11,73089.21
2026-04-12,70753.01
2026-04-13,74454.09
2026-04-14,74178.51
2026-04-15,74838.83
2026-04-16,75165.71
2026-04-17,77102.14
2026-04-18,75734.87
2026-04-19,73829.08
2026-04-20,75871.68
2026-04-21,76356.42
2026-04-22,78216.06
2026-04-23,78277.96
2026-04-24,77466.54
2026-04-25,77647.41
2026-04-26,78675.01
2026-04-27,77361.6
2026-04-28,76319.64
2026-04-29,75759.97
2026-04-30,76320.38
2026-05-01,78236.43
2026-05-02,78688.15
2026-05-03,78571.15
2026-05-04,79856.9
2026-05-05,80906.16
2026-05-06,81431.39
2026-05-07,80016.25
2026-05-08,80197.3
2026-05-09,80659.97
2026-05-10,82205.5
2026-05-11,81724.21
2026-05-12,80492.19
2026-05-13,79299.09
2026-05-14,81083.63
2026-05-15,79074.38
2026-05-16,78109.56
2026-05-17,77407.85
2026-05-18,76944.91
2026-05-19,76782.03
2026-05-20,77477.41
2026-05-21,77561.73
2026-05-22,75460.5
2026-05-23,76644.78
2026-05-24,76989.01
2026-05-25,77249.84
2026-05-26,75829.95
2026-05-27,74330.22
2026-05-28,73517.39
2026-05-29,73371.21
2026-05-30,73788.69
2026-05-31,73589.76
2026-06-01,71324.11
2026-06-02,66667.04
2026-06-03,64062.82
2026-06-04,63809.4
2026-06-05,61034.4
2026-06-06,60852.74
2026-06-07,63301.59
2026-06-08,63070.77
2026-06-09,61687.12
2026-06-10,61454.09
2026-06-11,63567.96
2026-06-12,63547.78
2026-06-13,64433.93
2026-06-14,65698.86
2026-06-15,66284.89
2026-06-16,65619.75
2026-06-17,64447.65
2026-06-18,62882.01
2026-06-19,63484.54
2026-06-20,64229.77
2026-06-21,63247.58
2026-06-22,63952.29
2026-06-23,62659.24
2026-06-24,60989.56
2026-06-25,59712.36
2026-06-26,60022.01
2026-06-27,59948.44
2026-06-28,59486.62
2026-06-29,60170.29
2026-06-30,58543.71
2026-07-01,59971.79
2026-07-02,61493.71
2026-07-03,62525.5
2026-07-04,63098.3
2026-07-05,63586.08
2026-07-06,64006.68
2026-07-07,63318.83
2026-07-08,62242.97
2026-07-09,63176.51
2026-07-10,64122.14
2026-07-11,63777.93
2026-07-12,63751.9
2026-07-13,62270.85
2026-07-14,64988.52
2026-07-15,64720.48
2026-07-16,63780.39
2026-07-17,63900.45
2026-07-18,64799.57
2026-07-19,64680.5
2026-07-20,65211.23
2026-07-21,66517.64
2026-07-22,66081.33
2026-07-23,65047.05
2026-07-24,64089.28
2026-07-25,64306.81
2026-07-26,65346.14
2026-07-27,63700.08
2026-07-28,63848.3
2026-07-29,63898.06
2026-07-30,64721.22
2026-07-31,62831.63
2026-08-01,62761.83
2026-08-02,63506.24
2026-08-03,63463.08
2026-08-04,64056.3
2026-08-05,64604.89
2026-08-06,64273.64
2026-08-07,64885.57
2026-08-08,64913.62
2026-08-09,64849.32
2026-08-10,63914.46
2026-08-11,63538.02
2026-08-12,63409.14
2026-08-13,63419.21
2026-08-14,62982.68
2026-08-15,63023.55
2026-08-16,62836.42
2026-08-17,64475.85
2026-08-18,64683.85
2026-08-19,69292.13
2026-08-20,73009.39
2026-08-21,78325.72
2026-08-22,77060.05
2026-08-23,77736.9
2026-08-24,78984.34
2026-08-25,78537.69
2026-08-26,79027.1
2026-08-27,80274.72
2026-08-28,77833.87
2026-08-29,78238.12
2026-08-30,77672.97
2026-08-31,78568.72
