date,close
2023-08-01,1952.183
2023-08-02,1936.037
2023-08-03,1935.812
2023-08-04,1942.521
2023-08-06,1943.827
2023-08-07,1936.77
2023-08-08,1925.607
2023-08-09,1916.726
2023-08-10,1912.395
2023-08-11,1913.823
2023-08-13,1913.658
2023-08-14,1907.595
2023-08-15,1901.457
2023-08-16,1893.333
2023-08-17,1891.264
2023-08-18,1889.566
2023-08-20,1889.956
2023-08-21,1894.702
2023-08-22,1898.516
2023-08-23,1917.886
2023-08-24,1915.884
2023-08-25,1914.358
2023-08-27,1915.065
2023-08-28,1921.224
2023-08-29,1936.205
2023-08-30,1944.223
2023-08-31,1939.862
2023-09-01,1939.741
2023-09-03,1940.596
2023-09-04,1937.696
2023-09-05,1926.596
2023-09-06,1917.129
2023-09-07,1920.285
2023-09-08,1919.011
2023-09-10,1918.838
2023-09-11,1921.664
2023-09-12,1912.895
2023-09-13,1909.214
2023-09-14,1909.772
2023-09-15,1923.868
2023-09-17,1923.264
2023-09-18,1934.078
2023-09-19,1931.356
2023-09-20,1929.462
2023-09-21,1921.39
2023-09-22,1925.269
2023-09-24,1924.767
2023-09-25,1916.245
2023-09-26,1901.566
2023-09-27,1877.599
2023-09-28,1866.737
2023-09-29,1848.833
2023-10-01,1848.352
2023-10-02,1824.982
2023-10-03,1823.341
2023-10-04,1822.561
2023-10-05,1821.31
2023-10-06,1831.937
2023-10-08,1848.003
2023-10-09,1862.573
2023-10-10,1859.685
2023-10-11,1875.288
2023-10-12,1870.592
2023-10-13,1932.254
2023-10-15,1925.874
2023-10-16,1919.424
2023-10-17,1924.727
2023-10-18,1950.88
2023-10-19,1977.175
2023-10-20,1980.788
2023-10-22,1971.581
2023-10-23,1973.595
2023-10-24,1972.862
2023-10-25,1982.961
2023-10-26,1984.416
2023-10-27,2006.086
2023-10-29,2002.694
2023-10-30,1995.529
2023-10-31,1983.706
2023-11-01,1985.048
2023-11-02,1985.002
2023-11-03,1992.555
2023-11-05,1988.507
2023-11-06,1976.719
2023-11-07,1968.94
2023-11-08,1950.851
2023-11-09,1959.096
2023-11-10,1938.391
2023-11-12,1940.38
2023-11-13,1946.437
2023-11-14,1962.53
2023-11-15,1960.365
2023-11-16,1982.708
2023-11-17,1980.668
2023-11-19,1974.508
2023-11-20,1981.207
2023-11-21,1999.376
2023-11-22,1990.544
2023-11-23,1994.049
2023-11-24,2002.275
2023-11-26,2002.317
2023-11-27,2015.253
2023-11-28,2044.442
2023-11-29,2044.679
2023-11-30,2039.987
2023-12-01,2071.684
2023-12-03,2117.588
2023-12-04,2034.126
2023-12-05,2018.941
2023-12-06,2027.044
2023-12-07,2027.984
2023-12-08,2004.376
2023-12-10,2007.091
2023-12-11,1982.998
2023-12-12,1982.49
2023-12-13,2032.851
2023-12-14,2035.591
2023-12-15,2019.528
2023-12-17,2017.452
2023-12-18,2027.642
2023-12-19,2040.968
2023-12-20,2032.165
2023-12-21,2052.817
2023-12-22,2053.132
2023-12-25,2054.68
2023-12-26,2065.738
2023-12-27,2079.281
2023-12-28,2066.676
2023-12-29,2062.875
2024-01-01,2063.752
2024-01-02,2059.589
2024-01-03,2042.779
2024-01-04,2043.977
2024-01-05,2045.512
2024-01-07,2044.244
2024-01-08,2030.551
2024-01-09,2030.513
2024-01-10,2026.471
2024-01-11,2035.067
2024-01-12,2049.069
2024-01-14,2047.624
2024-01-15,2053.948
2024-01-16,2027.94
2024-01-17,2009.36
2024-01-18,2023.536
2024-01-19,2029.49
2024-01-21,2027.543
2024-01-22,2020.664
2024-01-23,2029.249
2024-01-24,2016.214
2024-01-25,2020.361
2024-01-26,2018.506
2024-01-28,2021.868
2024-01-29,2030.843
2024-01-30,2036.346
2024-01-31,2039.899
2024-02-01,2054.737
2024-02-02,2039.647
2024-02-04,2039.753
2024-02-05,2024.973
2024-02-06,2035.182
2024-02-07,2036.34
2024-02-08,2034.236
2024-02-09,2024.229
2024-02-11,2025.304
2024-02-12,2018.763
2024-02-13,1991.305
2024-02-14,1993.565
2024-02-15,2003.268
2024-02-16,2013.307
2024-02-18,2010.694
2024-02-19,2016.319
2024-02-20,2024.24
2024-02-21,2025.678
2024-02-22,2024.793
2024-02-23,2035.561
2024-02-25,2034.261
2024-02-26,2031.186
2024-02-27,2030.202
2024-02-28,2034.416
2024-02-29,2044.093
2024-03-01,2083.353
2024-03-03,2083.477
2024-03-04,2114.592
2024-03-05,2128.273
2024-03-06,2147.342
2024-03-07,2161.59
2024-03-08,2178.54
2024-03-10,2182.263
2024-03-11,2183.589
2024-03-12,2156.951
2024-03-13,2175.4
2024-03-14,2161.657
2024-03-15,2155.735
2024-03-17,2156.552
2024-03-18,2161.688
2024-03-19,2157.047
2024-03-20,2203.557
2024-03-21,2181.528
2024-03-22,2165.385
2024-03-24,2168.37
2024-03-25,2172.919
2024-03-26,2179.504
2024-03-27,2191.006
2024-03-28,2232.642
2024-03-31,2244.983
2024-04-01,2248.979
2024-04-02,2280.243
2024-04-03,2297.483
2024-04-04,2288.927
2024-04-05,2329.393
2024-04-07,2311.684
2024-04-08,2338.827
2024-04-09,2354.815
2024-04-10,2335.466
2024-04-11,2377.039
2024-04-12,2344.419
2024-04-14,2364.599
2024-04-15,2381.87
2024-04-16,2382.88
2024-04-17,2367.875
2024-04-18,2380.041
2024-04-19,2390.714
2024-04-21,2386.521
2024-04-22,2333.775
2024-04-23,2323.248
2024-04-24,2316.257
2024-04-25,2330.658
2024-04-26,2337.829
2024-04-28,2336.024
2024-04-29,2333.21
2024-04-30,2291.282
2024-05-01,2323.847
2024-05-02,2304.284
2024-05-03,2301.664
2024-05-05,2294.005
2024-05-06,2325.981
2024-05-07,2315.249
2024-05-08,2308.771
2024-05-09,2346.562
2024-05-10,2360.487
2024-05-12,2360.444
2024-05-13,2338.446
2024-05-14,2355.811
2024-05-15,2391.807
2024-05-16,2377.763
2024-05-17,2413.977
2024-05-19,2420.23
2024-05-20,2426.171
2024-05-21,2421.691
2024-05-22,2382.161
2024-05-23,2332.05
2024-05-24,2333.82
2024-05-26,2337.213
2024-05-27,2352.408
2024-05-28,2359.722
2024-05-29,2338.402
2024-05-30,2343.944
2024-05-31,2327.23
2024-06-02,2325.974
2024-06-03,2350.666
2024-06-04,2328.823
2024-06-05,2355.049
2024-06-06,2376.767
2024-06-07,2293.835
2024-06-09,2298.517
2024-06-10,2309.968
2024-06-11,2315.108
2024-06-12,2320.593
