policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,execution_type,pending_order_type,signal_time,book_aligned_retest
production_current,LTA,EURUSD,M15,2026-06,2026-06-30 06:30:00,2026-06-30 08:30:00,BUY,1.13991,1.13838,1.0,1.13838,loss,-1.0523,87,0.000401,0.0523,8.0,0.3542,,"live_adaptive(vol=1.00,volume=1.00)",static,Pending Entry Model 3 - Internal Structure Break,PENDING,BUY_STOP,2026-06-30 05:00:00,False
production_current,LTA,GBPUSD,M15,2026-06,2026-06-30 09:00:00,2026-06-30 14:45:00,BUY,1.32319,1.32106,1.0,1.32532,win,0.9531,89,0.000784,0.0469,10.0,0.8333,,"live_adaptive(vol=1.00,volume=1.00)",static,Pending Entry Model 3 - Internal Structure Break,PENDING,BUY_STOP,2026-06-30 08:45:00,False
production_current,LTA,GBPUSD,M15,2026-06,2026-06-30 13:15:00,2026-06-30 14:30:00,BUY,1.32272,1.32063,1.0,1.32481,win,0.9522,89,0.000779,0.0478,10.0,0.7812,,"live_adaptive(vol=1.00,volume=1.00)",static,Pending Entry Model 3 - Internal Structure Break,PENDING,BUY_STOP,2026-06-30 12:30:00,False
production_current,LTA,GBPUSD,M30,2026-06,2026-06-30 01:00:00,2026-06-30 05:30:00,BUY,1.32389,1.32265,1.0,1.32265,loss,-1.0806,89,0.000537,0.0806,10.0,0.0417,,"live_adaptive(vol=1.00,volume=1.00)",static,Pending Entry Model 2 - LTF Swing Retest,PENDING,BUY_LIMIT,2026-06-30 00:30:00,True
production_current,LTA,USDJPY,M15,2026-07,2026-07-01 17:00:00,2026-07-01 19:00:00,BUY,162.46325,162.27526,1.0,162.519,timeout,0.2434,89,0.104929,0.0532,10.0,0.9688,,"live_adaptive(vol=1.00,volume=1.00)",static,Pending Entry Model 3 - Internal Structure Break,PENDING,BUY_STOP,2026-07-01 16:15:00,False
