starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_same_symbol_open,skipped_lot_too_small,skipped_guardrail,symbol
300.0,370.57,70.57,23.52,12,7,5,58.33,6.0,11.82,0,10,1,BTCUSD
