starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,498.07,198.07,66.02,79,25,54,31.65,16.55,0.2095,0.0436,35.38,US30
300.0,419.63,119.63,39.88,15,4,11,26.67,9.39,0.6258,0.0002,26.5,XAUUSD
