candidate_id,family,direction,regime_ma,atr_stop,max_hold,target_r,rsi_period,rsi_entry,rsi_exit,breakout_lookback,exit_ema,valid,robust_score,development_trades,development_pf,development_win_rate_pct,development_max_dd_pct,fold1_trades,fold1_pf,fold1_avg_r,fold2_trades,fold2_pf,fold2_avg_r,fold3_trades,fold3_pf,fold3_avg_r
BO_long_MA100_D50_EMA20_ATR3_H50,breakout,long,100,3.0,50,0.0,0,0,0,50,20,True,2.5193952072356596,86,1.773293856022451,48.837209302325576,0.8781863959124392,24,1.0304381933655264,0.006455220699977341,33,2.118245679265219,0.20430803039748313,29,2.06009385409187,0.21683354643642605
PB_long_MA200_RSI2_E10_X70_ATR3_H10_T0,pullback_rsi,long,200,3.0,10,0.0,2,10,70,0,0,True,2.4960452596934903,156,1.8902745335446378,72.43589743589743,1.2197161749777585,46,2.127592030606578,0.12226800026056564,58,2.7202165210799323,0.1846803123650394,52,1.2452966193936204,0.0464544213241678
PB_long_MA200_RSI2_E10_X70_ATR3_H10_T2,pullback_rsi,long,200,3.0,10,2.0,2,10,70,0,0,True,2.4960452596934903,156,1.8902745335446378,72.43589743589743,1.2197161749777585,46,2.127592030606578,0.12226800026056564,58,2.7202165210799323,0.1846803123650394,52,1.2452966193936204,0.0464544213241678
PB_long_MA200_RSI3_E20_X55_ATR3_H10_T0,pullback_rsi,long,200,3.0,10,0.0,3,20,55,0,0,True,2.494750413325069,144,1.9463692832308832,72.22222222222221,1.0645786607791252,37,1.8903371394827175,0.09371351771284121,54,2.4737838332621993,0.13838380314326335,53,1.6476385061391439,0.10046299225689767
PB_long_MA200_RSI3_E20_X55_ATR3_H10_T2,pullback_rsi,long,200,3.0,10,2.0,3,20,55,0,0,True,2.494750413325069,144,1.9463692832308832,72.22222222222221,1.0645786607791252,37,1.8903371394827175,0.09371351771284121,54,2.4737838332621993,0.13838380314326335,53,1.6476385061391439,0.10046299225689767
PB_long_MA200_RSI2_E20_X70_ATR2.25_H10_T0,pullback_rsi,long,200,2.25,10,0.0,2,20,70,0,0,True,2.487291278863231,275,1.5866926355351918,72.0,2.226943528989833,81,1.653945932977807,0.10835204162951137,103,1.8326448913559998,0.1418268668480066,91,1.359253825859115,0.09056718307708576
PB_long_MA200_RSI2_E20_X70_ATR2.25_H10_T2,pullback_rsi,long,200,2.25,10,2.0,2,20,70,0,0,True,2.487291278863231,275,1.5866926355351918,72.0,2.226943528989833,81,1.653945932977807,0.10835204162951137,103,1.8326448913559998,0.1418268668480066,91,1.359253825859115,0.09056718307708576
PB_long_MA100_RSI2_E5_X70_ATR2.25_H10_T0,pullback_rsi,long,100,2.25,10,0.0,2,5,70,0,0,True,2.4674298432484756,70,1.8503095136059708,74.28571428571429,2.453551756125527,19,2.7234782995527516,0.20377239268860495,20,4.10578448888113,0.31379882940994874,31,1.135648125594834,0.039916144664857524
PB_long_MA100_RSI2_E5_X70_ATR2.25_H10_T2,pullback_rsi,long,100,2.25,10,2.0,2,5,70,0,0,True,2.4674298432484756,70,1.8503095136059708,74.28571428571429,2.453551756125527,19,2.7234782995527516,0.20377239268860495,20,4.10578448888113,0.31379882940994874,31,1.135648125594834,0.039916144664857524
BO_long_MA100_D20_EMA20_ATR2_H50,breakout,long,100,2.0,50,0.0,0,0,0,20,20,True,2.452382718407132,106,1.6207547011375603,50.0,1.782678053702036,33,0.947940563923954,-0.019614596182980452,38,1.909865143031918,0.2863978869147458,35,2.1454981838220784,0.30607221794946066
PB_long_MA100_RSI2_E10_X70_ATR1.5_H5_T0,pullback_rsi,long,100,1.5,5,0.0,2,10,70,0,0,True,2.4374716348994854,155,1.4150687075457018,59.354838709677416,3.5448589735255,40,2.1662529073015087,0.23918282883219932,53,2.04794632887918,0.26834397254424086,62,0.9052105640844647,-0.04423366511010678
PB_long_MA100_RSI2_E10_X70_ATR1.5_H5_T2,pullback_rsi,long,100,1.5,5,2.0,2,10,70,0,0,True,2.435873554849918,155,1.4142540575108709,59.354838709677416,3.5645807903807225,40,2.1662529073015087,0.23918282883219932,53,2.04794632887918,0.26834397254424086,62,0.9037827956456451,-0.044899935885616075
PB_long_MA200_RSI3_E20_X70_ATR2.25_H10_T0,pullback_rsi,long,200,2.25,10,0.0,3,20,70,0,0,True,2.434620082912775,148,1.5064215622416908,67.56756756756756,2.4194762798772307,39,1.7029384652396446,0.15372868533340817,52,1.6211032035766741,0.16410597265098198,57,1.3237698873013741,0.10112424768398365
PB_long_MA200_RSI3_E20_X70_ATR2.25_H10_T2,pullback_rsi,long,200,2.25,10,2.0,3,20,70,0,0,True,2.434620082912775,148,1.5064215622416908,67.56756756756756,2.4194762798772307,39,1.7029384652396446,0.15372868533340817,52,1.6211032035766741,0.16410597265098198,57,1.3237698873013741,0.10112424768398365
BO_long_MA100_D100_EMA10_ATR2_H50,breakout,long,100,2.0,50,0.0,0,0,0,100,10,True,2.396001820013029,90,1.5969062979423174,45.55555555555556,1.2387572766554333,20,1.2702940088794632,0.06635121880840643,35,1.641202344606338,0.17303997391388973,35,1.735583885297737,0.1796071569405643
BO_long_MA100_D20_EMA20_ATR2_H20,breakout,long,100,2.0,20,0.0,0,0,0,20,20,True,2.3904235532964346,129,1.5970622768157567,49.6124031007752,1.3997861350299012,37,1.078899091104923,0.028670123388544015,46,2.0267026975803333,0.28368979258529253,46,1.69229431846471,0.23796847544611244
PB_long_MA100_RSI2_E10_X70_ATR3_H10_T0,pullback_rsi,long,100,3.0,10,0.0,2,10,70,0,0,True,2.3882628286409373,129,1.8079683647945126,72.09302325581395,1.657786619019641,37,2.445388355881404,0.13734194951523296,47,3.3054020983947354,0.20327423563124017,45,0.9496656678271143,-0.011007594240360397
PB_long_MA100_RSI2_E10_X70_ATR3_H10_T2,pullback_rsi,long,100,3.0,10,2.0,2,10,70,0,0,True,2.3882628286409373,129,1.8079683647945126,72.09302325581395,1.657786619019641,37,2.445388355881404,0.13734194951523296,47,3.3054020983947354,0.20327423563124017,45,0.9496656678271143,-0.011007594240360397
PB_long_MA100_RSI2_E10_X70_ATR1.5_H10_T0,pullback_rsi,long,100,1.5,10,0.0,2,10,70,0,0,True,2.378769584359195,154,1.4142863969340205,63.63636363636363,3.506344826743868,40,1.953143458034543,0.22165414034249248,52,2.141373860967545,0.28866822273860954,62,0.9158042215638923,-0.03970540452747498
PB_long_MA100_RSI2_E10_X70_ATR1.5_H10_T2,pullback_rsi,long,100,1.5,10,2.0,2,10,70,0,0,True,2.377573887917769,154,1.4134872595706138,63.63636363636363,3.5063448267439012,40,1.953143458034543,0.22165414034249248,52,2.141373860967545,0.28866822273860954,62,0.9143913865289435,-0.04037167530298427
BO_long_MA200_D50_EMA20_ATR2_H50,breakout,long,200,2.0,50,0.0,0,0,0,50,20,True,2.3689351076173653,84,1.635095242445672,46.42857142857143,1.9212435545217232,22,1.018658050484653,0.005924283482079144,33,1.7467408069216708,0.23349915841637806,29,1.9749206483396562,0.3120182810762568
PB_long_MA200_RSI2_E5_X55_ATR3_H10_T0,pullback_rsi,long,200,3.0,10,0.0,2,5,55,0,0,True,2.3658992330409463,90,1.6252923137358284,75.55555555555556,0.9180307687683187,27,1.6408620861785472,0.07496065041977873,24,1.4650455901962025,0.06714649818001918,39,1.7140571777574274,0.1043971330450288
PB_long_MA200_RSI2_E5_X55_ATR3_H10_T2,pullback_rsi,long,200,3.0,10,2.0,2,5,55,0,0,True,2.3658992330409463,90,1.6252923137358284,75.55555555555556,0.9180307687683187,27,1.6408620861785472,0.07496065041977873,24,1.4650455901962025,0.06714649818001918,39,1.7140571777574274,0.1043971330450288
PB_long_MA100_RSI2_E20_X70_ATR2.25_H10_T0,pullback_rsi,long,100,2.25,10,0.0,2,20,70,0,0,True,2.358810432809321,245,1.434950569772406,70.20408163265306,2.4688543947614328,72,1.691550977265157,0.11009858404031628,89,1.7402318230289884,0.12595861310084805,84,1.1100271294313875,0.030494916104348384
PB_long_MA100_RSI2_E20_X70_ATR2.25_H10_T2,pullback_rsi,long,100,2.25,10,2.0,2,20,70,0,0,True,2.358810432809321,245,1.434950569772406,70.20408163265306,2.4688543947614328,72,1.691550977265157,0.11009858404031628,89,1.7402318230289884,0.12595861310084805,84,1.1100271294313875,0.030494916104348384
PB_long_MA100_RSI2_E20_X70_ATR3_H10_T0,pullback_rsi,long,100,3.0,10,0.0,2,20,70,0,0,True,2.3513845641549556,231,1.4460805314923042,72.2943722943723,1.710934541773823,71,1.74537777511076,0.09012627668334536,83,1.7374290042556682,0.09423416434795931,77,1.094257817294528,0.01969184216012502
PB_long_MA100_RSI2_E20_X70_ATR3_H10_T2,pullback_rsi,long,100,3.0,10,2.0,2,20,70,0,0,True,2.3513845641549556,231,1.4460805314923042,72.2943722943723,1.710934541773823,71,1.74537777511076,0.09012627668334536,83,1.7374290042556682,0.09423416434795931,77,1.094257817294528,0.01969184216012502
PB_long_MA200_RSI2_E10_X70_ATR2.25_H10_T0,pullback_rsi,long,200,2.25,10,0.0,2,10,70,0,0,True,2.3501657749786835,167,1.7195124663790087,70.65868263473054,2.0598056432887812,49,1.9751211371015494,0.14780121068115237,59,2.7131107850585425,0.2430391425290442,59,1.1433203934420089,0.04306595311214714
PB_long_MA200_RSI2_E10_X70_ATR2.25_H10_T2,pullback_rsi,long,200,2.25,10,2.0,2,10,70,0,0,True,2.3501657749786835,167,1.7195124663790087,70.65868263473054,2.0598056432887812,49,1.9751211371015494,0.14780121068115237,59,2.7131107850585425,0.2430391425290442,59,1.1433203934420089,0.04306595311214714
PB_both_MA200_RSI2_E5_X70_ATR1.5_H5_T0,pullback_rsi,both,200,1.5,5,0.0,2,5,70,0,0,True,2.3427958184184985,130,1.4367037249847325,61.53846153846154,1.9923517922846745,45,1.1539451295378973,0.04970782840545355,37,1.6067663192204047,0.16014018679020559,48,1.5948682126292915,0.19180247199679243
PB_both_MA200_RSI2_E5_X70_ATR1.5_H5_T2,pullback_rsi,both,200,1.5,5,2.0,2,5,70,0,0,True,2.3401175892448727,130,1.4356004800622322,61.53846153846154,1.9923517922846856,45,1.1539451295378973,0.04970782840545355,37,1.6065031996846353,0.1600707432329883,48,1.5921990945999303,0.19094187224509293
PB_long_MA200_RSI2_E10_X70_ATR3_H5_T0,pullback_rsi,long,200,3.0,5,0.0,2,10,70,0,0,True,2.330449297761015,159,1.6626989354661583,63.52201257861635,1.401030886632726,46,1.7893452421597402,0.0995913336882028,58,2.1765663377663946,0.14498227604567585,55,1.2356229706815514,0.04421383479710954
PB_long_MA200_RSI2_E10_X70_ATR3_H5_T2,pullback_rsi,long,200,3.0,5,2.0,2,10,70,0,0,True,2.330449297761015,159,1.6626989354661583,63.52201257861635,1.401030886632726,46,1.7893452421597402,0.0995913336882028,58,2.1765663377663946,0.14498227604567585,55,1.2356229706815514,0.04421383479710954
PB_long_MA200_RSI2_E20_X70_ATR3_H10_T0,pullback_rsi,long,200,3.0,10,0.0,2,20,70,0,0,True,2.324984272203813,262,1.5906971095247417,73.2824427480916,1.4041986311973176,80,1.6485749812896477,0.0827211464230804,99,1.9987182477617516,0.11763157236935949,83,1.2582260990490886,0.05004742468218374
PB_long_MA200_RSI2_E20_X70_ATR3_H10_T2,pullback_rsi,long,200,3.0,10,2.0,2,20,70,0,0,True,2.324984272203813,262,1.5906971095247417,73.2824427480916,1.4041986311973176,80,1.6485749812896477,0.0827211464230804,99,1.9987182477617516,0.11763157236935949,83,1.2582260990490886,0.05004742468218374
PB_long_MA200_RSI2_E5_X55_ATR3_H5_T0,pullback_rsi,long,200,3.0,5,0.0,2,5,55,0,0,True,2.3146161859308516,90,1.51515139836385,73.33333333333333,0.9180307687683298,27,1.4976673190672145,0.06377707781938396,24,1.5222084422973488,0.06522448989941206,39,1.5213698100555337,0.08457889140742147
PB_long_MA200_RSI2_E5_X55_ATR3_H5_T2,pullback_rsi,long,200,3.0,5,2.0,2,5,55,0,0,True,2.3146161859308516,90,1.51515139836385,73.33333333333333,0.9180307687683298,27,1.4976673190672145,0.06377707781938396,24,1.5222084422973488,0.06522448989941206,39,1.5213698100555337,0.08457889140742147
PB_long_MA200_RSI3_E20_X55_ATR2.25_H10_T0,pullback_rsi,long,200,2.25,10,0.0,3,20,55,0,0,True,2.308020175517429,154,1.5245133843427996,68.83116883116884,1.8772897310797454,39,1.6142270068992635,0.09926005477963654,57,1.8697303988967533,0.14720188351205743,58,1.2789801519780044,0.07631905808906082
PB_long_MA200_RSI3_E20_X55_ATR2.25_H10_T2,pullback_rsi,long,200,2.25,10,2.0,3,20,55,0,0,True,2.308020175517429,154,1.5245133843427996,68.83116883116884,1.8772897310797454,39,1.6142270068992635,0.09926005477963654,57,1.8697303988967533,0.14720188351205743,58,1.2789801519780044,0.07631905808906082
BO_long_MA200_D100_EMA10_ATR2_H50,breakout,long,200,2.0,50,0.0,0,0,0,100,10,True,2.301169656756533,89,1.5585399701512337,44.9438202247191,1.4562828302632003,20,1.2354711798618179,0.0594322094703312,34,1.5706493655914262,0.1633088723948876,35,1.735583885297737,0.1796071569405643
PB_both_MA200_RSI2_E5_X70_ATR2.25_H10_T0,pullback_rsi,both,200,2.25,10,0.0,2,5,70,0,0,True,2.2961312817148016,120,1.6115279190899496,68.33333333333333,1.4963568039166542,42,1.2583645799959284,0.05421755728380761,33,2.05640461040544,0.16878827226497473,45,1.691240055371985,0.14780411311918373
PB_both_MA200_RSI2_E5_X70_ATR2.25_H10_T2,pullback_rsi,both,200,2.25,10,2.0,2,5,70,0,0,True,2.2961312817148016,120,1.6115279190899496,68.33333333333333,1.4963568039166542,42,1.2583645799959284,0.05421755728380761,33,2.05640461040544,0.16878827226497473,45,1.691240055371985,0.14780411311918373
PB_both_MA200_RSI3_E10_X70_ATR1.5_H5_T0,pullback_rsi,both,200,1.5,5,0.0,3,10,70,0,0,True,2.294268030082086,77,1.6033752967724595,59.74025974025974,1.9923047539793237,28,2.002290372506655,0.24421515337627134,21,1.5884882618280556,0.15487860330656184,28,1.3547089957600646,0.13445678393764746
PB_long_MA200_RSI2_E10_X70_ATR1.5_H5_T0,pullback_rsi,long,200,1.5,5,0.0,2,10,70,0,0,True,2.292706632653548,189,1.4101341701376755,59.78835978835979,3.533350657516776,52,1.8206819101524585,0.19590809827126332,67,1.6005485912518729,0.18546268562485796,70,1.1082844128051326,0.046308005044733785
PB_both_MA200_RSI3_E10_X70_ATR1.5_H5_T2,pullback_rsi,both,200,1.5,5,2.0,3,10,70,0,0,True,2.291769131585499,77,1.6015763631236026,59.74025974025974,1.9923047539793126,28,2.002290372506655,0.24421515337627134,21,1.5884882618280556,0.15487860330656184,28,1.3508169861313488,0.13298147007759117
PB_long_MA200_RSI2_E10_X70_ATR1.5_H5_T2,pullback_rsi,long,200,1.5,5,2.0,2,10,70,0,0,True,2.2916492591567597,189,1.4094788891953596,59.78835978835979,3.533350657516743,52,1.8206819101524585,0.19590809827126332,67,1.6005485912518729,0.18546268562485796,70,1.1069044916024366,0.04571787950071127
BO_long_MA100_D100_EMA10_ATR3_H50,breakout,long,100,3.0,50,0.0,0,0,0,100,10,True,2.291484138094703,90,1.625391783401648,45.55555555555556,0.8262271950944866,20,1.2702940088794636,0.044234145872270966,35,1.6494187498516346,0.11625619512423196,35,1.8106489836457746,0.12648655355625918
PB_both_MA200_RSI2_E5_X55_ATR2.25_H10_T0,pullback_rsi,both,200,2.25,10,0.0,2,5,55,0,0,True,2.2791699348109473,121,1.4769115286456298,71.900826446281,1.4963568039166653,42,1.233519555757803,0.03955051969470507,33,1.608363791604117,0.09098585044920833,46,1.5943096025441572,0.11913853906177752
PB_both_MA200_RSI2_E5_X55_ATR2.25_H10_T2,pullback_rsi,both,200,2.25,10,2.0,2,5,55,0,0,True,2.2791699348109473,121,1.4769115286456298,71.900826446281,1.4963568039166653,42,1.233519555757803,0.03955051969470507,33,1.608363791604117,0.09098585044920833,46,1.5943096025441572,0.11913853906177752
PB_long_MA200_RSI2_E10_X70_ATR1.5_H10_T0,pullback_rsi,long,200,1.5,10,0.0,2,10,70,0,0,True,2.2769856985251002,188,1.3820235135302874,62.76595744680851,3.5333506575167872,52,1.5302824850489396,0.15200599593315497,66,1.669167119591453,0.20552584980145946,70,1.116473103708187,0.05031875013220768
PB_long_MA200_RSI2_E10_X70_ATR1.5_H10_T2,pullback_rsi,long,200,1.5,10,2.0,2,10,70,0,0,True,2.275921332330033,188,1.3813920574165195,62.76595744680851,3.533350657516765,52,1.5302824850489396,0.15200599593315497,66,1.669167119591453,0.20552584980145946,70,1.1151071366778216,0.049728624588185166
BO_long_MA200_D20_EMA20_ATR2_H20,breakout,long,200,2.0,20,0.0,0,0,0,20,20,True,2.2695861833633275,126,1.4473024705798974,46.03174603174603,2.4710317490862055,33,1.0643046046305824,0.025228121887463727,47,1.5398383734433732,0.16963684949686644,46,1.6681122431865305,0.2362613248946537
BO_long_MA100_D100_EMA5_ATR2_H20,breakout,long,100,2.0,20,0.0,0,0,0,100,5,True,2.263132616248915,113,1.6126440825005601,46.017699115044245,1.103226107886912,24,1.408540401714856,0.07700933871373639,45,1.505932870308973,0.11372698671003531,44,1.8407477970005768,0.16777032784262744
PB_long_MA200_RSI2_E5_X55_ATR1.5_H5_T0,pullback_rsi,long,200,1.5,5,0.0,2,5,55,0,0,True,2.2582025507347927,98,1.4833165251686378,68.36734693877551,1.7091566628686605,28,1.3964717882396958,0.10508886438731817,27,1.6680981766699055,0.15709696331631554,43,1.4459355219706824,0.1466510607938621
PB_long_MA200_RSI2_E5_X55_ATR1.5_H5_T2,pullback_rsi,long,200,1.5,5,2.0,2,5,55,0,0,True,2.2582025507347927,98,1.4833165251686378,68.36734693877551,1.7091566628686605,28,1.3964717882396958,0.10508886438731817,27,1.6680981766699055,0.15709696331631554,43,1.4459355219706824,0.1466510607938621
BO_long_MA200_D100_EMA5_ATR2_H20,breakout,long,200,2.0,20,0.0,0,0,0,100,5,True,2.2574099998960446,111,1.6069624889883023,45.94594594594595,0.9802970169970671,24,1.3663335723531411,0.0711865052200406,43,1.5126653920002562,0.11764086882771653,44,1.8407477970005768,0.16777032784262744
PB_both_MA200_RSI2_E5_X70_ATR3_H5_T0,pullback_rsi,both,200,3.0,5,0.0,2,5,70,0,0,True,2.255241509996196,120,1.5238421627779117,65.83333333333333,1.0957781902502517,42,1.2320466823603542,0.0366336301095909,34,1.6219914790464107,0.0811170643435451,44,1.747285037645014,0.11398202331292363
PB_both_MA200_RSI2_E5_X70_ATR3_H5_T2,pullback_rsi,both,200,3.0,5,2.0,2,5,70,0,0,True,2.255241509996196,120,1.5238421627779117,65.83333333333333,1.0957781902502517,42,1.2320466823603542,0.0366336301095909,34,1.6219914790464107,0.0811170643435451,44,1.747285037645014,0.11398202331292363
PB_both_MA200_RSI2_E5_X70_ATR2.25_H5_T0,pullback_rsi,both,200,2.25,5,0.0,2,5,70,0,0,True,2.249464428688929,124,1.455636353247005,63.70967741935484,1.7319700538420024,43,1.1859795525974413,0.039722751613891376,35,1.6556190242485835,0.1149855953253433,46,1.577011305682734,0.1290804800081122
PB_both_MA200_RSI2_E5_X70_ATR2.25_H5_T2,pullback_rsi,both,200,2.25,5,2.0,2,5,70,0,0,True,2.249464428688929,124,1.455636353247005,63.70967741935484,1.7319700538420024,43,1.1859795525974413,0.039722751613891376,35,1.6556190242485835,0.1149855953253433,46,1.577011305682734,0.1290804800081122
PB_long_MA200_RSI3_E20_X70_ATR1.5_H10_T2,pullback_rsi,long,200,1.5,10,2.0,3,20,70,0,0,True,2.2476546277199403,174,1.3455291372399119,56.896551724137936,4.427794591275092,43,1.4319285670966784,0.15981882817834467,61,1.3162411328679529,0.13202092256297296,70,1.3254274774311936,0.14542955407832822
BO_long_MA100_D100_EMA10_ATR3_H20,breakout,long,100,3.0,20,0.0,0,0,0,100,10,True,2.245581646353675,98,1.4494186029186837,43.87755102040816,0.8262271950944977,20,1.3424804630574665,0.05604760099600532,38,1.4704798259035856,0.08907009115553527,40,1.4761610040050177,0.08835825453096935
PB_long_MA200_RSI2_E10_X70_ATR2.25_H5_T0,pullback_rsi,long,200,2.25,5,0.0,2,10,70,0,0,True,2.242964594654667,170,1.5466440226713254,62.94117647058823,2.343204457441561,49,1.6984064158588994,0.11929600939162023,60,2.1522422329598103,0.194232036997704,61,1.1376314255843831,0.040795067907167325
PB_long_MA200_RSI2_E10_X70_ATR2.25_H5_T2,pullback_rsi,long,200,2.25,5,2.0,2,10,70,0,0,True,2.242964594654667,170,1.5466440226713254,62.94117647058823,2.343204457441561,49,1.6984064158588994,0.11929600939162023,60,2.1522422329598103,0.194232036997704,61,1.1376314255843831,0.040795067907167325
BO_long_MA100_D100_EMA5_ATR2_H50,breakout,long,100,2.0,50,0.0,0,0,0,100,5,True,2.241019435195685,112,1.6322798278095068,46.42857142857143,1.103226107886912,24,1.408540401714856,0.07700933871373639,45,1.505932870308973,0.11372698671003531,43,1.9016546789220221,0.1782772105702098
BO_long_MA200_D100_EMA5_ATR2_H50,breakout,long,200,2.0,50,0.0,0,0,0,100,5,True,2.2360021224487032,110,1.6266221179002036,46.36363636363636,0.9802970169970671,24,1.3663335723531411,0.0711865052200406,43,1.5126653920002562,0.11764086882771653,43,1.9016546789220221,0.1782772105702098
PB_long_MA200_RSI3_E20_X70_ATR1.5_H10_T0,pullback_rsi,long,200,1.5,10,0.0,3,20,70,0,0,True,2.235453312546414,174,1.3422008767050913,56.896551724137936,4.427794591275092,43,1.4319285670966784,0.15981882817834467,61,1.3162411328679529,0.13202092256297296,70,1.31769700620841,0.1419749011657372
PB_both_MA200_RSI2_E5_X55_ATR1.5_H5_T0,pullback_rsi,both,200,1.5,5,0.0,2,5,55,0,0,True,2.2323067910408136,130,1.3883324343323362,69.23076923076923,2.10861089140032,45,1.0803842269034325,0.0226570339760759,37,1.564705593037023,0.1276190292113173,48,1.5602525428375822,0.16505329357601264
