candidate_id,family,direction,regime_ma,atr_stop,max_hold,target_r,rsi_period,rsi_entry,rsi_exit,breakout_lookback,exit_ema,valid,robust_score,development_trades,development_pf,development_win_rate_pct,development_max_dd_pct,fold1_trades,fold1_pf,fold1_avg_r,fold2_trades,fold2_pf,fold2_avg_r,fold3_trades,fold3_pf,fold3_avg_r
PB_long_MA100_RSI2_E5_X70_ATR3_H10_T0,pullback_rsi,long,100,3.0,10,0.0,2,5,70,0,0,True,3.637418207759747,68,2.3167136043303724,79.41176470588235,1.5965081060436814,18,3.8976455841099864,0.1895172400481911,20,4.480906220699639,0.24169289508181055,30,1.4478703046416366,0.08362011213383078
PB_long_MA100_RSI2_E5_X70_ATR3_H10_T2,pullback_rsi,long,100,3.0,10,2.0,2,5,70,0,0,True,3.637418207759747,68,2.3167136043303724,79.41176470588235,1.5965081060436814,18,3.8976455841099864,0.1895172400481911,20,4.480906220699639,0.24169289508181055,30,1.4478703046416366,0.08362011213383078
PB_long_MA200_RSI2_E5_X70_ATR3_H10_T0,pullback_rsi,long,200,3.0,10,0.0,2,5,70,0,0,True,2.862375633871739,89,2.0865912893923975,75.28089887640449,0.9063192689511612,27,2.3154755343998246,0.14334317135517538,24,2.054277452205369,0.1505342242310527,38,1.9866798707982312,0.1462275934368745
PB_long_MA200_RSI2_E5_X70_ATR3_H10_T2,pullback_rsi,long,200,3.0,10,2.0,2,5,70,0,0,True,2.862375633871739,89,2.0865912893923975,75.28089887640449,0.9063192689511612,27,2.3154755343998246,0.14334317135517538,24,2.054277452205369,0.1505342242310527,38,1.9866798707982312,0.1462275934368745
PB_long_MA200_RSI2_E5_X70_ATR1.5_H5_T0,pullback_rsi,long,200,1.5,5,0.0,2,5,70,0,0,True,2.683660662407636,98,1.680491813513397,64.28571428571429,2.1362773391543133,28,1.7985670850127349,0.21431177486386388,27,1.9302030302776545,0.23228312284877534,43,1.5138920352515879,0.18442063798986152
PB_long_MA200_RSI2_E5_X70_ATR1.5_H5_T2,pullback_rsi,long,200,1.5,5,2.0,2,5,70,0,0,True,2.6816979513527937,98,1.679013837388288,64.28571428571429,2.136277339154369,28,1.7985670850127349,0.21431177486386388,27,1.9298219381188162,0.2321879594555517,43,1.5112151092581658,0.1834599684995924
PB_long_MA200_RSI2_E5_X70_ATR2.25_H10_T0,pullback_rsi,long,200,2.25,10,0.0,2,5,70,0,0,True,2.655883635324183,92,1.8598503492753433,71.73913043478261,1.5407723792417838,28,1.893923962169479,0.15311471820135555,24,2.2247521540042015,0.2077790439595646,40,1.6798668574963873,0.1557366818315547
PB_long_MA200_RSI2_E5_X70_ATR2.25_H10_T2,pullback_rsi,long,200,2.25,10,2.0,2,5,70,0,0,True,2.655883635324183,92,1.8598503492753433,71.73913043478261,1.5407723792417838,28,1.893923962169479,0.15311471820135555,24,2.2247521540042015,0.2077790439595646,40,1.6798668574963873,0.1557366818315547
PB_both_MA200_RSI2_E5_X70_ATR3_H10_T0,pullback_rsi,both,200,3.0,10,0.0,2,5,70,0,0,True,2.6366341243888263,117,1.787137939383226,70.94017094017094,0.8740795573076943,41,1.4371129252786572,0.061708204211385856,33,1.9908053973078388,0.1263515037750617,43,1.9827273527592848,0.1365799282192335
PB_both_MA200_RSI2_E5_X70_ATR3_H10_T2,pullback_rsi,both,200,3.0,10,2.0,2,5,70,0,0,True,2.6366341243888263,117,1.787137939383226,70.94017094017094,0.8740795573076943,41,1.4371129252786572,0.061708204211385856,33,1.9908053973078388,0.1263515037750617,43,1.9827273527592848,0.1365799282192335
PB_long_MA200_RSI3_E20_X70_ATR3_H10_T0,pullback_rsi,long,200,3.0,10,0.0,3,20,70,0,0,True,2.6183821447775673,139,1.8838867580051937,74.82014388489209,1.5086393242069396,37,1.912016186836471,0.13697468476295968,49,2.342275109051425,0.1797661157584866,53,1.6041614010368328,0.12895618893717029
PB_long_MA200_RSI3_E20_X70_ATR3_H10_T2,pullback_rsi,long,200,3.0,10,2.0,3,20,70,0,0,True,2.6183821447775673,139,1.8838867580051937,74.82014388489209,1.5086393242069396,37,1.912016186836471,0.13697468476295968,49,2.342275109051425,0.1797661157584866,53,1.6041614010368328,0.12895618893717029
PB_long_MA200_RSI2_E5_X70_ATR3_H5_T0,pullback_rsi,long,200,3.0,5,0.0,2,5,70,0,0,True,2.6013666597082317,90,1.7683345752201465,70.0,1.167211936985335,27,1.927177924827633,0.12041117954796318,24,1.8325624254815018,0.11081227980746026,39,1.6543893022032314,0.11223060037506787
PB_long_MA200_RSI2_E5_X70_ATR3_H5_T2,pullback_rsi,long,200,3.0,5,2.0,2,5,70,0,0,True,2.6013666597082317,90,1.7683345752201465,70.0,1.167211936985335,27,1.927177924827633,0.12041117954796318,24,1.8325624254815018,0.11081227980746026,39,1.6543893022032314,0.11223060037506787
BO_long_MA100_D50_EMA20_ATR2_H50,breakout,long,100,2.0,50,0.0,0,0,0,50,20,True,2.581165991407398,86,1.7381337915367365,48.837209302325576,1.3330514952266892,24,1.0188823942053993,0.006074890192808972,33,2.1072824210083896,0.30503625295876896,29,1.9749206483396562,0.3120182810762568
PB_long_MA200_RSI2_E5_X70_ATR2.25_H5_T0,pullback_rsi,long,200,2.25,5,0.0,2,5,70,0,0,True,2.5567284807197446,94,1.6562953062375334,67.02127659574468,1.8282847159966087,28,1.7953098241507057,0.14254991060667552,25,1.867958162459243,0.15572727493273464,41,1.495767540768418,0.12406702273622365
PB_long_MA200_RSI2_E5_X70_ATR2.25_H5_T2,pullback_rsi,long,200,2.25,5,2.0,2,5,70,0,0,True,2.5567284807197446,94,1.6562953062375334,67.02127659574468,1.8282847159966087,28,1.7953098241507057,0.14254991060667552,25,1.867958162459243,0.15572727493273464,41,1.495767540768418,0.12406702273622365
