starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,212.38,-87.62,-29.21,56,10,46,17.86,-0.66,-0.0117,0.0477,67.9,M15
300.0,522.12,222.12,74.04,31,9,22,29.03,15.55,0.5015,0.0344,36.59,M30
