symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,0.71216,0.71066,0.71416,0.71416,win,1.2733,0.06,9.0,200.0,0.71216,0.71173,1.0118
EURUSD,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,1.16252,1.16102,1.16452,1.16452,win,1.28,0.0533,8.0,200.0,1.16252,1.16152,1.8018
GBPUSD,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,1.34102,1.33952,1.34302,1.34302,win,1.2667,0.0667,10.0,200.0,1.34102,1.34025,1.0094
NZDUSD,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,0.58963,0.58813,0.59163,0.59163,win,1.24,0.0933,14.0,200.0,0.58963,0.58897,1.917
USDCAD,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:15:00,SELL,1.38462,1.38612,1.38262,1.38262,win,1.24,0.0933,14.0,200.0,1.38534,1.38462,1.3622
USDCHF,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,SELL,0.788,0.7895,0.786,0.786,win,1.2467,0.0867,13.0,200.0,0.78906,0.788,2.3008
USDJPY,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,SELL,159.402,159.552,159.202,159.202,win,1.2667,0.0667,10.0,20000.0,159.456,159.402,1.3102
EURGBP,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 12:45:00,2026-05-28 21:00:00,BUY,0.86692,0.86542,0.86892,0.86647,timeout,-0.3867,0.0867,13.0,-45.0,0.86692,0.86644,1.8512
EURUSD,30,1.3333333333333333,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,SELL,1.16426,1.16576,1.16226,1.16576,loss,-1.0533,0.0533,8.0,-150.0,1.16484,1.16426,0.9988
USDCAD,30,1.3333333333333333,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 12:45:00,BUY,1.38086,1.37936,1.38286,1.38286,win,1.24,0.0933,14.0,200.0,1.38086,1.37991,2.2056
USDCHF,30,1.3333333333333333,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 13:30:00,BUY,0.78246,0.78096,0.78446,0.78096,loss,-1.0867,0.0867,13.0,-150.0,0.78246,0.78175,1.4099
USDJPY,30,1.3333333333333333,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 15:00:00,BUY,159.278,159.128,159.478,159.128,loss,-1.0667,0.0667,10.0,-15000.0,159.278,159.248,0.7865
AUDUSD,30,1.3333333333333333,2026-05,2026-05-29,2026-05-29 12:45:00,2026-05-29 14:45:00,BUY,0.71747,0.71597,0.71947,0.71947,win,1.2733,0.06,9.0,200.0,0.71747,0.71671,1.9206
NZDUSD,30,1.3333333333333333,2026-05,2026-05-29,2026-05-29 12:45:00,2026-05-29 20:45:00,BUY,0.59772,0.59622,0.59972,0.59885,timeout,0.66,0.0933,14.0,113.0,0.59772,0.59707,1.75
AUDUSD,30,1.3333333333333333,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 13:00:00,SELL,0.71698,0.71848,0.71498,0.71498,win,1.2733,0.06,9.0,200.0,0.7174,0.71698,1.225
USDCAD,30,1.3333333333333333,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 21:00:00,BUY,1.38367,1.38217,1.38567,1.38401,timeout,0.1333,0.0933,14.0,34.0,1.38367,1.38259,2.4
USDJPY,30,1.3333333333333333,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 13:00:00,SELL,159.457,159.607,159.257,159.607,loss,-1.0667,0.0667,10.0,-15000.0,159.491,159.457,1.5658
NZDUSD,30,1.3333333333333333,2026-06,2026-06-01,2026-06-01 12:45:00,2026-06-01 13:00:00,BUY,0.59553,0.59403,0.59753,0.59403,loss,-1.0933,0.0933,14.0,-150.0,0.59553,0.59507,1.3586
EURGBP,30,1.3333333333333333,2026-06,2026-06-01,2026-06-01 13:00:00,2026-06-01 21:00:00,BUY,0.86507,0.86357,0.86707,0.86423,timeout,-0.6467,0.0867,13.0,-84.0,0.86507,0.86478,1.1341
AUDUSD,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 21:00:00,SELL,0.71777,0.71927,0.71577,0.7178,timeout,-0.08,0.06,9.0,-3.0,0.71819,0.71777,1.4067
EURGBP,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 16:30:00,BUY,0.86474,0.86324,0.86674,0.86324,loss,-1.0867,0.0867,13.0,-150.0,0.86474,0.86452,0.939
EURUSD,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 14:00:00,BUY,1.16534,1.16384,1.16734,1.16384,loss,-1.0533,0.0533,8.0,-150.0,1.16534,1.16469,1.8724
GBPUSD,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 17:00:00,BUY,1.34767,1.34617,1.34967,1.34617,loss,-1.0667,0.0667,10.0,-150.0,1.34767,1.34702,1.2449
NZDUSD,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 21:00:00,SELL,0.59326,0.59476,0.59126,0.59218,timeout,0.6267,0.0933,14.0,108.0,0.5938,0.59326,1.8394
USDCAD,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 13:30:00,BUY,1.3842,1.3827,1.3862,1.3827,loss,-1.0933,0.0933,14.0,-150.0,1.3842,1.38354,1.848
USDCHF,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 17:15:00,BUY,0.78545,0.78395,0.78745,0.78745,win,1.2467,0.0867,13.0,200.0,0.78545,0.78496,1.3269
USDJPY,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 18:00:00,BUY,159.77,159.62,159.97,159.97,win,1.2667,0.0667,10.0,20000.0,159.77,159.729,1.7447
AUDUSD,30,1.3333333333333333,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 13:45:00,SELL,0.71591,0.71741,0.71391,0.71391,win,1.2733,0.06,9.0,200.0,0.71657,0.71591,1.3648
EURUSD,30,1.3333333333333333,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 21:00:00,SELL,1.16066,1.16216,1.15866,1.15972,timeout,0.5733,0.0533,8.0,94.0,1.16183,1.16066,2.3982
GBPUSD,30,1.3333333333333333,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 16:00:00,SELL,1.34407,1.34557,1.34207,1.34207,win,1.2667,0.0667,10.0,200.0,1.34507,1.34407,1.4493
NZDUSD,30,1.3333333333333333,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 13:45:00,SELL,0.58913,0.59063,0.58713,0.58713,win,1.24,0.0933,14.0,200.0,0.59006,0.58913,2.3759
USDCAD,30,1.3333333333333333,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 14:45:00,BUY,1.38571,1.38421,1.38771,1.38771,win,1.24,0.0933,14.0,200.0,1.38571,1.38532,0.9192
USDCHF,30,1.3333333333333333,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 16:15:00,BUY,0.78983,0.78833,0.79183,0.79183,win,1.2467,0.0867,13.0,200.0,0.78983,0.7886,3.3308
USDJPY,30,1.3333333333333333,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 19:45:00,BUY,159.863,159.713,160.063,160.063,win,1.2667,0.0667,10.0,20000.0,159.863,159.805,0.6369
USDCAD,30,1.3333333333333333,2026-06,2026-06-04,2026-06-04 12:30:00,2026-06-04 20:00:00,SELL,1.38901,1.39051,1.38701,1.39051,loss,-1.0933,0.0933,14.0,-150.0,1.38976,1.38901,1.5933
EURUSD,30,1.3333333333333333,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 18:45:00,SELL,1.16342,1.16492,1.16142,1.16142,win,1.28,0.0533,8.0,200.0,1.16448,1.16342,1.7296
GBPUSD,30,1.3333333333333333,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 15:30:00,SELL,1.34519,1.34669,1.34319,1.34319,win,1.2667,0.0667,10.0,200.0,1.34622,1.34519,1.5422
