symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,15,1.0,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 14:00:00,BUY,0.71253,0.71053,0.71453,0.71453,win,0.955,0.045,9.0,200.0,0.71253,0.71199,0.9594
EURGBP,15,1.0,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 16:00:00,BUY,0.8662,0.8642,0.8682,0.86679,timeout,0.23,0.065,13.0,59.0,0.8662,0.86597,1.0878
GBPUSD,15,1.0,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 12:45:00,SELL,1.34037,1.34237,1.33837,1.34237,loss,-1.05,0.05,10.0,-200.0,1.34114,1.34037,1.0538
NZDUSD,15,1.0,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 13:00:00,BUY,0.58916,0.58716,0.59116,0.59116,win,0.93,0.07,14.0,200.0,0.58916,0.58862,1.0471
USDCHF,15,1.0,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 10:30:00,BUY,0.78771,0.78571,0.78971,0.78971,win,0.935,0.065,13.0,200.0,0.78771,0.78732,1.1098
USDJPY,15,1.0,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 14:00:00,BUY,159.494,159.294,159.694,159.294,loss,-1.05,0.05,10.0,-20000.0,159.494,159.437,1.3212
EURUSD,15,1.0,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 12:30:00,SELL,1.16098,1.16298,1.15898,1.16298,loss,-1.04,0.04,8.0,-200.0,1.16174,1.16098,1.4575
EURJPY,15,1.0,2026-05,2026-05-28,2026-05-28 08:00:00,2026-05-28 12:30:00,SELL,185.156,185.356,184.956,185.356,loss,-1.08,0.08,16.0,-20000.0,185.257,185.156,1.4154
EURGBP,15,1.0,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 16:00:00,BUY,0.86719,0.86519,0.86919,0.86649,timeout,-0.415,0.065,13.0,-70.0,0.86719,0.86688,1.736
EURJPY,15,1.0,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 08:00:00,SELL,185.452,185.652,185.252,185.252,win,0.92,0.08,16.0,20000.0,185.549,185.452,1.8107
EURUSD,15,1.0,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 08:45:00,SELL,1.16481,1.16681,1.16281,1.16281,win,0.96,0.04,8.0,200.0,1.1653,1.16481,1.2846
GBPUSD,15,1.0,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 08:45:00,SELL,1.3431,1.3451,1.3411,1.3411,win,0.95,0.05,10.0,200.0,1.34416,1.3431,2.3407
USDCAD,15,1.0,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 12:30:00,BUY,1.37987,1.37787,1.38187,1.38187,win,0.93,0.07,14.0,200.0,1.37987,1.37928,1.7389
USDCHF,15,1.0,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 12:45:00,BUY,0.78365,0.78165,0.78565,0.78165,loss,-1.065,0.065,13.0,-200.0,0.78365,0.78325,1.4737
USDJPY,15,1.0,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 16:00:00,BUY,159.253,159.053,159.453,159.234,timeout,-0.145,0.05,10.0,-1900.0,159.253,159.2,1.4324
EURJPY,15,1.0,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 11:00:00,SELL,185.861,186.061,185.661,185.661,win,0.92,0.08,16.0,20000.0,185.953,185.861,1.7741
EURUSD,15,1.0,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 13:00:00,SELL,1.16557,1.16757,1.16357,1.16357,win,0.96,0.04,8.0,200.0,1.16644,1.16557,2.2145
GBPUSD,15,1.0,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 13:00:00,SELL,1.34622,1.34822,1.34422,1.34422,win,0.95,0.05,10.0,200.0,1.34724,1.34622,1.9116
NZDUSD,15,1.0,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 10:00:00,SELL,0.59702,0.59902,0.59502,0.59502,win,0.93,0.07,14.0,200.0,0.59722,0.59702,0.587
USDCAD,15,1.0,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 11:00:00,BUY,1.38069,1.37869,1.38269,1.38269,win,0.93,0.07,14.0,200.0,1.38069,1.38038,1.0383
USDCHF,15,1.0,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 12:45:00,BUY,0.78264,0.78064,0.78464,0.78464,win,0.935,0.065,13.0,200.0,0.78264,0.78196,2.1441
USDJPY,15,1.0,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 13:15:00,BUY,159.463,159.263,159.663,159.663,win,0.95,0.05,10.0,20000.0,159.463,159.405,2.1201
