date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 08:00:00,2026-05-28 12:30:00,EURJPY,SELL,loss,-1.08,20.0,15.03,1
2026-05-29,2026-05-29 07:15:00,2026-05-29 08:00:00,EURJPY,SELL,win,0.92,15.03,18.21,1
2026-06-01,2026-06-01 07:15:00,2026-06-01 11:00:00,EURJPY,SELL,win,0.92,18.21,22.07,1
2026-06-02,2026-06-02 07:15:00,2026-06-02 12:30:00,EURJPY,SELL,loss,-1.08,22.07,16.59,1
2026-06-03,2026-06-03 07:15:00,2026-06-03 07:30:00,EURJPY,SELL,win,0.92,16.59,20.09,1
2026-06-04,2026-06-04 07:15:00,2026-06-04 09:30:00,EURJPY,SELL,loss,-1.08,20.09,15.1,1
2026-06-05,2026-06-05 07:15:00,2026-06-05 08:15:00,EURJPY,BUY,win,0.92,15.1,18.3,1
2026-06-08,2026-06-08 07:15:00,2026-06-08 08:30:00,EURJPY,BUY,loss,-1.08,18.3,13.75,1
2026-06-09,2026-06-09 07:15:00,2026-06-09 09:00:00,EURJPY,SELL,loss,-1.08,13.75,10.34,1
2026-06-10,2026-06-10 07:15:00,2026-06-10 13:30:00,EURJPY,BUY,win,0.92,10.34,12.52,1
2026-06-11,2026-06-11 07:15:00,2026-06-11 08:45:00,EURJPY,BUY,loss,-1.08,12.52,9.41,1
2026-06-12,2026-06-12 07:15:00,2026-06-12 16:00:00,EURJPY,SELL,timeout,-0.105,9.41,9.19,1
2026-06-15,2026-06-15 07:15:00,2026-06-15 11:00:00,EURJPY,SELL,loss,-1.08,9.19,6.9,1
2026-06-16,2026-06-16 07:15:00,2026-06-16 08:45:00,EURJPY,BUY,win,0.92,6.9,8.37,1
2026-06-17,2026-06-17 07:15:00,2026-06-17 07:45:00,EURJPY,BUY,loss,-1.08,8.37,6.29,1
2026-06-18,2026-06-18 07:15:00,2026-06-18 08:30:00,EURJPY,SELL,win,0.92,6.29,7.62,1
2026-06-19,2026-06-19 07:15:00,2026-06-19 08:30:00,EURJPY,BUY,win,0.92,7.62,9.23,1
2026-06-22,2026-06-22 07:15:00,2026-06-22 13:00:00,EURJPY,SELL,win,0.92,9.23,11.18,1
2026-06-23,2026-06-23 07:15:00,2026-06-23 07:30:00,EURJPY,BUY,loss,-1.08,11.18,8.4,1
2026-06-24,2026-06-24 08:00:00,2026-06-24 10:45:00,EURJPY,SELL,win,0.92,8.4,10.18,1
2026-06-25,2026-06-25 07:15:00,2026-06-25 08:15:00,EURJPY,SELL,loss,-1.08,10.18,7.65,1
2026-06-26,2026-06-26 07:30:00,2026-06-26 08:15:00,EURJPY,BUY,win,0.92,7.65,9.27,1
