trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
20,11,7,2,55.0,2.34,20.0,21.08,1,52399.91,False,,55.1,13.23,USDCAD
21,2,1,18,9.52,-1.37,20.0,12.34,1,52399.91,False,,60.71,8.27,EURGBP
19,6,7,6,31.58,-0.46,20.0,12.03,1,52399.91,False,,67.3,9.93,AUDUSD
22,5,5,12,22.73,-1.41,20.0,10.43,1,52399.91,False,,61.69,10.43,USDJPY
22,11,10,1,50.0,-0.79,20.0,9.27,1,52399.91,False,,71.51,6.29,EURJPY
19,5,7,7,26.32,-2.77,20.0,7.2,1,52399.91,False,,76.88,7.2,NZDUSD
20,8,10,2,40.0,-3.1,20.0,5.83,1,52399.91,False,,74.11,5.83,GBPUSD
21,8,11,2,38.1,-3.74,20.0,4.87,1,52399.91,False,,87.46,3.1,EURUSD
21,6,11,4,28.57,-5.65,20.0,3.21,1,52399.91,False,,90.24,2.64,USDCHF
