starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,month,symbol
300.0,292.03,-7.97,-2.66,3,2,1,66.67,-0.51,-0.1685,0.0225,5.23,2025-12,US30
300.0,456.89,156.89,52.3,16,7,9,43.75,9.52,0.5949,0.025,10.08,2026-01,US30
300.0,342.89,42.89,14.3,19,8,11,42.11,4.11,0.2165,0.0272,16.02,2026-02,US30
300.0,328.49,28.49,9.5,17,8,9,47.06,2.42,0.1423,0.0154,18.69,2026-03,US30
300.0,240.56,-59.44,-19.81,14,4,10,28.57,-4.31,-0.3081,0.0211,21.01,2026-04,US30
300.0,299.63,-0.37,-0.12,13,5,8,38.46,0.28,0.0212,0.0223,10.1,2026-05,US30
300.0,368.89,68.89,22.96,14,8,6,57.14,4.52,0.3228,0.0181,11.76,2026-06,US30
