starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,401.38,101.38,33.79,67,27,40,40.3,8.33,0.1244,0.0237,25.04,M15
300.0,381.01,81.01,27.0,29,15,14,51.72,5.69,0.1964,0.0171,20.58,M30
