symbol,phase,name,config,score,train_return_pct,train_profit_factor,train_win_rate,train_max_dd_pct,train_trades,train_sharpe,train_recovery,train_expectancy_r,train_average_rr,train_longs,train_shorts,validation_return_pct,validation_profit_factor,validation_win_rate,validation_max_dd_pct,validation_trades,validation_sharpe,validation_recovery,validation_expectancy_r,validation_average_rr,validation_longs,validation_shorts
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""london-open"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""classic""}",-81.40250549175575,-17.766742726529127,0.37446064641198684,22.857142857142858,18.93755721117609,35,-2.2624710151834893,-0.9381749994684635,-0.5509690785669216,1.4800000000000624,35,0,5.550441580149568,1.1948787152171285,46.808510638297875,9.545307005662028,47,0.5484431053789934,0.5814838199397033,0.12314111899945163,1.479999999999994,47,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-open"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""classic""}",-79.05854509516541,-17.297191771186927,0.5952145644257512,41.86046511627907,21.958981916813723,43,-1.3393436066154183,-0.7877046320595892,-0.42522470560010744,1.4799999999999902,43,0,-22.453736862005258,0.5542010957303838,44.680851063829785,23.74357761723529,47,-1.3685989760520987,-0.9456762255451451,-0.5171208541990688,1.4799999999999938,47,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""classic""}",-40.94082840211256,-4.8482890102113485,0.824526446001357,37.2093023255814,12.129667104703646,43,-0.4967839701331132,-0.39970503463621665,-0.10800577546411368,1.4799999999999995,43,0,1.1269689187755727,1.038525150004017,42.5531914893617,7.774434878262271,47,0.14465753162557737,0.1449583071210278,0.031612145730928104,1.4800000000000013,47,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-power-hour"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""classic""}",-80.62342968755678,-19.138594126478115,0.43036432870828173,26.190476190476193,20.95813124848339,42,-2.114218548929683,-0.913182282311695,-0.49695478474417354,1.4800000000000006,42,0,9.371758986192757,1.3725369541499783,50.0,4.563277721785031,44,0.9306853379258386,2.053734082730073,0.21187139390547263,1.4800000000000089,44,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""london-open"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last1""}",-9979.0,-9.783125456635734,0.0,0.0,10.27452062849996,9,-2.582546485952256,-0.9521734210644173,-1.137197210161349,0.0,9,0,-0.6468321792859277,0.9193969543736079,41.66666666666667,4.330383331171717,12,-0.10528568507336966,-0.14937065146860973,-0.04561678268748043,1.4800000000000924,12,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-open"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last1""}",-9977.0,-10.638806317645667,0.20787439737419605,18.181818181818183,10.638806317645667,11,-1.7344410767598546,-1.0,-1.0083879838911847,1.4799999999999995,11,0,-21.037082599290148,0.12093906432328579,16.666666666666664,22.188689987475506,12,-2.0251784549930125,-0.9480993520196376,-1.9256530921982569,1.48,12,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last1""}",-9977.0,-6.838581670407873,0.28714657493397105,18.181818181818183,9.26568695794715,11,-1.5270796951531116,-0.7380544692957108,-0.6367498495415326,1.4800000000000106,11,0,0.1692539194801057,1.0231461191400661,41.66666666666667,4.290473884515378,12,0.052808177117512456,0.0394487704705429,0.021666666666662875,1.4799999999999909,12,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-power-hour"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last1""}",-9978.0,-9.620370682379031,0.12380006549187555,9.090909090909092,9.620370682379031,11,-2.161099938077517,-1.0,-0.9120687562403283,1.48,11,0,5.732571846437251,2.171602460972082,63.63636363636363,3.4593432815055447,11,1.0752595755740912,1.6571272001494954,0.5162899047463331,1.4800000000000229,11,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""london-open"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last2""}",-77.98756492405145,-11.397386696483736,0.2560010398510083,17.647058823529413,12.210473591057546,17,-1.9964819946278187,-0.9334106995514668,-0.7038032601778189,1.4799999999998381,17,0,1.7346936766243548,1.117483477227846,45.83333333333333,6.920365825103946,24,0.26113083055218583,0.25066502558747306,0.08004578769925934,1.480000000000046,24,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-open"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last2""}",-96.31003517450186,-15.512031654839953,0.3809631415163961,30.434782608695656,15.636378495476222,23,-1.6836824441497893,-0.992047593330371,-0.717014475342571,1.4800000000000344,23,0,-23.83071851822106,0.27140932260233597,29.166666666666668,24.35002407170329,24,-2.03678202251249,-0.9786733043075014,-1.1067682028834025,1.4800000000000797,24,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last2""}",-80.27663541011559,-13.670038917817484,0.2855413385472334,17.391304347826086,16.29158845809895,23,-2.2633897648953503,-0.8390857007575446,-0.6322761311341933,1.4800000000000118,23,0,-2.2041454341511058,0.8577456934198266,37.5,7.057537015257564,24,-0.29752653126459855,-0.3123108570859781,-0.08549424701527109,1.480000000000016,24,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-power-hour"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last2""}",-106.2952903560542,-20.698351472395892,0.11576782978946261,8.695652173913043,22.080910559122447,23,-2.9601872939944367,-0.9373866814493585,-0.9981110666744096,1.480000000000016,23,0,-1.2913508032844967,0.9098163447512839,40.909090909090914,6.77588148922853,22,-0.1605409489506221,-0.19058048835968114,-0.050861515003241896,1.480000000000017,22,0
USTEC,calendar-timeframe-session,calendar-timeframe-session,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""london-open"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M5"", ""trend"": ""none"", ""window"": ""last3""}",-87.08845697714393,-17.368366523128653,0.27066782030889763,19.230769230769234,19.320712490779567,26,-2.4060465820308017,-0.8989506226241588,-0.7247678815778318,1.479999999999903,26,0,-1.7444032783015984,0.9300166418343673,44.44444444444444,8.703315782351206,36,-0.1443970491291494,-0.20042973527847185,-0.03907628540482976,1.4800000000000073,36,0
