symbol,paths,profitable_probability,return_p5,return_median,return_p95,dd_median,dd_p95,trades
USTEC,10000,78.38000000000001,-5.242023411691187,5.36095364463578,18.770660503858807,4.840614292841766,9.201995433936109,34
US30,10000,67.36999999999999,-13.918824281313512,6.7978914333935325,38.21258686539185,9.689169841737723,18.316873389123288,39
