symbol,paths,profitable_probability,return_p5,return_median,return_p95,dd_median,dd_p95
USTEC,10000,72.86,-6.780761026805794,4.285249531342117,18.214200747628933,5.316309945924303,10.258162658661472
US30,10000,52.52,-17.483418586928423,0.7357295661359786,26.524962696536644,11.48393998984702,21.276566317858922
