symbol,phase,name,config,score,train_return_pct,train_profit_factor,train_win_rate,train_max_dd_pct,train_trades,train_sharpe,train_recovery,train_expectancy_r,train_average_rr,train_longs,train_shorts,validation_return_pct,validation_profit_factor,validation_win_rate,validation_max_dd_pct,validation_trades,validation_sharpe,validation_recovery,validation_expectancy_r,validation_average_rr,validation_longs,validation_shorts
USTEC,management,management,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""none"", ""max_hold_hours"": 6, ""rr"": 2.5, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""M30"", ""trend"": ""none"", ""window"": ""first3""}",17.17549027597836,17.66271129894492,1.9508955024969337,53.125,6.081300681944047,32,1.5466379763194993,2.904429861754274,0.5231668606008978,2.0034127010222456,32,0,15.665311545847317,1.9223431234795507,54.285714285714285,5.186343021484674,35,1.4412824559978445,3.020492759725497,0.42722915013117274,1.60554246185552,35,0
USTEC,management,management,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""breakeven"", ""max_hold_hours"": 6, ""rr"": 2.5, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""M30"", ""trend"": ""none"", ""window"": ""first3""}",16.99522607908396,20.052226099765626,2.1977034148400008,53.125,6.081300681944068,32,1.752789665723988,3.2973581061864774,0.5856668606008978,2.0034127010222456,32,0,15.26118029202399,1.9172938164293327,51.42857142857142,5.186343021484674,35,1.411017265596044,2.942570560567209,0.41716502769182395,1.6612076383805783,35,0
USTEC,management,management,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""atr-trail"", ""max_hold_hours"": 6, ""rr"": 2.5, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""M30"", ""trend"": ""none"", ""window"": ""first3""}",13.557619380474305,12.370455542367909,1.7574648980423855,56.25,6.081300681944047,32,1.2609814092822549,2.0341792306203432,0.3760133776249665,1.5231596694704075,32,0,12.157247708622187,1.7443577315961785,54.285714285714285,5.186343021484674,35,1.2053509859070553,2.344088630131136,0.33801507575449674,1.4293124050971813,35,0
USTEC,management,management,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""dynamic-m15-50-20"", ""max_hold_hours"": 6, ""rr"": 2.5, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""M30"", ""trend"": ""none"", ""window"": ""first3""}",13.987769760571055,17.4021354058572,1.979997620346162,56.25,6.08130068194408,32,1.5550527682851225,2.861581151138552,0.5156572617502533,1.82209493078653,32,0,12.281106971764233,1.7530608371855507,57.14285714285714,5.251759559150337,35,1.2205386773898852,2.3384747213657944,0.34110029898215655,1.3599735993006026,35,0
US30,management,management,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""none"", ""max_hold_hours"": 24, ""rr"": 6.0, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""H1"", ""trend"": ""none"", ""window"": ""classic""}",13.88000448659053,21.249737761258046,1.9347708664039525,53.48837209302325,6.45558677581618,43,1.4452293216914869,3.2916818407373114,0.4645412145636158,1.7838367247670854,43,0,15.552749997534221,1.6157340279252987,44.680851063829785,6.580890111663196,47,1.0879517153066847,2.363320118348482,0.3237534452315379,1.9079717204357938,47,0
US30,management,management,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""breakeven"", ""max_hold_hours"": 24, ""rr"": 6.0, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""H1"", ""trend"": ""none"", ""window"": ""classic""}",4.59185638223104,16.750079464288437,1.793592991755038,46.51162790697674,6.738331339840298,43,1.2182075050195718,2.4857904159823376,0.3755104776976474,1.8042670934566805,43,0,5.809299040892157,1.2476123862418655,29.78723404255319,7.7613596864053775,47,0.47173612538163484,0.7484898620363639,0.1336302146689525,2.1537846002998906,47,0
US30,management,management,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""atr-trail"", ""max_hold_hours"": 24, ""rr"": 6.0, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""H1"", ""trend"": ""none"", ""window"": ""classic""}",-0.2899449881913363,18.379011271905267,1.8771569013582894,58.139534883720934,6.403957392541349,43,1.352555573724104,2.869945901468862,0.407144257185066,1.493823775483704,43,0,1.15674997351638,1.0508783707652498,48.93617021276596,8.342988899310633,47,0.15974977073059918,0.13864934827037348,0.03168887193781638,1.0948583172102204,47,0
US30,management,management,"{""confirmation"": ""none"", ""direction"": ""long-only"", ""entry_time"": ""ny-first-hour"", ""management"": ""dynamic-m15-50-20"", ""max_hold_hours"": 24, ""rr"": 6.0, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""H1"", ""trend"": ""none"", ""window"": ""classic""}",13.88000448659053,20.993559887987743,1.9240393580521837,53.48837209302325,6.4039573925413595,43,1.4323782806394594,3.278216671528574,0.4595591932561339,1.7745225110183152,43,0,15.552749997534221,1.6157340279252987,44.680851063829785,6.580890111663196,47,1.0879517153066847,2.363320118348482,0.3237534452315379,1.9079717204357938,47,0
