instrument,broker_symbol,config,sample,trades,wins,losses,win_rate_pct,net_r,profit_factor,expectancy_r,risk_pct,processed_trades,ruined,max_drawdown_pct,ending_balance,max_dd_pct_at_1pct,ending_balance_at_1pct,selection_score
XAUUSD,XAUUSD..,trail_start_3R_distance_2R,train,16,7,9,43.75,31.14321724395456,4.460357471550506,1.94645107774716,1.0,16,False,3.940399,1340.8508971053072,3.940399,1340.8508971053072,8.297241971721217
XAUUSD,XAUUSD..,trail_start_2R_distance_2R,validation,9,4,5,44.44444444444444,3.058257770984418,1.6116515541968837,0.33980641899826863,1.0,9,False,2.970100000000002,1029.7611794808333,2.970100000000002,1029.7611794808333,
XAUUSD,XAUUSD..,trail_start_2R_distance_2R,last_30_days,2,2,0,100.0,1.2872960017018715,inf,0.6436480008509358,1.0,2,False,0.0,1012.8895022187769,0.0,1012.8895022187769,
XAGUSD,XAGUSD..,fixed_1R,train,42,29,13,69.04761904761905,16.943927464314626,2.4054268016521503,0.4034268443884435,1.0,42,False,3.959609959604008,1182.2444932966969,3.959609959604008,1182.2444932966969,2.816934391122103
XAGUSD,XAGUSD..,fixed_1.5R,train,36,23,13,63.888888888888886,22.150571122640795,2.7936514589148684,0.6152936422955776,1.0,36,False,3.9403990000000015,1243.9920989906598,3.9403990000000015,1243.9920989906598,3.953193612610696
XAGUSD,XAGUSD..,fixed_2R,train,34,20,14,58.82352941176471,26.65057112264077,2.9963828690709313,0.7838403271364932,1.0,34,False,5.8519850598999845,1299.3832979480615,5.8519850598999845,1299.3832979480615,4.785913268737335
XAGUSD,XAGUSD..,fixed_2.5R,train,31,16,15,51.61290322580645,25.650571122640752,2.78756738974557,0.8274377781497017,1.0,31,False,5.85198505989999,1285.1413154145146,5.85198505989999,1285.1413154145146,4.791034279706998
XAGUSD,XAGUSD..,fixed_3R,train,27,13,14,48.148148148148145,25.650571122640766,2.921473297344158,0.9500211526903988,1.0,27,False,6.793465209301003,1284.1559431356911,6.793465209301003,1284.1559431356911,5.102937100404346
XAGUSD,XAGUSD..,fixed_4R,train,27,12,15,44.44444444444444,33.65057112264077,3.3450808676946853,1.2463174489866953,1.0,27,False,6.793465209300989,1386.0187679690525,6.793465209300989,1386.0187679690525,6.706078953795929
XAGUSD,XAGUSD..,fixed_5R,train,24,7,17,29.166666666666668,18.650571122640763,2.1407475614312226,0.7771071301100317,1.0,24,False,6.793465209300993,1193.8905706743535,6.793465209300993,1193.8905706743535,3.856405414339034
XAGUSD,XAGUSD..,trail_start_1R_distance_0.5R,train,40,26,14,65.0,23.89410938714579,2.830114632240091,0.5973527346786447,1.0,40,False,4.116040545048142,1264.4084036006734,4.116040545048142,1264.4084036006734,4.037865989263622
XAGUSD,XAGUSD..,trail_start_1R_distance_1R,train,36,22,14,61.111111111111114,25.528443523972054,3.0883322247649008,0.7091234312214459,1.0,36,False,4.232635918290456,1283.4272089398335,4.232635918290456,1283.4272089398335,4.548684984311792
XAGUSD,XAGUSD..,trail_start_1R_distance_1.5R,train,33,19,14,57.57575757575758,32.074429511225674,3.6683720302000444,0.971952409431081,1.0,33,False,4.708130943240461,1366.5898719157453,4.708130943240461,1366.5898719157453,5.945372072230813
XAGUSD,XAGUSD..,trail_start_1R_distance_2R,train,29,12,17,41.37931034482759,29.519591202699413,3.0615360342270708,1.0179169380241178,1.0,29,False,5.254260175856084,1324.416435727552,5.254260175856084,1324.416435727552,5.73071046933341
XAGUSD,XAGUSD..,trail_start_1.5R_distance_0.5R,train,36,22,14,61.111111111111114,26.06934962441353,2.9528438155603354,0.7241486006781536,1.0,36,False,3.9403990000000007,1291.6844119166853,3.9403990000000007,1291.6844119166853,4.630202216402972
XAGUSD,XAGUSD..,trail_start_1.5R_distance_1R,train,33,19,14,57.57575757575758,24.38709453908171,2.826826807582942,0.7390028648206578,1.0,33,False,4.232635918290433,1268.5970887673989,4.232635918290433,1268.5970887673989,4.499966837339167
XAGUSD,XAGUSD..,trail_start_1.5R_distance_1.5R,train,33,19,14,57.57575757575758,30.745224631200532,3.3031116097666726,0.9316734736727434,1.0,33,False,4.7081309432404375,1348.3950807842725,4.7081309432404375,1348.3950807842725,5.659198139366157
XAGUSD,XAGUSD..,trail_start_1.5R_distance_2R,train,29,12,17,41.37931034482759,29.498928169093606,3.057124518806437,1.0172044196239174,1.0,29,False,5.274031144318788,1324.1400645088474,5.274031144318788,1324.1400645088474,5.725420874268611
XAGUSD,XAGUSD..,trail_start_2R_distance_0.5R,train,33,18,15,54.54545454545454,31.155254230280015,3.171184267789033,0.9440986130387883,1.0,33,False,5.851985059900009,1356.0707273371106,5.851985059900009,1356.0707273371106,5.665031864883338
XAGUSD,XAGUSD..,trail_start_2R_distance_1R,train,32,17,15,53.125,38.00992189478996,3.6488804690173167,1.1878100592121863,1.0,32,False,5.851985059900005,1448.1965565735081,5.851985059900005,1448.1965565735081,7.03252104900085
XAGUSD,XAGUSD..,trail_start_2R_distance_1.5R,train,31,17,14,54.83870967741935,32.521171468123796,3.436147026730112,1.0490700473588321,1.0,31,False,5.851985059899998,1372.2108926021087,5.851985059899998,1372.2108926021087,6.1223174754104255
XAGUSD,XAGUSD..,trail_start_2R_distance_2R,train,27,13,14,48.148148148148145,32.27487500601686,3.4176970642358624,1.1953657409635876,1.0,27,False,5.851985059899985,1361.2225485306653,5.851985059899985,1361.2225485306653,6.489877748167834
XAGUSD,XAGUSD..,trail_start_3R_distance_0.5R,train,31,15,16,48.38709677419355,34.665243762473864,3.2584060970246203,1.1182336697572215,1.0,31,False,6.793465209301,1401.2508897596817,6.793465209301,1401.2508897596817,6.443083881972546
XAGUSD,XAGUSD..,trail_start_3R_distance_1R,train,31,15,16,48.38709677419355,34.87313944654373,3.2719502937325853,1.124939982146572,1.0,31,False,6.793465209300995,1403.4703454670346,6.793465209300995,1403.4703454670346,6.482454678606172
XAGUSD,XAGUSD..,trail_start_3R_distance_1.5R,train,30,14,16,46.666666666666664,28.930531162471496,2.884795284151888,0.9643510387490498,1.0,30,False,6.793465209300999,1323.6327234435125,6.793465209300999,1323.6327234435125,5.442948857014675
XAGUSD,XAGUSD..,trail_start_3R_distance_2R,train,27,11,16,40.74074074074074,29.692354971202597,2.934427346348991,1.0997168507852815,1.0,27,False,6.793465209301007,1326.3769457423723,6.793465209301007,1326.3769457423723,5.882721872079557
XAGUSD,XAGUSD..,trail_start_2R_distance_1R,validation,5,3,2,60.0,3.7937351982751357,4.743123442555322,0.7587470396550271,1.0,5,False,1.0,1038.2002707462098,1.0,1038.2002707462098,
XAGUSD,XAGUSD..,trail_start_2R_distance_1R,last_30_days,2,1,1,50.0,1.5749021882666403,117.47596920500962,0.7874510941333202,1.0,2,False,0.013521262789365456,1015.7468741335762,0.013521262789365456,1015.7468741335762,
BTCUSD,BTCUSD,fixed_1R,train,61,30,31,49.18032786885246,-0.09307147165259468,0.9969072126206768,-0.0015257618303704044,1.0,61,False,5.880226640035733,996.07641932553,5.880226640035733,996.07641932553,-0.09758956454948903
BTCUSD,BTCUSD,fixed_1.5R,train,46,19,27,41.30434782608695,2.7998942692758524,1.1089448541034062,0.060867266723388096,1.0,46,False,5.019848201294542,1024.9104581989568,5.019848201294542,1024.9104581989568,0.37836968815264727
BTCUSD,BTCUSD,fixed_2R,train,42,16,26,38.095238095238095,5.837021046776171,1.2279460006075615,0.13897669158990883,1.0,42,False,4.551965680118656,1055.5156891332608,4.551965680118656,1055.5156891332608,0.9027851742031875
BTCUSD,BTCUSD,fixed_2.5R,train,37,12,25,32.432432432432435,4.337021046776159,1.1762512703121584,0.1172167850480043,1.0,37,False,6.423495764822213,1039.4161042559415,6.423495764822213,1039.4161042559415,0.6324997279659564
BTCUSD,BTCUSD,fixed_3R,train,36,11,25,30.555555555555557,6.837021046776171,1.2778482353782905,0.1899172512993381,1.0,36,False,6.423495764822213,1064.6311500525874,6.423495764822213,1064.6311500525874,1.0742409125098835
BTCUSD,BTCUSD,fixed_4R,train,28,7,21,25.0,3.021048548564581,1.146602781874576,0.1078945910201636,1.0,28,False,6.423495764822213,1025.2643490492253,6.423495764822213,1025.2643490492253,0.48597509798504923
BTCUSD,BTCUSD,fixed_5R,train,26,5,21,19.230769230769234,-1.9789514514354192,0.9039671877788892,-0.07611351736290074,1.0,26,False,10.46617457412835,975.5219748597622,10.46617457412835,975.5219748597622,-0.6711562150799149
BTCUSD,BTCUSD,trail_start_1R_distance_0.5R,train,54,25,29,46.2962962962963,2.1235995730224526,1.0732275714835329,0.03932591801893431,1.0,54,False,5.8703573414675585,1017.3847868537621,5.8703573414675585,1017.3847868537621,0.21515514050256276
BTCUSD,BTCUSD,trail_start_1R_distance_1R,train,43,21,22,48.837209302325576,3.3440622304147207,1.1520028286552146,0.07776888907941211,1.0,43,False,6.537274504132681,1030.2881568225919,6.537274504132681,1030.2881568225919,0.42127415337448093
BTCUSD,BTCUSD,trail_start_1R_distance_1.5R,train,32,10,22,31.25,-2.2403533699963343,0.8716199012512096,-0.07001104281238545,1.0,32,False,6.102394112965135,975.598976002287,6.102394112965135,975.598976002287,-0.5093950443755595
BTCUSD,BTCUSD,trail_start_1R_distance_2R,train,29,8,21,27.586206896551722,-0.8085813199517637,0.9559503606998174,-0.027882114481095302,1.0,29,False,5.93363263754925,987.3397668268868,5.93363263754925,987.3397668268868,-0.2441025330490871
BTCUSD,BTCUSD,trail_start_1.5R_distance_0.5R,train,45,16,29,35.55555555555556,2.2918322961865916,1.0801142920105333,0.050929606581924254,1.0,45,False,5.1197519424709075,1018.164465157939,5.1197519424709075,1018.164465157939,0.2988732532562537
BTCUSD,BTCUSD,trail_start_1.5R_distance_1R,train,37,15,22,40.54054054054054,4.8188829137649245,1.2230238012299979,0.13024007875040336,1.0,37,False,4.633974205703828,1045.2705399965319,4.633974205703828,1045.2705399965319,0.7903140729223894
BTCUSD,BTCUSD,trail_start_1.5R_distance_1.5R,train,29,11,18,37.93103448275862,2.754686429139001,1.1564537439188387,0.0949891872116897,1.0,29,False,5.106582812952206,1023.8869283632919,5.106582812952206,1023.8869283632919,0.4807371771004397
BTCUSD,BTCUSD,trail_start_1.5R_distance_2R,train,28,8,20,28.57142857142857,3.358352535733785,1.1862671286427215,0.11994116199049232,1.0,28,False,6.0688545132785805,1025.9082762319865,6.0688545132785805,1025.9082762319865,0.5698548619391761
BTCUSD,BTCUSD,trail_start_2R_distance_0.5R,train,40,12,28,30.0,-0.03554484142586467,0.9987124715718356,-0.0008886210356466168,1.0,40,False,6.423495764822213,994.8135419923914,6.423495764822213,994.8135419923914,-0.11275309275587514
BTCUSD,BTCUSD,trail_start_2R_distance_1R,train,36,12,24,33.33333333333333,0.337588240487915,1.0143003240806578,0.009377451124664307,1.0,36,False,6.423495764822213,999.4658311445701,6.423495764822213,999.4658311445701,-0.048530075232803976
BTCUSD,BTCUSD,trail_start_2R_distance_1.5R,train,29,9,20,31.03448275862069,0.17741705775962924,1.009048643227496,0.00611782957791825,1.0,29,False,6.423495764822213,997.7446835437224,6.423495764822213,997.7446835437224,-0.0726370135697122
BTCUSD,BTCUSD,trail_start_2R_distance_2R,train,28,8,20,28.57142857142857,1.7810831643544212,1.0908389887435614,0.0636101130126579,1.0,28,False,6.713409201496331,1009.7578509943323,6.713409201496331,1009.7578509943323,0.23168256005209376
BTCUSD,BTCUSD,trail_start_3R_distance_0.5R,train,33,7,26,21.21212121212121,-5.742184626766601,0.7757575294088431,-0.17400559475050306,1.0,33,False,8.767083671610862,940.1825659336215,8.767083671610862,940.1825659336215,-1.2339057573454817
BTCUSD,BTCUSD,trail_start_3R_distance_1R,train,31,7,24,22.58064516129032,-6.417301220718744,0.7281614814341727,-0.20700971679737884,1.0,31,False,7.870281458618638,934.6012263024076,7.870281458618638,934.6012263024076,-1.358168360073601
BTCUSD,BTCUSD,trail_start_3R_distance_1.5R,train,28,7,21,25.0,-1.4451189059298817,0.9298725431441588,-0.051611389497495774,1.0,28,False,7.627759398970246,981.5271436847747,7.627759398970246,981.5271436847747,-0.43873129734491545
BTCUSD,BTCUSD,trail_start_3R_distance_2R,train,27,6,21,22.22222222222222,1.1585472006649082,1.056220957664245,0.04290915558018179,1.0,27,False,8.079950436474663,1003.3209926829046,8.079950436474663,1003.3209926829046,0.058197638914907646
BTCUSD,BTCUSD,fixed_3R,validation,18,6,12,33.33333333333333,0.12988311105177555,1.0108235925876479,0.007215728391765309,1.0,18,False,6.771727498209292,998.929988154728,6.771727498209292,998.929988154728,
BTCUSD,BTCUSD,fixed_3R,last_30_days,9,2,7,22.22222222222222,-6.870116888948225,0.01855473015025365,-0.7633463209942472,1.0,9,False,6.771727498209293,933.276175017158,6.771727498209293,933.276175017158,
ETHUSD,ETHUSD,fixed_1R,train,51,25,26,49.01960784313725,-1.2256487401278653,0.9532652651504289,-0.02403232823780128,1.0,51,False,4.939028906436091,985.277114777201,4.939028906436091,985.277114777201,-0.22619651856638648
ETHUSD,ETHUSD,fixed_1.5R,train,46,19,27,41.30434782608695,0.04892066210111862,1.0017968593721336,0.0010634926543721438,1.0,46,False,7.725530557208005,997.1002191268923,7.725530557208005,997.1002191268923,-0.15153873526591846
ETHUSD,ETHUSD,fixed_2R,train,42,15,27,35.714285714285715,1.0489206621011116,1.0385269299590687,0.024974301478597895,1.0,42,False,7.725530557208003,1006.3578899970073,7.725530557208003,1006.3578899970073,0.008609789212197183
ETHUSD,ETHUSD,fixed_2.5R,train,41,13,28,31.70731707317073,2.0489206621011093,1.0725907376289354,0.04997367468539291,1.0,41,False,9.561792499119528,1015.4805989785568,9.561792499119528,1015.4805989785568,0.09840455829118289
ETHUSD,ETHUSD,fixed_3R,train,34,10,24,29.411764705882355,3.2745694022289786,1.1364403917595407,0.09631086477144055,1.0,34,False,9.561792499119553,1027.9464674169549,9.561792499119553,1027.9464674169549,0.3495783782323697
ETHUSD,ETHUSD,fixed_4R,train,32,10,22,31.25,14.25458538943921,1.6473476720582443,0.4454557934199753,1.0,32,False,7.725530557207976,1143.8720954166843,7.725530557207976,1143.8720954166843,2.457959426489205
ETHUSD,ETHUSD,fixed_5R,train,30,9,21,30.0,19.274569402228977,1.9178366382013798,0.6424856467409659,1.0,30,False,7.725530557207992,1199.6216218203654,7.725530557207992,1199.6216218203654,3.497693089375112
ETHUSD,ETHUSD,trail_start_1R_distance_0.5R,train,50,22,28,44.0,4.388980144878042,1.1554961653950688,0.08777960289756084,1.0,50,False,7.725530557207979,1039.8522129851026,7.725530557207979,1039.8522129851026,0.4849987271082171
ETHUSD,ETHUSD,trail_start_1R_distance_1R,train,46,20,26,43.47826086956522,2.262341941030005,1.086198795903616,0.04918134654413055,1.0,46,False,8.109650928617462,1017.1055653673492,8.109650928617462,1017.1055653673492,0.17210790351757477
ETHUSD,ETHUSD,trail_start_1R_distance_1.5R,train,41,13,28,31.70731707317073,1.6896202114461583,1.070848324095087,0.0412102490596624,1.0,41,False,8.040779784781565,1011.1440926413816,8.040779784781565,1011.1440926413816,0.10287040180756901
ETHUSD,ETHUSD,trail_start_1R_distance_2R,train,38,12,26,31.57894736842105,-0.05150940251775765,0.9979158924922621,-0.0013555105925725699,1.0,38,False,7.725530557207999,992.6139791358883,7.725530557207999,992.6139791358883,-0.16768976689250778
ETHUSD,ETHUSD,trail_start_1.5R_distance_0.5R,train,47,16,31,34.04255319148936,4.361166138831015,1.1396661499373915,0.09279076891129819,1.0,47,False,7.725530557207982,1037.8863187731358,7.725530557207982,1037.8863187731358,0.49807016196378096
ETHUSD,ETHUSD,trail_start_1.5R_distance_1R,train,43,14,29,32.55813953488372,6.525927786739056,1.223141959070385,0.15176576248230364,1.0,43,False,8.10965092861746,1059.2207848290846,8.10965092861746,1059.2207848290846,0.8542799142873843
ETHUSD,ETHUSD,trail_start_1.5R_distance_1.5R,train,41,14,27,34.146341463414636,6.942047161268299,1.2549818822512178,0.16931822344556827,1.0,41,False,8.040779784781542,1063.5810230736906,8.040779784781542,1063.5810230736906,0.9507817113298098
ETHUSD,ETHUSD,trail_start_1.5R_distance_2R,train,37,12,25,32.432432432432435,3.348930339252382,1.1374924812831335,0.09051163079060491,1.0,37,False,7.725530557207999,1026.223353532558,7.725530557207999,1026.223353532558,0.4121634062334282
ETHUSD,ETHUSD,trail_start_2R_distance_0.5R,train,41,14,27,34.146341463414636,5.686670796492198,1.2088718197598216,0.1386992877193219,1.0,41,False,7.725530557207984,1052.211246959134,7.725530557207984,1052.211246959134,0.7604183215859164
ETHUSD,ETHUSD,trail_start_2R_distance_1R,train,37,12,25,32.432432432432435,7.946755587281368,1.314777437549588,0.21477717803463156,1.0,37,False,7.725530557208005,1074.8574170109398,7.725530557208005,1074.8574170109398,1.1946339642563646
ETHUSD,ETHUSD,trail_start_2R_distance_1.5R,train,35,12,23,34.285714285714285,8.787483781156274,1.37835256528158,0.25107096517589356,1.0,35,False,8.040779784781593,1083.7872861097464,8.040779784781593,1083.7872861097464,1.370477554601385
ETHUSD,ETHUSD,trail_start_2R_distance_2R,train,33,11,22,33.33333333333333,4.194366959140353,1.188717414199367,0.1271020290648592,1.0,33,False,7.725530557207984,1035.1261684294384,7.725530557207984,1035.1261684294384,0.5994319583067669
ETHUSD,ETHUSD,trail_start_3R_distance_0.5R,train,34,10,24,29.411764705882355,7.698617813712603,1.320775742238025,0.2264299356974295,1.0,34,False,8.648275251635908,1072.561121166423,8.648275251635908,1072.561121166423,1.1724874138748937
ETHUSD,ETHUSD,trail_start_3R_distance_1R,train,34,10,24,29.411764705882355,10.936416185486847,1.4556840077286186,0.32165929957314254,1.0,34,False,8.648275251635908,1106.437959809657,8.648275251635908,1106.437959809657,1.7480014934344843
ETHUSD,ETHUSD,trail_start_3R_distance_1.5R,train,33,9,24,27.27272727272727,8.90056099688867,1.3708567082036947,0.26971396960268695,1.0,33,False,8.648275251635903,1084.2099967110814,8.648275251635903,1084.2099967110814,1.4090862911942068
ETHUSD,ETHUSD,trail_start_3R_distance_2R,train,29,8,21,27.586206896551722,10.383201750630343,1.494438178601445,0.3580414396769084,1.0,29,False,7.725530557207981,1099.782911927179,7.725530557207981,1099.782911927179,1.843256664945756
ETHUSD,ETHUSD,fixed_5R,validation,10,3,7,30.0,8.93596837944664,2.473601877199844,0.893596837944664,1.0,10,False,4.001907519217396,1089.1830895108544,4.001907519217396,1089.1830895108544,
ETHUSD,ETHUSD,fixed_5R,last_30_days,4,0,4,0.0,-3.064031620553359,0.0,-0.7660079051383397,1.0,4,False,3.0322298173913054,969.677701826087,3.0322298173913054,969.677701826087,
EURJPY,EURJPY..,fixed_1R,train,39,23,16,58.97435897435898,6.09466327827193,1.3809164548919957,0.15627341739158793,1.0,39,False,3.0089061385941034,1060.8262547776792,3.0089061385941034,1060.8262547776792,1.0627084015033792
EURJPY,EURJPY..,fixed_1.5R,train,33,16,17,48.484848484848484,5.5946632782718195,1.3290978398983424,0.1695352508567218,1.0,33,False,6.79346520930099,1054.8722429920188,6.79346520930099,1054.8722429920188,0.90153193695569
EURJPY,EURJPY..,fixed_2R,train,26,12,14,46.15384615384615,8.094663278271929,1.5781902341622807,0.3113332030104588,1.0,26,False,6.793465209300985,1081.198754347247,6.793465209300985,1081.198754347247,1.5524840041319758
EURJPY,EURJPY..,fixed_2.5R,train,25,10,15,40.0,7.5946632782720185,1.5063108852181346,0.3037865311308807,1.0,25,False,6.793465209301015,1075.1118046738236,6.793465209301015,1075.1118046738236,1.4731406800650833
EURJPY,EURJPY..,fixed_3R,train,21,7,14,33.33333333333333,4.09466327827193,1.292475948447995,0.19498396563199666,1.0,21,False,7.725530557207978,1038.3099014644051,7.725530557207978,1038.3099014644051,0.7783789517901729
EURJPY,EURJPY..,fixed_4R,train,20,6,14,30.0,6.09466327827193,1.4353330913051379,0.3047331639135965,1.0,20,False,6.793465209301003,1057.962669540953,6.793465209301003,1057.962669540953,1.306369494342506
EURJPY,EURJPY..,fixed_5R,train,19,5,14,26.31578947368421,2.8241651939807957,1.2017260852843425,0.14864027336741029,1.0,19,False,6.793465209300985,1024.043635224783,6.793465209300985,1024.043635224783,0.5564282349694136
EURJPY,EURJPY..,trail_start_1R_distance_0.5R,train,39,19,20,48.717948717948715,-1.8728065034456232,0.9063596748277188,-0.0480206795755288,1.0,39,False,6.7857040608698584,979.4517194250469,6.7857040608698584,979.4517194250469,-0.4353632590415447
EURJPY,EURJPY..,trail_start_1R_distance_1R,train,38,18,20,47.368421052631575,-4.457610779129166,0.7771194610435417,-0.11730554681918859,1.0,38,False,8.6222297573536,954.1886545890461,8.6222297573536,954.1886545890461,-0.9514412265757517
EURJPY,EURJPY..,trail_start_1R_distance_1.5R,train,28,9,19,32.142857142857146,-2.422152414737293,0.8391554247632416,-0.08650544338347475,1.0,28,False,6.757350794179471,973.4976610113645,6.757350794179471,973.4976610113645,-0.6021644985447967
EURJPY,EURJPY..,trail_start_1R_distance_2R,train,23,7,16,30.434782608695656,-2.421669755678421,0.8282517915877629,-0.10528998937732265,1.0,23,False,6.678072364849951,973.5325014707107,6.678072364849951,973.5325014707107,-0.6478381760008589
EURJPY,EURJPY..,trail_start_1.5R_distance_0.5R,train,33,14,19,42.42424242424242,2.225372068737961,1.1171248457230505,0.06743551723448366,1.0,33,False,9.148320962981337,1019.6159720499884,9.148320962981337,1019.6159720499884,0.18902344169439034
EURJPY,EURJPY..,trail_start_1.5R_distance_1R,train,32,13,19,40.625,-1.1043384446671574,0.9418769239648865,-0.03451057639584867,1.0,32,False,8.682818272839143,986.4467137497024,8.682818272839143,986.4467137497024,-0.40125249305612065
EURJPY,EURJPY..,trail_start_1.5R_distance_1.5R,train,24,11,13,45.83333333333333,1.239590476459656,1.0953531135738197,0.051649603185818994,1.0,24,False,6.793465209300985,1009.7278802147938,6.793465209300985,1009.7278802147938,0.14559470510900352
EURJPY,EURJPY..,trail_start_1.5R_distance_2R,train,21,7,14,33.33333333333333,-1.2592532281075082,0.902667921962105,-0.05996443943369086,1.0,21,False,6.793465209300993,984.9597488304441,6.793465209300993,984.9597488304441,-0.4111300027882072
EURJPY,EURJPY..,trail_start_2R_distance_0.5R,train,31,11,20,35.483870967741936,1.7355766293629957,1.0867788314681497,0.05598634288267728,1.0,31,False,11.361512828387085,1013.9808746849728,11.361512828387085,1013.9808746849728,0.020275076292091798
