session,opening_minutes,bins,reload_zone,minimum_breakout_relative_volume,acceptance_closes,retest_bars,stop_mode,reward_risk,management,no_progress_minutes,score,train_pf,train_return,train_trades,validation_pf,validation_return,validation_trades
new_york_0930,30,24,vah,1.1,1,6,signal_candle,3.0,none,60,0.40432876117146654,2.0,18.98170806104178,30,1.6363636363636365,6.908069866788602,17
new_york_0930,30,24,vah,1.1,1,6,signal_candle,3.0,none,90,0.40432876117146654,2.0,18.98170806104178,30,1.6363636363636365,6.908069866788602,17
new_york_0930,30,24,vah,1.1,1,6,signal_candle,3.0,none,0,0.40432876117146654,2.0,18.98170806104178,30,1.6363636363636365,6.908069866788602,17
new_york_0930,30,24,vah,1.1,1,6,opposite_value_area,3.0,trail_1_5r,0,0.31645810987104994,1.826261168275104,9.89935268772002,30,2.2413558308934234,6.307654951386188,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,1.5,none,90,0.29990894475110846,2.5387469312633426,10.046003973279237,30,2.775733061982786,5.255911642455469,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,1.5,trail_1_5r,90,0.29990894475110846,2.5387469312633426,10.046003973279237,30,2.775733061982786,5.255911642455469,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,1.5,trail_1_5r,60,0.29322006799125877,3.0626356796439267,11.356787263730151,30,2.7056873355471613,5.115533036658704,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,1.5,none,60,0.29322006799125877,3.0626356796439267,11.356787263730151,30,2.7056873355471613,5.115533036658704,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,1.5,trail_1_5r,0,0.2926634511422651,2.149282603769124,9.21177701397735,30,5.646302291902605,9.65907365388432,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,1.5,none,0,0.2926634511422651,2.149282603769124,9.21177701397735,30,5.646302291902605,9.65907365388432,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,1.5,be_1r,60,0.28473720102653455,2.9216636169427423,8.929682666719941,30,2.7056873355471613,5.115533036658704,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,2.0,trail_1_5r,0,0.2824575060690096,2.109977188171065,8.865551404241657,30,4.725012380094747,7.6741369367087975,17
new_york_0930,30,48,vah,0.0,1,6,opposite_value_area,3.0,none,60,0.2798409414012171,1.7497536728675593,13.304877913611701,45,2.0440457249471926,8.129580311725459,21
new_york_0930,30,24,vah,1.1,1,6,opposite_value_area,2.0,trail_1_5r,0,0.2783687596450341,1.7287929623237308,8.687703976569505,30,2.394957806330125,7.113655927514828,17
new_york_0930,30,24,vah,1.1,1,6,opposite_value_area,1.5,none,0,0.27155421618142733,1.7113549823678076,8.48628521645205,30,2.3934889813129363,7.110619192551315,17
new_york_0930,30,24,vah,1.1,1,6,opposite_value_area,1.5,trail_1_5r,0,0.27155421618142733,1.7113549823678076,8.48628521645205,30,2.3934889813129363,7.110619192551315,17
new_york_0930,30,48,vah,0.0,2,6,opposite_value_area,3.0,none,0,0.26094538503975956,1.6386667926954013,10.335662477557461,34,1.641782300535795,4.5158658240445515,17
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,3.0,trail_1_5r,0,0.2534619522406693,1.998308715968003,7.930037422092773,30,4.443123163927194,7.078996190383169,17
new_york_0930,30,48,vah,0.0,1,6,opposite_opening_range,1.5,trail_1_5r,0,0.2451305771141053,1.8947212259697603,12.466020593404426,45,1.9166025069095374,5.275446438845965,21
new_york_0930,30,48,vah,0.0,1,6,opposite_opening_range,1.5,none,0,0.2451305771141053,1.8947212259697603,12.466020593404426,45,1.9166025069095374,5.275446438845965,21
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,1.5,be_1r,90,0.24059329062705961,2.3312909542678915,7.5308713557384666,30,2.775733061982786,5.255911642455469,17
new_york_0930,30,24,vah,1.1,1,6,signal_candle,2.0,none,90,0.2293835191470588,2.6153846153846154,22.874128261526284,30,1.4,3.8850727641529748,17
new_york_0930,30,24,vah,1.1,1,6,signal_candle,2.0,none,0,0.2293835191470588,2.6153846153846154,22.874128261526284,30,1.4,3.8850727641529748,17
new_york_0930,30,24,vah,1.1,1,6,signal_candle,2.0,none,60,0.2293835191470588,2.6153846153846154,22.874128261526284,30,1.4,3.8850727641529748,17
new_york_0930,30,48,vah,0.0,1,6,opposite_value_area,1.5,trail_1_5r,0,0.22365070282620922,1.5124587919244519,10.46519408939941,45,1.9661043911818026,6.836666564661398,21
new_york_0930,30,48,vah,0.0,1,6,opposite_value_area,1.5,none,0,0.22365070282620922,1.5124587919244519,10.46519408939941,45,1.9661043911818026,6.836666564661398,21
new_york_0930,30,48,vah,0.0,1,6,opposite_value_area,3.0,trail_1_5r,60,0.21986947960427247,1.758780273687717,11.113499340525014,45,1.6109870917278704,4.653685951823139,21
new_york_0930,30,48,vah,0.0,1,6,opposite_value_area,3.0,trail_1_5r,90,0.21729024801407573,1.6059246841810852,10.179394195447333,45,1.8029132266144559,5.937685064720122,21
new_york_0930,30,24,vah,0.0,1,6,opposite_opening_range,1.5,trail_1_5r,90,0.2170745721584436,2.0486537759823875,11.236954925374665,49,1.955667325782067,5.6826730478307885,23
new_york_0930,30,24,vah,0.0,1,6,opposite_opening_range,1.5,none,90,0.2170745721584436,2.0486537759823875,11.236954925374665,49,1.955667325782067,5.6826730478307885,23
new_york_0930,30,24,vah,1.1,1,6,opposite_opening_range,2.0,be_1r,0,0.21649056728632182,1.9494040055351434,6.738162423992566,30,3.6463022919026042,5.3854309026310165,17
