date,direction,entry_time,entry,exit_time,exit,exit_reason,result_r,opening_range,poc,vah,val
2022-01-07,LONG,2022-01-07 16:41:00+00:00,36263.0,2022-01-07 16:49:00+00:00,36317.89999999999,target,3.0,122.0,36220.79166666667,36258.916666666664,36182.666666666664
2022-01-17,LONG,2022-01-17 15:05:00+00:00,35973.8,2022-01-17 15:23:00+00:00,35953.032499999994,stop,-1.0,43.349999999998545,35937.809375,35956.775,35927.875
2022-02-10,LONG,2022-02-10 15:36:00+00:00,35725.2,2022-02-10 15:39:00+00:00,35782.49999999999,target,3.0,238.0,35681.29166666667,35716.0,35537.5
2022-03-02,LONG,2022-03-02 15:33:00+00:00,33655.15,2022-03-02 16:08:00+00:00,33862.21750000002,target,3.0,196.45000000000437,33621.93645833334,33634.214583333334,33503.24791666667
2022-03-09,LONG,2022-03-09 16:39:00+00:00,33290.65,2022-03-09 17:01:00+00:00,33376.15,target,3.0,180.0,33226.4,33275.15,33177.65
2022-03-17,LONG,2022-03-17 14:39:00+00:00,33988.95,2022-03-17 14:40:00+00:00,33960.075,stop,-1.0,73.5,33961.80625,33969.4625,33932.7125
2022-03-18,LONG,2022-03-18 14:35:00+00:00,34321.15,2022-03-18 15:08:00+00:00,34438.037500000006,target,3.0,74.25,34299.978125,34313.9,34273.68125
2022-03-22,LONG,2022-03-22 14:27:00+00:00,34726.95,2022-03-22 14:34:00+00:00,34710.372500000005,stop,-1.0,55.549999999995634,34688.13020833333,34714.74791666667,34680.02916666667
2022-04-08,LONG,2022-04-08 14:14:00+00:00,34599.95,2022-04-08 14:15:00+00:00,34575.799999999996,stop,-1.0,163.0,34538.470833333326,34589.40833333333,34494.325
2022-05-16,LONG,2022-05-16 16:12:00+00:00,32224.95,2022-05-16 16:15:00+00:00,32202.600000000002,stop,-1.0,267.0,32151.7625,32212.95,32012.7
2022-05-30,LONG,2022-05-30 14:54:00+00:00,33302.95,2022-05-30 15:00:00+00:00,33291.377499999995,stop,-1.0,51.450000000004366,33274.890625,33295.25625,33267.3875
2022-06-03,LONG,2022-06-03 14:06:00+00:00,33079.4,2022-06-03 14:11:00+00:00,33038.5275,stop,-1.0,148.4499999999971,33044.559375,33060.02291666666,32973.427083333336
