date,direction,entry_time,entry,exit_time,exit,exit_reason,result_r,opening_range,poc,vah,val
2022-09-08,LONG,2022-09-08 14:26:00+00:00,31551.95,2022-09-08 14:33:00+00:00,31634.749999999996,target,3.0,232.0,31478.11666666667,31540.95,31357.283333333333
2022-09-16,LONG,2022-09-16 14:10:00+00:00,30683.95,2022-09-16 14:12:00+00:00,30749.4325,target,3.0,125.54999999999927,30632.790625,30666.79375,30609.25
2022-10-12,LONG,2022-10-12 15:24:00+00:00,29395.95,2022-10-12 15:32:00+00:00,29362.2,stop,-1.0,255.0,29314.6375,29373.075,29277.45
2022-10-26,LONG,2022-10-26 14:02:00+00:00,31965.5,2022-10-26 15:09:00+00:00,32174.21,target,3.0,160.40000000000146,31883.725,31940.533333333333,31853.65
2022-10-27,LONG,2022-10-27 14:55:00+00:00,32355.95,2022-10-27 14:59:00+00:00,32307.7,stop,-1.0,245.0,32288.80416666667,32344.95,32181.61666666667
2022-11-03,SHORT,2022-11-03 14:35:00+00:00,31950.95,2022-11-03 14:39:00+00:00,31997.05,stop,-1.0,102.0,31952.825,31984.7,31942.2
2022-11-24,LONG,2022-11-24 15:34:00+00:00,34264.549999999996,2022-11-24 16:34:00+00:00,34257.799999999996,stop,-1.0,23.0,34250.0125,34259.11666666666,34246.65833333333
2023-01-13,LONG,2023-01-13 15:03:00+00:00,34130.85,2023-01-13 16:23:00+00:00,34269.975,target,3.0,225.5,34089.26041666667,34112.75,33962.416666666664
2023-03-10,LONG,2023-03-10 15:06:00+00:00,32241.7,2023-03-10 15:11:00+00:00,32196.425,stop,-1.0,185.5,32155.002083333333,32212.970833333333,32104.7625
2023-04-03,LONG,2023-04-03 14:07:00+00:00,33582.8,2023-04-03 14:46:00+00:00,33550.875,stop,-1.0,218.5,33553.03958333333,33575.8,33439.2375
2023-05-05,LONG,2023-05-05 18:05:00+00:00,33602.0,2023-05-05 18:20:00+00:00,33584.9975,stop,-1.0,210.04999999999563,33576.21979166666,33598.1,33501.82708333334
2023-06-23,LONG,2023-06-23 16:18:00+00:00,33794.4,2023-06-23 17:06:00+00:00,33781.505000000005,stop,-1.0,167.90000000000146,33773.11041666666,33790.6,33699.65416666667
2023-06-29,LONG,2023-06-29 14:14:00+00:00,34036.1,2023-06-29 14:44:00+00:00,33989.4525,stop,-1.0,192.9499999999971,33962.38229166667,34006.6,33918.16458333333
2023-07-17,LONG,2023-07-17 14:40:00+00:00,34544.9,2023-07-17 15:24:00+00:00,34592.9,target,3.0,120.0,34522.4,34539.9,34474.9
2023-07-26,LONG,2023-07-26 15:33:00+00:00,35458.6,2023-07-26 16:17:00+00:00,35505.62500000001,target,3.0,143.5,35438.67291666666,35453.620833333334,35417.745833333334
2023-10-18,SHORT,2023-10-18 14:08:00+00:00,33905.8,2023-10-18 14:19:00+00:00,33926.235,stop,-1.0,148.6999999999971,33878.37708333334,33912.45416666667,33856.691666666666
2023-10-27,SHORT,2023-10-27 14:06:00+00:00,32736.35,2023-10-27 14:14:00+00:00,32755.7225,stop,-1.0,117.44999999999709,32715.390625,32737.4125,32693.36875
2023-12-20,LONG,2023-12-20 15:04:00+00:00,37505.55,2023-12-20 15:45:00+00:00,37550.85,target,3.0,42.0,37487.825,37495.7,37479.95
2024-01-10,LONG,2024-01-10 19:15:00+00:00,37662.1,2024-01-10 19:52:00+00:00,37719.85,target,3.0,135.0,37629.8125,37649.5,37587.625
2024-03-01,LONG,2024-03-01 15:35:00+00:00,38997.0,2024-03-01 15:38:00+00:00,38977.275,stop,-1.0,154.5,38929.51875,38990.675,38900.55
2024-03-11,LONG,2024-03-11 14:10:00+00:00,38591.25,2024-03-11 14:30:00+00:00,38625.83249999999,target,3.0,48.549999999995634,38568.98229166667,38582.13125,38557.85625
2024-03-12,LONG,2024-03-12 15:25:00+00:00,38929.4,2024-03-12 15:30:00+00:00,38994.12499999999,target,3.0,281.5,38892.92708333333,38922.25,38828.416666666664
2024-03-22,LONG,2024-03-22 14:20:00+00:00,39781.6,2024-03-22 14:22:00+00:00,39776.8975,stop,-1.0,22.05000000000291,39771.853124999994,39777.825,39766.799999999996
2024-04-19,LONG,2024-04-19 15:12:00+00:00,37976.55,2024-04-19 15:16:00+00:00,37938.125,stop,-1.0,178.5,37916.36875,37964.7125,37868.025
2024-05-15,LONG,2024-05-15 15:10:00+00:00,39803.55,2024-05-15 16:00:00+00:00,39785.700000000004,stop,-1.0,117.0,39746.5625,39792.875,39719.75
2024-06-20,LONG,2024-06-20 14:19:00+00:00,38994.55,2024-06-20 14:24:00+00:00,38973.0475,stop,-1.0,220.0500000000029,38948.709375000006,38980.8,38824.93125
2024-07-26,LONG,2024-07-26 14:06:00+00:00,40533.35,2024-07-26 14:08:00+00:00,40487.3975,stop,-1.0,359.04999999999563,40379.265625,40506.42916666667,40341.864583333336
2024-09-27,LONG,2024-09-27 14:03:00+00:00,42387.1,2024-09-27 14:22:00+00:00,42497.35,target,3.0,155.0,42326.745833333334,42368.725,42310.6
2024-10-16,LONG,2024-10-16 14:26:00+00:00,42917.6,2024-10-16 18:01:00+00:00,43025.68249999999,target,3.0,210.54999999999563,42856.621875,42896.1,42764.50625
2024-10-29,SHORT,2024-10-29 14:33:00+00:00,42227.2,2024-10-29 14:50:00+00:00,42278.049999999996,stop,-1.0,57.0,42224.7125,42249.65,42214.025
2024-10-30,LONG,2024-10-30 14:29:00+00:00,42203.85,2024-10-30 14:30:00+00:00,42185.575,stop,-1.0,43.5,42178.59375,42192.1875,42170.4375
2024-11-06,LONG,2024-11-06 15:34:00+00:00,43591.75,2024-11-06 15:37:00+00:00,43557.65,stop,-1.0,202.0,43532.725,43579.01666666666,43444.35
2024-11-08,LONG,2024-11-08 15:05:00+00:00,43858.3,2024-11-08 15:23:00+00:00,43951.292499999996,target,3.0,159.9499999999971,43832.10104166667,43848.7625,43768.787500000006
2024-11-22,LONG,2024-11-22 17:18:00+00:00,44220.85,2024-11-22 17:32:00+00:00,44188.65,stop,-1.0,304.0,44155.466666666674,44199.8,43959.13333333334
2024-11-28,LONG,2024-11-28 15:07:00+00:00,44806.3,2024-11-28 15:09:00+00:00,44798.025,stop,-1.0,45.5,44798.58125,44801.425,44774.88333333334
2025-02-11,LONG,2025-02-11 15:33:00+00:00,44384.25,2025-02-11 15:37:00+00:00,44423.1075,target,3.0,79.05000000000291,44359.390625,44374.2125,44344.56875
2025-02-19,LONG,2025-02-19 15:11:00+00:00,44421.15,2025-02-19 15:12:00+00:00,44412.075000000004,stop,-1.0,81.5,44404.73541666666,44420.01666666666,44386.058333333334
2025-03-05,LONG,2025-03-05 15:03:00+00:00,42721.1,2025-03-05 15:16:00+00:00,42663.6225,stop,-1.0,269.54999999999563,42678.328125,42717.6375,42582.8625
2025-03-10,LONG,2025-03-10 14:34:00+00:00,42350.6,2025-03-10 14:58:00+00:00,42548.899999999994,target,3.0,92.0,42304.3,42313.88333333334,42260.21666666667
2025-03-25,LONG,2025-03-25 14:17:00+00:00,42680.75,2025-03-25 14:19:00+00:00,42666.9475,stop,-1.0,34.049999999995634,42664.059375,42670.44375,42653.41875
2025-03-26,LONG,2025-03-26 14:14:00+00:00,42692.45,2025-03-26 14:17:00+00:00,42674.35,stop,-1.0,70.0,42657.475,42679.35,42626.85
2025-04-09,LONG,2025-04-09 16:53:00+00:00,37922.0,2025-04-09 17:02:00+00:00,38218.032499999994,target,3.0,673.5500000000029,37802.33854166667,37872.5,37507.660416666666
2025-06-23,LONG,2025-06-23 14:01:00+00:00,42365.0,2025-06-23 14:36:00+00:00,42336.425,stop,-1.0,221.5,42275.28125,42344.5,42206.0625
2025-07-17,LONG,2025-07-17 18:19:00+00:00,44483.1,2025-07-17 19:59:00+00:00,44507.6,time,0.7526881720429435,291.0,44461.2125,44479.4,44358.15
2025-07-22,LONG,2025-07-22 17:34:00+00:00,44464.1,2025-07-22 17:38:00+00:00,44445.9225,stop,-1.0,183.54999999999563,44438.932291666664,44458.05208333333,44366.277083333334
2025-08-13,LONG,2025-08-13 18:38:00+00:00,44884.55,2025-08-13 18:40:00+00:00,44853.7,stop,-1.0,276.0,44849.3,44866.55,44682.55
2025-09-17,LONG,2025-09-17 15:21:00+00:00,46066.15,2025-09-17 16:17:00+00:00,46047.6725,stop,-1.0,219.5500000000029,46021.33854166667,46062.504166666666,45989.32083333333
2025-10-24,LONG,2025-10-24 14:48:00+00:00,47150.9,2025-10-24 14:54:00+00:00,47130.55,stop,-1.0,227.0,47116.79583333334,47140.441666666666,47036.4
2025-11-20,LONG,2025-11-20 15:50:00+00:00,46796.6,2025-11-20 15:54:00+00:00,46756.85,stop,-1.0,215.0,46733.495833333334,46782.76666666666,46711.1
2025-12-19,LONG,2025-12-19 15:48:00+00:00,48211.55,2025-12-19 20:08:00+00:00,48182.775,stop,-1.0,175.5,48164.65625,48197.5625,48139.0625
2026-01-05,LONG,2026-01-05 15:03:00+00:00,48981.9,2026-01-05 17:03:00+00:00,49148.2575,target,3.0,529.0500000000029,48861.203125,48960.4,48762.00625
2026-01-26,LONG,2026-01-26 17:49:00+00:00,49315.4,2026-01-26 18:20:00+00:00,49389.12499999999,target,3.0,181.5,49291.86875,49310.775,49250.275
2026-02-02,LONG,2026-02-02 15:31:00+00:00,49233.8,2026-02-02 17:55:00+00:00,49411.55,target,3.0,505.0,49145.19583333333,49197.8,48987.38333333334
2026-02-06,LONG,2026-02-06 15:05:00+00:00,49675.6,2026-02-06 15:42:00+00:00,49801.0825,target,3.0,446.54999999999563,49573.871875,49657.6,49527.35625
2026-03-09,LONG,2026-03-09 14:34:00+00:00,46955.15,2026-03-09 14:35:00+00:00,46918.15,stop,-1.0,208.0,46875.88333333333,46940.88333333334,46845.55
2026-03-26,LONG,2026-03-26 14:03:00+00:00,46100.549999999996,2026-03-26 14:30:00+00:00,46183.5,target,3.0,91.0,46069.80416666667,46079.28333333333,46033.78333333333
2026-05-22,LONG,2026-05-22 15:32:00+00:00,50690.15,2026-05-22 16:00:00+00:00,50670.55,stop,-1.0,162.0,50632.975,50676.85,50582.35
2026-06-02,LONG,2026-06-02 18:14:00+00:00,51267.3,2026-06-02 19:30:00+00:00,51357.1575,target,3.0,439.0500000000029,51187.271875000006,51251.3,51013.481250000004
2026-06-15,LONG,2026-06-15 15:09:00+00:00,51885.65,2026-06-15 15:12:00+00:00,51861.35,stop,-1.0,186.0,51842.475,51877.35,51753.35
2026-08-07,LONG,2026-08-07 14:31:00+00:00,54050.6,2026-08-07 14:38:00+00:00,54013.325,stop,-1.0,235.5,53957.50625,54021.2875,53923.1625
