initial,final,net,return_pct,profit_factor,win_rate_pct,wins,losses,trades,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe,history_quality,commission,swap,symbol,slug,variant,development_return_pct,development_pf,development_dd_pct,development_trades,decision
10000.0,11083.06,1083.06,10.8306,1.83,57.69,15,11,26,411.77,3.71,322.98,3.09,2383.82,-1300.76,170.51,-114.59,158.92,-107.04,41.66,2.63,19.4,100%,-123.28,0.0,AUDCHF,audchf,fast-20-00-max6-rr15,-1.746,0.81,3.01,14,WATCH — NOT ROBUST
10000.0,10447.67,447.67,4.4767,1.18,39.47,15,23,38,813.62,7.69,694.47,6.6,2868.69,-2421.02,207.03,-106.83,191.25,-97.01,11.78,0.55,4.49,100%,-189.83,0.0,GBPJPY,gbpjpy,literal-20-00-max12-rr20,3.4501999999999997,1.51,5.22,15,WATCH — NOT ROBUST
10000.0,10071.03,71.03,0.7103,1.07,43.75,7,9,16,412.32,4.09,378.83,3.77,1056.76,-985.73,157.68,-106.26,150.97,-100.75,4.44,0.17,1.18,100%,-78.96,0.0,AUDUSD,audusd,early-19-00-max12-rr15,1.7412,1.42,3.09,8,WATCH — NOT ROBUST
10000.0,9969.2,-30.8,-0.30800000000000005,0.95,45.45,5,6,11,327.46,3.2,206.17,2.05,592.07,-622.87,150.0,-100.64,118.41,-100.23,-2.8,-0.09,-0.29,100%,-21.5,0.0,EURUSD,eurusd,late-20-01-max12-rr15,12.7417,3.15,3.02,17,REJECT
10000.0,9805.79,-194.21,-1.9421000000000002,0.75,36.36,4,7,11,591.99,5.86,437.76,4.38,594.94,-789.15,152.28,-102.6,148.73,-99.98,-17.66,-0.33,-1.83,100%,-89.3,0.0,NZDUSD,nzdusd,late-20-01-max12-rr15,-1.057,0.0,1.08,1,REJECT
10000.0,9485.61,-514.39,-5.1438999999999995,0.89,40.26,31,46,77,1288.95,11.96,1288.95,11.96,4046.57,-4560.96,158.72,-107.38,130.53,-93.15,-6.68,-0.4,-4.09,100%,-275.91,0.0,GBPUSD,gbpusd,literal-20-00-be1-rr15,2.431,1.27,3.18,19,REJECT
10000.0,8901.97,-1098.03,-10.9803,0.72,36.51,23,40,63,1347.26,13.46,1329.68,13.3,2833.46,-3931.49,148.78,-102.85,123.19,-93.25,-17.43,-0.82,-5.0,100%,-201.52,0.0,USDJPY,usdjpy,late-20-01-max12-rr15,21.824699999999996,1.54,5.7,76,REJECT
10000.0,8182.16,-1817.84,-18.1784,0.64,32.86,23,47,70,2345.36,22.59,2280.98,22.09,3231.8,-5049.64,159.28,-114.3,140.51,-94.12,-25.97,-0.78,-5.0,100%,-626.16,0.0,USDCAD,usdcad,fast-20-00-max6-rr15,3.1685000000000003,1.4,3.69,14,REJECT
10000.0,7229.27,-2770.73,-27.7073,0.69,35.51,49,89,138,2801.27,27.93,2770.73,27.71,6168.94,-8939.67,152.67,-102.64,125.9,-87.62,-20.08,-0.99,-5.0,100%,-1141.21,0.0,USDCHF,usdchf,fast-20-00-max6-rr15,-7.099900000000001,0.69,14.67,32,REJECT
