event;time_msc;bid;ask;current_high;current_low;previous_high;previous_low
0;1761308893902;111009.85;111010.35;111009.85;110978.18;110985.54;110903.91
0;1761308894634;111012.49;111012.99;111012.49;110978.18;110985.54;110903.91
0;1761308895365;111015.13;111015.63;111015.13;110978.18;110985.54;110903.91
0;1761308896097;111011.38;111011.88;111015.13;110978.18;110985.54;110903.91
0;1761308896829;111007.62;111008.12;111015.13;110978.18;110985.54;110903.91
0;1761308897560;111003.87;111004.37;111015.13;110978.18;110985.54;110903.91
0;1761308898292;111000.11;111000.61;111015.13;110978.18;110985.54;110903.91
0;1761308899024;110996.36;110996.86;111015.13;110978.18;110985.54;110903.91
0;1761308899756;110992.60;110993.10;111015.13;110978.18;110985.54;110903.91
0;1761308900487;110988.84;110989.34;111015.13;110978.18;110985.54;110903.91
0;1761308901219;110988.85;110989.35;111015.13;110978.18;110985.54;110903.91
0;1761308901951;110988.84;110989.34;111015.13;110978.18;110985.54;110903.91
0;1761308902682;110988.85;110989.35;111015.13;110978.18;110985.54;110903.91
0;1761308903414;110988.84;110989.34;111015.13;110978.18;110985.54;110903.91
0;1761308904146;110988.85;110989.35;111015.13;110978.18;110985.54;110903.91
0;1761308904878;110988.84;110989.34;111015.13;110978.18;110985.54;110903.91
0;1761308905609;110988.85;110989.35;111015.13;110978.18;110985.54;110903.91
0;1761308906341;110985.10;110985.60;111015.13;110978.18;110985.54;110903.91
0;1761308907073;110981.34;110981.84;111015.13;110978.18;110985.54;110903.91
0;1761308907804;110977.59;110978.09;111015.13;110977.59;110985.54;110903.91
0;1761308908536;110973.83;110974.33;111015.13;110973.83;110985.54;110903.91
0;1761308909268;110970.08;110970.58;111015.13;110970.08;110985.54;110903.91
0;1761308910000;110966.32;110966.82;111015.13;110966.32;110985.54;110903.91
0;1761308910731;110962.56;110963.06;111015.13;110962.56;110985.54;110903.91
0;1761308911463;110962.57;110963.07;111015.13;110962.56;110985.54;110903.91
0;1761308912195;110962.56;110963.06;111015.13;110962.56;110985.54;110903.91
0;1761308912926;110962.57;110963.07;111015.13;110962.56;110985.54;110903.91
0;1761308913658;110962.56;110963.06;111015.13;110962.56;110985.54;110903.91
0;1761308914390;110962.57;110963.07;111015.13;110962.56;110985.54;110903.91
0;1761308915121;110962.56;110963.06;111015.13;110962.56;110985.54;110903.91
0;1761308915853;110962.57;110963.07;111015.13;110962.56;110985.54;110903.91
0;1761308916585;110958.82;110959.32;111015.13;110958.82;110985.54;110903.91
0;1761308917317;110955.06;110955.56;111015.13;110955.06;110985.54;110903.91
0;1761308918048;110951.30;110951.80;111015.13;110951.30;110985.54;110903.91
0;1761308918780;110947.54;110948.04;111015.13;110947.54;110985.54;110903.91
0;1761308919512;110943.78;110944.28;111015.13;110943.78;110985.54;110903.91
0;1761308920243;110940.02;110940.52;111015.13;110940.02;110985.54;110903.91
0;1761308920975;110936.26;110936.76;111015.13;110936.26;110985.54;110903.91
0;1761308921707;110939.23;110939.73;111015.13;110936.26;110985.54;110903.91
0;1761308922439;110942.21;110942.71;111015.13;110936.26;110985.54;110903.91
0;1761308923170;110945.18;110945.68;111015.13;110936.26;110985.54;110903.91
0;1761308923902;110948.16;110948.66;111015.13;110936.26;110985.54;110903.91
0;1761308924634;110951.13;110951.63;111015.13;110936.26;110985.54;110903.91
0;1761308925365;110954.11;110954.61;111015.13;110936.26;110985.54;110903.91
0;1761308926097;110957.09;110957.59;111015.13;110936.26;110985.54;110903.91
0;1761308926829;110956.10;110956.60;111015.13;110936.26;110985.54;110903.91
0;1761308927560;110955.11;110955.61;111015.13;110936.26;110985.54;110903.91
0;1761308928292;110954.12;110954.62;111015.13;110936.26;110985.54;110903.91
0;1761308929024;110953.13;110953.63;111015.13;110936.26;110985.54;110903.91
0;1761308929756;110952.14;110952.64;111015.13;110936.26;110985.54;110903.91
0;1761308930487;110951.15;110951.65;111015.13;110936.26;110985.54;110903.91
0;1761308931219;110950.15;110950.65;111015.13;110936.26;110985.54;110903.91
0;1761308931951;110951.53;110952.03;111015.13;110936.26;110985.54;110903.91
0;1761308932682;110952.92;110953.42;111015.13;110936.26;110985.54;110903.91
0;1761308933414;110954.31;110954.81;111015.13;110936.26;110985.54;110903.91
0;1761308934146;110955.70;110956.20;111015.13;110936.26;110985.54;110903.91
0;1761308934878;110957.09;110957.59;111015.13;110936.26;110985.54;110903.91
0;1761308935609;110958.48;110958.98;111015.13;110936.26;110985.54;110903.91
0;1761308936341;110959.87;110960.37;111015.13;110936.26;110985.54;110903.91
0;1761308937073;110961.26;110961.76;111015.13;110936.26;110985.54;110903.91
0;1761308937804;110962.65;110963.15;111015.13;110936.26;110985.54;110903.91
0;1761308939537;110964.04;110964.54;111015.13;110936.26;110985.54;110903.91
0;1761308940000;110969.62;110970.12;110969.62;110969.62;111015.13;110936.26
0;1761308940882;110972.99;110973.49;110972.99;110969.62;111015.13;110936.26
0;1761308941764;110976.37;110976.87;110976.37;110969.62;111015.13;110936.26
0;1761308942647;110979.75;110980.25;110979.75;110969.62;111015.13;110936.26
0;1761308943529;110983.12;110983.62;110983.12;110969.62;111015.13;110936.26
0;1761308944411;110986.50;110987.00;110986.50;110969.62;111015.13;110936.26
0;1761308945294;110989.88;110990.38;110989.88;110969.62;111015.13;110936.26
0;1761308946176;110989.89;110990.39;110989.89;110969.62;111015.13;110936.26
0;1761308947058;110989.88;110990.38;110989.89;110969.62;111015.13;110936.26
0;1761308947941;110989.89;110990.39;110989.89;110969.62;111015.13;110936.26
0;1761308948823;110989.88;110990.38;110989.89;110969.62;111015.13;110936.26
0;1761308949705;110989.89;110990.39;110989.89;110969.62;111015.13;110936.26
0;1761308950588;110989.87;110990.37;110989.89;110969.62;111015.13;110936.26
0;1761308951470;110993.24;110993.74;110993.24;110969.62;111015.13;110936.26
0;1761308952352;110996.62;110997.12;110996.62;110969.62;111015.13;110936.26
0;1761308953235;111000.00;111000.50;111000.00;110969.62;111015.13;110936.26
0;1761308954117;111003.37;111003.87;111003.37;110969.62;111015.13;110936.26
0;1761308954999;111006.75;111007.25;111006.75;110969.62;111015.13;110936.26
0;1761308955882;111010.13;111010.63;111010.13;110969.62;111015.13;110936.26
0;1761308956764;111010.14;111010.64;111010.14;110969.62;111015.13;110936.26
0;1761308957647;111010.13;111010.63;111010.14;110969.62;111015.13;110936.26
0;1761308958529;111010.14;111010.64;111010.14;110969.62;111015.13;110936.26
0;1761308959411;111010.13;111010.63;111010.14;110969.62;111015.13;110936.26
0;1761308960294;111010.14;111010.64;111010.14;110969.62;111015.13;110936.26
0;1761308961176;111010.12;111010.62;111010.14;110969.62;111015.13;110936.26
0;1761308962058;111013.49;111013.99;111013.49;110969.62;111015.13;110936.26
0;1761308962941;111016.87;111017.37;111016.87;110969.62;111015.13;110936.26
0;1761308963823;111020.25;111020.75;111020.25;110969.62;111015.13;110936.26
0;1761308964705;111023.62;111024.12;111023.62;110969.62;111015.13;110936.26
0;1761308965588;111027.00;111027.50;111027.00;110969.62;111015.13;110936.26
0;1761308966470;111030.38;111030.88;111030.38;110969.62;111015.13;110936.26
0;1761308967352;111030.39;111030.89;111030.39;110969.62;111015.13;110936.26
0;1761308968235;111030.38;111030.88;111030.39;110969.62;111015.13;110936.26
0;1761308969117;111030.39;111030.89;111030.39;110969.62;111015.13;110936.26
0;1761308969999;111030.38;111030.88;111030.39;110969.62;111015.13;110936.26
0;1761308970882;111030.39;111030.89;111030.39;110969.62;111015.13;110936.26
0;1761308971764;111030.37;111030.87;111030.39;110969.62;111015.13;110936.26
0;1761308972647;111033.75;111034.25;111033.75;110969.62;111015.13;110936.26
0;1761308973529;111037.13;111037.63;111037.13;110969.62;111015.13;110936.26
0;1761308974411;111040.51;111041.01;111040.51;110969.62;111015.13;110936.26
0;1761308975294;111043.89;111044.39;111043.89;110969.62;111015.13;110936.26
0;1761308976176;111047.27;111047.77;111047.27;110969.62;111015.13;110936.26
0;1761308977058;111050.65;111051.15;111050.65;110969.62;111015.13;110936.26
0;1761308977941;111049.68;111050.18;111050.65;110969.62;111015.13;110936.26
0;1761308978823;111048.71;111049.21;111050.65;110969.62;111015.13;110936.26
0;1761308979705;111047.74;111048.24;111050.65;110969.62;111015.13;110936.26
0;1761308980588;111046.77;111047.27;111050.65;110969.62;111015.13;110936.26
0;1761308981470;111045.80;111046.30;111050.65;110969.62;111015.13;110936.26
0;1761308982352;111044.83;111045.33;111050.65;110969.62;111015.13;110936.26
0;1761308983235;111045.15;111045.65;111050.65;110969.62;111015.13;110936.26
0;1761308984117;111045.47;111045.97;111050.65;110969.62;111015.13;110936.26
0;1761308984999;111045.80;111046.30;111050.65;110969.62;111015.13;110936.26
0;1761308985882;111046.12;111046.62;111050.65;110969.62;111015.13;110936.26
0;1761308986764;111046.44;111046.94;111050.65;110969.62;111015.13;110936.26
0;1761308987647;111046.77;111047.27;111050.65;110969.62;111015.13;110936.26
0;1761308988529;111046.45;111046.95;111050.65;110969.62;111015.13;110936.26
0;1761308989411;111046.13;111046.63;111050.65;110969.62;111015.13;110936.26
0;1761308990294;111045.80;111046.30;111050.65;110969.62;111015.13;110936.26
0;1761308991176;111045.48;111045.98;111050.65;110969.62;111015.13;110936.26
0;1761308992058;111045.16;111045.66;111050.65;110969.62;111015.13;110936.26
0;1761308992941;111044.83;111045.33;111050.65;110969.62;111015.13;110936.26
0;1761308993823;111044.51;111045.01;111050.65;110969.62;111015.13;110936.26
0;1761308994705;111044.19;111044.69;111050.65;110969.62;111015.13;110936.26
0;1761308995588;111043.86;111044.36;111050.65;110969.62;111015.13;110936.26
0;1761308996470;111043.54;111044.04;111050.65;110969.62;111015.13;110936.26
0;1761308997352;111043.22;111043.72;111050.65;110969.62;111015.13;110936.26
0;1761308999236;111042.89;111043.39;111050.65;110969.62;111015.13;110936.26
0;1761309000000;111039.75;111040.25;111039.75;111039.75;111050.65;110969.62
0;1761309000032;111039.23;111039.73;111039.75;111039.23;111050.65;110969.62
0;1761309000065;111038.70;111039.20;111039.75;111038.70;111050.65;110969.62
0;1761309000097;111038.18;111038.68;111039.75;111038.18;111050.65;110969.62
0;1761309000130;111037.65;111038.15;111039.75;111037.65;111050.65;110969.62
0;1761309000163;111037.12;111037.62;111039.75;111037.12;111050.65;110969.62
0;1761309000195;111036.60;111037.10;111039.75;111036.60;111050.65;110969.62
0;1761309000228;111036.07;111036.57;111039.75;111036.07;111050.65;110969.62
0;1761309000260;111035.55;111036.05;111039.75;111035.55;111050.65;110969.62
0;1761309000293;111035.02;111035.52;111039.75;111035.02;111050.65;110969.62
0;1761309000326;111034.49;111034.99;111039.75;111034.49;111050.65;110969.62
0;1761309000358;111033.97;111034.47;111039.75;111033.97;111050.65;110969.62
0;1761309000391;111033.44;111033.94;111039.75;111033.44;111050.65;110969.62
0;1761309000423;111032.91;111033.41;111039.75;111032.91;111050.65;110969.62
0;1761309000456;111032.39;111032.89;111039.75;111032.39;111050.65;110969.62
0;1761309000489;111031.86;111032.36;111039.75;111031.86;111050.65;110969.62
0;1761309000521;111031.34;111031.84;111039.75;111031.34;111050.65;110969.62
0;1761309000554;111030.81;111031.31;111039.75;111030.81;111050.65;110969.62
0;1761309000586;111030.28;111030.78;111039.75;111030.28;111050.65;110969.62
0;1761309000619;111029.76;111030.26;111039.75;111029.76;111050.65;110969.62
0;1761309000652;111029.23;111029.73;111039.75;111029.23;111050.65;110969.62
0;1761309000684;111028.71;111029.21;111039.75;111028.71;111050.65;110969.62
0;1761309000717;111028.18;111028.68;111039.75;111028.18;111050.65;110969.62
0;1761309000750;111027.65;111028.15;111039.75;111027.65;111050.65;110969.62
0;1761309000782;111027.13;111027.63;111039.75;111027.13;111050.65;110969.62
0;1761309000815;111026.60;111027.10;111039.75;111026.60;111050.65;110969.62
0;1761309000847;111026.07;111026.57;111039.75;111026.07;111050.65;110969.62
0;1761309000880;111025.55;111026.05;111039.75;111025.55;111050.65;110969.62
0;1761309000913;111025.02;111025.52;111039.75;111025.02;111050.65;110969.62
0;1761309000945;111024.50;111025.00;111039.75;111024.50;111050.65;110969.62
0;1761309000978;111023.97;111024.47;111039.75;111023.97;111050.65;110969.62
0;1761309001010;111023.44;111023.94;111039.75;111023.44;111050.65;110969.62
0;1761309001043;111022.92;111023.42;111039.75;111022.92;111050.65;110969.62
0;1761309001076;111022.39;111022.89;111039.75;111022.39;111050.65;110969.62
0;1761309001108;111021.87;111022.37;111039.75;111021.87;111050.65;110969.62
0;1761309001141;111021.34;111021.84;111039.75;111021.34;111050.65;110969.62
0;1761309001173;111020.81;111021.31;111039.75;111020.81;111050.65;110969.62
0;1761309001206;111020.29;111020.79;111039.75;111020.29;111050.65;110969.62
0;1761309001239;111019.76;111020.26;111039.75;111019.76;111050.65;110969.62
0;1761309001271;111019.23;111019.73;111039.75;111019.23;111050.65;110969.62
0;1761309001304;111018.71;111019.21;111039.75;111018.71;111050.65;110969.62
0;1761309001336;111018.18;111018.68;111039.75;111018.18;111050.65;110969.62
0;1761309001369;111017.66;111018.16;111039.75;111017.66;111050.65;110969.62
0;1761309001402;111017.13;111017.63;111039.75;111017.13;111050.65;110969.62
0;1761309001434;111016.60;111017.10;111039.75;111016.60;111050.65;110969.62
0;1761309001467;111016.08;111016.58;111039.75;111016.08;111050.65;110969.62
0;1761309001500;111015.55;111016.05;111039.75;111015.55;111050.65;110969.62
0;1761309001532;111015.03;111015.53;111039.75;111015.03;111050.65;110969.62
0;1761309001565;111014.50;111015.00;111039.75;111014.50;111050.65;110969.62
0;1761309001597;111013.97;111014.47;111039.75;111013.97;111050.65;110969.62
0;1761309001630;111013.45;111013.95;111039.75;111013.45;111050.65;110969.62
0;1761309001663;111012.92;111013.42;111039.75;111012.92;111050.65;110969.62
0;1761309001695;111012.39;111012.89;111039.75;111012.39;111050.65;110969.62
0;1761309001728;111011.87;111012.37;111039.75;111011.87;111050.65;110969.62
0;1761309001760;111011.34;111011.84;111039.75;111011.34;111050.65;110969.62
0;1761309001793;111010.82;111011.32;111039.75;111010.82;111050.65;110969.62
0;1761309001826;111010.29;111010.79;111039.75;111010.29;111050.65;110969.62
0;1761309001858;111009.76;111010.26;111039.75;111009.76;111050.65;110969.62
0;1761309001891;111009.24;111009.74;111039.75;111009.24;111050.65;110969.62
0;1761309001923;111008.71;111009.21;111039.75;111008.71;111050.65;110969.62
0;1761309001956;111008.18;111008.68;111039.75;111008.18;111050.65;110969.62
0;1761309001989;111007.66;111008.16;111039.75;111007.66;111050.65;110969.62
0;1761309002021;111007.13;111007.63;111039.75;111007.13;111050.65;110969.62
0;1761309002054;111006.61;111007.11;111039.75;111006.61;111050.65;110969.62
0;1761309002086;111006.08;111006.58;111039.75;111006.08;111050.65;110969.62
0;1761309002119;111005.55;111006.05;111039.75;111005.55;111050.65;110969.62
0;1761309002152;111005.03;111005.53;111039.75;111005.03;111050.65;110969.62
0;1761309002184;111004.50;111005.00;111039.75;111004.50;111050.65;110969.62
0;1761309002217;111003.98;111004.48;111039.75;111003.98;111050.65;110969.62
0;1761309002250;111003.45;111003.95;111039.75;111003.45;111050.65;110969.62
0;1761309002282;111002.92;111003.42;111039.75;111002.92;111050.65;110969.62
0;1761309002315;111002.40;111002.90;111039.75;111002.40;111050.65;110969.62
0;1761309002347;111001.87;111002.37;111039.75;111001.87;111050.65;110969.62
0;1761309002380;111001.34;111001.84;111039.75;111001.34;111050.65;110969.62
0;1761309002413;111000.82;111001.32;111039.75;111000.82;111050.65;110969.62
0;1761309002445;111000.29;111000.79;111039.75;111000.29;111050.65;110969.62
0;1761309002478;110999.77;111000.27;111039.75;110999.77;111050.65;110969.62
0;1761309002510;110999.24;110999.74;111039.75;110999.24;111050.65;110969.62
0;1761309002543;110998.71;110999.21;111039.75;110998.71;111050.65;110969.62
0;1761309002576;110998.19;110998.69;111039.75;110998.19;111050.65;110969.62
0;1761309002608;110997.66;110998.16;111039.75;110997.66;111050.65;110969.62
0;1761309002641;110997.14;110997.64;111039.75;110997.14;111050.65;110969.62
0;1761309002673;110996.61;110997.11;111039.75;110996.61;111050.65;110969.62
0;1761309002706;110996.08;110996.58;111039.75;110996.08;111050.65;110969.62
0;1761309002739;110995.56;110996.06;111039.75;110995.56;111050.65;110969.62
0;1761309002771;110995.03;110995.53;111039.75;110995.03;111050.65;110969.62
0;1761309002804;110994.50;110995.00;111039.75;110994.50;111050.65;110969.62
0;1761309002836;110993.98;110994.48;111039.75;110993.98;111050.65;110969.62
0;1761309002869;110993.45;110993.95;111039.75;110993.45;111050.65;110969.62
0;1761309002902;110992.93;110993.43;111039.75;110992.93;111050.65;110969.62
0;1761309002934;110992.40;110992.90;111039.75;110992.40;111050.65;110969.62
0;1761309002967;110991.87;110992.37;111039.75;110991.87;111050.65;110969.62
0;1761309003000;110991.35;110991.85;111039.75;110991.35;111050.65;110969.62
0;1761309003032;110990.82;110991.32;111039.75;110990.82;111050.65;110969.62
0;1761309003065;110990.30;110990.80;111039.75;110990.30;111050.65;110969.62
0;1761309003097;110989.77;110990.27;111039.75;110989.77;111050.65;110969.62
0;1761309003130;110989.24;110989.74;111039.75;110989.24;111050.65;110969.62
0;1761309003163;110988.72;110989.22;111039.75;110988.72;111050.65;110969.62
0;1761309003195;110988.19;110988.69;111039.75;110988.19;111050.65;110969.62
0;1761309003228;110987.66;110988.16;111039.75;110987.66;111050.65;110969.62
0;1761309003260;110987.14;110987.64;111039.75;110987.14;111050.65;110969.62
0;1761309003293;110986.61;110987.11;111039.75;110986.61;111050.65;110969.62
0;1761309003326;110986.09;110986.59;111039.75;110986.09;111050.65;110969.62
0;1761309003358;110985.56;110986.06;111039.75;110985.56;111050.65;110969.62
0;1761309003391;110985.03;110985.53;111039.75;110985.03;111050.65;110969.62
0;1761309003423;110984.51;110985.01;111039.75;110984.51;111050.65;110969.62
0;1761309003456;110983.98;110984.48;111039.75;110983.98;111050.65;110969.62
0;1761309003489;110983.46;110983.96;111039.75;110983.46;111050.65;110969.62
0;1761309003521;110982.93;110983.43;111039.75;110982.93;111050.65;110969.62
0;1761309003554;110982.40;110982.90;111039.75;110982.40;111050.65;110969.62
0;1761309003586;110981.88;110982.38;111039.75;110981.88;111050.65;110969.62
0;1761309003619;110981.35;110981.85;111039.75;110981.35;111050.65;110969.62
0;1761309003652;110980.82;110981.32;111039.75;110980.82;111050.65;110969.62
0;1761309003684;110980.30;110980.80;111039.75;110980.30;111050.65;110969.62
0;1761309003717;110979.77;110980.27;111039.75;110979.77;111050.65;110969.62
0;1761309003750;110979.25;110979.75;111039.75;110979.25;111050.65;110969.62
0;1761309003782;110978.72;110979.22;111039.75;110978.72;111050.65;110969.62
0;1761309003815;110978.19;110978.69;111039.75;110978.19;111050.65;110969.62
0;1761309003847;110977.67;110978.17;111039.75;110977.67;111050.65;110969.62
0;1761309003880;110977.14;110977.64;111039.75;110977.14;111050.65;110969.62
0;1761309003913;110976.61;110977.11;111039.75;110976.61;111050.65;110969.62
0;1761309003945;110976.09;110976.59;111039.75;110976.09;111050.65;110969.62
0;1761309003978;110975.56;110976.06;111039.75;110975.56;111050.65;110969.62
0;1761309004010;110975.04;110975.54;111039.75;110975.04;111050.65;110969.62
0;1761309004043;110974.51;110975.01;111039.75;110974.51;111050.65;110969.62
0;1761309004076;110973.98;110974.48;111039.75;110973.98;111050.65;110969.62
0;1761309004108;110973.46;110973.96;111039.75;110973.46;111050.65;110969.62
0;1761309004141;110972.93;110973.43;111039.75;110972.93;111050.65;110969.62
0;1761309004173;110972.41;110972.91;111039.75;110972.41;111050.65;110969.62
0;1761309004206;110971.88;110972.38;111039.75;110971.88;111050.65;110969.62
0;1761309004239;110971.35;110971.85;111039.75;110971.35;111050.65;110969.62
0;1761309004271;110970.83;110971.33;111039.75;110970.83;111050.65;110969.62
0;1761309004304;110970.30;110970.80;111039.75;110970.30;111050.65;110969.62
0;1761309004336;110969.77;110970.27;111039.75;110969.77;111050.65;110969.62
0;1761309004369;110969.25;110969.75;111039.75;110969.25;111050.65;110969.62
0;1761309004402;110968.72;110969.22;111039.75;110968.72;111050.65;110969.62
0;1761309004434;110968.20;110968.70;111039.75;110968.20;111050.65;110969.62
0;1761309004467;110967.67;110968.17;111039.75;110967.67;111050.65;110969.62
0;1761309004500;110967.14;110967.64;111039.75;110967.14;111050.65;110969.62
0;1761309004532;110966.62;110967.12;111039.75;110966.62;111050.65;110969.62
0;1761309004565;110966.09;110966.59;111039.75;110966.09;111050.65;110969.62
0;1761309004597;110965.57;110966.07;111039.75;110965.57;111050.65;110969.62
0;1761309004630;110965.04;110965.54;111039.75;110965.04;111050.65;110969.62
0;1761309004663;110964.51;110965.01;111039.75;110964.51;111050.65;110969.62
0;1761309004695;110963.99;110964.49;111039.75;110963.99;111050.65;110969.62
0;1761309004728;110963.46;110963.96;111039.75;110963.46;111050.65;110969.62
0;1761309004760;110962.93;110963.43;111039.75;110962.93;111050.65;110969.62
0;1761309004793;110962.41;110962.91;111039.75;110962.41;111050.65;110969.62
0;1761309004826;110961.88;110962.38;111039.75;110961.88;111050.65;110969.62
0;1761309004858;110961.36;110961.86;111039.75;110961.36;111050.65;110969.62
0;1761309004891;110960.83;110961.33;111039.75;110960.83;111050.65;110969.62
0;1761309004923;110960.30;110960.80;111039.75;110960.30;111050.65;110969.62
0;1761309004956;110959.78;110960.28;111039.75;110959.78;111050.65;110969.62
0;1761309004989;110959.25;110959.75;111039.75;110959.25;111050.65;110969.62
0;1761309005021;110958.73;110959.23;111039.75;110958.73;111050.65;110969.62
0;1761309005054;110958.20;110958.70;111039.75;110958.20;111050.65;110969.62
