date,direction,orb_high,orb_low,vwap,extension_extreme,signal_time,entry_time,entry,stop,target,risk_points,exit_time,exit_reason,net_r
2021-03-05T00:00:00-05:00,-1,12606.95,12449.51,12416.731541848962,12320.81,2021-03-05T10:50:00-05:00,2021-03-05T10:55:00-05:00,12409.61,12462.765000000001,12303.3,53.155000000000655,2021-03-05T11:07:00-05:00,target,1.9623741886934443
2021-03-08T00:00:00-05:00,1,12687.67,12529.81,12609.52037554585,12700.63,2021-03-08T09:50:00-05:00,2021-03-08T09:55:00-05:00,12615.95,12557.41875,12733.0125,58.53125,2021-03-08T09:59:00-05:00,stop,-1.0341697810998398
2021-03-11T00:00:00-05:00,-1,13008.26,12934.52,12966.767755459041,12915.23,2021-03-11T10:25:00-05:00,2021-03-11T10:30:00-05:00,12955.82,13018.56625,12830.3275,62.746250000000146,2021-03-11T10:50:00-05:00,stop,-1.0318744148056656
2021-03-12T00:00:00-05:00,1,12877.19,12803.65,12858.0801167697,12900.26,2021-03-12T10:00:00-05:00,2021-03-12T10:05:00-05:00,12892.45,12829.91,13017.530000000002,62.54000000000087,2021-03-12T10:20:00-05:00,stop,-1.0319795330988164
2021-03-18T00:00:00-04:00,-1,13036.55,12979.75,12992.105895744404,12949.02,2021-03-18T09:50:00-04:00,2021-03-18T09:55:00-04:00,12979.37,13046.563750000001,12844.9825,67.19375000000036,2021-03-18T14:43:00-04:00,target,1.9702353269463306
2021-03-22T00:00:00-04:00,1,13006.56,12943.21,13002.159225225225,13040.71,2021-03-22T10:10:00-04:00,2021-03-22T10:15:00-04:00,13016.35,12949.0975,13150.855000000001,67.25250000000051,2021-03-22T12:30:00-04:00,target,1.970261328575146
2021-03-26T00:00:00-04:00,1,12834.54,12769.77,12816.592007754758,12843.89,2021-03-26T09:55:00-04:00,2021-03-26T10:00:00-04:00,12824.34,12761.8,12949.420000000002,62.54000000000087,2021-03-26T14:10:00-04:00,stop,-1.0319795330988164
2021-03-30T00:00:00-04:00,-1,12901.98,12828.67,12850.36960005693,12820.83,2021-03-30T09:50:00-04:00,2021-03-30T09:55:00-04:00,12851.28,12911.635,12730.570000000002,60.35499999999956,2021-03-30T11:32:00-04:00,stop,-1.0331372711457214
2021-04-06T00:00:00-04:00,1,13599.51,13553.48,13583.872627589692,13605.49,2021-04-06T09:50:00-04:00,2021-04-06T09:55:00-04:00,13604.63,13552.34875,13709.1925,52.28125,2021-04-06T15:58:00-04:00,session_close,-0.6048057381948401
2021-04-09T00:00:00-04:00,1,13715.74,13672.41,13727.220658695194,13760.22,2021-04-09T10:45:00-04:00,2021-04-09T10:50:00-04:00,13740.47,13689.304999999998,13842.800000000001,51.16500000000087,2021-04-09T15:54:00-04:00,target,1.960910778852732
2021-04-20T00:00:00-04:00,1,13919.42,13867.07,13906.506731246896,13943.51,2021-04-20T09:50:00-04:00,2021-04-20T09:55:00-04:00,13934.38,13888.478749999998,14026.1825,45.9012500000008,2021-04-20T10:14:00-04:00,stop,-1.0435717981536443
2021-04-21T00:00:00-04:00,1,13777.24,13714.47,13776.809509977265,13818.08,2021-04-21T10:15:00-04:00,2021-04-21T10:20:00-04:00,13780.98,13735.078749999999,13872.782500000001,45.9012500000008,2021-04-21T11:34:00-04:00,target,1.9564282018463557
2021-04-23T00:00:00-04:00,1,13835.2,13791.47,13839.397941409343,13875.28,2021-04-23T10:30:00-04:00,2021-04-23T10:35:00-04:00,13874.14,13828.238749999999,13965.942500000001,45.9012500000008,2021-04-23T12:48:00-04:00,target,1.9564282018463557
2021-04-30T00:00:00-04:00,1,13905.22,13853.8,13895.686533068345,13923.64,2021-04-30T10:05:00-04:00,2021-04-30T10:10:00-04:00,13915.84,13884.03625,13979.447500000002,31.803750000000946,2021-04-30T11:17:00-04:00,stop,-1.0628856659985046
2021-05-07T00:00:00-04:00,1,13748.0,13670.93,13720.34122558701,13763.23,2021-05-07T09:55:00-04:00,2021-05-07T10:00:00-04:00,13733.08,13686.575,13826.089999999998,46.5049999999992,2021-05-07T14:00:00-04:00,stop,-1.0430061283732939
2021-05-10T00:00:00-04:00,-1,13665.64,13545.23,13555.548922550279,13511.4,2021-05-10T10:10:00-04:00,2021-05-10T10:15:00-04:00,13548.45,13594.19375,13456.962500000001,45.743749999999636,2021-05-10T14:03:00-04:00,target,1.9562781800792455
2021-05-11T00:00:00-04:00,1,13233.97,13092.58,13212.108901969026,13286.47,2021-05-11T10:15:00-04:00,2021-05-11T10:20:00-04:00,13249.11,13200.1425,13347.045000000002,48.967500000000655,2021-05-11T10:25:00-04:00,stop,-1.040843416551794
2021-05-14T00:00:00-04:00,1,13262.62,13214.94,13247.931753115041,13281.12,2021-05-14T10:05:00-04:00,2021-05-14T10:10:00-04:00,13254.13,13203.38625,13355.617499999998,50.743749999999636,2021-05-14T12:06:00-04:00,target,1.9605862790984108
2021-05-18T00:00:00-04:00,-1,13369.89,13320.59,13339.308668236525,13308.9,2021-05-18T09:55:00-04:00,2021-05-18T10:00:00-04:00,13335.57,13387.1025,13232.504999999997,51.532500000001164,2021-05-18T10:29:00-04:00,stop,-1.0388104594188126
2021-05-19T00:00:00-04:00,1,13068.34,12975.11,13050.345242929996,13106.93,2021-05-19T10:40:00-04:00,2021-05-19T10:45:00-04:00,13082.66,13031.91625,13184.1475,50.743749999999636,2021-05-19T13:07:00-04:00,target,1.9605862790984108
2021-05-25T00:00:00-04:00,-1,13735.92,13676.15,13683.735449924292,13649.5,2021-05-25T10:05:00-04:00,2021-05-25T10:10:00-04:00,13661.61,13712.12875,13560.572500000002,50.51874999999927,2021-05-25T15:58:00-04:00,session_close,0.10233824075219888
2021-05-26T00:00:00-04:00,-1,13712.38,13677.18,13688.003141321045,13667.46,2021-05-26T09:55:00-04:00,2021-05-26T10:00:00-04:00,13675.4,13725.91875,13574.362499999997,50.51875000000109,2021-05-26T12:12:00-04:00,stop,-1.0395892614128408
2021-06-10T00:00:00-04:00,1,13925.24,13814.92,13926.289459720212,13967.6,2021-06-10T10:20:00-04:00,2021-06-10T10:25:00-04:00,13940.27,13897.1075,14026.595000000001,43.162500000000364,2021-06-10T10:45:00-04:00,stop,-1.0463365189690121
2021-06-22T00:00:00-04:00,1,14191.05,14122.91,14166.96084813008,14199.29,2021-06-22T10:40:00-04:00,2021-06-22T10:45:00-04:00,14168.26,14134.44375,14235.8925,33.816249999999854,2021-06-22T12:23:00-04:00,target,1.9408568365800463
2021-06-28T00:00:00-04:00,1,14472.61,14406.6,14473.68580873898,14501.93,2021-06-28T10:55:00-04:00,2021-06-28T11:00:00-04:00,14474.94,14441.61375,14541.5925,33.32625000000007,2021-06-28T15:58:00-04:00,session_close,1.5792355875623296
2021-06-29T00:00:00-04:00,1,14540.04,14486.85,14526.322836593788,14545.06,2021-06-29T09:50:00-04:00,2021-06-29T09:55:00-04:00,14534.31,14499.914999999999,14603.1,34.39500000000044,2021-06-29T10:16:00-04:00,stop,-1.0581479866259624
2021-07-09T00:00:00-04:00,1,14734.57,14681.84,14721.843708091366,14748.14,2021-07-09T10:30:00-04:00,2021-07-09T10:35:00-04:00,14732.1,14700.938750000001,14794.422499999999,31.1612499999992,2021-07-09T11:01:00-04:00,target,1.9358177223314197
2021-07-12T00:00:00-04:00,-1,14899.86,14836.57,14848.044826012549,14814.81,2021-07-12T10:15:00-04:00,2021-07-12T10:20:00-04:00,14831.53,14862.69125,14769.207500000002,31.1612499999992,2021-07-12T10:57:00-04:00,stop,-1.0641822776685803
2021-07-22T00:00:00-04:00,1,14907.19,14854.03,14887.83058386017,14910.79,2021-07-22T10:05:00-04:00,2021-07-22T10:10:00-04:00,14889.97,14857.23,14955.449999999999,32.73999999999978,2021-07-22T15:58:00-04:00,session_close,1.4966401954795456
2021-07-26T00:00:00-04:00,1,15102.0,15054.6,15100.799884320013,15130.03,2021-07-26T10:20:00-04:00,2021-07-26T10:25:00-04:00,15113.23,15079.87625,15179.9375,33.35375000000022,2021-07-26T15:58:00-04:00,session_close,0.4488250946295714
2021-07-29T00:00:00-04:00,1,15080.59,14995.91,15058.360428251837,15089.29,2021-07-29T09:55:00-04:00,2021-07-29T10:00:00-04:00,15066.37,15026.7225,15145.665000000003,39.647500000000946,2021-07-29T15:58:00-04:00,session_close,-0.44542531054924656
2021-07-30T00:00:00-04:00,1,14928.76,14875.66,14943.696218323585,14988.64,2021-07-30T10:25:00-04:00,2021-07-30T10:30:00-04:00,14951.51,14911.8625,15030.805000000002,39.647500000000946,2021-07-30T15:58:00-04:00,session_close,0.09105239926856665
2021-08-02T00:00:00-04:00,-1,15052.9,14961.52,14989.031927941742,14945.98,2021-08-02T10:00:00-04:00,2021-08-02T10:05:00-04:00,14977.91,15017.557499999999,14898.615000000002,39.64749999999913,2021-08-02T10:16:00-04:00,stop,-1.050444542531056
2021-08-05T00:00:00-04:00,1,15127.41,15086.28,15124.671883239169,15144.22,2021-08-05T10:05:00-04:00,2021-08-05T10:10:00-04:00,15141.4,15104.63625,15214.9275,36.76375000000007,2021-08-05T15:58:00-04:00,session_close,0.8108530821801212
2021-08-13T00:00:00-04:00,1,15103.59,15077.88,15098.555124588622,15118.99,2021-08-13T10:00:00-04:00,2021-08-13T10:05:00-04:00,15106.75,15074.05625,15172.1375,32.693750000000364,2021-08-13T15:58:00-04:00,session_close,0.6365130950104916
2021-08-18T00:00:00-04:00,1,15015.87,14971.05,15008.784225122348,15040.85,2021-08-18T10:10:00-04:00,2021-08-18T10:15:00-04:00,15030.47,14999.31375,15092.7825,31.15625,2021-08-18T10:42:00-04:00,stop,-1.0641925777331995
2021-08-19T00:00:00-04:00,1,14839.46,14768.77,14832.155900674858,14889.76,2021-08-19T10:35:00-04:00,2021-08-19T10:40:00-04:00,14838.11,14805.03125,14904.267500000002,33.07875000000058,2021-08-19T11:00:00-04:00,target,1.9395382231795348
2021-08-24T00:00:00-04:00,1,15358.26,15318.92,15355.871014519733,15385.52,2021-08-24T11:00:00-04:00,2021-08-24T11:05:00-04:00,15358.26,15320.45,15433.88,37.80999999999949,2021-08-24T15:58:00-04:00,session_close,-0.012430573922225642
2021-08-31T00:00:00-04:00,-1,15616.81,15540.21,15554.87988836794,15526.83,2021-08-31T10:05:00-04:00,2021-08-31T10:10:00-04:00,15549.81,15587.619999999999,15474.19,37.80999999999949,2021-08-31T11:36:00-04:00,stop,-1.052896059243587
2021-09-01T00:00:00-04:00,1,15681.35,15632.16,15678.07041688289,15706.81,2021-09-01T09:55:00-04:00,2021-09-01T10:00:00-04:00,15682.09,15646.0525,15754.165,36.037500000000364,2021-09-01T14:35:00-04:00,stop,-1.0554977454040924
2021-09-09T00:00:00-04:00,1,15679.53,15632.82,15666.268900828298,15685.66,2021-09-09T09:50:00-04:00,2021-09-09T09:55:00-04:00,15671.79,15636.795000000002,15741.779999999999,34.99499999999898,2021-09-09T11:25:00-04:00,stop,-1.0571510215745124
2021-09-14T00:00:00-04:00,-1,15542.07,15479.53,15456.408212089398,15405.28,2021-09-14T11:10:00-04:00,2021-09-14T11:15:00-04:00,15455.31,15490.305,15385.319999999998,34.9950000000008,2021-09-14T11:41:00-04:00,stop,-1.0571510215745092
2021-09-16T00:00:00-04:00,-1,15492.39,15435.38,15430.205904395381,15387.0,2021-09-16T10:35:00-04:00,2021-09-16T10:40:00-04:00,15425.46,15460.454999999998,15355.470000000001,34.99499999999898,2021-09-16T13:51:00-04:00,stop,-1.0571510215745124
2021-09-28T00:00:00-04:00,-1,15045.55,14946.61,14970.3471478829,14925.2,2021-09-28T09:55:00-04:00,2021-09-28T10:00:00-04:00,14961.89,15001.57375,14882.5225,39.683750000000146,2021-09-28T10:17:00-04:00,target,1.949601537153117
2021-10-01T00:00:00-04:00,-1,14750.38,14647.56,14657.09044332211,14618.2,2021-10-01T10:10:00-04:00,2021-10-01T10:15:00-04:00,14630.38,14674.189999999999,14542.76,43.80999999999949,2021-10-01T11:14:00-04:00,stop,-1.045651677699156
2021-10-07T00:00:00-04:00,1,14961.07,14873.35,14971.12822668834,15009.96,2021-10-07T11:10:00-04:00,2021-10-07T11:15:00-04:00,14982.92,14932.03375,15084.6925,50.88624999999956,2021-10-07T14:45:00-04:00,stop,-1.0393033481539713
2021-10-12T00:00:00-04:00,-1,14791.27,14703.89,14722.502788096665,14671.41,2021-10-12T10:00:00-04:00,2021-10-12T10:05:00-04:00,14718.52,14767.0275,14621.505000000001,48.50749999999971,2021-10-12T15:58:00-04:00,session_close,0.73205174457559
2021-10-19T00:00:00-04:00,1,15368.0,15316.4,15350.189901606424,15375.32,2021-10-19T10:15:00-04:00,2021-10-19T10:20:00-04:00,15357.81,15313.6925,15446.045,44.11750000000029,2021-10-19T15:58:00-04:00,session_close,0.9848699495665085
2021-10-22T00:00:00-04:00,-1,15469.65,15417.4,15438.425097263435,15397.63,2021-10-22T09:55:00-04:00,2021-10-22T10:00:00-04:00,15437.17,15475.87,15359.769999999999,38.70000000000073,2021-10-22T11:21:00-04:00,target,1.9483204134366934
2021-10-28T00:00:00-04:00,1,15700.02,15649.81,15676.933934802571,15705.65,2021-10-28T09:50:00-04:00,2021-10-28T09:55:00-04:00,15682.44,15639.3075,15768.705,43.13249999999971,2021-10-28T14:36:00-04:00,target,1.9536312525357906
2021-10-29T00:00:00-04:00,1,15695.05,15631.62,15676.08615035758,15701.3,2021-10-29T09:50:00-04:00,2021-10-29T09:55:00-04:00,15696.29,15657.3325,15774.205000000002,38.95750000000044,2021-10-29T12:11:00-04:00,target,1.9486620034653153
2021-11-03T00:00:00-04:00,-1,16010.51,15958.1,15979.351680161943,15950.11,2021-11-03T10:10:00-04:00,2021-11-03T10:15:00-04:00,15970.64,16008.7025,15894.515,38.0625,2021-11-03T14:00:00-04:00,stop,-1.0525451559934318
2021-11-08T00:00:00-05:00,-1,16402.21,16342.67,16356.031385291219,16327.25,2021-11-08T10:30:00-05:00,2021-11-08T10:35:00-05:00,16352.05,16391.0075,16274.134999999998,38.95750000000044,2021-11-08T14:18:00-05:00,stop,-1.0513379965346847
2021-11-12T00:00:00-05:00,-1,16083.94,16014.39,16036.410789473686,16009.58,2021-11-12T09:50:00-05:00,2021-11-12T09:55:00-05:00,16036.7,16075.68625,15958.7275,38.98624999999993,2021-11-12T10:20:00-05:00,stop,-1.0513001378691207
2021-11-18T00:00:00-05:00,1,16402.88,16355.85,16386.03962243198,16421.87,2021-11-18T09:50:00-05:00,2021-11-18T09:55:00-05:00,16386.98,16344.20625,16472.5275,42.77375000000029,2021-11-18T10:12:00-05:00,stop,-1.0467576492591832
2021-11-19T00:00:00-05:00,1,16569.86,16520.82,16576.78275018454,16620.75,2021-11-19T10:10:00-05:00,2021-11-19T10:15:00-05:00,16594.24,16548.94625,16684.827500000003,45.29375000000073,2021-11-19T13:40:00-05:00,stop,-1.0441562025665785
2021-11-30T00:00:00-05:00,1,16382.05,16331.48,16369.168557504872,16402.49,2021-11-30T09:50:00-05:00,2021-11-30T09:55:00-05:00,16401.04,16354.615000000002,16493.89,46.42499999999927,2021-11-30T10:37:00-05:00,stop,-1.043080236941304
2021-12-06T00:00:00-05:00,1,15769.52,15570.2,15694.67330156791,15795.08,2021-12-06T10:40:00-05:00,2021-12-06T10:45:00-05:00,15698.77,15645.23875,15805.8325,53.53125,2021-12-06T12:34:00-05:00,target,1.9626386456509048
2021-12-13T00:00:00-05:00,-1,16354.3,16285.79,16307.299500058956,16271.68,2021-12-13T09:55:00-05:00,2021-12-13T10:00:00-05:00,16291.85,16352.635,16170.28,60.784999999999854,2021-12-13T11:24:00-05:00,target,1.9670971456773874
2021-12-15T00:00:00-05:00,-1,15941.0,15876.02,15879.903977511556,15823.6,2021-12-15T10:00:00-05:00,2021-12-15T10:05:00-05:00,15866.41,15930.2875,15738.654999999999,63.87750000000051,2021-12-15T14:05:00-05:00,stop,-1.031309929161285
2021-12-16T00:00:00-05:00,-1,16354.29,16226.82,16209.34851420128,16104.66,2021-12-16T10:30:00-05:00,2021-12-16T10:35:00-05:00,16181.67,16247.286250000001,16050.437499999998,65.61625000000095,2021-12-16T11:04:00-05:00,target,1.9695197454898752
2021-12-17T00:00:00-05:00,1,15803.53,15671.41,15760.295330958037,15855.74,2021-12-17T10:00:00-05:00,2021-12-17T10:05:00-05:00,15786.51,15720.245,15919.039999999999,66.26499999999942,2021-12-17T10:13:00-05:00,stop,-1.03018184561986
2021-12-30T00:00:00-05:00,1,16529.61,16462.49,16532.26811275734,16579.3,2021-12-30T11:00:00-05:00,2021-12-30T11:05:00-05:00,16540.96,16477.0825,16668.714999999997,63.87749999999869,2021-12-30T15:42:00-05:00,stop,-1.031309929161286
2022-01-06T00:00:00-05:00,-1,15858.2,15681.93,15741.61840257171,15608.5,2022-01-06T10:15:00-05:00,2022-01-06T10:20:00-05:00,15693.21,15749.91,15579.809999999998,56.70000000000073,2022-01-06T10:25:00-05:00,stop,-1.0352733686067015
2022-01-10T00:00:00-05:00,-1,15421.76,15300.25,15331.159969040247,15290.85,2022-01-10T09:50:00-05:00,2022-01-10T09:55:00-05:00,15296.04,15359.917500000001,15168.285,63.87750000000051,2022-01-10T10:48:00-05:00,target,1.968690070838715
2022-01-14T00:00:00-05:00,1,15546.56,15391.95,15517.815551344522,15605.7,2022-01-14T10:00:00-05:00,2022-01-14T10:05:00-05:00,15521.88,15447.0175,15671.604999999998,74.86249999999927,2022-01-14T11:14:00-05:00,stop,-1.0267156453498083
2022-01-19T00:00:00-05:00,1,15351.53,15264.81,15319.072620912595,15365.07,2022-01-19T09:50:00-05:00,2022-01-19T09:55:00-05:00,15356.22,15294.342499999999,15479.975,61.87750000000051,2022-01-19T10:29:00-05:00,stop,-1.0323219263868124
2022-01-20T00:00:00-05:00,1,15270.4,15173.68,15235.966936747831,15282.05,2022-01-20T09:50:00-05:00,2022-01-20T09:55:00-05:00,15269.04,15207.1625,15392.795000000002,61.87750000000051,2022-01-20T13:05:00-05:00,stop,-1.0323219263868124
2022-01-24T00:00:00-05:00,-1,14273.96,14130.83,14176.377318761384,14065.41,2022-01-24T09:55:00-05:00,2022-01-24T10:00:00-05:00,14109.07,14178.93875,13969.3325,69.86874999999964,2022-01-24T11:37:00-05:00,target,1.9713748993648805
2022-01-26T00:00:00-05:00,1,14508.2,14362.84,14447.302303264256,14526.48,2022-01-26T10:10:00-05:00,2022-01-26T10:15:00-05:00,14457.23,14375.70625,14620.2775,81.52375000000029,2022-01-26T10:28:00-05:00,stop,-1.0245327281927046
2022-01-27T00:00:00-05:00,1,14365.0,14244.86,14333.566152508693,14406.76,2022-01-27T09:55:00-05:00,2022-01-27T10:00:00-05:00,14367.33,14280.085,14541.820000000002,87.2450000000008,2022-01-27T10:29:00-05:00,stop,-1.0229239497965497
2022-01-28T00:00:00-05:00,-1,14110.72,13904.71,13947.310496145124,13878.35,2022-01-28T09:50:00-05:00,2022-01-28T09:55:00-05:00,13917.77,14009.1375,13735.035,91.36750000000029,2022-01-28T10:18:00-05:00,stop,-1.0218896215831668
2022-02-01T00:00:00-05:00,-1,14960.63,14797.54,14833.082176447508,14740.41,2022-02-01T10:15:00-05:00,2022-02-01T10:20:00-05:00,14790.91,14892.98,14586.77,102.06999999999971,2022-02-01T11:07:00-05:00,stop,-1.0195943960027434
2022-02-02T00:00:00-05:00,-1,15188.59,15074.87,15111.092744486057,15039.2,2022-02-02T09:55:00-05:00,2022-02-02T10:00:00-05:00,15107.05,15209.119999999999,14902.91,102.06999999999971,2022-02-02T15:58:00-05:00,session_close,-0.19320074458706005
2022-02-07T00:00:00-05:00,1,14792.7,14681.67,14756.594672439429,14816.11,2022-02-07T10:00:00-05:00,2022-02-07T10:05:00-05:00,14761.15,14665.45375,14952.542499999998,95.69624999999905,2022-02-07T11:18:00-05:00,stop,-1.020899460532675
2022-02-10T00:00:00-05:00,1,14863.18,14744.57,14921.392831657227,15037.44,2022-02-10T10:55:00-05:00,2022-02-10T11:00:00-05:00,14929.84,14834.2925,15120.935000000001,95.54750000000058,2022-02-10T12:48:00-05:00,stop,-1.0209319971741802
2022-02-11T00:00:00-05:00,1,14758.12,14665.25,14715.75804509352,14774.27,2022-02-11T09:50:00-05:00,2022-02-11T09:55:00-05:00,14723.98,14628.283749999999,14915.372500000001,95.69625000000087,2022-02-11T10:12:00-05:00,stop,-1.0208994605326749
2022-02-16T00:00:00-05:00,-1,14520.44,14437.89,14445.48787762417,14387.68,2022-02-16T10:05:00-05:00,2022-02-16T10:10:00-05:00,14434.78,14530.47625,14243.387500000003,95.69624999999905,2022-02-16T14:21:00-05:00,stop,-1.020899460532675
2022-02-22T00:00:00-05:00,1,13990.62,13868.55,13983.456555743107,14100.61,2022-02-22T10:05:00-05:00,2022-02-22T10:10:00-05:00,14014.22,13923.68125,14195.297499999999,90.53874999999971,2022-02-22T11:13:00-05:00,stop,-1.022089989093068
2022-02-28T00:00:00-05:00,1,14115.29,14032.66,14088.916744378308,14159.8,2022-02-28T10:00:00-05:00,2022-02-28T10:05:00-05:00,14095.65,14008.90375,14269.1425,86.74625000000015,2022-02-28T11:26:00-05:00,target,1.9769442483104458
2022-03-11T00:00:00-05:00,-1,13721.96,13605.8,13578.87833725388,13506.98,2022-03-11T10:50:00-05:00,2022-03-11T10:55:00-05:00,13564.14,13650.88625,13390.6475,86.74625000000015,2022-03-11T15:25:00-05:00,target,1.9769442483104458
2022-03-14T00:00:00-04:00,1,13328.96,13206.14,13304.29526964922,13391.87,2022-03-14T10:30:00-04:00,2022-03-14T10:35:00-04:00,13312.41,13225.66375,13485.9025,86.74625000000015,2022-03-14T11:38:00-04:00,stop,-1.0230557516895542
2022-03-17T00:00:00-04:00,1,13904.39,13824.23,13927.96219387755,14016.6,2022-03-17T10:15:00-04:00,2022-03-17T10:20:00-04:00,13934.23,13841.539999999999,14119.61,92.69000000000051,2022-03-17T15:58:00-04:00,session_close,1.701154385586357
2022-03-18T00:00:00-04:00,1,14081.74,14000.21,14144.829879439067,14249.07,2022-03-18T10:40:00-04:00,2022-03-18T10:45:00-04:00,14175.52,14082.83,14360.900000000001,92.69000000000051,2022-03-18T15:09:00-04:00,target,1.9784226993203151
2022-03-25T00:00:00-04:00,-1,14790.14,14716.97,14742.46603868646,14697.94,2022-03-25T10:05:00-04:00,2022-03-25T10:10:00-04:00,14739.35,14825.80875,14566.4325,86.45874999999978,2022-03-25T15:58:00-04:00,session_close,-0.05563346682666014
2022-03-31T00:00:00-04:00,-1,15092.31,14991.32,15022.02988115693,14984.16,2022-03-31T09:50:00-04:00,2022-03-31T09:55:00-04:00,15009.39,15086.072499999998,14856.025000000001,76.68249999999898,2022-03-31T10:47:00-04:00,stop,-1.026081570110521
2022-04-05T00:00:00-04:00,-1,15135.39,15080.39,15091.705337066998,15048.57,2022-04-05T10:00:00-04:00,2022-04-05T10:05:00-04:00,15071.15,15142.62625,14928.1975,71.47624999999971,2022-04-05T10:38:00-04:00,target,1.9720186775327468
2022-04-06T00:00:00-04:00,-1,14644.67,14537.61,14517.308225003555,14459.04,2022-04-06T10:45:00-04:00,2022-04-06T10:50:00-04:00,14511.79,14583.26625,14368.837500000001,71.47624999999971,2022-04-06T14:02:00-04:00,stop,-1.0279813224672532
2022-04-08T00:00:00-04:00,-1,14476.25,14366.77,14390.348097243494,14324.42,2022-04-08T09:50:00-04:00,2022-04-08T09:55:00-04:00,14329.77,14401.24625,14186.817500000001,71.47624999999971,2022-04-08T10:27:00-04:00,stop,-1.0279813224672532
2022-04-20T00:00:00-04:00,-1,14272.0,14127.72,14126.67648016954,14042.68,2022-04-20T10:20:00-04:00,2022-04-20T10:25:00-04:00,14069.73,14135.6075,13937.974999999999,65.87750000000051,2022-04-20T10:35:00-04:00,stop,-1.0303593791506962
2022-04-29T00:00:00-04:00,1,13378.25,13232.55,13341.79784936424,13438.38,2022-04-29T10:05:00-04:00,2022-04-29T10:10:00-04:00,13367.85,13288.3775,13526.795,79.47249999999985,2022-04-29T10:17:00-04:00,stop,-1.0251659379030482
2022-05-02T00:00:00-04:00,1,12940.47,12749.96,12911.080775200153,13048.56,2022-05-02T10:55:00-04:00,2022-05-02T11:00:00-04:00,12915.81,12832.613749999999,13082.202500000001,83.19625000000087,2022-05-02T11:42:00-04:00,stop,-1.0240395450516095
2022-05-06T00:00:00-04:00,-1,12794.17,12584.52,12605.43390739339,12520.63,2022-05-06T10:00:00-04:00,2022-05-06T10:05:00-04:00,12606.97,12698.2425,12424.424999999997,91.27250000000095,2022-05-06T10:16:00-04:00,stop,-1.0219124051603712
2022-05-16T00:00:00-04:00,-1,12356.51,12238.25,12280.756057094404,12218.3,2022-05-16T09:50:00-04:00,2022-05-16T09:55:00-04:00,12271.14,12374.404999999999,12064.61,103.26499999999942,2022-05-16T14:28:00-04:00,stop,-1.0193676463467778
2022-05-17T00:00:00-04:00,-1,12534.64,12457.8,12467.0652881131,12404.23,2022-05-17T10:25:00-04:00,2022-05-17T10:30:00-04:00,12407.67,12510.935,12201.140000000001,103.26499999999942,2022-05-17T14:08:00-04:00,stop,-1.0193676463467778
2022-05-18T00:00:00-04:00,-1,12397.57,12307.65,12340.366480992867,12288.88,2022-05-18T09:55:00-04:00,2022-05-18T10:00:00-04:00,12298.28,12401.545,12091.750000000002,103.26499999999942,2022-05-18T12:07:00-04:00,target,1.9806323536532222
2022-05-27T00:00:00-04:00,1,12513.59,12401.1,12523.917514938943,12592.51,2022-05-27T10:55:00-04:00,2022-05-27T11:00:00-04:00,12531.63,12433.71875,12727.452499999998,97.9112499999992,2022-05-27T15:58:00-04:00,session_close,1.3669522143778292
2022-06-03T00:00:00-04:00,-1,12713.99,12618.47,12659.96816837315,12607.29,2022-06-03T09:50:00-04:00,2022-06-03T09:55:00-04:00,12656.82,12749.41875,12471.622499999998,92.59875000000102,2022-06-03T15:58:00-04:00,session_close,1.1743139081250944
2022-06-07T00:00:00-04:00,1,12523.63,12410.48,12509.136383552412,12579.17,2022-06-07T10:00:00-04:00,2022-06-07T10:05:00-04:00,12542.33,12456.1625,12714.664999999999,86.16749999999956,2022-06-07T15:37:00-04:00,target,1.9767893927524878
2022-06-16T00:00:00-04:00,-1,11320.92,11233.88,11262.778798481902,11225.3,2022-06-16T09:55:00-04:00,2022-06-16T10:00:00-04:00,11237.73,11313.585,11086.02,75.85499999999956,2022-06-16T13:59:00-04:00,target,1.9736339067958604
2022-06-22T00:00:00-04:00,1,11501.2,11423.26,11490.826405559064,11575.17,2022-06-22T09:50:00-04:00,2022-06-22T09:55:00-04:00,11575.92,11506.10875,11715.542500000001,69.81125000000065,2022-06-22T10:37:00-04:00,target,1.9713513223155297
2022-06-24T00:00:00-04:00,1,11932.63,11812.25,11968.774378326074,12056.27,2022-06-24T10:40:00-04:00,2022-06-24T10:45:00-04:00,11975.0,11904.17,12116.66,70.82999999999993,2022-06-24T15:58:00-04:00,session_close,1.679937879429619
2022-06-27T00:00:00-04:00,-1,12183.85,12021.23,12058.29790494059,11994.34,2022-06-27T09:55:00-04:00,2022-06-27T10:00:00-04:00,12036.92,12107.55875,11895.6425,70.63875000000007,2022-06-27T10:56:00-04:00,stop,-1.0283130717913327
2022-07-01T00:00:00-04:00,1,11509.42,11392.85,11496.427724908008,11588.34,2022-07-01T10:05:00-04:00,2022-07-01T10:10:00-04:00,11533.42,11463.60875,11673.042500000001,69.81125000000065,2022-07-01T10:14:00-04:00,stop,-1.0286486776844703
2022-07-05T00:00:00-04:00,1,11437.61,11362.66,11451.491024653775,11584.77,2022-07-05T11:05:00-04:00,2022-07-05T11:10:00-04:00,11473.14,11403.835,11611.75,69.30500000000029,2022-07-05T12:24:00-04:00,target,1.9711420532429118
