date,direction,orb_high,orb_low,vwap,extension_extreme,signal_time,entry_time,entry,stop,target,risk_points,exit_time,exit_reason,net_r
2020-03-17T00:00:00-04:00,-1,7250.98,7034.68,7065.001228370878,6950.49,2020-03-17T10:05:00-04:00,2020-03-17T10:10:00-04:00,7043.26,7110.5625,6908.655000000001,67.30249999999978,2020-03-17T10:17:00-04:00,stop,-1.0297165781360278
2020-03-18T00:00:00-04:00,1,7193.39,7022.32,7202.684130816755,7336.14,2020-03-18T10:20:00-04:00,2020-03-18T10:25:00-04:00,7210.86,7134.4175,7363.745,76.44250000000011,2020-03-18T11:09:00-04:00,stop,-1.026163456192563
2020-03-19T00:00:00-04:00,1,7200.02,7020.91,7227.908522524712,7397.02,2020-03-19T10:40:00-04:00,2020-03-19T10:45:00-04:00,7259.52,7176.5375,7425.485000000001,82.98250000000007,2020-03-19T11:28:00-04:00,target,1.9758985328231857
2020-03-20T00:00:00-04:00,-1,7474.68,7316.45,7370.650646903367,7295.2,2020-03-20T09:50:00-04:00,2020-03-20T09:55:00-04:00,7359.79,7446.681250000001,7186.007499999999,86.89125000000058,2020-03-20T10:32:00-04:00,stop,-1.023017277343806
2020-03-23T00:00:00-04:00,1,7015.57,6840.17,6970.44911918795,7083.87,2020-03-23T10:20:00-04:00,2020-03-23T10:25:00-04:00,7024.63,6933.69125,7206.507500000001,90.93875000000025,2020-03-23T10:57:00-04:00,stop,-1.0219928248408956
2020-03-25T00:00:00-04:00,-1,7668.24,7491.02,7497.500692727475,7379.18,2020-03-25T10:40:00-04:00,2020-03-25T10:45:00-04:00,7477.95,7571.421249999999,7291.007500000001,93.4712499999996,2020-03-25T12:15:00-04:00,stop,-1.02139695360873
2020-03-26T00:00:00-04:00,1,7640.93,7520.38,7637.970215321849,7720.91,2020-03-26T10:45:00-04:00,2020-03-26T10:50:00-04:00,7644.15,7549.15125,7834.147499999999,94.99874999999975,2020-03-26T15:50:00-04:00,target,1.9789470914090974
2020-03-27T00:00:00-04:00,-1,7695.75,7592.51,7633.399707924034,7583.09,2020-03-27T09:50:00-04:00,2020-03-27T09:55:00-04:00,7608.25,7702.85375,7419.0425,94.60375000000022,2020-03-27T13:39:00-04:00,stop,-1.0211408110143625
2020-03-31T00:00:00-04:00,-1,7876.6,7822.2,7836.553780455154,7801.05,2020-03-31T09:55:00-04:00,2020-03-31T10:00:00-04:00,7824.26,7918.86375,7635.0525,94.60375000000022,2020-03-31T10:13:00-04:00,stop,-1.0211408110143625
2020-04-01T00:00:00-04:00,1,7634.25,7564.68,7604.510926411793,7649.58,2020-04-01T10:30:00-04:00,2020-04-01T10:35:00-04:00,7640.36,7545.756249999999,7829.5675,94.60375000000022,2020-04-01T12:37:00-04:00,stop,-1.0211408110143625
2020-04-02T00:00:00-04:00,-1,7520.69,7418.7,7464.751221296997,7410.46,2020-04-02T09:50:00-04:00,2020-04-02T09:55:00-04:00,7433.28,7522.30875,7255.222499999999,89.0287500000004,2020-04-02T10:12:00-04:00,stop,-1.022464653272117
2020-04-15T00:00:00-04:00,-1,8569.38,8503.74,8528.136836982967,8490.65,2020-04-15T09:55:00-04:00,2020-04-15T10:00:00-04:00,8522.19,8586.815,8392.94,64.625,2020-04-15T12:50:00-04:00,stop,-1.0309477756286267
2020-04-21T00:00:00-04:00,-1,8658.27,8545.38,8578.667991052851,8537.27,2020-04-21T09:50:00-04:00,2020-04-21T09:55:00-04:00,8576.53,8636.1,8457.390000000001,59.56999999999971,2020-04-21T10:49:00-04:00,target,1.966426053382575
2020-04-24T00:00:00-04:00,-1,8675.06,8625.08,8623.957130428027,8592.55,2020-04-24T10:05:00-04:00,2020-04-24T10:10:00-04:00,8607.49,8663.6575,8495.155,56.16749999999956,2020-04-24T10:35:00-04:00,stop,-1.035607780299996
2020-04-28T00:00:00-04:00,-1,8913.74,8859.56,8875.652065652523,8859.14,2020-04-28T09:50:00-04:00,2020-04-28T09:55:00-04:00,8863.7,8912.806250000001,8765.4875,49.10625000000073,2020-04-28T10:24:00-04:00,target,1.9592719867633963
2020-04-29T00:00:00-04:00,1,8878.08,8825.89,8876.753478066246,8908.04,2020-04-29T10:10:00-04:00,2020-04-29T10:15:00-04:00,8895.15,8846.043749999999,8993.362500000001,49.10625000000073,2020-04-29T15:03:00-04:00,target,1.9592719867633963
2020-05-05T00:00:00-04:00,1,8951.73,8905.22,8952.567564742878,8982.0,2020-05-05T10:10:00-04:00,2020-05-05T10:15:00-04:00,8952.72,8905.291249999998,9047.577500000001,47.428750000000946,2020-05-05T15:37:00-04:00,stop,-1.0421685159317915
2020-05-07T00:00:00-04:00,-1,9115.09,9066.62,9083.86045979163,9049.86,2020-05-07T10:25:00-04:00,2020-05-07T10:30:00-04:00,9077.46,9122.279999999999,8987.82,44.81999999999971,2020-05-07T12:26:00-04:00,stop,-1.0446229361892014
2020-05-11T00:00:00-04:00,1,9217.3,9153.76,9207.125250055078,9241.99,2020-05-11T10:00:00-04:00,2020-05-11T10:05:00-04:00,9241.42,9197.77375,9328.7125,43.64624999999978,2020-05-11T13:40:00-04:00,target,1.9541770484291316
2020-05-19T00:00:00-04:00,1,9373.37,9319.55,9370.445756472493,9403.07,2020-05-19T10:40:00-04:00,2020-05-19T10:45:00-04:00,9373.56,9329.195,9462.289999999999,44.36499999999978,2020-05-19T15:50:00-04:00,stop,-1.0450805815395021
2020-05-20T00:00:00-04:00,1,9443.12,9404.65,9449.04466141215,9475.71,2020-05-20T10:30:00-04:00,2020-05-20T10:35:00-04:00,9463.78,9419.415,9552.51,44.36499999999978,2020-05-20T15:59:00-04:00,session_close,0.37552124422404903
2020-05-22T00:00:00-04:00,1,9371.71,9323.68,9362.135427814568,9401.82,2020-05-22T10:05:00-04:00,2020-05-22T10:10:00-04:00,9367.09,9325.6275,9450.015,41.462499999999636,2020-05-22T15:59:00-04:00,session_close,1.0011456135061942
2020-05-29T00:00:00-04:00,1,9466.95,9424.17,9457.639593470576,9484.94,2020-05-29T09:55:00-04:00,2020-05-29T10:00:00-04:00,9461.41,9419.9475,9544.335,41.462499999999636,2020-05-29T10:08:00-04:00,stop,-1.0482363581549596
2020-06-01T00:00:00-04:00,1,9561.66,9509.27,9546.335581073603,9572.72,2020-06-01T10:00:00-04:00,2020-06-01T10:05:00-04:00,9565.2,9523.737500000001,9648.125,41.462499999999636,2020-06-01T15:59:00-04:00,session_close,0.7056979198070221
2020-06-02T00:00:00-04:00,-1,9606.84,9573.66,9583.810006881367,9561.33,2020-06-02T09:50:00-04:00,2020-06-02T09:55:00-04:00,9575.08,9616.5425,9492.155,41.462499999999636,2020-06-02T14:19:00-04:00,stop,-1.0482363581549596
2020-06-04T00:00:00-04:00,1,9707.61,9670.61,9709.140817780453,9743.08,2020-06-04T10:05:00-04:00,2020-06-04T10:10:00-04:00,9721.59,9683.41375,9797.942500000001,38.17625000000044,2020-06-04T11:10:00-04:00,stop,-1.0523885923840077
2020-06-05T00:00:00-04:00,1,9763.12,9654.05,9743.860611592023,9778.79,2020-06-05T10:15:00-04:00,2020-06-05T10:20:00-04:00,9749.32,9708.7125,9830.535,40.60750000000007,2020-06-05T12:30:00-04:00,target,1.9507480145293359
2020-06-08T00:00:00-04:00,-1,9829.59,9794.17,9784.0135359116,9748.68,2020-06-08T10:30:00-04:00,2020-06-08T10:35:00-04:00,9780.07,9824.01125,9692.1875,43.941249999999854,2020-06-08T11:25:00-04:00,stop,-1.0455153187494668
2020-06-09T00:00:00-04:00,1,9900.92,9853.34,9887.854425563748,9911.2,2020-06-09T10:00:00-04:00,2020-06-09T10:05:00-04:00,9899.87,9855.928750000001,9987.7525,43.941249999999854,2020-06-09T13:22:00-04:00,target,1.9544846812505332
2020-06-10T00:00:00-04:00,1,10066.62,10024.89,10053.010476770629,10078.45,2020-06-10T10:10:00-04:00,2020-06-10T10:15:00-04:00,10057.72,10017.1125,10138.935,40.60750000000007,2020-06-10T14:18:00-04:00,target,1.9507480145293359
2020-06-22T00:00:00-04:00,1,10015.91,9986.97,10032.510004430662,10067.71,2020-06-22T10:55:00-04:00,2020-06-22T11:00:00-04:00,10032.57,9988.62875,10120.4525,43.941249999999854,2020-06-22T14:57:00-04:00,target,1.9544846812505332
2020-07-02T00:00:00-04:00,1,10418.85,10376.7,10404.629933077034,10421.3,2020-07-02T09:50:00-04:00,2020-07-02T09:55:00-04:00,10412.91,10365.435,10507.86,47.475000000000364,2020-07-02T11:02:00-04:00,stop,-1.042127435492364
2020-07-07T00:00:00-04:00,1,10624.86,10566.59,10610.28008758372,10641.91,2020-07-07T09:55:00-04:00,2020-07-07T10:00:00-04:00,10617.66,10571.47125,10710.037499999999,46.188749999999345,2020-07-07T15:03:00-04:00,stop,-1.0433005872642154
2020-07-08T00:00:00-04:00,1,10624.14,10575.75,10613.270328579418,10628.81,2020-07-08T09:50:00-04:00,2020-07-08T09:55:00-04:00,10621.67,10574.82,10715.37,46.850000000000364,2020-07-08T11:18:00-04:00,stop,-1.0426894343649944
2020-07-13T00:00:00-04:00,1,11005.93,10939.5,10985.176894092107,11012.14,2020-07-13T10:35:00-04:00,2020-07-13T10:40:00-04:00,11003.63,10954.731249999999,11101.4275,48.89875000000029,2020-07-13T13:59:00-04:00,stop,-1.0409008410235434
2020-07-14T00:00:00-04:00,-1,10637.91,10490.19,10479.816979289166,10368.43,2020-07-14T10:25:00-04:00,2020-07-14T10:30:00-04:00,10477.44,10526.33875,10379.6425,48.89875000000029,2020-07-14T10:33:00-04:00,stop,-1.0409008410235434
2020-07-16T00:00:00-04:00,-1,10608.33,10547.93,10561.543995072614,10515.14,2020-07-16T10:30:00-04:00,2020-07-16T10:35:00-04:00,10560.95,10609.848750000001,10463.1525,48.89875000000029,2020-07-16T13:14:00-04:00,stop,-1.0409008410235434
2020-07-17T00:00:00-04:00,-1,10658.55,10591.55,10615.679099983225,10576.56,2020-07-17T10:05:00-04:00,2020-07-17T10:10:00-04:00,10610.26,10659.15875,10512.4625,48.89875000000029,2020-07-17T14:52:00-04:00,stop,-1.0409008410235434
2020-07-22T00:00:00-04:00,1,10882.82,10830.86,10872.072466342424,10908.33,2020-07-22T10:10:00-04:00,2020-07-22T10:15:00-04:00,10879.48,10826.4975,10985.445,52.98250000000007,2020-07-22T10:48:00-04:00,stop,-1.0377483131222573
2020-07-27T00:00:00-04:00,1,10619.57,10523.8,10605.100274189894,10644.64,2020-07-27T10:05:00-04:00,2020-07-27T10:10:00-04:00,10612.77,10559.51125,10719.287500000002,53.25875000000087,2020-07-27T11:24:00-04:00,stop,-1.037552514844978
2020-07-28T00:00:00-04:00,-1,10654.97,10589.71,10609.845787985865,10567.1,2020-07-28T10:00:00-04:00,2020-07-28T10:05:00-04:00,10610.4,10662.338749999999,10506.522500000001,51.938749999999345,2020-07-28T15:59:00-04:00,session_close,1.4230223099323873
2020-08-03T00:00:00-04:00,1,11051.04,10989.8,11028.873858230814,11058.53,2020-08-03T09:50:00-04:00,2020-08-03T09:55:00-04:00,11030.54,10978.960000000001,11133.7,51.57999999999993,2020-08-03T15:59:00-04:00,session_close,0.292943001163218
2020-08-04T00:00:00-04:00,1,11059.39,11016.53,11063.123089719495,11091.55,2020-08-04T10:25:00-04:00,2020-08-04T10:30:00-04:00,11066.69,11015.11,11169.85,51.57999999999993,2020-08-04T14:31:00-04:00,stop,-1.038774718883288
2020-08-14T00:00:00-04:00,-1,11211.39,11163.61,11180.15131663058,11142.22,2020-08-14T09:55:00-04:00,2020-08-14T10:00:00-04:00,11178.23,11229.0325,11076.625,50.80249999999978,2020-08-14T15:59:00-04:00,session_close,0.2279415383101221
2020-08-17T00:00:00-04:00,1,11257.3,11228.16,11256.271265675125,11281.93,2020-08-17T10:10:00-04:00,2020-08-17T10:15:00-04:00,11260.16,11209.3575,11361.765,50.80249999999978,2020-08-17T15:59:00-04:00,session_close,0.5696570050686607
2020-08-18T00:00:00-04:00,-1,11386.46,11331.49,11334.155784269888,11274.56,2020-08-18T10:45:00-04:00,2020-08-18T10:50:00-04:00,11333.27,11378.825,11242.16,45.55500000000029,2020-08-18T12:31:00-04:00,stop,-1.0439029744265171
2020-08-19T00:00:00-04:00,-1,11418.17,11371.02,11372.998636626227,11337.42,2020-08-19T10:00:00-04:00,2020-08-19T10:05:00-04:00,11367.71,11406.923749999998,11289.282500000001,39.21374999999898,2020-08-19T10:30:00-04:00,stop,-1.0510025182493399
2020-08-21T00:00:00-04:00,1,11492.49,11458.93,11481.996667856716,11507.27,2020-08-21T09:50:00-04:00,2020-08-21T09:55:00-04:00,11485.8,11446.58625,11564.227499999997,39.21374999999898,2020-08-21T15:01:00-04:00,target,1.9489974817506601
2020-09-01T00:00:00-04:00,1,12204.39,12128.27,12216.083439854192,12272.55,2020-09-01T11:00:00-04:00,2020-09-01T11:05:00-04:00,12222.37,12182.73875,12301.632500000002,39.631250000000364,2020-09-01T15:59:00-04:00,target,1.9495347736950013
2020-09-02T00:00:00-04:00,-1,12435.92,12360.77,12335.831574454633,12244.33,2020-09-02T10:15:00-04:00,2020-09-02T10:20:00-04:00,12332.14,12375.23375,12245.9525,43.09375,2020-09-02T11:28:00-04:00,target,1.9535895576504714
2020-09-08T00:00:00-04:00,1,11269.52,11118.16,11282.589544166738,11404.27,2020-09-08T10:40:00-04:00,2020-09-08T10:45:00-04:00,11317.31,11271.383749999999,11409.1625,45.92625000000044,2020-09-08T10:49:00-04:00,stop,-1.043548079801856
2020-09-14T00:00:00-04:00,1,11286.39,11210.45,11311.430986910995,11364.57,2020-09-14T11:10:00-04:00,2020-09-14T11:15:00-04:00,11315.47,11264.96,11416.49,50.51000000000022,2020-09-14T13:06:00-04:00,stop,-1.039596119580281
2020-09-15T00:00:00-04:00,1,11462.4,11415.76,11454.272676224611,11486.71,2020-09-15T10:05:00-04:00,2020-09-15T10:10:00-04:00,11468.87,11418.36,11569.890000000001,50.51000000000022,2020-09-15T10:24:00-04:00,stop,-1.039596119580281
2020-09-21T00:00:00-04:00,1,10824.57,10717.73,10798.862843388963,10852.94,2020-09-21T09:55:00-04:00,2020-09-21T10:00:00-04:00,10818.79,10763.067500000001,10930.235,55.722499999999854,2020-09-21T10:04:00-04:00,stop,-1.0358921441069586
2020-09-23T00:00:00-04:00,-1,11175.41,11117.67,11103.44175061979,11047.8,2020-09-23T10:40:00-04:00,2020-09-23T10:45:00-04:00,11100.68,11164.38875,10973.2625,63.70874999999978,2020-09-23T13:53:00-04:00,target,1.968607137952008
2020-09-28T00:00:00-04:00,-1,11355.44,11296.1,11298.684568261378,11256.83,2020-09-28T10:05:00-04:00,2020-09-28T10:10:00-04:00,11264.94,11339.608750000001,11115.602499999999,74.66875000000073,2020-09-28T13:40:00-04:00,stop,-1.0267849669373061
2020-10-01T00:00:00-04:00,-1,11580.05,11547.49,11540.373273393274,11497.25,2020-10-01T10:30:00-04:00,2020-10-01T10:35:00-04:00,11538.42,11613.08875,11389.082499999999,74.66875000000073,2020-10-01T15:59:00-04:00,session_close,-0.6652046538879999
2020-10-09T00:00:00-04:00,1,11641.99,11601.65,11631.10297774869,11652.32,2020-10-09T09:50:00-04:00,2020-10-09T09:55:00-04:00,11647.08,11586.715,11767.81,60.36499999999978,2020-10-09T15:59:00-04:00,session_close,1.26364615257187
2020-10-14T00:00:00-04:00,1,12161.94,12087.29,12137.299016160543,12167.31,2020-10-14T09:50:00-04:00,2020-10-14T09:55:00-04:00,12149.04,12088.675000000001,12269.77,60.36499999999978,2020-10-14T10:25:00-04:00,stop,-1.033131781661559
2020-10-15T00:00:00-04:00,1,11869.17,11768.27,11853.134836116264,11893.93,2020-10-15T10:00:00-04:00,2020-10-15T10:05:00-04:00,11859.64,11798.9725,11980.974999999999,60.66749999999956,2020-10-15T10:32:00-04:00,stop,-1.0329665801293941
2020-10-21T00:00:00-04:00,1,11752.2,11670.12,11753.116603773586,11791.54,2020-10-21T10:25:00-04:00,2020-10-21T10:30:00-04:00,11757.18,11707.3325,11856.875,49.847499999999854,2020-10-21T10:59:00-04:00,stop,-1.040122373238377
2020-10-23T00:00:00-04:00,-1,11690.54,11610.63,11633.131912720519,11604.19,2020-10-23T09:55:00-04:00,2020-10-23T10:00:00-04:00,11628.3,11674.0325,11536.835,45.73250000000007,2020-10-23T15:45:00-04:00,stop,-1.0437325753020281
2020-10-26T00:00:00-04:00,1,11673.38,11580.32,11666.36908004779,11707.56,2020-10-26T10:20:00-04:00,2020-10-26T10:25:00-04:00,11669.29,11626.29375,11755.282500000001,42.996250000000146,2020-10-26T10:31:00-04:00,stop,-1.0465156845073698
2020-10-30T00:00:00-04:00,-1,11292.77,11186.31,11200.469678638941,11144.91,2020-10-30T10:05:00-04:00,2020-10-30T10:10:00-04:00,11169.57,11219.4175,11069.875,49.847499999999854,2020-10-30T10:27:00-04:00,target,1.959877626761623
2020-11-02T00:00:00-05:00,1,11197.16,11123.01,11177.14998052851,11224.91,2020-11-02T10:00:00-05:00,2020-11-02T10:05:00-05:00,11184.3,11134.4525,11283.994999999999,49.847499999999854,2020-11-02T10:39:00-05:00,stop,-1.040122373238377
2020-11-05T00:00:00-05:00,1,12064.69,11983.81,12068.607011470984,12118.0,2020-11-05T10:20:00-05:00,2020-11-05T10:25:00-05:00,12069.65,12012.72875,12183.492499999998,56.92124999999942,2020-11-05T12:20:00-05:00,stop,-1.0351362628192462
2020-11-10T00:00:00-05:00,-1,11755.97,11638.79,11679.303436147187,11622.9,2020-11-10T09:50:00-05:00,2020-11-10T09:55:00-05:00,11652.02,11710.45375,11535.1525,58.433750000000146,2020-11-10T10:37:00-05:00,target,1.9657732046976277
2020-11-11T00:00:00-05:00,1,11831.3,11710.02,11788.539229457894,11835.74,2020-11-11T09:55:00-05:00,2020-11-11T10:00:00-05:00,11793.49,11732.505,11915.460000000001,60.98500000000058,2020-11-11T15:59:00-05:00,session_close,1.5549725342297125
2020-11-17T00:00:00-05:00,-1,12047.67,11995.0,12008.345471014492,11968.75,2020-11-17T09:55:00-05:00,2020-11-17T10:00:00-05:00,11970.64,12025.0975,11861.724999999999,54.45750000000044,2020-11-17T10:42:00-05:00,stop,-1.0367258871597114
2020-11-18T00:00:00-05:00,-1,11992.61,11948.06,11953.424868000366,11914.82,2020-11-18T10:15:00-05:00,2020-11-18T10:20:00-05:00,11950.85,12005.3075,11841.935,54.45750000000044,2020-11-18T12:00:00-05:00,stop,-1.0367258871597114
2020-11-19T00:00:00-05:00,1,11900.52,11848.56,11896.664527703198,11931.64,2020-11-19T10:15:00-05:00,2020-11-19T10:20:00-05:00,11905.8,11851.342499999999,12014.715,54.45750000000044,2020-11-19T15:59:00-05:00,session_close,1.4875820594041145
2020-11-20T00:00:00-05:00,-1,11989.72,11959.57,11973.44427988576,11953.12,2020-11-20T10:00:00-05:00,2020-11-20T10:05:00-05:00,11971.46,12024.291249999998,11865.7975,52.83124999999927,2020-11-20T15:59:00-05:00,session_close,1.1055956465160424
2020-11-30T00:00:00-05:00,-1,12305.91,12248.86,12265.710181524808,12230.62,2020-11-30T09:55:00-05:00,2020-11-30T10:00:00-05:00,12260.28,12309.80125,12161.237500000001,49.52124999999978,2020-11-30T10:38:00-05:00,target,1.9596132973218565
2020-12-04T00:00:00-05:00,1,12488.12,12450.42,12495.456376696979,12522.63,2020-12-04T10:55:00-05:00,2020-12-04T11:00:00-05:00,12500.37,12458.622500000001,12583.865,41.74749999999949,2020-12-04T15:59:00-05:00,session_close,0.6692616324330566
2020-12-07T00:00:00-05:00,1,12583.7,12527.83,12565.214779316713,12585.44,2020-12-07T09:50:00-05:00,2020-12-07T09:55:00-05:00,12570.02,12530.7325,12648.595000000001,39.287500000000364,2020-12-07T15:59:00-05:00,session_close,0.6607699650015625
2020-12-18T00:00:00-05:00,-1,12792.88,12748.56,12737.102839155545,12689.99,2020-12-18T10:15:00-05:00,2020-12-18T10:20:00-05:00,12733.59,12768.9925,12662.785,35.402500000000146,2020-12-18T14:57:00-05:00,target,1.9435068144905023
2020-12-21T00:00:00-05:00,-1,12657.07,12579.11,12611.864469834361,12573.14,2020-12-21T09:55:00-05:00,2020-12-21T10:00:00-05:00,12588.68,12625.61125,12514.817500000001,36.931249999999636,2020-12-21T10:06:00-05:00,target,1.945845320697241
2020-12-23T00:00:00-05:00,-1,12734.85,12681.03,12695.220612757406,12661.33,2020-12-23T09:50:00-05:00,2020-12-23T09:55:00-05:00,12684.82,12723.04625,12608.3675,38.22624999999971,2020-12-23T12:32:00-05:00,stop,-1.052320068016089
2020-12-29T00:00:00-05:00,-1,12928.18,12889.14,12880.180260636516,12821.91,2020-12-29T10:35:00-05:00,2020-12-29T10:40:00-05:00,12875.42,12910.25125,12805.757500000002,34.83124999999927,2020-12-29T15:59:00-05:00,session_close,0.43725103176026936
2021-01-04T00:00:00-05:00,-1,12952.38,12870.01,12894.115090090088,12858.48,2021-01-04T10:20:00-05:00,2021-01-04T10:25:00-05:00,12886.71,12918.4075,12823.314999999999,31.69750000000022,2021-01-04T10:51:00-05:00,target,1.9369035412887456
2021-01-06T00:00:00-05:00,1,12634.96,12564.02,12626.32977126044,12677.61,2021-01-06T10:00:00-05:00,2021-01-06T10:05:00-05:00,12639.94,12607.51,12704.800000000001,32.43000000000029,2021-01-06T10:20:00-05:00,target,1.9383287079864329
2021-01-12T00:00:00-05:00,-1,12959.44,12908.67,12910.921380565667,12857.39,2021-01-12T10:10:00-05:00,2021-01-12T10:15:00-05:00,12893.21,12928.94125,12821.747499999998,35.73125000000073,2021-01-12T10:28:00-05:00,stop,-1.0559734126290001
2021-01-22T00:00:00-05:00,1,13376.23,13342.94,13382.737951637391,13405.87,2021-01-22T10:10:00-05:00,2021-01-22T10:15:00-05:00,13388.98,13350.797499999999,13465.345000000001,38.1825000000008,2021-01-22T10:37:00-05:00,stop,-1.0523800170235045
2021-01-28T00:00:00-05:00,1,13259.89,13141.92,13227.365059439573,13289.68,2021-01-28T10:40:00-05:00,2021-01-28T10:45:00-05:00,13241.03,13202.8475,13317.395000000002,38.1825000000008,2021-01-28T11:07:00-05:00,target,1.9476199829764955
2021-02-01T00:00:00-05:00,-1,13114.12,13059.46,13053.755801891391,12982.61,2021-02-01T10:00:00-05:00,2021-02-01T10:05:00-05:00,13050.57,13094.715,12962.279999999999,44.14500000000044,2021-02-01T10:27:00-05:00,stop,-1.045305244082002
2021-02-05T00:00:00-05:00,-1,13600.73,13554.2,13567.158482934397,13537.94,2021-02-05T10:05:00-05:00,2021-02-05T10:10:00-05:00,13561.43,13603.385,13477.52,41.95499999999993,2021-02-05T12:18:00-05:00,stop,-1.0476701227505663
2021-02-08T00:00:00-05:00,1,13681.79,13641.87,13668.947497013143,13699.89,2021-02-08T10:15:00-05:00,2021-02-08T10:20:00-05:00,13677.29,13637.35625,13757.157500000001,39.933750000000146,2021-02-08T11:31:00-05:00,stop,-1.050082949885748
2021-02-09T00:00:00-05:00,1,13691.02,13653.64,13710.411610899873,13742.63,2021-02-09T11:00:00-05:00,2021-02-09T11:05:00-05:00,13713.32,13674.02375,13791.912499999999,39.29624999999942,2021-02-09T13:49:00-05:00,stop,-1.0508954416770055
2021-02-22T00:00:00-05:00,1,13427.72,13363.48,13413.59851116156,13449.2,2021-02-22T10:05:00-05:00,2021-02-22T10:10:00-05:00,13413.85,13373.348750000001,13494.852499999999,40.501249999999345,2021-02-22T10:18:00-05:00,stop,-1.0493811919385212
2021-02-23T00:00:00-05:00,-1,13020.21,12830.06,12869.818393327481,12762.29,2021-02-23T09:50:00-05:00,2021-02-23T09:55:00-05:00,12868.07,12908.963749999999,12786.282500000001,40.89374999999927,2021-02-23T10:01:00-05:00,stop,-1.0489072290998023
2021-02-24T00:00:00-05:00,-1,13123.42,13007.32,13039.435653815894,12964.22,2021-02-24T10:15:00-05:00,2021-02-24T10:20:00-05:00,13033.61,13074.50375,12951.822500000002,40.89374999999927,2021-02-24T10:24:00-05:00,stop,-1.0489072290998023
2021-02-25T00:00:00-05:00,-1,13293.62,13184.31,13212.52848585079,13127.37,2021-02-25T10:20:00-05:00,2021-02-25T10:25:00-05:00,13178.11,13219.23875,13095.8525,41.128749999999854,2021-02-25T10:40:00-05:00,target,1.9513722152995165
2021-03-01T00:00:00-05:00,1,13118.73,13045.69,13086.34526287388,13124.01,2021-03-01T10:05:00-05:00,2021-03-01T10:10:00-05:00,13104.08,13062.95125,13186.3375,41.128749999999854,2021-03-01T10:52:00-05:00,target,1.9513722152995165
2021-03-02T00:00:00-05:00,-1,13307.62,13213.64,13233.167921556826,13185.62,2021-03-02T10:00:00-05:00,2021-03-02T10:05:00-05:00,13233.52,13274.64875,13151.2625,41.128749999999854,2021-03-02T10:39:00-05:00,target,1.9513722152995165
2021-03-03T00:00:00-05:00,-1,13055.48,12935.1,12984.69553586498,12930.22,2021-03-03T09:50:00-05:00,2021-03-03T09:55:00-05:00,12968.46,13009.588749999999,12886.2025,41.128749999999854,2021-03-03T10:11:00-05:00,target,1.9513722152995165
