slug,score,eligible,orb_minutes,setup_window_minutes,confirmation,trend_filter,extension_buffer_atr,touch_tolerance_atr,first_touch_only,stop_mode,stop_buffer_atr,atr_stop_multiple,target_mode,vwap_slope_bars,training_initial_balance,training_final_balance,training_return_pct,training_profit_factor,training_win_rate_pct,training_max_drawdown_pct,training_trades,training_wins,training_losses,validation_initial_balance,validation_final_balance,validation_return_pct,validation_profit_factor,validation_win_rate_pct,validation_max_drawdown_pct,validation_trades,validation_wins,validation_losses,locked_initial_balance,locked_final_balance,locked_return_pct,locked_profit_factor,locked_win_rate_pct,locked_max_drawdown_pct,locked_trades,locked_wins,locked_losses
orb30-side_only-none-eb0-tt003-ft1-atr-rr20,1.611984243460011,False,30,90,side_only,none,0.0,0.03,True,atr,0.01,0.25,rr20,3,10000.0,9892.300838894414,-1.0769916110558553,0.9964536901115351,38.43058350100604,21.064193640058917,497,191,306,10000.0,13101.55580246047,31.015558024604715,1.2812678523592853,44.57142857142857,9.120819891714365,175,78,97,10000.0,9249.336272055003,-7.5066372794499685,0.9080059376953676,35.76642335766424,12.591003179536814,137,49,88
orb30-side_only-none-eb0-tt003-ft1-atr-rr20,1.611984243460011,False,30,90,side_only,none,0.0,0.03,True,atr,0.01,0.25,rr20,3,10000.0,9892.300838894414,-1.0769916110558553,0.9964536901115351,38.43058350100604,21.064193640058917,497,191,306,10000.0,13101.55580246047,31.015558024604715,1.2812678523592853,44.57142857142857,9.120819891714365,175,78,97,10000.0,9249.336272055003,-7.5066372794499685,0.9080059376953676,35.76642335766424,12.591003179536814,137,49,88
orb15-side_only-ema-eb002-tt001-ft0-atr-rr20,1.455669217875064,False,15,90,side_only,ema,0.02,0.01,False,atr,0.01,0.25,rr20,3,10000.0,10397.80643500064,3.978064350006405,1.013009104219822,39.01918976545842,22.658603430029174,469,183,286,10000.0,11343.647828358138,13.436478283581387,1.1210114144231251,40.804597701149426,8.305087825117845,174,71,103,10000.0,9439.680476787413,-5.603195232125868,0.9313899003149484,37.410071942446045,10.76818990985416,139,52,87
orb15-directional-ema-eb0-tt001-ft0-atr-rr20,1.405989231910926,False,15,90,directional,ema,0.0,0.01,False,atr,0.01,0.25,rr20,3,10000.0,13167.51939940377,31.67519399403771,1.1306387911343438,41.492537313432834,15.06873102298883,335,139,196,10000.0,9159.570136787928,-8.404298632120721,0.8983176749462807,33.07692307692307,16.467074348157492,130,43,87,10000.0,10015.301320248149,0.15301320248148897,1.0025304579543184,40.19607843137255,12.24379950189132,102,41,61
orb30-side_only-ema-eb002-tt001-ft1-atr-rr20,1.3282251266389729,False,30,90,side_only,ema,0.02,0.01,True,atr,0.01,0.25,rr20,3,10000.0,9870.413991590098,-1.2958600840990209,0.9925636386044573,39.51890034364261,21.87896409680991,291,115,176,10000.0,13861.098343846854,38.61098343846854,1.5865637041591383,49.137931034482754,6.006416130782586,116,57,59,10000.0,10538.323338313918,5.383233383139174,1.1071428937086298,40.243902439024396,6.254463020954315,82,33,49
orb15-directional-none-eb002-tt001-ft1-atr-rr20,1.2426279746191495,False,15,90,directional,none,0.02,0.01,True,atr,0.01,0.25,rr20,3,10000.0,9337.33551856376,-6.626644814362404,0.9266223706754726,37.3134328358209,19.73950603415347,134,50,84,10000.0,11133.341134935223,11.333411349352218,1.3247334699049327,43.63636363636363,5.385225793759214,55,24,31,10000.0,8678.968821480381,-13.210311785196193,0.5886833145957178,27.659574468085108,14.446615273010465,47,13,34
orb15-directional-vwap_slope-eb002-tt001-ft1-atr-rr20,1.2426279746191495,False,15,90,directional,vwap_slope,0.02,0.01,True,atr,0.01,0.25,rr20,3,10000.0,9337.33551856376,-6.626644814362404,0.9266223706754726,37.3134328358209,19.73950603415347,134,50,84,10000.0,11350.958680212256,13.509586802122552,1.3814970866490133,44.642857142857146,5.385225793759231,56,25,31,10000.0,8510.404052304018,-14.895959476959819,0.531105914309081,26.08695652173913,16.1082512167955,46,12,34
orb15-side_only-ema-eb002-tt001-ft1-atr-rr20,1.2086223146036703,False,15,90,side_only,ema,0.02,0.01,True,atr,0.01,0.25,rr20,3,10000.0,9458.340637244992,-5.416593627550082,0.9749574961243858,38.285714285714285,21.293051311194294,350,134,216,10000.0,13482.11354527224,34.82113545272239,1.4198565213100443,47.32824427480916,7.268724678334035,131,62,69,10000.0,10152.338837010619,1.5233883701061934,1.0249336232719235,39.42307692307692,9.310488997133175,104,41,63
orb30-side_only-ema-eb0-tt001-ft1-atr-rr20,1.1686569886992606,False,30,90,side_only,ema,0.0,0.01,True,atr,0.01,0.25,rr20,3,10000.0,9795.995575629388,-2.0400442437061295,0.9890379470178045,38.961038961038966,22.22381642768065,308,120,188,10000.0,13582.729470835235,35.827294708352355,1.5497302159247217,48.69565217391305,6.0064161307825765,115,56,59,10000.0,10081.92613161929,0.8192613161928985,1.0145963605391184,38.20224719101123,7.701058382259504,89,34,55
orb15-directional-ema-eb0-tt005-ft0-atr-rr20,1.1279748254442366,False,15,90,directional,ema,0.0,0.05,False,atr,0.01,0.25,rr20,3,10000.0,14259.182391148093,42.59182391148093,1.1067992822987494,40.71146245059288,17.861283254555495,506,206,300,10000.0,9108.875363938449,-8.911246360615511,0.9235588584106766,35.602094240837694,17.897904685932083,191,68,123,10000.0,10760.200790500458,7.602007905004582,1.0857287467118901,43.037974683544306,10.74571061593124,158,68,90
orb30-directional-ema-eb0-tt003-ft1-atr-rr20,1.121934187176838,False,30,90,directional,ema,0.0,0.03,True,atr,0.01,0.25,rr20,3,10000.0,9217.530867142603,-7.824691328573974,0.8813756291949995,38.31775700934579,18.78548307187211,107,41,66,10000.0,10244.521598763085,2.4452159876308555,1.1391282359025796,40.0,5.034377367192398,30,12,18,10000.0,8330.47112465616,-16.695288753438398,0.3955105642030197,18.421052631578945,16.6952887534384,38,7,31
orb30-directional-ema-eb002-tt003-ft1-atr-rr20,1.11646270165084,False,30,90,directional,ema,0.02,0.03,True,atr,0.01,0.25,rr20,3,10000.0,9323.737991825914,-6.762620081740856,0.891776517619416,38.613861386138616,19.21383728746402,101,39,62,10000.0,10349.663188439581,3.4966318843958177,1.2113875699731795,41.37931034482759,5.034377367192398,29,12,17,10000.0,8968.71106670233,-10.312889332976704,0.5288637660208855,24.242424242424242,10.652924742037158,33,8,25
orb30-side_only-ema-eb002-tt003-ft0-atr-rr20,1.0823239109588352,False,30,90,side_only,ema,0.02,0.03,False,atr,0.01,0.25,rr20,3,10000.0,10214.836579294619,2.148365792946194,1.007006947110478,39.787234042553195,23.51431794386824,470,187,283,10000.0,12962.157564559046,29.621575645590447,1.2936550738666641,44.18604651162791,12.714250831769098,172,76,96,10000.0,9588.755039296528,-4.112449607034718,0.9470700984287127,36.56716417910448,10.677922841454812,134,49,85
orb15-directional-vwap_slope-eb002-tt003-ft1-atr-rr20,1.0167015499847798,False,15,90,directional,vwap_slope,0.02,0.03,True,atr,0.01,0.25,rr20,3,10000.0,9986.724914489705,-0.1327508551029477,0.9988839531111089,38.55421686746988,23.231306392792437,166,64,102,10000.0,10793.187359974325,7.9318735997432555,1.1570304080827807,39.743589743589745,7.0805996692562285,78,31,47,10000.0,8035.559726388799,-19.64440273611201,0.4675459340963652,26.785714285714285,19.644402736112006,56,15,41
orb30-directional-ema-eb0-tt001-ft0-atr-rr20,1.0155715819841493,False,30,90,directional,ema,0.0,0.01,False,atr,0.01,0.25,rr20,3,10000.0,9902.83697761787,-0.971630223821307,0.9938598870689426,39.70037453183521,21.63991776661734,267,106,161,10000.0,9779.197972661746,-2.2080202733825383,0.9660436174134506,35.18518518518518,10.78021361167667,108,38,70,10000.0,10134.074723191507,1.3407472319150626,1.0275446985232113,38.2716049382716,8.047007520115162,81,31,50
orb30-directional-vwap_slope-eb0-tt005-ft1-atr-rr20,0.932865738575086,False,30,90,directional,vwap_slope,0.0,0.05,True,atr,0.01,0.25,rr20,3,10000.0,8539.144978881213,-14.608550211187865,0.8426085520255884,36.18421052631579,17.533940149033587,152,55,97,10000.0,10444.157456122864,4.441574561228645,1.1395172703590317,42.30769230769231,8.636959772560772,52,22,30,10000.0,9125.440512880923,-8.745594871190765,0.694202488502166,31.11111111111111,9.599960790674176,45,14,31
orb15-directional-vwap_slope-eb002-tt001-ft0-atr-rr20,0.9185344547910335,False,15,90,directional,vwap_slope,0.02,0.01,False,atr,0.01,0.25,rr20,3,10000.0,9810.559626183995,-1.8944037381600554,0.9929120315994044,37.87128712871287,21.242578271433974,404,153,251,10000.0,9596.404672333209,-4.0359532766679145,0.9618629079860022,34.83870967741935,19.80393445684768,155,54,101,10000.0,9238.822930866127,-7.611770691338737,0.8969015710904626,37.704918032786885,14.154236789747369,122,46,76
orb30-directional-none-eb0-tt003-ft1-atr-extreme,0.8834158045467717,False,30,90,directional,none,0.0,0.03,True,atr,0.01,0.25,extreme,3,10000.0,8850.403123551243,-11.495968764487575,0.7039482913543107,65.21739130434783,14.390238992064768,115,75,40,10000.0,9638.91024018088,-3.6108975981912095,0.7048323445197111,70.73170731707317,5.826007991840944,41,29,12,10000.0,9094.991978304473,-9.05008021695527,0.4413922961991067,60.46511627906976,9.550427555317938,43,26,17
orb30-side_only-ema-eb0-tt005-ft1-atr-rr20,0.8613162574358899,False,30,90,side_only,ema,0.0,0.05,True,atr,0.01,0.25,rr20,3,10000.0,9306.435663191422,-6.9356433680857865,0.9769972994636513,38.06706114398422,22.315251706567015,507,193,314,10000.0,14189.347950200325,41.89347950200324,1.413794373090036,47.30538922155689,8.808663644314924,167,79,88,10000.0,10168.453745976785,1.684537459767843,1.019776715802441,39.71631205673759,10.794387515821898,141,56,85
orb30-side_only-ema-eb0-tt001-ft0-atr-rr20,0.852425640973566,False,30,90,side_only,ema,0.0,0.01,False,atr,0.01,0.25,rr20,3,10000.0,10320.599575817141,3.2059957581714205,1.012638948007931,39.46078431372549,24.5630359467377,408,161,247,10000.0,12394.871081510993,23.94871081510994,1.268358736186354,43.790849673202615,9.885575845872923,153,67,86,10000.0,10619.691850630903,6.196918506309035,1.086942700846955,39.31623931623932,4.880103138960722,117,46,71
orb15-directional-ema-eb0-tt005-ft1-atr-rr20,0.8039811076323735,False,15,90,directional,ema,0.0,0.05,True,atr,0.01,0.25,rr20,3,10000.0,10080.252321586213,0.8025232158621387,1.0062212354267288,37.704918032786885,24.252944654587626,183,69,114,10000.0,10503.909080187652,5.039090801876522,1.1095267408018143,39.189189189189186,10.81869223199262,74,29,45,10000.0,9690.753335939962,-3.0924666406003776,0.9084924171850949,42.62295081967213,7.91575645740384,61,26,35
orb30-directional-ema-eb0-tt005-ft1-atr-rr20,0.7984662447691155,False,30,90,directional,ema,0.0,0.05,True,atr,0.01,0.25,rr20,3,10000.0,8846.30480242961,-11.536951975703902,0.8604815217541206,37.121212121212125,18.842500767249845,132,49,83,10000.0,11194.667471311644,11.946674713116433,1.4866209074242682,47.72727272727273,5.7412428848982,44,21,23,10000.0,9144.763886767105,-8.552361132328956,0.658861266477986,30.76923076923077,8.552361132328953,39,12,27
orb30-side_only-ema-eb002-tt005-ft1-atr-rr20,0.7969867622369939,False,30,90,side_only,ema,0.02,0.05,True,atr,0.01,0.25,rr20,3,10000.0,9084.025491753706,-9.159745082462944,0.9676659943347743,38.2716049382716,22.002835839496136,486,186,300,10000.0,13921.765190501084,39.217651905010854,1.400572681544812,46.98795180722892,8.808663644314914,166,78,88,10000.0,9992.355876593452,-0.07644123406548298,0.9990592588606919,39.130434782608695,9.512645354089354,138,54,84
orb15-directional-ema-eb0-tt001-ft1-atr-rr20,0.6790885872058459,False,15,90,directional,ema,0.0,0.01,True,atr,0.01,0.25,rr20,3,10000.0,9311.440771861216,-6.885592281387831,0.9124084117979024,36.52173913043478,21.206563322084435,115,42,73,10000.0,11373.524270815977,13.735242708159756,1.516780029951939,46.666666666666664,5.129124075619362,45,21,24,10000.0,9111.230479894974,-8.88769520105026,0.6377293439955913,31.57894736842105,9.523097547969126,38,12,26
orb15-directional-none-eb002-tt001-ft0-atr-rr20,0.6551726009318477,False,15,90,directional,none,0.02,0.01,False,atr,0.01,0.25,rr20,3,10000.0,10219.449978532748,2.194499785327486,1.0076333995355156,38.160919540229884,22.844490956681675,435,166,269,10000.0,9715.122829069413,-2.848771709305875,0.9741746323583672,35.15151515151515,18.628052210475683,165,58,107,10000.0,9189.695034642478,-8.103049653575223,0.8975293385544623,38.63636363636363,15.348226116258076,132,51,81
orb30-side_only-none-eb002-tt005-ft1-atr-rr20,0.5233447519946761,False,30,90,side_only,none,0.02,0.05,True,atr,0.01,0.25,rr20,3,10000.0,9099.654456346827,-9.003455436531727,0.9722491177694489,38.3128295254833,23.05672870430325,569,218,351,10000.0,14239.654126786214,42.39654126786214,1.3319938566051015,46.07843137254902,8.94563748263118,204,94,110,10000.0,9158.743376191702,-8.412566238082986,0.9103405824465907,37.34177215189873,15.73932842514858,158,59,99
orb30-side_only-vwap_slope-eb002-tt005-ft1-atr-rr20,0.5233447519946761,False,30,90,side_only,vwap_slope,0.02,0.05,True,atr,0.01,0.25,rr20,3,10000.0,9099.654456346827,-9.003455436531727,0.9722491177694489,38.3128295254833,23.05672870430325,569,218,351,10000.0,14365.47229225273,43.6547229225273,1.3369245600416468,46.116504854368934,8.945637482631188,206,95,111,10000.0,9158.743376191702,-8.412566238082986,0.9103405824465907,37.34177215189873,15.73932842514858,158,59,99
orb15-side_only-ema-eb0-tt003-ft1-atr-rr20,0.5158534382148012,False,15,90,side_only,ema,0.0,0.03,True,atr,0.01,0.25,rr20,3,10000.0,9902.755625584858,-0.9724437441514189,0.9968277896876787,38.20224719101123,24.7410074629365,445,170,275,10000.0,10689.64032333951,6.89640323339511,1.0669563817806502,38.65030674846626,12.701003875777083,163,63,100,10000.0,9308.505080441024,-6.9149491955897595,0.9051042279494635,37.00787401574803,13.103343314559806,127,47,80
orb15-directional-vwap_slope-eb0-tt001-ft1-atr-rr20,0.5036904975527285,False,15,90,directional,vwap_slope,0.0,0.01,True,atr,0.01,0.25,rr20,3,10000.0,8765.944644037949,-12.340553559620515,0.8688907842852439,34.751773049645394,19.948883394144847,141,49,92,10000.0,11423.672400422882,14.236724004228819,1.3816493220383037,45.90163934426229,4.280308485285265,61,28,33,10000.0,8251.047101697863,-17.489528983021373,0.4832539322137208,24.489795918367346,17.489528983021373,49,12,37
orb30-side_only-vwap_slope-eb0-tt003-ft0-atr-rr20,0.45948783208617616,False,30,90,side_only,vwap_slope,0.0,0.03,False,atr,0.01,0.25,rr20,3,10000.0,10241.190226203964,2.4119022620396446,1.0064170837839321,38.991596638655466,25.607650576705893,595,232,363,10000.0,13055.574494637542,30.555744946375405,1.2085383161791692,42.92035398230089,10.270473994724378,226,97,129,10000.0,9965.877915112602,-0.34122084887397985,0.9966624236151054,38.23529411764706,10.122895389500679,170,65,105
orb15-directional-ema-eb002-tt001-ft1-atr-rr20,0.41015371910437626,False,15,90,directional,ema,0.02,0.01,True,atr,0.01,0.25,rr20,3,10000.0,9190.4516249906,-8.095483750094012,0.8917938863451561,37.27272727272727,21.402055770094492,110,41,69,10000.0,11413.548130385929,14.135481303859287,1.5263120400111858,46.666666666666664,5.1403205787330215,45,21,24,10000.0,9300.998432349314,-6.990015676506866,0.6952313622696871,33.33333333333333,8.980905661760556,36,12,24
orb30-directional-none-eb0-tt005-ft1-atr-rr20,0.4074116790764819,False,30,90,directional,none,0.0,0.05,True,atr,0.01,0.25,rr20,3,10000.0,8376.840225110993,-16.23159774889007,0.8230443863142215,35.76158940397351,18.560861652846377,151,54,97,10000.0,10242.204550394112,2.422045503941117,1.0771717314184948,41.17647058823529,8.636959772560783,51,21,30,10000.0,9125.440512880923,-8.745594871190765,0.694202488502166,31.11111111111111,9.599960790674176,45,14,31
orb30-side_only-ema-eb0-tt005-ft0-atr-rr20,0.4051341481314843,False,30,90,side_only,ema,0.0,0.05,False,atr,0.01,0.25,rr20,3,10000.0,9781.11757069791,-2.1888242930208968,0.993975963711994,38.528896672504374,24.881975501920618,571,220,351,10000.0,12629.251200021472,26.292512000214717,1.2246850191453742,43.87755102040816,10.848617551528534,196,86,110,10000.0,10116.61032484411,1.1661032484411082,1.0118762141764939,39.63414634146341,9.92731009162092,164,65,99
orb30-side_only-none-eb0-tt003-ft0-atr-rr20,0.39164829757329134,False,30,90,side_only,none,0.0,0.03,False,atr,0.01,0.25,rr20,3,10000.0,10405.380801573763,4.0538080157376255,1.0103342196720313,39.03654485049834,26.143477534643733,602,235,367,10000.0,13443.524084152206,34.43524084152205,1.2298288196109342,43.23144104803494,10.204839402593354,229,99,130,10000.0,10122.160238535089,1.221602385350895,1.0119103669420202,38.59649122807017,9.550672957055884,171,66,105
orb30-side_only-vwap_slope-eb002-tt003-ft0-atr-rr20,0.39011880660862364,False,30,90,side_only,vwap_slope,0.02,0.03,False,atr,0.01,0.25,rr20,3,10000.0,9811.941261133179,-1.880587388668209,0.9945523239501741,39.0990990990991,24.985925859725704,555,217,338,10000.0,12343.867101268675,23.43867101268675,1.1715346299888767,42.27272727272727,10.180781669585741,220,93,127,10000.0,9672.55608869657,-3.2744391130343,0.9647425953075691,37.34177215189873,11.62432418938923,158,59,99
orb15-side_only-vwap_slope-eb0-tt001-ft0-atr-rr20,0.36489948085364166,False,15,90,side_only,vwap_slope,0.0,0.01,False,atr,0.01,0.25,rr20,3,10000.0,9193.657254486952,-8.063427455130478,0.9793221925109564,37.64510779436153,23.89099843222206,603,227,376,10000.0,12690.208850680789,26.902088506807885,1.1728100126661956,41.88034188034188,9.89791880869683,234,98,136,10000.0,8541.356001124117,-14.586439988758826,0.8557395739525214,35.39325842696629,17.288321809382285,178,63,115
orb30-directional-none-eb002-tt001-ft1-atr-rr20,0.32391920625651505,False,30,90,directional,none,0.02,0.01,True,atr,0.01,0.25,rr20,3,10000.0,8719.539681897288,-12.804603181027119,0.744754818377042,35.80246913580247,17.17982240490435,81,29,52,10000.0,10734.091079088827,7.340910790888255,1.4230691953353658,43.75,4.055775095752787,32,14,18,10000.0,9028.693630469652,-9.71306369530348,0.5239587537680545,24.137931034482758,9.71306369530348,29,7,22
orb30-directional-vwap_slope-eb002-tt001-ft1-atr-rr20,0.32391920625651505,False,30,90,directional,vwap_slope,0.02,0.01,True,atr,0.01,0.25,rr20,3,10000.0,8719.539681897288,-12.804603181027119,0.744754818377042,35.80246913580247,17.17982240490435,81,29,52,10000.0,10943.904694166302,9.43904694166302,1.5348210137213654,45.45454545454545,4.055775095752756,33,15,18,10000.0,9028.693630469652,-9.71306369530348,0.5239587537680545,24.137931034482758,9.71306369530348,29,7,22
orb15-side_only-ema-eb002-tt003-ft1-atr-rr20,0.3159072760248707,False,15,90,side_only,ema,0.02,0.03,True,atr,0.01,0.25,rr20,3,10000.0,9193.677477516849,-8.063225224831516,0.9721569665148411,37.83185840707964,23.86325836720892,452,171,281,10000.0,10862.421484310244,8.624214843102429,1.0819622964408906,38.78787878787879,11.001282696788007,165,64,101,10000.0,8938.246866210073,-10.617531337899278,0.8594588387759923,36.56716417910448,15.779097639852443,134,49,85
orb15-directional-ema-eb002-tt001-ft0-atr-rr20,0.3041632655317157,False,15,90,directional,ema,0.02,0.01,False,atr,0.01,0.25,rr20,3,10000.0,11695.782123751724,16.957821237517233,1.0766232689869786,40.49079754601227,15.832370978340224,326,132,194,10000.0,8814.590388142557,-11.85409611857443,0.8553215508630898,31.496062992125985,17.843331765051868,127,40,87,10000.0,9724.850114868143,-2.751498851318579,0.95491012016107,39.80582524271845,12.166781085220693,103,41,62
