symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
EURUSD,15,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 07:00:00,BUY,1.17473,1.17319,1.17673,1.17338,timeout,-0.9286,0.0519,8.0,-135.0,1.17473,1.17444,1.0769,154.0,0.01,200.0,0.01
GBPUSD,15,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 07:00:00,SELL,1.34631,1.34785,1.34431,1.34524,timeout,0.6299,0.0649,10.0,107.0,1.34671,1.34631,1.098,154.0,0.01,200.0,0.01
USDCAD,15,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 07:00:00,SELL,1.36929,1.37083,1.36729,1.37071,timeout,-1.0195,0.0974,15.0,-142.0,1.36953,1.36929,0.9282,108.51,0.01,200.0,0.01
AUDUSD,15,1.2987012987012987,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67107,0.66753,0.66846,timeout,0.6364,0.0584,9.0,107.0,0.66992,0.66953,1.8571,154.0,0.01,200.0,0.01
AUDUSD,15,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 03:15:00,BUY,0.668,0.66646,0.67,0.67,win,1.2403,0.0584,9.0,200.0,0.668,0.66763,1.0951,154.0,0.01,200.0,0.01
GBPUSD,15,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 02:00:00,SELL,1.34724,1.34878,1.34524,1.34878,loss,-1.0649,0.0649,10.0,-154.0,1.34762,1.34724,0.5479,154.0,0.01,200.0,0.01
USDCAD,15,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 07:00:00,SELL,1.37155,1.37309,1.36955,1.37091,timeout,0.3182,0.0974,15.0,64.0,1.37184,1.37155,0.6711,108.51,0.01,200.0,0.01
EURUSD,15,1.2987012987012987,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.1753,1.17376,1.1773,1.17448,timeout,-0.5844,0.0519,8.0,-82.0,1.1753,1.17495,1.0,154.0,0.01,200.0,0.01
AUDUSD,15,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:15:00,2026-01-07 00:30:00,BUY,0.67362,0.67208,0.67562,0.67208,loss,-1.0584,0.0584,9.0,-154.0,0.67362,0.67322,1.4286,154.0,0.01,200.0,0.01
GBPUSD,15,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:15:00,2026-01-07 07:00:00,BUY,1.35024,1.3487,1.35224,1.35112,timeout,0.5065,0.0649,10.0,88.0,1.35024,1.3497,1.3696,154.0,0.01,200.0,0.01
USDCAD,15,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:15:00,2026-01-07 07:00:00,BUY,1.38195,1.38041,1.38395,1.38157,timeout,-0.3442,0.0974,15.0,-38.0,1.38195,1.38144,1.5488,108.51,0.01,200.0,0.01
EURUSD,15,1.2987012987012987,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.16893,1.16739,1.17093,1.16942,timeout,0.2662,0.0519,8.0,49.0,1.16893,1.16848,1.5479,154.0,0.01,200.0,0.01
AUDUSD,15,1.2987012987012987,2026-01,2026-01-07,2026-01-08 00:15:00,2026-01-08 05:30:00,SELL,0.67207,0.67361,0.67007,0.67007,win,1.2403,0.0584,9.0,200.0,0.67232,0.67207,1.5351,154.0,0.01,200.0,0.01
GBPUSD,15,1.2987012987012987,2026-01,2026-01-07,2026-01-08 00:15:00,2026-01-08 07:00:00,SELL,1.34576,1.3473,1.34376,1.34521,timeout,0.2922,0.0649,10.0,55.0,1.34602,1.34576,0.8708,154.0,0.01,200.0,0.01
USDCAD,15,1.2987012987012987,2026-01,2026-01-07,2026-01-08 00:15:00,2026-01-08 07:00:00,BUY,1.38597,1.38443,1.38797,1.38734,timeout,0.7922,0.0974,15.0,137.0,1.38597,1.3857,0.7746,108.51,0.01,200.0,0.01
EURUSD,15,1.2987012987012987,2026-01,2026-01-08,2026-01-09 00:15:00,2026-01-09 07:00:00,SELL,1.16545,1.16699,1.16345,1.16448,timeout,0.5779,0.0519,8.0,97.0,1.16577,1.16545,1.0346,154.0,0.01,200.0,0.01
USDCAD,15,1.2987012987012987,2026-01,2026-01-08,2026-01-09 00:15:00,2026-01-09 07:00:00,BUY,1.38679,1.38525,1.38879,1.38723,timeout,0.1883,0.0974,15.0,44.0,1.38679,1.38641,1.035,108.51,0.01,200.0,0.01
AUDUSD,15,1.2987012987012987,2026-01,2026-01-13,2026-01-14 00:15:00,2026-01-14 07:00:00,BUY,0.66835,0.66681,0.67035,0.66991,timeout,0.9545,0.0584,9.0,156.0,0.66835,0.66812,1.1027,154.0,0.01,200.0,0.01
USDCAD,15,1.2987012987012987,2026-01,2026-01-13,2026-01-14 00:15:00,2026-01-14 07:00:00,BUY,1.38914,1.3876,1.39114,1.38814,timeout,-0.7468,0.0974,15.0,-100.0,1.38914,1.38864,1.5801,108.51,0.01,200.0,0.01
EURUSD,15,1.2987012987012987,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 07:00:00,BUY,1.16429,1.16275,1.16629,1.16484,timeout,0.3052,0.0519,8.0,55.0,1.16429,1.16376,2.0054,154.0,0.01,200.0,0.01
