year,trades,wins,losses,win_rate_pct,profit_factor,mean_r,net_r,return_pct,max_drawdown_pct,final_balance
2022,84,18,66,21.428571428571427,0.9929390997352162,-0.003809523809523802,-0.3199999999999994,-1.0977282907580377,10.466199796702723,9890.227170924196
2023,61,20,41,32.78688524590164,2.079764903442492,0.4216393442622975,25.720000000000148,28.396035391071894,5.9848530364006916,12839.60353910719
2024,90,24,66,26.666666666666668,1.2087591240875897,0.11439999999999913,10.295999999999921,9.763174004990338,8.486491298839702,10976.317400499034
2025,112,21,91,18.75,1.0753789430561245,0.03285714285714288,3.6800000000000033,2.8274639558502512,12.246351314231447,10282.746395585025
2026,71,11,60,15.492957746478872,0.6516587677725117,-0.2070422535211267,-14.699999999999996,-14.146606964991292,17.220123217292464,8585.33930350087
