symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
GBPUSD,30,1.1764705882352942,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,SELL,1.34631,1.34801,1.34431,1.34524,timeout,0.5706,0.0588,10.0,107.0,1.34671,1.34631,1.098,170.0,0.01,200.0,0.01
USDCAD,30,1.1764705882352942,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,BUY,1.36953,1.36783,1.37153,1.37071,timeout,0.6059,0.0882,15.0,118.0,1.36953,1.36928,0.9669,119.78,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67123,0.66753,0.66846,timeout,0.5765,0.0529,9.0,107.0,0.66992,0.66953,1.8571,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 03:15:00,BUY,0.668,0.6663,0.67,0.67,win,1.1235,0.0529,9.0,200.0,0.668,0.66763,1.0951,170.0,0.01,200.0,0.01
GBPUSD,30,1.1764705882352942,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 07:00:00,BUY,1.34762,1.34592,1.34962,1.34675,timeout,-0.5706,0.0588,10.0,-87.0,1.34762,1.34711,0.7353,170.0,0.01,200.0,0.01
USDCAD,30,1.1764705882352942,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 07:00:00,SELL,1.37155,1.37325,1.36955,1.37091,timeout,0.2882,0.0882,15.0,64.0,1.37184,1.37155,0.6711,119.78,0.01,200.0,0.01
EURUSD,30,1.1764705882352942,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.1753,1.1736,1.1773,1.17448,timeout,-0.5294,0.0471,8.0,-82.0,1.1753,1.17495,1.0,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 01:45:00,SELL,0.67322,0.67492,0.67122,0.67492,loss,-1.0529,0.0529,9.0,-170.0,0.67371,0.67322,1.75,170.0,0.01,200.0,0.01
EURUSD,30,1.1764705882352942,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.16893,1.16723,1.17093,1.16942,timeout,0.2412,0.0471,8.0,49.0,1.16893,1.16848,1.5479,170.0,0.01,200.0,0.01
GBPUSD,30,1.1764705882352942,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.35027,1.34857,1.35227,1.35112,timeout,0.4412,0.0588,10.0,85.0,1.35027,1.3497,1.4457,170.0,0.01,200.0,0.01
USDCAD,30,1.1764705882352942,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.38225,1.38055,1.38425,1.38157,timeout,-0.4882,0.0882,15.0,-68.0,1.38225,1.38144,2.4599,119.78,0.01,200.0,0.01
EURUSD,30,1.1764705882352942,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 07:00:00,BUY,1.16776,1.16606,1.16976,1.1678,timeout,-0.0235,0.0471,8.0,4.0,1.16776,1.16755,0.9453,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 04:45:00,BUY,0.67232,0.67062,0.67432,0.67062,loss,-1.0529,0.0529,9.0,-170.0,0.67232,0.67166,4.0526,170.0,0.01,200.0,0.01
GBPUSD,30,1.1764705882352942,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 07:00:00,BUY,1.34602,1.34432,1.34802,1.34521,timeout,-0.5353,0.0588,10.0,-81.0,1.34602,1.34556,1.5407,170.0,0.01,200.0,0.01
