starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_same_symbol_open,skipped_lot_too_small,skipped_guardrail,symbol
300.0,361.32,61.32,20.44,3,3,0,100.0,5.0,0.0,0,2,0,BTCUSD
