session_date,symbol,direction,range_minutes,relative_volume,volume_source,entry_time,exit_time,entry,stop_loss,exit_price,exit_reason,stop_distance,gross_per_unit,net_per_unit,r_multiple,daily_atr,opening_open,opening_high,opening_low,opening_close,opening_volume,volume,notional,risk_budget,pnl,balance_before,balance_after_day
2026-05-22,ETHUSD,SELL,5,0.8423236514522822,tick_volume_proxy,2026-05-22 10:05:00-04:00,2026-05-22 15:55:00-04:00,2120.44,2130.148857142857,2064.1600000000003,EOD,9.708857142857145,56.279999999999745,56.279999999999745,5.7967687825549294,64.7257142857143,2126.4,2129.46,2120.44,2124.14,348.0,0.3,636.132,2.964454696428571,16.883999999999922,296.4454696428571,325.59996964285705
2026-05-22,BTCUSD,SELL,5,0.8380685139717058,tick_volume_proxy,2026-05-22 10:00:00-04:00,2026-05-22 15:55:00-04:00,77021.95,77299.96760714285,75794.9,EOD,278.01760714285683,1227.050000000003,1227.050000000003,4.413569387242062,1853.4507142857121,77213.66,77282.09,77021.95,77115.61,512.0,0.01,770.2195,2.964454696428571,12.270500000000029,296.4454696428571,325.59996964285705
2026-05-26,BTCUSD,SELL,5,1.0176211453744495,tick_volume_proxy,2026-05-26 11:20:00-04:00,2026-05-26 15:55:00-04:00,76576.87,76855.38560714285,75930.74,EOD,278.51560714285705,646.1299999999901,646.1299999999901,2.319905899092309,1856.770714285714,76710.76,76769.03,76576.87,76707.17,594.0,0.01,765.7687,3.2559996964285705,6.461299999999901,325.59996964285705,328.80717821428556
2026-05-26,ETHUSD,SELL,5,0.9964964042043151,tick_volume_proxy,2026-05-26 10:40:00-04:00,2026-05-26 10:50:00-04:00,2106.12,2116.2890357142855,2116.2890357142855,SL,10.169035714285716,-10.169035714285656,-10.169035714285656,-0.9999999999999941,67.79357142857144,2112.73,2113.62,2106.12,2109.33,386.0,0.32,673.9584,3.2559996964285705,-3.2540914285714098,325.59996964285705,328.80717821428556
2026-05-27,BTCUSD,BUY,5,1.607647132325378,tick_volume_proxy,2026-05-27 11:20:00-04:00,2026-05-27 12:35:00-04:00,75194.78,74900.92260714286,74900.92260714286,SL,293.8573928571429,-293.85739285714226,-293.85739285714226,-0.9999999999999979,1959.0492857142858,75060.49,75194.78,74952.51,75119.68,919.0,0.01,751.9478,3.288071782142856,-2.9385739285714227,328.80717821428556,322.59815964285707
2026-05-27,ETHUSD,SELL,5,1.4823217999621856,tick_volume_proxy,2026-05-27 09:35:00-04:00,2026-05-27 11:20:00-04:00,2059.88,2070.4298214285714,2070.4298214285714,SL,10.549821428571423,-10.54982142857125,-10.54982142857125,-0.9999999999999835,70.33214285714283,2064.23,2068.17,2059.88,2063.96,560.0,0.31,638.5628,3.288071782142856,-3.2704446428570875,328.80717821428556,322.59815964285707
2026-05-28,BTCUSD,SELL,5,0.907047020427898,tick_volume_proxy,2026-05-28 09:35:00-04:00,2026-05-28 10:10:00-04:00,72790.17,73078.00703571428,73078.00703571428,SL,287.8370357142858,-287.83703571428487,-287.83703571428487,-0.9999999999999969,1918.913571428572,73031.82,73047.66,72790.17,72830.67,536.0,0.01,727.9017,3.225981596428571,-2.8783703571428485,322.59815964285707,316.55612857142853
2026-05-28,ETHUSD,SELL,5,0.9067889908256881,tick_volume_proxy,2026-05-28 09:35:00-04:00,2026-05-28 10:10:00-04:00,1977.86,1988.065357142857,1988.065357142857,SL,10.205357142857137,-10.20535714285711,-10.20535714285711,-0.9999999999999973,68.03571428571425,1983.15,1983.6,1977.86,1979.63,353.0,0.31,613.1365999999999,3.225981596428571,-3.163660714285704,322.59815964285707,316.55612857142853
2026-05-29,ETHUSD,SELL,5,1.170326628529249,tick_volume_proxy,2026-05-29 10:15:00-04:00,2026-05-29 10:50:00-04:00,1984.89,1995.499392857143,1995.499392857143,SL,10.609392857142852,-10.609392857142893,-10.609392857142893,-1.0000000000000038,70.72928571428568,1993.46,1993.46,1984.89,1986.1,453.0,0.29,575.6181,3.1655612857142854,-3.0767239285714387,316.55612857142853,310.43418071428573
2026-05-29,BTCUSD,SELL,5,1.0041052885776383,tick_volume_proxy,2026-05-29 10:05:00-04:00,2026-05-29 10:55:00-04:00,72787.01,73091.53239285713,73091.53239285713,SL,304.52239285714296,-304.52239285713586,-304.52239285713586,-0.9999999999999767,2030.1492857142864,72970.56,72972.2,72787.01,72821.04,594.0,0.01,727.8701,3.1655612857142854,-3.0452239285713585,316.55612857142853,310.43418071428573
2026-06-01,BTCUSD,BUY,5,1.7485189215330672,tick_volume_proxy,2026-06-01 09:55:00-04:00,2026-06-01 09:55:00-04:00,71949.08,71645.8085,71481.78,SL,303.27149999999995,-467.3000000000029,-467.3000000000029,-1.54086354965766,2021.8099999999997,71730.21,71949.08,71603.29,71865.88,1033.0,0.01,719.4908,3.1043418071428572,-4.673000000000029,310.43418071428573,302.7034007142857
2026-06-01,ETHUSD,BUY,5,1.440456469722069,tick_volume_proxy,2026-06-01 09:35:00-04:00,2026-06-01 09:50:00-04:00,1980.33,1969.409357142857,1969.409357142857,SL,10.92064285714285,-10.920642857142866,-10.920642857142866,-1.0000000000000016,72.80428571428567,1973.96,1980.33,1970.52,1977.48,559.0,0.28,554.4924000000001,3.1043418071428572,-3.057780000000003,310.43418071428573,302.7034007142857
2026-06-02,BTCUSD,SELL,5,0.9840054066231133,tick_volume_proxy,2026-06-02 09:35:00-04:00,2026-06-02 15:55:00-04:00,68813.68,69124.44442857143,67229.09,EOD,310.76442857142865,1584.5899999999965,1584.5899999999965,5.099007010822609,2071.7628571428577,68916.76,69012.32,68813.68,68848.4,624.0,0.01,688.1368,3.027034007142857,15.845899999999965,302.7034007142857,336.4553007142856
2026-06-02,ETHUSD,SELL,5,0.8582089552238806,tick_volume_proxy,2026-06-02 09:35:00-04:00,2026-06-02 15:55:00-04:00,1974.36,1985.0285357142857,1910.41,EOD,10.668535714285706,63.94999999999982,63.94999999999982,5.994262166115969,71.12357142857138,1976.26,1978.39,1974.36,1975.36,345.0,0.28,552.8208000000001,3.027034007142857,17.90599999999995,302.7034007142857,336.4553007142856
2026-06-04,BTCUSD,BUY,5,3.799410029498525,tick_volume_proxy,2026-06-04 09:35:00-04:00,2026-06-04 12:30:00-04:00,63769.16,63430.289000000004,63430.289000000004,SL,338.87100000000027,-338.8709999999992,-338.8709999999992,-0.9999999999999968,2259.1400000000017,63162.4,63769.16,63116.01,63669.13,2576.0,0.01,637.6916,3.364553007142856,-3.388709999999992,336.4553007142856,329.7338007142857
2026-06-04,ETHUSD,BUY,5,3.720633827075439,tick_volume_proxy,2026-06-04 09:35:00-04:00,2026-06-04 10:45:00-04:00,1780.17,1768.2671785714288,1768.2671785714288,SL,11.902821428571423,-11.902821428571315,-11.902821428571315,-0.9999999999999909,79.35214285714282,1761.35,1780.17,1759.96,1776.55,1543.0,0.28,498.4476000000001,3.364553007142856,-3.3327899999999686,336.4553007142856,329.7338007142857
2026-06-08,ETHUSD,SELL,5,1.703869882220976,tick_volume_proxy,2026-06-08 09:45:00-04:00,2026-06-08 10:55:00-04:00,1679.6,1691.9632142857142,1691.9632142857142,SL,12.363214285714282,-12.36321428571432,-12.36321428571432,-1.000000000000003,82.42142857142855,1687.26,1689.12,1679.6,1683.02,868.0,0.26,436.69599999999997,3.297338007142857,-3.2144357142857234,329.7338007142857,323.0180403571428
2026-06-08,BTCUSD,SELL,5,1.6727688787185355,tick_volume_proxy,2026-06-08 13:00:00-04:00,2026-06-08 14:30:00-04:00,63307.79,63657.922464285715,63657.922464285715,SL,350.1324642857146,-350.1324642857144,-350.1324642857144,-0.9999999999999993,2334.2164285714307,63544.76,63624.86,63307.79,63427.35,1462.0,0.01,633.0779,3.297338007142857,-3.501324642857144,329.7338007142857,323.0180403571428
2026-06-09,ETHUSD,SELL,5,1.2208654101406955,tick_volume_proxy,2026-06-09 09:35:00-04:00,2026-06-09 15:55:00-04:00,1666.18,1679.5993214285716,1656.75,EOD,13.41932142857142,9.430000000000064,9.430000000000064,0.7027180957095498,89.46214285714281,1669.27,1674.35,1666.18,1668.28,657.0,0.24,399.8832,3.230180403571428,2.263200000000015,323.0180403571428,327.11954035714285
2026-06-09,BTCUSD,SELL,5,1.0848190167477039,tick_volume_proxy,2026-06-09 09:35:00-04:00,2026-06-09 15:55:00-04:00,62236.55,62618.70714285714,62052.72,EOD,382.1571428571431,183.83000000000175,183.83000000000175,0.48103248476692884,2547.7142857142876,62300.9,62472.66,62236.55,62257.96,1004.0,0.01,622.3655,3.230180403571428,1.8383000000000176,323.0180403571428,327.11954035714285
2026-06-10,ETHUSD,BUY,5,1.8122634367903105,tick_volume_proxy,2026-06-10 09:35:00-04:00,2026-06-10 12:45:00-04:00,1645.97,1632.1784642857144,1632.1784642857144,SL,13.791535714285708,-13.791535714285601,-13.791535714285601,-0.9999999999999922,91.94357142857139,1634.84,1645.96,1633.2,1645.16,1026.0,0.23,378.5731,3.271195403571429,-3.1720532142856883,327.11954035714285,325.06698714285716
2026-06-10,BTCUSD,BUY,5,1.6914285714285715,tick_volume_proxy,2026-06-10 09:35:00-04:00,2026-06-10 15:55:00-04:00,61768.89,61369.644857142855,61880.84,EOD,399.24514285714315,111.94999999999709,111.94999999999709,0.280404162712769,2661.6342857142877,61505.29,61768.89,61445.85,61717.53,1628.0,0.01,617.6889,3.271195403571429,1.1194999999999709,327.11954035714285,325.06698714285716
2026-06-11,ETHUSD,SELL,5,0.8396413182718062,tick_volume_proxy,2026-06-11 09:40:00-04:00,2026-06-11 09:50:00-04:00,1643.1,1656.8599285714286,1656.8599285714286,SL,13.75992857142856,-13.759928571428645,-13.759928571428645,-1.0000000000000062,91.73285714285707,1646.74,1647.46,1643.1,1645.95,515.0,0.23,377.913,3.2506698714285718,-3.1647835714285883,325.06698714285716,317.9100714285714
2026-06-11,BTCUSD,SELL,5,0.791543282143103,tick_volume_proxy,2026-06-11 11:00:00-04:00,2026-06-11 13:30:00-04:00,62598.23,62997.44321428572,62997.44321428572,SL,399.21321428571457,-399.21321428571537,-399.21321428571537,-1.000000000000002,2661.4214285714306,62749.22,62750.49,62598.23,62691.58,821.0,0.01,625.9823,3.2506698714285718,-3.992132142857154,325.06698714285716,317.9100714285714
2026-06-12,BTCUSD,SELL,5,1.027107215104518,tick_volume_proxy,2026-06-12 09:40:00-04:00,2026-06-12 10:25:00-04:00,63142.14,63540.67071428571,63540.67071428571,SL,398.5307142857146,-398.53071428571275,-398.53071428571275,-0.9999999999999953,2656.871428571431,63341.06,63385.28,63142.14,63180.49,1088.0,0.01,631.4214000000001,3.179100714285714,-3.9853071428571276,317.9100714285714,310.81454
2026-06-12,ETHUSD,SELL,5,0.9707562257253826,tick_volume_proxy,2026-06-12 09:40:00-04:00,2026-06-12 10:25:00-04:00,1656.91,1670.4327142857144,1670.4327142857144,SL,13.522714285714274,-13.5227142857143,-13.5227142857143,-1.000000000000002,90.1514285714285,1664.14,1665.26,1656.91,1658.12,607.0,0.23,381.08930000000004,3.179100714285714,-3.110224285714289,317.9100714285714,310.81454
2026-06-15,ETHUSD,SELL,5,1.29328165374677,tick_volume_proxy,2026-06-15 09:40:00-04:00,2026-06-15 11:35:00-04:00,1810.77,1823.877857142857,1823.877857142857,SL,13.107857142857132,-13.107857142857029,-13.107857142857029,-0.9999999999999921,87.38571428571422,1818.67,1820.56,1810.77,1815.04,858.0,0.23,416.4771,3.1081454,-3.0148071428571166,310.81454,303.88922750000006
2026-06-15,BTCUSD,SELL,5,0.7523447401774398,tick_volume_proxy,2026-06-15 09:35:00-04:00,2026-06-15 11:45:00-04:00,66647.83,67038.88053571428,67038.88053571428,SL,391.050535714286,-391.0505357142829,-391.0505357142829,-0.999999999999992,2607.0035714285737,66800.34,66841.16,66647.83,66782.52,848.0,0.01,666.4783,3.1081454,-3.9105053571428288,310.81454,303.88922750000006
2026-06-16,ETHUSD,SELL,5,1.0155737704918033,tick_volume_proxy,2026-06-16 09:35:00-04:00,2026-06-16 15:55:00-04:00,1797.71,1811.8620714285714,1794.52,EOD,14.15207142857142,3.1900000000000546,3.1900000000000546,0.22540869837328606,94.3471428571428,1799.81,1806.38,1797.71,1798.76,708.0,0.21,377.5191,3.0388922750000007,0.6699000000000115,303.88922750000006,307.2852275000001
2026-06-16,BTCUSD,SELL,5,0.779718099039541,tick_volume_proxy,2026-06-16 09:35:00-04:00,2026-06-16 15:55:00-04:00,65900.38,66305.80857142857,65627.77,EOD,405.42857142857173,272.6100000000006,272.6100000000006,0.6723995771670199,2702.857142857145,65962.03,66113.8,65900.38,65917.53,893.0,0.01,659.0038000000001,3.0388922750000007,2.726100000000006,303.88922750000006,307.2852275000001
2026-06-22,BTCUSD,BUY,5,0.9242523181402638,tick_volume_proxy,2026-06-22 09:35:00-04:00,2026-06-22 10:30:00-04:00,65198.23,64814.92471428572,64814.92471428572,SL,383.30528571428584,-383.30528571428295,-383.30528571428295,-0.9999999999999925,2555.3685714285725,64928.35,65198.23,64900.38,65034.49,1011.0,0.01,651.9823,3.0728522750000007,-3.8330528571428295,307.2852275000001,300.4103289285715
2026-06-22,ETHUSD,BUY,5,0.8972136222910218,tick_volume_proxy,2026-06-22 09:35:00-04:00,2026-06-22 10:20:00-04:00,1769.49,1755.6634285714285,1755.6634285714285,SL,13.82657142857142,-13.82657142857147,-13.82657142857147,-1.0000000000000036,92.1771428571428,1762.03,1769.49,1759.55,1762.92,621.0,0.22,389.2878,3.0728522750000007,-3.0418457142857234,307.2852275000001,300.4103289285715
2026-06-23,BTCUSD,BUY,5,1.7405260811413286,tick_volume_proxy,2026-06-23 09:45:00-04:00,2026-06-23 14:45:00-04:00,62388.52,62032.913499999995,62032.913499999995,SL,355.6065000000002,-355.6065000000017,-355.6065000000017,-1.0000000000000042,2370.7100000000014,61975.13,62388.52,61867.52,62248.58,1952.0,0.01,623.8851999999999,3.004103289285715,-3.556065000000017,300.4103289285715,296.86966392857147
2026-06-23,ETHUSD,BUY,5,1.7025888019265503,tick_volume_proxy,2026-06-23 09:45:00-04:00,2026-06-23 15:55:00-04:00,1659.78,1646.4475714285713,1659.85,EOD,13.332428571428563,0.06999999999993634,0.06999999999993634,0.005250356274170975,88.88285714285709,1646.78,1659.78,1642.56,1656.07,1212.0,0.22,365.1516,3.004103289285715,0.015399999999985994,300.4103289285715,296.86966392857147
2026-06-25,BTCUSD,SELL,5,1.333703772303513,tick_volume_proxy,2026-06-25 09:35:00-04:00,2026-06-25 15:55:00-04:00,60780.88,61149.55085714286,59240.36,EOD,368.6708571428573,1540.5199999999968,1540.5199999999968,4.178578182009804,2457.8057142857156,61128.64,61247.56,60780.88,60911.75,1543.0,0.01,607.8088,2.9686966392857146,15.405199999999969,296.86966392857147,324.9000639285714
2026-06-25,ETHUSD,SELL,5,1.2921849776849303,tick_volume_proxy,2026-06-25 09:35:00-04:00,2026-06-25 15:55:00-04:00,1618.11,1631.8254642857141,1557.99,EOD,13.71546428571428,60.11999999999989,60.11999999999989,4.383373303856694,91.43642857142854,1631.37,1634.67,1618.11,1621.82,972.0,0.21,339.8031,2.9686966392857146,12.625199999999976,296.86966392857147,324.9000639285714
2026-06-26,BTCUSD,BUY,5,2.431228181529673,tick_volume_proxy,2026-06-26 09:35:00-04:00,2026-06-26 15:55:00-04:00,59081.93,58726.316107142855,59656.13,EOD,355.61389285714307,574.1999999999971,574.1999999999971,1.614672574759795,2370.759285714287,58816.8,59081.93,58738.37,58952.42,2736.0,0.01,590.8193,3.2490006392857143,5.741999999999971,324.9000639285714,339.3052639285714
2026-06-26,ETHUSD,BUY,5,1.687162482235907,tick_volume_proxy,2026-06-26 09:35:00-04:00,2026-06-26 15:55:00-04:00,1538.02,1525.708,1571.34,EOD,12.311999999999996,33.319999999999936,33.319999999999936,2.706302794022088,82.07999999999997,1531.11,1538.02,1526.02,1533.01,1272.0,0.26,399.8852,3.2490006392857143,8.663199999999984,324.9000639285714,339.3052639285714
2026-06-29,BTCUSD,BUY,5,1.6352105232250866,tick_volume_proxy,2026-06-29 13:05:00-04:00,2026-06-29 15:55:00-04:00,60190.44,59857.99317857143,60345.52,EOD,332.4468214285715,155.07999999999447,155.07999999999447,0.46648062187387906,2216.3121428571435,59881.46,60190.44,59740.14,60020.82,1989.0,0.01,601.9044,3.3930526392857137,1.5507999999999447,339.3052639285714,352.6126639285713
2026-06-29,ETHUSD,BUY,5,1.5508714298749886,tick_volume_proxy,2026-06-29 11:50:00-04:00,2026-06-29 15:55:00-04:00,1582.01,1570.4019285714285,1622.55,EOD,11.608071428571424,40.539999999999964,40.539999999999964,3.492397531274419,77.38714285714283,1572.72,1582.01,1567.26,1580.06,1214.0,0.29,458.7829,3.3930526392857137,11.756599999999988,339.3052639285714,352.6126639285713
2026-06-30,BTCUSD,SELL,5,1.3553902520262018,tick_volume_proxy,2026-06-30 11:05:00-04:00,2026-06-30 11:45:00-04:00,58128.51,58450.943464285716,58450.943464285716,SL,322.4334642857144,-322.43346428571385,-322.43346428571385,-0.9999999999999982,2149.5564285714295,58411.02,58660.49,58128.51,58282.28,1744.0,0.01,581.2851,3.526126639285713,-3.2243346428571384,352.6126639285713,345.8760149999999
2026-06-30,ETHUSD,SELL,5,1.2205626953803403,tick_volume_proxy,2026-06-30 09:35:00-04:00,2026-06-30 09:50:00-04:00,1548.59,1560.2977142857142,1560.2977142857142,SL,11.707714285714282,-11.707714285714246,-11.707714285714246,-0.999999999999997,78.05142857142854,1558.01,1564.74,1548.59,1551.78,1004.0,0.3,464.57699999999994,3.526126639285713,-3.512314285714274,352.6126639285713,345.8760149999999
2026-07-02,ETHUSD,BUY,5,1.8266920719078785,tick_volume_proxy,2026-07-02 09:35:00-04:00,2026-07-02 10:25:00-04:00,1708.4,1696.3961428571429,1696.3961428571429,SL,12.003857142857138,-12.003857142857214,-12.003857142857214,-1.0000000000000064,80.02571428571426,1680.2,1708.4,1676.18,1705.11,1575.0,0.28,478.3520000000001,3.458760149999999,-3.3610800000000203,345.8760149999999,339.19870821428555
2026-07-02,BTCUSD,BUY,5,1.1899188020668565,tick_volume_proxy,2026-07-02 09:35:00-04:00,2026-07-02 10:25:00-04:00,61946.89,61615.26732142857,61615.26732142857,SL,331.6226785714286,-331.6226785714316,-331.6226785714316,-1.000000000000009,2210.8178571428575,61620.54,61946.89,61450.38,61909.55,1612.0,0.01,619.4689,3.458760149999999,-3.316226785714316,345.8760149999999,339.19870821428555
2026-07-06,ETHUSD,BUY,5,1.1056479472965373,tick_volume_proxy,2026-07-06 09:35:00-04:00,2026-07-06 09:35:00-04:00,1740.76,1729.4247142857143,1729.4247142857143,SL,11.335285714285712,-11.335285714285646,-11.335285714285646,-0.9999999999999942,75.56857142857142,1732.91,1740.76,1731.16,1738.51,983.0,0.29,504.82039999999995,3.3919870821428555,-3.287232857142837,339.19870821428555,356.8699753571427
2026-07-06,BTCUSD,BUY,5,1.0514830508474575,tick_volume_proxy,2026-07-06 09:40:00-04:00,2026-07-06 15:55:00-04:00,61603.16,61292.73467857143,63699.01,EOD,310.42532142857146,2095.8499999999985,2095.8499999999985,6.751543303087958,2069.502142857143,61389.23,61603.16,61318.06,61540.94,1418.0,0.01,616.0316,3.3919870821428555,20.958499999999987,339.19870821428555,356.8699753571427
2026-07-07,ETHUSD,BUY,5,0.8132369124351517,tick_volume_proxy,2026-07-07 09:45:00-04:00,2026-07-07 10:00:00-04:00,1773.64,1762.116785714286,1762.116785714286,SL,11.523214285714285,-11.523214285714175,-11.523214285714175,-0.9999999999999905,76.82142857142857,1769.83,1773.64,1768.46,1771.08,739.0,0.3,532.092,3.568699753571427,-3.4569642857142524,356.8699753571427,353.41301107142846
