session_date,symbol,direction,range_minutes,relative_volume,volume_source,entry_time,exit_time,entry,stop_loss,exit_price,exit_reason,stop_distance,gross_per_unit,net_per_unit,r_multiple,daily_atr,opening_open,opening_high,opening_low,opening_close,opening_volume,volume,notional,risk_budget,pnl,balance_before,balance_after_day
2026-05-08,ETHUSD,BUY,5,0.780034822983169,tick_volume_proxy,2026-05-08 09:35:00-04:00,2026-05-08 15:55:00-04:00,2278.9700000000003,2268.1161071428573,2315.57,EOD,10.853892857142853,36.59999999999991,36.59999999999991,3.3720620317265952,72.35928571428569,2273.45,2278.03,2271.34,2277.67,384.0,0.27,615.3219000000001,3.0,9.881999999999977,300.0,309.88199999999995
2026-05-11,ETHUSD,SELL,5,0.9401866299525776,tick_volume_proxy,2026-05-11 09:35:00-04:00,2026-05-11 09:40:00-04:00,2316.65,2326.451642857143,2326.451642857143,SL,9.801642857142854,-9.801642857142724,-9.801642857142724,-0.9999999999999868,65.34428571428569,2326.55,2327.17,2316.65,2318.83,439.0,0.31,718.1615,3.0988199999999995,-3.0385092857142446,309.88199999999995,304.07728071428573
2026-05-11,BTCUSD,SELL,5,0.8694313282693492,tick_volume_proxy,2026-05-11 09:35:00-04:00,2026-05-11 09:40:00-04:00,80874.42,81151.041,81151.041,SL,276.6209999999999,-276.6209999999992,-276.6209999999992,-0.9999999999999973,1844.1399999999994,81121.26,81150.77,80874.42,80881.54,605.0,0.01,808.7442,3.0988199999999995,-2.766209999999992,309.88199999999995,304.07728071428573
2026-05-12,ETHUSD,SELL,5,0.8040391290627958,tick_volume_proxy,2026-05-12 09:35:00-04:00,2026-05-12 15:30:00-04:00,2277.36,2287.087178571429,2287.087178571429,SL,9.727178571428574,-9.727178571428794,-9.727178571428794,-1.0000000000000226,64.84785714285717,2283.99,2284.46,2277.36,2279.5,364.0,0.31,705.9816000000001,3.0407728071428575,-3.0154253571429264,304.07728071428573,301.0618553571428
2026-05-14,BTCUSD,SELL,5,0.7646639753027784,tick_volume_proxy,2026-05-14 09:35:00-04:00,2026-05-14 09:50:00-04:00,79782.95,80038.51871428572,80038.51871428572,SL,255.5687142857143,-255.5687142857205,-255.5687142857205,-1.0000000000000242,1703.7914285714287,79907.68,79951.65,79782.95,79871.87,460.0,0.01,797.8294999999999,3.0106185535714283,-2.555687142857205,301.0618553571428,298.5061682142856
2026-05-15,BTCUSD,SELL,5,1.7592798125539526,tick_volume_proxy,2026-05-15 09:35:00-04:00,2026-05-15 15:55:00-04:00,79621.08,79893.52842857143,79109.73,EOD,272.44842857142845,511.3500000000058,511.3500000000058,1.8768689644541077,1816.3228571428565,79992.59,80005.4,79621.08,79692.76,1019.0,0.01,796.2108000000001,2.985061682142856,5.113500000000058,298.5061682142856,307.4788682142856
2026-05-15,ETHUSD,SELL,5,1.523074223547991,tick_volume_proxy,2026-05-15 09:35:00-04:00,2026-05-15 15:55:00-04:00,2234.71,2243.830535714286,2222.65,EOD,9.120535714285714,12.059999999999945,12.059999999999945,1.3222907488986726,60.80357142857143,2246.41,2246.74,2234.71,2240.19,620.0,0.32,715.1072,2.985061682142856,3.8591999999999826,298.5061682142856,307.4788682142856
2026-05-18,BTCUSD,SELL,5,1.301794453507341,tick_volume_proxy,2026-05-18 09:35:00-04:00,2026-05-18 15:55:00-04:00,77058.48,77341.548,76875.93,EOD,283.06799999999976,182.5500000000029,182.5500000000029,0.6448980456992774,1887.1199999999985,77235.2,77249.44,77058.48,77117.01,798.0,0.01,770.5848,3.0747886821428563,1.8255000000000292,307.4788682142856,311.31716821428563
2026-05-18,ETHUSD,SELL,5,1.27891384512236,tick_volume_proxy,2026-05-18 09:35:00-04:00,2026-05-18 15:55:00-04:00,2130.63,2140.06875,2124.34,EOD,9.438749999999999,6.289999999999964,6.289999999999964,0.6664018010859452,62.92499999999999,2140.6,2140.98,2130.63,2133.96,545.0,0.32,681.8016,3.0747886821428563,2.0127999999999884,307.4788682142856,311.31716821428563
2026-05-19,BTCUSD,BUY,5,1.2093728141757987,tick_volume_proxy,2026-05-19 09:35:00-04:00,2026-05-19 10:15:00-04:00,76830.06,76526.84485714286,76526.84485714286,SL,303.21514285714255,-303.21514285713783,-303.21514285713783,-0.9999999999999845,2021.4342857142838,76529.02,76830.06,76512.88,76813.32,741.0,0.01,768.3006,3.1131716821428563,-3.032151428571378,311.31716821428563,305.2309439285714
2026-05-19,ETHUSD,BUY,5,1.0927973199329983,tick_volume_proxy,2026-05-19 09:35:00-04:00,2026-05-19 10:15:00-04:00,2117.64,2107.108714285714,2107.108714285714,SL,10.531285714285714,-10.531285714285787,-10.531285714285787,-1.0000000000000069,70.20857142857143,2105.92,2116.62,2104.92,2116.17,466.0,0.29,614.1156,3.1131716821428563,-3.0540728571428777,311.31716821428563,305.2309439285714
2026-05-20,BTCUSD,SELL,5,0.7885952712100138,tick_volume_proxy,2026-05-20 09:35:00-04:00,2026-05-20 10:15:00-04:00,77101.5,77392.95771428572,77392.95771428572,SL,291.45771428571396,-291.45771428571607,-291.45771428571607,-1.000000000000007,1943.0514285714266,77235.78,77275.48,77101.5,77182.64,486.0,0.01,771.015,3.0523094392857137,-2.9145771428571607,305.2309439285714,302.3163667857142
2026-05-21,BTCUSD,SELL,5,0.9583627381792519,tick_volume_proxy,2026-05-21 09:35:00-04:00,2026-05-21 11:45:00-04:00,77013.51,77304.1397142857,77304.1397142857,SL,290.629714285714,-290.62971428570745,-290.62971428570745,-0.9999999999999775,1937.5314285714267,77220.87,77237.68,77013.51,77143.35,582.0,0.01,770.1351,3.023163667857142,-2.9062971428570745,302.3163667857142,296.4454696428571
2026-05-21,ETHUSD,SELL,5,0.8883866481223923,tick_volume_proxy,2026-05-21 09:35:00-04:00,2026-05-21 09:50:00-04:00,2108.44,2118.322,2118.322,SL,9.882000000000001,-9.882000000000062,-9.882000000000062,-1.0000000000000062,65.88000000000001,2116.56,2116.94,2108.44,2113.19,365.0,0.3,632.532,3.023163667857142,-2.9646000000000186,302.3163667857142,296.4454696428571
