selection_method,selected_symbols,range_minutes,atr_stop_fraction,relative_volume_min,top_n,robust_score,train_start,train_end,train_starting_balance,train_ending_balance,train_net_profit,train_return_percent,train_max_drawdown_percent,train_trades,train_wins,train_losses,train_win_rate_percent,train_profit_factor,train_total_r,train_average_r,train_sharpe,train_skipped_below_broker_minimum,train_minimum_lot_fallbacks,validation_start,validation_end,validation_starting_balance,validation_ending_balance,validation_net_profit,validation_return_percent,validation_max_drawdown_percent,validation_trades,validation_wins,validation_losses,validation_win_rate_percent,validation_profit_factor,validation_total_r,validation_average_r,validation_sharpe,validation_skipped_below_broker_minimum,validation_minimum_lot_fallbacks,full_start,full_end,full_starting_balance,full_ending_balance,full_net_profit,full_return_percent,full_max_drawdown_percent,full_trades,full_wins,full_losses,full_win_rate_percent,full_profit_factor,full_total_r,full_average_r,full_sharpe,full_skipped_below_broker_minimum,full_minimum_lot_fallbacks
training_positive_symbols,US100,5,0.075,0.75,1,-1.1495484303813819,2026-05-08,2026-06-18,300.0,302.02467624999866,2.024676249998663,0.6748920833328897,13.510565196660206,27,5,22,18.51851851851852,1.0241586742486954,0.8674397619215144,0.03212739858968572,0.3404563854203034,0,0,2026-06-19,2026-07-07,300.0,302.65455517857146,2.6545551785714565,0.8848517261904831,3.4290864641723315,10,2,8,20.0,1.1210652701400614,1.9440465030159522,0.1944046503015952,0.7714974555727803,0,0,2026-05-08,2026-07-07,300.0,304.6792314285701,4.6792314285701195,1.5597438095233729,15.483757386726232,37,7,30,18.91891891891892,1.0442547183872812,2.8114862649374666,0.07598611526858018,0.42652111154409345,0,0
training_positive_symbols,US100,5,0.075,0.75,3,-1.1495484303813819,2026-05-08,2026-06-18,300.0,302.02467624999866,2.024676249998663,0.6748920833328897,13.510565196660206,27,5,22,18.51851851851852,1.0241586742486954,0.8674397619215144,0.03212739858968572,0.3404563854203034,0,0,2026-06-19,2026-07-07,300.0,302.65455517857146,2.6545551785714565,0.8848517261904831,3.4290864641723315,10,2,8,20.0,1.1210652701400614,1.9440465030159522,0.1944046503015952,0.7714974555727803,0,0,2026-05-08,2026-07-07,300.0,304.6792314285701,4.6792314285701195,1.5597438095233729,15.483757386726232,37,7,30,18.91891891891892,1.0442547183872812,2.8114862649374666,0.07598611526858018,0.42652111154409345,0,0
training_positive_symbols,US100,5,0.075,0.75,5,-1.1495484303813819,2026-05-08,2026-06-18,300.0,302.02467624999866,2.024676249998663,0.6748920833328897,13.510565196660206,27,5,22,18.51851851851852,1.0241586742486954,0.8674397619215144,0.03212739858968572,0.3404563854203034,0,0,2026-06-19,2026-07-07,300.0,302.65455517857146,2.6545551785714565,0.8848517261904831,3.4290864641723315,10,2,8,20.0,1.1210652701400614,1.9440465030159522,0.1944046503015952,0.7714974555727803,0,0,2026-05-08,2026-07-07,300.0,304.6792314285701,4.6792314285701195,1.5597438095233729,15.483757386726232,37,7,30,18.91891891891892,1.0442547183872812,2.8114862649374666,0.07598611526858018,0.42652111154409345,0,0
all_symbols,"US30,US100,XAUUSD,XAGUSD,BTCUSD,ETHUSD,EURUSD,GBPUSD,USDJPY,USDCHF,USDCAD,AUDUSD,NZDUSD",5,0.1,1.0,3,-999994.278457619,2026-05-08,2026-06-18,300.0,69.94269357141468,-230.05730642858532,-76.68576880952844,76.76057210137644,70,7,63,10.0,0.14168228324736162,-48.19889349148382,-0.6885556213069117,-9.60084067241908,2,19,2026-06-19,2026-07-07,300.0,317.16462714287354,17.16462714287354,5.721542380957856,30.73469809523696,28,7,21,25.0,1.0765197931305852,5.741356221827525,0.20504843649384016,1.560908255968162,0,9,2026-05-08,2026-07-07,300.0,51.567652142843336,-248.43234785715666,-82.81078261905222,87.35739058018235,94,13,81,13.829787234042554,0.22536726103961824,-43.30874487877545,-0.46073132849761117,-5.184123115763778,6,40
training_positive_symbols,"USDCAD,GBPUSD,XAGUSD",30,0.15,1.25,3,-1000001.8242142857,2026-05-08,2026-06-18,300.0,357.411285714286,57.41128571428601,19.13709523809535,14.609107142856923,13,5,8,38.46153846153847,1.4749495066483471,12.526027806287761,0.963540600483674,1.7517436312484604,0,8,2026-06-19,2026-07-07,300.0,294.527357142857,-5.472642857143001,-1.8242142857143318,1.8242142857143335,2,0,2,0.0,0.0,-2.000000000000056,-1.000000000000028,-6.4991612916982175,0,0,2026-05-08,2026-07-07,300.0,351.0610357142859,51.06103571428588,17.020345238095302,14.609107142856923,15,5,10,33.33333333333333,1.4013318508167685,10.526027806287704,0.7017351870858469,1.3616136222562842,0,8
training_positive_symbols,USDCAD,5,0.1,1.25,1,-1000001.8242857143,2026-05-08,2026-06-18,300.0,323.3800000000008,23.38000000000079,7.7933333333336074,3.6093158375766863,7,2,5,28.57142857142857,2.6546355272470548,8.212505596297024,1.1732150851852892,2.1179665853973746,0,0,2026-06-19,2026-07-07,300.0,294.5271428571432,-5.47285714285681,-1.8242857142856006,1.8242857142856033,2,0,2,0.0,0.0,-1.9999999999999014,-0.9999999999999507,-6.500110148112438,0,0,2026-05-08,2026-07-07,300.0,317.46650000000113,17.466500000001133,5.822166666667039,3.6093158375766863,9,2,7,22.22222222222222,1.871429640531916,6.212505596297122,0.6902783995885691,1.3564450903765943,0,0
training_positive_symbols,USDCAD,5,0.075,1.25,1,-1000002.0533333333,2026-05-08,2026-06-18,300.0,333.63410714285544,33.63410714285544,11.21136904761848,4.091209075218502,7,2,5,28.57142857142857,3.1079426544151465,12.211652899730003,1.7445218428185718,2.3668515788694267,0,0,2026-06-19,2026-07-07,300.0,293.8399999999987,-6.160000000001276,-2.0533333333337622,2.0533333333337582,2,0,2,0.0,0.0,-2.2467575680434324,-1.1233787840217162,-6.4755652031438755,0,0,2026-05-08,2026-07-07,300.0,326.704107142854,26.704107142854014,8.901369047618001,4.091209075218502,9,2,7,22.22222222222222,2.1668370253037526,9.96489533168657,1.107210592409619,1.6087396973136974,0,0
training_positive_symbols,USDCAD,5,0.15,1.0,1,-1000002.164,2026-05-08,2026-06-18,300.0,302.7844285714305,2.78442857143051,0.9281428571435102,5.121614514856294,15,4,11,26.666666666666668,1.0861103870572155,1.698461570122114,0.11323077134147426,0.4467843714755623,0,0,2026-06-19,2026-07-07,300.0,293.5080000000003,-6.491999999999678,-2.1639999999998882,2.7660172588574117,6,1,5,16.666666666666664,0.538001707941963,-2.385892116182484,-0.39764868603041403,-2.7618485067417615,0,0,2026-05-08,2026-07-07,300.0,296.2924285714308,-3.7075714285692243,-1.2358571428564114,5.500313017424046,21,5,16,23.809523809523807,0.9200740346090701,-0.6874305460603699,-0.03273478790763666,-0.2539795858288803,0,0
training_positive_symbols,USDCAD,5,0.15,1.0,3,-1000002.164,2026-05-08,2026-06-18,300.0,302.7844285714305,2.78442857143051,0.9281428571435102,5.121614514856294,15,4,11,26.666666666666668,1.0861103870572155,1.698461570122114,0.11323077134147426,0.4467843714755623,0,0,2026-06-19,2026-07-07,300.0,293.5080000000003,-6.491999999999678,-2.1639999999998882,2.7660172588574117,6,1,5,16.666666666666664,0.538001707941963,-2.385892116182484,-0.39764868603041403,-2.7618485067417615,0,0,2026-05-08,2026-07-07,300.0,296.2924285714308,-3.7075714285692243,-1.2358571428564114,5.500313017424046,21,5,16,23.809523809523807,0.9200740346090701,-0.6874305460603699,-0.03273478790763666,-0.2539795858288803,0,0
training_positive_symbols,USDCAD,5,0.15,1.0,5,-1000002.164,2026-05-08,2026-06-18,300.0,302.7844285714305,2.78442857143051,0.9281428571435102,5.121614514856294,15,4,11,26.666666666666668,1.0861103870572155,1.698461570122114,0.11323077134147426,0.4467843714755623,0,0,2026-06-19,2026-07-07,300.0,293.5080000000003,-6.491999999999678,-2.1639999999998882,2.7660172588574117,6,1,5,16.666666666666664,0.538001707941963,-2.385892116182484,-0.39764868603041403,-2.7618485067417615,0,0,2026-05-08,2026-07-07,300.0,296.2924285714308,-3.7075714285692243,-1.2358571428564114,5.500313017424046,21,5,16,23.809523809523807,0.9200740346090701,-0.6874305460603699,-0.03273478790763666,-0.2539795858288803,0,0
training_positive_symbols,"GBPUSD,USDCAD,AUDUSD",30,0.2,1.25,3,-1000002.558095238,2026-05-08,2026-06-18,300.0,338.13457142857123,38.134571428571235,12.71152380952374,2.7114253332612614,10,5,5,50.0,3.4436734469690298,15.824801647483467,1.5824801647483466,2.930297379842864,0,0,2026-06-19,2026-07-07,300.0,292.32571428571424,-7.674285714285759,-2.558095238095248,2.558095238095253,3,0,3,0.0,0.0,-3.0000000000000333,-1.000000000000011,-6.087283795935268,0,0,2026-05-08,2026-07-07,300.0,330.4602857142855,30.460285714285476,10.153428571428492,4.249776066148696,13,5,8,38.46153846153847,2.3084475754488913,12.824801647483433,0.9865232036525717,1.981832072386573,0,0
training_positive_symbols,GBPUSD,5,0.2,1.0,1,-1000002.6173333334,2026-05-08,2026-06-18,300.0,310.0978571428567,10.097857142856697,3.3659523809522307,2.30267880731666,14,5,9,35.714285714285715,1.6224736911628421,3.189733445925955,0.22783810328042536,1.8755851782152968,0,0,2026-06-19,2026-07-07,300.0,292.14800000000025,-7.851999999999748,-2.6173333333332494,3.343904761904753,6,1,5,16.666666666666664,0.3653410927901943,-3.2093944538765564,-0.5348990756460927,-4.773899555776352,0,0,2026-05-08,2026-07-07,300.0,302.24585714285695,2.2458571428569485,0.7486190476189813,5.463202461735704,20,6,14,30.0,1.0785425586658541,-0.019661007950601064,-0.0009830503975300532,0.37703085022867083,0,0
training_positive_symbols,GBPUSD,5,0.2,1.0,3,-1000002.6173333334,2026-05-08,2026-06-18,300.0,310.0978571428567,10.097857142856697,3.3659523809522307,2.30267880731666,14,5,9,35.714285714285715,1.6224736911628421,3.189733445925955,0.22783810328042536,1.8755851782152968,0,0,2026-06-19,2026-07-07,300.0,292.14800000000025,-7.851999999999748,-2.6173333333332494,3.343904761904753,6,1,5,16.666666666666664,0.3653410927901943,-3.2093944538765564,-0.5348990756460927,-4.773899555776352,0,0,2026-05-08,2026-07-07,300.0,302.24585714285695,2.2458571428569485,0.7486190476189813,5.463202461735704,20,6,14,30.0,1.0785425586658541,-0.019661007950601064,-0.0009830503975300532,0.37703085022867083,0,0
training_positive_symbols,GBPUSD,5,0.2,1.0,5,-1000002.6173333334,2026-05-08,2026-06-18,300.0,310.0978571428567,10.097857142856697,3.3659523809522307,2.30267880731666,14,5,9,35.714285714285715,1.6224736911628421,3.189733445925955,0.22783810328042536,1.8755851782152968,0,0,2026-06-19,2026-07-07,300.0,292.14800000000025,-7.851999999999748,-2.6173333333332494,3.343904761904753,6,1,5,16.666666666666664,0.3653410927901943,-3.2093944538765564,-0.5348990756460927,-4.773899555776352,0,0,2026-05-08,2026-07-07,300.0,302.24585714285695,2.2458571428569485,0.7486190476189813,5.463202461735704,20,6,14,30.0,1.0785425586658541,-0.019661007950601064,-0.0009830503975300532,0.37703085022867083,0,0
training_positive_symbols,"USDCHF,EURUSD",30,0.2,1.5,3,-1000002.664,2026-05-08,2026-06-18,300.0,307.73614285714285,7.736142857142852,2.5787142857142786,0.9803921568627822,4,2,2,50.0,2.3929315533605653,2.930625287460471,0.7326563218651178,2.7461618807447854,0,0,2026-06-19,2026-07-07,300.0,292.008,-7.992000000000019,-2.664000000000011,2.6640000000000064,3,0,3,0.0,0.0,-3.1113028472821345,-1.0371009490940448,-6.155718855882813,0,0,2026-05-08,2026-07-07,300.0,299.74414285714283,-0.25585714285716676,-0.08528571428572107,2.597030015973802,7,2,5,28.57142857142857,0.9811117790362897,-0.18067755982166356,-0.025811079974523365,-0.021296306483186724,0,0
training_positive_symbols,"USDCHF,EURUSD",30,0.2,1.5,5,-1000002.664,2026-05-08,2026-06-18,300.0,307.73614285714285,7.736142857142852,2.5787142857142786,0.9803921568627822,4,2,2,50.0,2.3929315533605653,2.930625287460471,0.7326563218651178,2.7461618807447854,0,0,2026-06-19,2026-07-07,300.0,292.008,-7.992000000000019,-2.664000000000011,2.6640000000000064,3,0,3,0.0,0.0,-3.1113028472821345,-1.0371009490940448,-6.155718855882813,0,0,2026-05-08,2026-07-07,300.0,299.74414285714283,-0.25585714285716676,-0.08528571428572107,2.597030015973802,7,2,5,28.57142857142857,0.9811117790362897,-0.18067755982166356,-0.025811079974523365,-0.021296306483186724,0,0
training_positive_symbols,"USDCAD,GBPUSD,XAGUSD,AUDUSD",30,0.15,1.25,5,-1000002.70225,2026-05-08,2026-06-18,300.0,364.350464285714,64.350464285714,21.45015476190466,14.609107142856923,18,7,11,38.88888888888889,1.4968014741260065,16.32564781877056,0.9069804343761422,1.8286103101481705,0,8,2026-06-19,2026-07-07,300.0,291.8932499999999,-8.10675000000009,-2.7022500000000282,2.7022500000000305,3,0,3,0.0,0.0,-3.0000000000000293,-1.0000000000000098,-6.1754570693991635,0,0,2026-05-08,2026-07-07,300.0,354.8392857142854,54.83928571428538,18.27976190476179,14.609107142856923,21,7,14,33.33333333333333,1.3944117088006083,13.32564781877053,0.634554658036692,1.3846742273223864,0,8
training_positive_symbols,US100,60,0.1,0.75,1,-1000002.8101152381,2026-05-08,2026-06-18,300.0,337.98846500000013,37.98846500000013,12.662821666666702,7.746829921411173,19,6,13,31.57894736842105,1.7101598746822841,13.682263926901246,0.720119154047434,2.061711312271996,0,0,2026-06-19,2026-07-07,300.0,291.569654285714,-8.430345714285977,-2.810115238095323,3.713189236248509,6,2,4,33.33333333333333,0.25023911068104654,-2.7695226629475878,-0.4615871104912646,-6.805417604422706,0,0,2026-05-08,2026-07-07,300.0,330.49601928571417,30.49601928571417,10.165339761904724,7.746829921411173,25,8,17,32.0,1.4710764397238625,10.91274126395366,0.4365096505581464,1.4626810824130152,0,0
training_positive_symbols,AUDUSD,5,0.05,1.25,1,-1000002.8641071429,2026-05-08,2026-06-18,300.0,347.5627142857112,47.562714285711195,15.854238095237072,3.3515948975676126,5,1,4,20.0,4.2056209741860275,17.348188439568865,3.469637687913773,2.3135083991716314,0,0,2026-06-19,2026-07-07,300.0,291.4076785714292,-8.592321428570813,-2.864107142856942,2.8641071428569376,3,0,3,0.0,0.0,-2.9999999999997957,-0.9999999999999319,-8.35347852747126,0,0,2026-05-08,2026-07-07,300.0,337.64485714285473,37.64485714285473,12.548285714284901,6.109500263972594,8,1,7,12.5,2.52068834181625,14.34818843956907,1.7935235549461337,1.5849064434269082,0,0
training_positive_symbols,EURUSD,5,0.15,1.25,1,-1000003.2800357143,2026-05-08,2026-06-18,300.0,309.21039285714204,9.21039285714204,3.0701309523806897,2.3852329930792875,6,1,5,16.666666666666664,1.7112488244264803,3.6770710969398577,0.6128451828233096,1.2204530377660847,0,0,2026-06-19,2026-07-07,300.0,290.1598928571431,-9.84010714285688,-3.280035714285623,3.2800357142856265,4,0,4,0.0,0.0,-3.999999999999905,-0.9999999999999762,-10.075960686418414,0,0,2026-05-08,2026-07-07,300.0,298.63849999999945,-1.3615000000005466,-0.45383333333351983,5.722678570301149,10,1,9,10.0,0.9421167867695317,-0.3229289030600473,-0.032292890306004726,-0.04581683657567155,0,0
training_positive_symbols,"USDCAD,US30,GBPUSD,AUDUSD,NZDUSD",60,0.15,1.25,5,-1000003.4781119048,2026-05-08,2026-06-18,300.0,359.6215642857136,59.62156428571359,19.873854761904532,5.17259054759791,20,9,11,45.0,2.557168977354391,22.8101037690236,1.1405051884511799,3.86877360333881,0,0,2026-06-19,2026-07-07,300.0,289.5656642857134,-10.43433571428659,-3.4781119047621933,3.5847785714286715,5,1,4,20.0,0.029755440828794933,-3.8789647160536904,-0.7757929432107381,-7.592698216009473,0,0,2026-05-08,2026-07-07,300.0,348.1703642857126,48.170364285712594,16.05678809523754,8.297593902539882,25,10,15,40.0,1.9607242573560997,18.931139052969908,0.7572455621187963,2.633259734910246,0,0
training_positive_symbols,"USDCAD,US30,GBPUSD",60,0.15,1.25,3,-1000003.4781119048,2026-05-08,2026-06-18,300.0,355.2970642857136,55.29706428571359,18.432354761904524,2.850098388964692,12,6,6,50.0,3.6683991615914926,20.2973361588549,1.691444679904575,4.384086118439759,0,0,2026-06-19,2026-07-07,300.0,289.5656642857134,-10.43433571428659,-3.4781119047621933,3.5847785714286715,5,1,4,20.0,0.029755440828794933,-3.8789647160536904,-0.7757929432107381,-7.592698216009473,0,0,2026-05-08,2026-07-07,300.0,343.84586428571265,43.84586428571265,14.615288095237556,6.09060620539536,17,7,10,41.17647058823529,2.3460330818995074,16.41837144280121,0.9657865554588947,2.8922544704529103,0,0
