selection_method,selected_symbols,range_minutes,atr_stop_fraction,relative_volume_min,top_n,robust_score,train_start,train_end,train_starting_balance,train_ending_balance,train_net_profit,train_return_percent,train_max_drawdown_percent,train_trades,train_wins,train_losses,train_win_rate_percent,train_profit_factor,train_total_r,train_average_r,train_sharpe,train_skipped_below_broker_minimum,train_minimum_lot_fallbacks,validation_start,validation_end,validation_starting_balance,validation_ending_balance,validation_net_profit,validation_return_percent,validation_max_drawdown_percent,validation_trades,validation_wins,validation_losses,validation_win_rate_percent,validation_profit_factor,validation_total_r,validation_average_r,validation_sharpe,validation_skipped_below_broker_minimum,validation_minimum_lot_fallbacks,full_start,full_end,full_starting_balance,full_ending_balance,full_net_profit,full_return_percent,full_max_drawdown_percent,full_trades,full_wins,full_losses,full_win_rate_percent,full_profit_factor,full_total_r,full_average_r,full_sharpe,full_skipped_below_broker_minimum,full_minimum_lot_fallbacks
training_positive_symbols,"ETHUSD,BTCUSD",5,0.15,0.75,3,23.392986698899175,2026-05-08,2026-06-18,300.0,307.2852275000001,7.285227500000076,2.4284091666666896,9.679167825606745,44,15,29,34.090909090909086,1.0780065813120006,4.3271343067644334,0.09834396151737348,0.6303123617648312,0,9,2026-06-19,2026-07-07,300.0,345.64382642857123,45.64382642857123,15.214608809523744,3.857226626325611,17,8,9,47.05882352941176,2.5047196920980275,14.598598667158813,0.8587410980681655,5.098691239165793,0,5,2026-05-08,2026-07-07,300.0,353.41301107142846,53.41301107142846,17.80433702380948,11.765496546398554,61,23,38,37.704918032786885,1.430814054998125,18.925732973923246,0.31025791760529914,2.079932083305537,0,13
training_positive_symbols,"ETHUSD,BTCUSD",5,0.15,0.75,5,23.392986698899175,2026-05-08,2026-06-18,300.0,307.2852275000001,7.285227500000076,2.4284091666666896,9.679167825606745,44,15,29,34.090909090909086,1.0780065813120006,4.3271343067644334,0.09834396151737348,0.6303123617648312,0,9,2026-06-19,2026-07-07,300.0,345.64382642857123,45.64382642857123,15.214608809523744,3.857226626325611,17,8,9,47.05882352941176,2.5047196920980275,14.598598667158813,0.8587410980681655,5.098691239165793,0,5,2026-05-08,2026-07-07,300.0,353.41301107142846,53.41301107142846,17.80433702380948,11.765496546398554,61,23,38,37.704918032786885,1.430814054998125,18.925732973923246,0.31025791760529914,2.079932083305537,0,13
training_positive_symbols,"ETHUSD,US100",5,0.2,0.75,3,20.396179538578817,2026-05-08,2026-06-18,300.0,318.8400328571424,18.840032857142376,6.280010952380799,5.317391060572666,49,16,33,32.6530612244898,1.2136318110754163,6.832011839052353,0.13942881304188476,1.5778172995383228,0,0,2026-06-19,2026-07-07,300.0,327.06630142857136,27.066301428571364,9.022100476190452,2.757538746532031,19,11,8,57.89473684210527,2.376054469832151,9.60868131768083,0.5057200693516226,5.979307108105681,0,0,2026-05-08,2026-07-07,300.0,348.5361114285708,48.53611142857079,16.178703809523597,5.317391060572666,68,27,41,39.705882352941174,1.434697983396573,16.440693156733182,0.24177489936372326,2.7546335499829633,0,0
training_positive_symbols,"ETHUSD,US100",5,0.2,0.75,5,20.396179538578817,2026-05-08,2026-06-18,300.0,318.8400328571424,18.840032857142376,6.280010952380799,5.317391060572666,49,16,33,32.6530612244898,1.2136318110754163,6.832011839052353,0.13942881304188476,1.5778172995383228,0,0,2026-06-19,2026-07-07,300.0,327.06630142857136,27.066301428571364,9.022100476190452,2.757538746532031,19,11,8,57.89473684210527,2.376054469832151,9.60868131768083,0.5057200693516226,5.979307108105681,0,0,2026-05-08,2026-07-07,300.0,348.5361114285708,48.53611142857079,16.178703809523597,5.317391060572666,68,27,41,39.705882352941174,1.434697983396573,16.440693156733182,0.24177489936372326,2.7546335499829633,0,0
training_positive_symbols,ETHUSD,5,0.2,0.75,1,15.347445230726137,2026-05-08,2026-06-18,300.0,306.23863571428535,6.238635714285351,2.0795452380951263,5.262969850545644,22,8,14,36.36363636363637,1.1492180144299498,2.455109933476913,0.1115959060671324,0.8471289715872853,0,0,2026-06-19,2026-07-07,300.0,327.95379714285707,27.95379714285707,9.317932380952353,1.9212272101084151,9,6,3,66.66666666666666,4.0675637712630985,9.282776390936585,1.0314195989929538,7.15912952742425,0,0,2026-05-08,2026-07-07,300.0,334.87058142857103,34.87058142857103,11.623527142857014,6.018834154848911,31,14,17,45.16129032258064,1.6826444111165135,11.737886324413498,0.3786414943359193,2.8037724384977176,0,0
training_positive_symbols,ETHUSD,5,0.15,0.75,1,9.797019625436509,2026-05-08,2026-06-18,300.0,307.7524796428568,7.752479642856827,2.584159880952286,5.087410024065092,22,7,15,31.818181818181817,1.1673905612219169,3.0799123244649578,0.13999601474840717,0.8812374388188932,0,0,2026-06-19,2026-07-07,300.0,316.2084707142856,16.208470714285625,5.402823571428539,3.8917478308943396,9,4,5,44.44444444444444,2.031865525968891,5.587323985427381,0.6208137761585979,3.6720063342553404,0,0,2026-05-08,2026-07-07,300.0,324.60069964285674,24.60069964285674,8.200233214285578,5.820527191724054,31,11,20,35.483870967741936,1.394314649366957,8.667236309892338,0.2795882680610432,1.7531577426138334,0,0
training_positive_symbols,ETHUSD,15,0.15,1.5,1,5.787219128412239,2026-05-08,2026-06-18,300.0,304.3637975000001,4.363797500000089,1.4545991666667035,2.9004203571428397,6,1,5,16.666666666666664,1.2943300889084786,1.7276426581525934,0.28794044302543226,0.6885377550296392,0,0,2026-06-19,2026-07-07,300.0,309.20689714285714,9.206897142857144,3.0689657142857207,0.9992712329391178,3,2,1,66.66666666666666,3.9499803634545723,3.2272012706591457,1.0757337568863818,4.437741137989889,0,0,2026-05-08,2026-07-07,300.0,314.1217946428572,14.121794642857196,4.707264880952389,2.9004203571428397,9,3,6,33.33333333333333,1.786852011878098,4.954843928811739,0.5505382143124155,1.5409130694744348,0,0
training_positive_symbols,ETHUSD,15,0.15,1.5,3,5.787219128412239,2026-05-08,2026-06-18,300.0,304.3637975000001,4.363797500000089,1.4545991666667035,2.9004203571428397,6,1,5,16.666666666666664,1.2943300889084786,1.7276426581525934,0.28794044302543226,0.6885377550296392,0,0,2026-06-19,2026-07-07,300.0,309.20689714285714,9.206897142857144,3.0689657142857207,0.9992712329391178,3,2,1,66.66666666666666,3.9499803634545723,3.2272012706591457,1.0757337568863818,4.437741137989889,0,0,2026-05-08,2026-07-07,300.0,314.1217946428572,14.121794642857196,4.707264880952389,2.9004203571428397,9,3,6,33.33333333333333,1.786852011878098,4.954843928811739,0.5505382143124155,1.5409130694744348,0,0
training_positive_symbols,ETHUSD,15,0.15,1.5,5,5.787219128412239,2026-05-08,2026-06-18,300.0,304.3637975000001,4.363797500000089,1.4545991666667035,2.9004203571428397,6,1,5,16.666666666666664,1.2943300889084786,1.7276426581525934,0.28794044302543226,0.6885377550296392,0,0,2026-06-19,2026-07-07,300.0,309.20689714285714,9.206897142857144,3.0689657142857207,0.9992712329391178,3,2,1,66.66666666666666,3.9499803634545723,3.2272012706591457,1.0757337568863818,4.437741137989889,0,0,2026-05-08,2026-07-07,300.0,314.1217946428572,14.121794642857196,4.707264880952389,2.9004203571428397,9,3,6,33.33333333333333,1.786852011878098,4.954843928811739,0.5505382143124155,1.5409130694744348,0,0
training_positive_symbols,ETHUSD,15,0.2,1.5,1,4.473091291383117,2026-05-08,2026-06-18,300.0,304.2463571428571,4.246357142857107,1.4154523809523756,1.9052899169000757,6,1,5,16.666666666666664,1.4107505841807497,1.5028744207048998,0.2504790701174833,0.8395880384884862,0,0,2026-06-19,2026-07-07,300.0,306.2798228571429,6.279822857142904,2.0932742857143083,0.9831143404701901,3,2,1,66.66666666666666,3.065067431333166,2.1704009529943673,0.7234669843314557,3.827630125691394,0,0,2026-05-08,2026-07-07,300.0,310.52618,10.52618000000001,3.5087266666666617,1.9052899169000757,9,3,6,33.33333333333333,1.7867676406792043,3.673275373699267,0.40814170818880746,1.5121298243679846,0,0
training_positive_symbols,ETHUSD,15,0.2,1.5,3,4.473091291383117,2026-05-08,2026-06-18,300.0,304.2463571428571,4.246357142857107,1.4154523809523756,1.9052899169000757,6,1,5,16.666666666666664,1.4107505841807497,1.5028744207048998,0.2504790701174833,0.8395880384884862,0,0,2026-06-19,2026-07-07,300.0,306.2798228571429,6.279822857142904,2.0932742857143083,0.9831143404701901,3,2,1,66.66666666666666,3.065067431333166,2.1704009529943673,0.7234669843314557,3.827630125691394,0,0,2026-05-08,2026-07-07,300.0,310.52618,10.52618000000001,3.5087266666666617,1.9052899169000757,9,3,6,33.33333333333333,1.7867676406792043,3.673275373699267,0.40814170818880746,1.5121298243679846,0,0
training_positive_symbols,ETHUSD,15,0.2,1.5,5,4.473091291383117,2026-05-08,2026-06-18,300.0,304.2463571428571,4.246357142857107,1.4154523809523756,1.9052899169000757,6,1,5,16.666666666666664,1.4107505841807497,1.5028744207048998,0.2504790701174833,0.8395880384884862,0,0,2026-06-19,2026-07-07,300.0,306.2798228571429,6.279822857142904,2.0932742857143083,0.9831143404701901,3,2,1,66.66666666666666,3.065067431333166,2.1704009529943673,0.7234669843314557,3.827630125691394,0,0,2026-05-08,2026-07-07,300.0,310.52618,10.52618000000001,3.5087266666666617,1.9052899169000757,9,3,6,33.33333333333333,1.7867676406792043,3.673275373699267,0.40814170818880746,1.5121298243679846,0,0
training_positive_symbols,ETHUSD,15,0.1,1.5,1,3.397462787862504,2026-05-08,2026-06-18,300.0,313.8979999999998,13.897999999999797,4.632666666666596,3.0042347619048164,6,1,5,16.666666666666664,1.9101029415616548,5.044185481070673,0.8406975801784454,1.3997623520929516,0,0,2026-06-19,2026-07-07,300.0,303.0906571428571,3.090657142857083,1.0302190476190187,0.9933560606869386,3,1,2,33.33333333333333,1.517963254693714,1.065302144249503,0.35510071474983435,1.368830962094273,0,0,2026-05-08,2026-07-07,300.0,316.9773585714283,16.977358571428283,5.659119523809419,3.0042347619048164,9,2,7,22.22222222222222,1.7896210272530613,6.109487625320176,0.6788319583689084,1.3477332810958085,0,0
training_positive_symbols,ETHUSD,15,0.1,1.5,3,3.397462787862504,2026-05-08,2026-06-18,300.0,313.8979999999998,13.897999999999797,4.632666666666596,3.0042347619048164,6,1,5,16.666666666666664,1.9101029415616548,5.044185481070673,0.8406975801784454,1.3997623520929516,0,0,2026-06-19,2026-07-07,300.0,303.0906571428571,3.090657142857083,1.0302190476190187,0.9933560606869386,3,1,2,33.33333333333333,1.517963254693714,1.065302144249503,0.35510071474983435,1.368830962094273,0,0,2026-05-08,2026-07-07,300.0,316.9773585714283,16.977358571428283,5.659119523809419,3.0042347619048164,9,2,7,22.22222222222222,1.7896210272530613,6.109487625320176,0.6788319583689084,1.3477332810958085,0,0
training_positive_symbols,ETHUSD,15,0.1,1.5,5,3.397462787862504,2026-05-08,2026-06-18,300.0,313.8979999999998,13.897999999999797,4.632666666666596,3.0042347619048164,6,1,5,16.666666666666664,1.9101029415616548,5.044185481070673,0.8406975801784454,1.3997623520929516,0,0,2026-06-19,2026-07-07,300.0,303.0906571428571,3.090657142857083,1.0302190476190187,0.9933560606869386,3,1,2,33.33333333333333,1.517963254693714,1.065302144249503,0.35510071474983435,1.368830962094273,0,0,2026-05-08,2026-07-07,300.0,316.9773585714283,16.977358571428283,5.659119523809419,3.0042347619048164,9,2,7,22.22222222222222,1.7896210272530613,6.109487625320176,0.6788319583689084,1.3477332810958085,0,0
